
[00:00:00.000 --> 00:00:09.000]  最近我在網上看到一些香港隊員跳繩的鍛鍊
[00:00:09.000 --> 00:00:10.500]  不知道你們有沒有看過
[00:00:10.500 --> 00:00:12.500]  他們拿了一個很好的成績
[00:00:12.500 --> 00:00:14.500]  那個鍛鍊很厲害
[00:00:14.500 --> 00:00:16.500]  他們不停地跳
[00:00:16.500 --> 00:00:18.500]  很配合得到
[00:00:18.500 --> 00:00:22.500]  原來很多運動員他們背後經過很多苦練
[00:00:22.500 --> 00:00:24.500]  我們都知道
[00:00:24.500 --> 00:00:27.500]  但今天原來在我們基督徒的生命裏
[00:00:27.500 --> 00:00:31.500]  上帝都在磨練我們
[00:00:31.500 --> 00:00:33.500]  有時我經常發覺
[00:00:33.500 --> 00:00:34.500]  去港島的時候
[00:00:34.500 --> 00:00:37.500]  其實頂尖最喜歡聽的是什麼
[00:00:37.500 --> 00:00:39.500]  安慰的訊息
[00:00:39.500 --> 00:00:41.500]  很辛苦的
[00:00:41.500 --> 00:00:43.500]  上班又辛苦
[00:00:43.500 --> 00:00:45.500]  讀書又辛苦
[00:00:45.500 --> 00:00:47.500]  很想聽到很多安慰的訊息
[00:00:47.500 --> 00:00:49.500]  當然聖經是要說安慰訊息
[00:00:49.500 --> 00:00:50.500]  我一定會說
[00:00:50.500 --> 00:00:51.500]  但我想說的是
[00:00:51.500 --> 00:00:53.500]  今天這篇訊息
[00:00:53.500 --> 00:00:55.500]  這段經文
[00:00:55.500 --> 00:00:58.500]  是上帝要提醒我們
[00:00:58.500 --> 00:01:00.500]  祂說我們的生命
[00:01:00.500 --> 00:01:03.500]  是要被祂磨練
[00:01:03.500 --> 00:01:05.500]  祂說我們要用火
[00:01:05.500 --> 00:01:06.500]  當鹽
[00:01:06.500 --> 00:01:08.500]  去被醃
[00:01:08.500 --> 00:01:11.500]  你有沒有心理準備
[00:01:11.500 --> 00:01:13.500]  所以我想邀請你
[00:01:13.500 --> 00:01:15.500]  當我們一會
[00:01:15.500 --> 00:01:18.500]  去唱這個回應詩的時候
[00:01:18.500 --> 00:01:20.500]  念正我
[00:01:20.500 --> 00:01:22.500]  不只是唱
[00:01:22.500 --> 00:01:25.500]  我希望你用心去回應上帝
[00:01:25.500 --> 00:01:26.500]  你說是呀
[00:01:26.500 --> 00:01:28.500]  我們的生命有很多雜七
[00:01:28.500 --> 00:01:30.500]  我們唯有將我們的生命
[00:01:30.500 --> 00:01:33.500]  完全交在你手中的時候
[00:01:33.500 --> 00:01:35.500]  被你磨練的時候
[00:01:35.500 --> 00:01:39.500]  即使被火去燒
[00:01:39.500 --> 00:01:41.500]  被鹽去醃
[00:01:41.500 --> 00:01:44.500]  你都願意
[00:01:44.500 --> 00:01:45.500]  你會嗎
[00:01:45.500 --> 00:01:47.500]  是主求你幫助我們
[00:01:47.500 --> 00:01:49.500]  心靈誠實去敬拜你
[00:01:49.500 --> 00:01:51.500]  是主我們說願意
[00:01:51.500 --> 00:01:53.500]  單單去為你而活
[00:01:53.500 --> 00:01:55.500]  我們一生單單去敬拜你
[00:01:55.500 --> 00:01:57.500]  主我們求求你
[00:01:57.500 --> 00:01:59.500]  你親自去潔淨我們的生命
[00:01:59.500 --> 00:02:01.500]  磨練我們中鹽可能要經過火
[00:02:01.500 --> 00:02:02.500]  經過鹽
[00:02:02.500 --> 00:02:03.500]  是很艱難
[00:02:03.500 --> 00:02:05.500]  很痛苦的一個歷程
[00:02:05.500 --> 00:02:07.500]  但主我們要決定
[00:02:07.500 --> 00:02:08.500]  我們一生去跟隨你
[00:02:08.500 --> 00:02:10.500]  因為我們無別神可以跟
[00:02:10.500 --> 00:02:12.500]  唯有你是我們的主
[00:02:12.500 --> 00:02:13.500]  是我們的王
[00:02:13.500 --> 00:02:14.500]  我們將我們生命的主權
[00:02:14.500 --> 00:02:15.500]  再一次交給你
[00:02:15.500 --> 00:02:16.500]  我們的寶座
[00:02:16.500 --> 00:02:17.500]  來到呈獻給你
[00:02:17.500 --> 00:02:18.500]  求你親自
[00:02:18.500 --> 00:02:19.500]  親自去閱立
[00:02:19.500 --> 00:02:21.500]  每一個的獻聖
[00:02:21.500 --> 00:02:22.500]  我們讚美你
[00:02:22.500 --> 00:02:23.500]  多謝你聽我們的禱告
[00:02:23.500 --> 00:02:25.500]  奉耶穌基督得勝的命求
[00:02:25.500 --> 00:02:26.500]  Amen
[00:02:26.500 --> 00:02:28.500]  各位請坐
[00:02:28.500 --> 00:02:35.500]  如果過往幾星期
[00:02:35.500 --> 00:02:37.500]  你有返崇拜
[00:02:37.500 --> 00:02:38.500]  你都會留意
[00:02:38.500 --> 00:02:39.500]  不同講員
[00:02:39.500 --> 00:02:41.500]  去分享不同的訊息
[00:02:41.500 --> 00:02:43.500]  我們每次都會有少少recap
[00:02:43.500 --> 00:02:45.500]  幕後福音
[00:02:45.500 --> 00:02:46.500]  分為兩部分
[00:02:46.500 --> 00:02:47.500]  有十六章
[00:02:47.500 --> 00:02:49.500]  其實很容易記
[00:02:49.500 --> 00:02:51.500]  頭八章是第一部分
[00:02:51.500 --> 00:02:54.500]  第九至十六章是第二部分
[00:02:54.500 --> 00:02:56.500]  八章的尾結束之前
[00:02:56.500 --> 00:02:57.500]  耶穌第一次預言
[00:02:57.500 --> 00:02:59.500]  祂將要受苦
[00:02:59.500 --> 00:03:01.500]  然後去到九章一開始
[00:03:01.500 --> 00:03:03.500]  耶穌就登山變相
[00:03:03.500 --> 00:03:05.500]  顯出祂的榮耀
[00:03:05.500 --> 00:03:08.500]  後來他們下山的時候
[00:03:08.500 --> 00:03:10.500]  這班門徒
[00:03:10.500 --> 00:03:12.500]  曾經被邀請去趕鬼
[00:03:12.500 --> 00:03:14.500]  但不行
[00:03:14.500 --> 00:03:16.500]  耶穌就去到當中
[00:03:16.500 --> 00:03:19.500]  將一個啞巴鬼趕了出來
[00:03:19.500 --> 00:03:22.500]  今天我們要分享的是
[00:03:22.500 --> 00:03:24.500]  九章三十至五十節
[00:03:24.500 --> 00:03:26.500]  一開始就提到
[00:03:26.500 --> 00:03:29.500]  耶穌第二次預言自己受苦
[00:03:29.500 --> 00:03:31.500]  在這段經文裡
[00:03:31.500 --> 00:03:33.500]  分為兩個小段
[00:03:33.500 --> 00:03:36.500]  頭幾節是講耶穌經過加利利
[00:03:36.500 --> 00:03:39.500]  接著是耶穌去到加伯隆
[00:03:39.500 --> 00:03:41.500]  我們有時識經的原則
[00:03:41.500 --> 00:03:42.500]  不同的地點
[00:03:42.500 --> 00:03:43.500]  似乎兩段經文
[00:03:43.500 --> 00:03:45.500]  應該不太相關
[00:03:45.500 --> 00:03:46.500]  不過我想告訴你
[00:03:46.500 --> 00:03:47.500]  不是的
[00:03:47.500 --> 00:03:48.500]  我們試試看
[00:03:48.500 --> 00:03:51.500]  耶穌三次預言受苦
[00:03:51.500 --> 00:03:53.500]  有什麼關係
[00:03:53.500 --> 00:03:55.500]  我們試試看
[00:03:55.500 --> 00:03:57.500]  第一次耶穌預言受苦的時候
[00:03:57.500 --> 00:03:59.500]  他說人子必須受許多苦
[00:03:59.500 --> 00:04:01.500]  被長老濟斯獎和民事氣絕
[00:04:01.500 --> 00:04:04.500]  並且被殺過三天復活
[00:04:04.500 --> 00:04:08.500]  接著門徒就有反應
[00:04:08.500 --> 00:04:10.500]  第一個走出來的
[00:04:10.500 --> 00:04:11.500]  又是彼得
[00:04:11.500 --> 00:04:13.500]  彼得跟耶穌說
[00:04:13.500 --> 00:04:15.500]  不要不要,他要勸住耶穌
[00:04:15.500 --> 00:04:16.500]  拉住他不要去
[00:04:16.500 --> 00:04:19.500]  你不可以受苦,你不可以被殺
[00:04:19.500 --> 00:04:21.500]  接著耶穌有個很嚴厲的責備
