
[00:00:00.000 --> 00:00:03.040]  大家好,我們首先有一個禱告
[00:00:03.040 --> 00:00:04.240]  我們一起禱告
[00:00:04.240 --> 00:00:08.980]  天父,多謝祢讓我們一起學習真誠的愛
[00:00:08.980 --> 00:00:14.440]  在我們的生命裏,無論在教會裏面,教會外面
[00:00:14.440 --> 00:00:17.020]  願意我們都能夠實踐出來
[00:00:17.020 --> 00:00:20.580]  我們這樣祈禱,奉主耶穌基督的名,阿門
[00:00:20.580 --> 00:00:27.660]  我認識一位姊妹,她以前經歷過一個很坎坷的人生
[00:00:27.660 --> 00:00:31.160]  我想神給每一個人的經歷都很不同
[00:00:31.160 --> 00:00:34.460]  這位姊妹在她未信主的時候
[00:00:34.460 --> 00:00:38.640]  她有一次的經歷,她是一個什麼人呢?
[00:00:38.640 --> 00:00:46.440]  其實自己從小被媽媽虐待,是一個很坎坷的姊妹
[00:00:46.440 --> 00:00:49.780]  在她長大後,她結了婚,應該可以很幸福
[00:00:49.780 --> 00:00:57.920]  誰知道丈夫又是一個不正當的人,後來被抓去坐牢
[00:00:57.920 --> 00:01:03.640]  有小朋友還要帶著,很困難很困難的日子
[00:01:03.640 --> 00:01:07.680]  很低迷的時候,她會去喝酒去麻醉自己
[00:01:07.680 --> 00:01:13.160]  有一次在人生低谷裏,她想到這個世界
[00:01:13.160 --> 00:01:18.520]  沒有一個朋友在她身邊,感受不到任何人關心
[00:01:18.520 --> 00:01:23.060]  於是她做了一件事,她想一想,不如我結束自己的生命
[00:01:23.060 --> 00:01:31.640]  就把煤氣爐打開,然後關上所有的窗戶,封密了
[00:01:31.640 --> 00:01:37.760]  開了一個煤氣爐,呆呆的在這裏等自己的生命完結
[00:01:37.760 --> 00:01:42.340]  在她嘔嘔嘟嘟的時候,都沒有自己的知覺的時候
[00:01:42.340 --> 00:01:50.420]  她就看到有一個明信片,拿來看看
[00:01:50.420 --> 00:01:58.420]  她就看到,立刻很不同,她就想起這個卡片是我一個朋友送給我的
[00:01:58.420 --> 00:02:03.420]  這個卡片就是一個基督徒的姊妹,是一次愛人的機會認識她
[00:02:03.420 --> 00:02:11.040]  然後她就去旅行,這個姊妹去旅行,就記掛著這個朋友
[00:02:11.040 --> 00:02:17.320]  特別是林二的兒子,可能會見到這個地方,這個環境很美很特別
[00:02:17.320 --> 00:02:21.360]  不如寄一個明信片給他,讓他開心一下一家人
[00:02:21.360 --> 00:02:26.060]  就這樣寄了給他,但想不到這個卡片就救了他的性命
[00:02:26.060 --> 00:02:30.060]  她一看到,原來人間還有一些愛,還有一些溫暖
[00:02:30.060 --> 00:02:34.700]  於是她就關了那個煤氣爐
[00:02:34.700 --> 00:02:38.420]  事後這個姊妹都不知道,後來告訴她
[00:02:38.420 --> 00:02:43.420]  一個真誠的愛,就能救回一個人的生命
[00:02:43.420 --> 00:02:47.400]  我不知道真誠的愛,為什麼我們要加上真誠的愛呢?
[00:02:47.400 --> 00:02:52.080]  我們有下文,因為這段經文是愛很多種
[00:02:52.080 --> 00:02:56.960]  這裡特別強調一種真誠的愛是怎樣的愛
[00:02:56.960 --> 00:03:01.820]  其實這個真誠的愛,容易找到嗎?在教會找得到嗎?
[00:03:01.820 --> 00:03:04.220]  如果在教會找不到,哪裡才找得到呢?
[00:03:04.220 --> 00:03:07.920]  當然我們知道神是愛,愛的源頭
[00:03:07.920 --> 00:03:13.020]  如果愛還不在教會,找不到這個愛,在哪裡找得到呢?
[00:03:13.020 --> 00:03:17.620]  我不知道容易找得到,等下我們看那段經文
[00:03:17.620 --> 00:03:20.120]  但我們知道其實不容易的
[00:03:20.120 --> 00:03:25.220]  我們看看,這個世代很多時候都是很自我中心
[00:03:25.220 --> 00:03:31.220]  我們中國人都說,國家自掃門前雪,憂雪他人瓦上霜
[00:03:31.220 --> 00:03:35.620]  這個世界是這樣,還有我們除了自己覺得自己的東西比較重要
[00:03:35.620 --> 00:03:38.420]  還有我們又不太懂得跟別人相處
[00:03:38.420 --> 00:03:43.620]  所以你拿著報紙,我們看到很多的衝突,人的矛盾
[00:03:43.620 --> 00:03:46.720]  最近我們看到很多倫常的慘劇
[00:03:46.720 --> 00:03:53.320]  有些是虐兒,有些是家暴,有些甚至是母親都傷害
[00:03:53.320 --> 00:03:57.520]  社會裡面有很多的紛爭,很多不同的意見
[00:03:57.520 --> 00:04:02.420]  還有是國與國之間,我們最近在留意的就是
[00:04:02.420 --> 00:04:06.120]  貿易戰,越來越多國家參戰
[00:04:06.120 --> 00:04:09.920]  我對你的進口貨物又徵重稅
[00:04:09.920 --> 00:04:14.920]  於是希望你的貨物在我國家裡面沒有那麼滯銷
[00:04:14.920 --> 00:04:16.920]  你這樣做,我又這樣做
[00:04:16.920 --> 00:04:20.520]  整個世界是不是這樣?
[00:04:20.520 --> 00:04:22.220]  教會又如何?
[00:04:22.220 --> 00:04:27.420]  有一次我跟一位牧師見面,他就說了一句話
[00:04:27.420 --> 00:04:31.220]  他說現在做牧者跟我們以前不同,複雜很多
[00:04:31.220 --> 00:04:34.820]  你想想現在的社會多元
[00:04:34.820 --> 00:04:38.620]  他說在教會裡面拿到共識也不容易
[00:04:38.620 --> 00:04:40.620]  是的,真的是
[00:04:40.620 --> 00:04:47.120]  特別是做堂主任或者傳道牧師就更加難
[00:04:47.120 --> 00:04:50.420]  教會是不是好像外面那樣?
[00:04:50.420 --> 00:04:53.620]  我想一個最大的你跟我今天的挑戰就是
[00:04:53.620 --> 00:04:57.820]  外面的如何面對衝突,如何的紛擾
[00:04:57.820 --> 00:05:02.020]  如何面對這種文化,究竟入侵了教會?
[00:05:02.020 --> 00:05:05.220]  還是我們將主的愛
[00:05:05.220 --> 00:05:09.820]  我們知道這是神所給我們獨有的一種生命
[00:05:09.820 --> 00:05:15.220]  我們把持著在無論教會之內或者教會之外
[00:05:15.220 --> 00:05:21.220]  我們將這個愛散發出去以至影響世界
[00:05:21.220 --> 00:05:25.420]  雖然沒有人告訴我,教會是不想影響世界
[00:05:25.420 --> 00:05:29.020]  但是如果我們接著看以下經文
[00:05:29.020 --> 00:05:32.420]  《羅馬書》第十二章九至二十一節
[00:05:32.420 --> 00:05:33.620]  給我們很大的提醒
[00:05:33.620 --> 00:05:37.220]  究竟我們在哪一間教會是有真誠的愛
[00:05:37.220 --> 00:05:39.020]  或者在這段經文之前在講什麼呢?
[00:05:39.020 --> 00:05:41.820]  就是在講一至十一章
[00:05:41.820 --> 00:05:45.420]  在講神如何將舊恩白白的給予相信的人
