
[00:00:00.000 --> 00:00:02.000]  靚姊妹早晨
[00:00:02.000 --> 00:00:05.320]  不知道大家有沒有看過一套電影
[00:00:05.320 --> 00:00:07.320]  就是《少林足球》
[00:00:07.320 --> 00:00:09.320]  有沒有看過
[00:00:09.320 --> 00:00:12.540]  有啊,也有差不多的歷史了
[00:00:12.540 --> 00:00:16.120]  原來我看一套電影是二十多年前的了
[00:00:16.120 --> 00:00:19.120]  但是《少林足球》裡面有一句
[00:00:19.120 --> 00:00:21.120]  也蠻有名的說話
[00:00:21.120 --> 00:00:23.920]  就是周星馳說了一句
[00:00:23.920 --> 00:00:25.920]  人沒有夢想
[00:00:25.920 --> 00:00:27.920]  下一句是什麼
[00:00:27.920 --> 00:00:29.920]  和鹹魚有什麼分別
[00:00:29.920 --> 00:00:32.920]  夢想呢
[00:00:32.920 --> 00:00:36.920]  可能我們每一個人都曾經有過夢想
[00:00:36.920 --> 00:00:37.920]  可能是
[00:00:37.920 --> 00:00:40.920]  夢想可以成為我們一個方向
[00:00:40.920 --> 00:00:43.920]  令到我們可以一步一步地
[00:00:43.920 --> 00:00:46.920]  向著這個方向去走
[00:00:46.920 --> 00:00:48.920]  實現這個夢想
[00:00:48.920 --> 00:00:51.920]  但是對於我們基督徒來說
[00:00:51.920 --> 00:00:54.920]  夢想也可以是什麼
[00:00:54.920 --> 00:00:57.920]  可以是上帝給我們的意象
[00:00:57.920 --> 00:01:00.920]  在這個意象裡面
[00:01:00.920 --> 00:01:04.920]  讓我們可以為上帝去作供
[00:01:04.920 --> 00:01:07.920]  讓我們可以努力地
[00:01:07.920 --> 00:01:10.920]  為上帝給我們的意象而努力
[00:01:10.920 --> 00:01:13.920]  不過在現實
[00:01:13.920 --> 00:01:15.920]  就是夢想歸夢想
[00:01:15.920 --> 00:01:17.920]  意象歸意象
[00:01:17.920 --> 00:01:20.920]  現實也有現實的考量
[00:01:20.920 --> 00:01:23.920]  現實其實也有很多事情
[00:01:23.920 --> 00:01:26.920]  令到我們放棄了夢想
[00:01:26.920 --> 00:01:29.920]  放棄了上帝給我們的意象
[00:01:29.920 --> 00:01:33.920]  日本文學作家本鑒九雄
[00:01:33.920 --> 00:01:35.920]  有一句這樣的說話
[00:01:35.920 --> 00:01:39.920]  很多人都是三十歲就死了
[00:01:39.920 --> 00:01:42.920]  不過八十歲才埋葬
[00:01:42.920 --> 00:01:45.920]  不知道是不是大家的寫照
[00:01:45.920 --> 00:01:47.920]  因為當中裡面說到
[00:01:47.920 --> 00:01:49.920]  三十歲的時候
[00:01:49.920 --> 00:01:51.920]  就會因為很多不同的事情
[00:01:51.920 --> 00:01:54.920]  而開始放棄了夢想
[00:01:54.920 --> 00:01:56.920]  放棄了意象
[00:01:56.920 --> 00:01:59.920]  跟一條鹹魚一樣
[00:01:59.920 --> 00:02:02.920]  不過到八十歲的時候
[00:02:02.920 --> 00:02:07.920]  身體才死亡才埋葬
[00:02:07.920 --> 00:02:09.920]  可能我們在現實裡面
[00:02:09.920 --> 00:02:11.920]  我們做了很多的事情
[00:02:11.920 --> 00:02:13.920]  煩惱著很多的問題
[00:02:13.920 --> 00:02:15.920]  面對著很多的困難
[00:02:15.920 --> 00:02:17.920]  然後有一天發現
[00:02:17.920 --> 00:02:20.920]  原來我們在形形異異的生活
[00:02:20.920 --> 00:02:22.920]  很多的困難當中
[00:02:22.920 --> 00:02:25.920]  原來我們已經放棄了夢想
[00:02:25.920 --> 00:02:27.920]  放棄了當初
[00:02:27.920 --> 00:02:30.920]  上帝給我們的意象
[00:02:30.920 --> 00:02:32.920]  面對現實
[00:02:32.920 --> 00:02:34.920]  不再做任何的改變
[00:02:34.920 --> 00:02:37.920]  不要以為做教目
[00:02:37.920 --> 00:02:42.920]  做教目一定是在實現上帝的意象
[00:02:42.920 --> 00:02:44.920]  不一定的
[00:02:44.920 --> 00:02:48.920]  做教目我們也可以做到像廟祝一樣
[00:02:48.920 --> 00:02:50.920]  大家明不明白這個意思
[00:02:50.920 --> 00:02:55.920]  可以做到營運著一個堂會
[00:02:55.920 --> 00:02:57.920]  營運著每個禮拜有一個崇拜
[00:02:57.920 --> 00:02:59.920]  就完結了
[00:02:59.920 --> 00:03:01.920]  也可以是這樣
[00:03:01.920 --> 00:03:03.920]  今天的經課
[00:03:03.920 --> 00:03:06.920]  以西傑書三十七章一至十四節
[00:03:06.920 --> 00:03:09.920]  其實正是在告訴我們
[00:03:09.920 --> 00:03:14.920]  當我們失去了對意象的追求的時候
[00:03:14.920 --> 00:03:17.920]  上帝就開始工作
[00:03:17.920 --> 00:03:20.920]  為的是叫我們不要停止
[00:03:20.920 --> 00:03:24.920]  為他所賜的意象去做功
[00:03:24.920 --> 00:03:26.920]  以西傑書
[00:03:26.920 --> 00:03:29.920]  如果大家有看過以西傑書
