
[00:00:00.000 --> 00:00:01.960]  有關敬畏神的經文
[00:00:01.960 --> 00:00:04.080]  我相信最耳熟能詳
[00:00:04.080 --> 00:00:05.960]  莫過於這一節的經文
[00:00:05.960 --> 00:00:07.560]  大家跟我一起讀吧
[00:00:07.560 --> 00:00:08.760]  一二三
[00:00:08.760 --> 00:00:12.200]  敬畏耶和華是智慧的開端
[00:00:12.200 --> 00:00:16.000]  認識至聖者便是聰明
[00:00:16.000 --> 00:00:18.720]  這句話大家真的要留心聽
[00:00:18.720 --> 00:00:20.800]  有不少學者認為
[00:00:20.800 --> 00:00:24.760]  基督徒最迫切需要的觀念
[00:00:24.760 --> 00:00:27.320]  就是敬畏神
[00:00:27.320 --> 00:00:30.360]  因為我們其中一個短板
[00:00:30.360 --> 00:00:33.440]  就是這個短板
[00:00:33.440 --> 00:00:36.880]  就是缺乏敬畏神
[00:00:36.880 --> 00:00:38.400]  意思就是說
[00:00:38.400 --> 00:00:41.520]  我們有時對神隨便
[00:00:41.520 --> 00:00:43.520]  馬虎隨便
[00:00:43.520 --> 00:00:46.640]  甚至有時是當神舞蹈
[00:00:46.640 --> 00:00:49.360]  如果缺乏敬畏神
[00:00:49.360 --> 00:00:51.920]  你就根本不認識神
[00:00:51.920 --> 00:00:53.160]  你說不是啊
[00:00:53.160 --> 00:00:54.760]  我認識神啊
[00:00:54.760 --> 00:00:56.520]  我有番崇拜小組
[00:00:56.520 --> 00:00:57.800]  有靈修有侍奉
[00:00:57.800 --> 00:01:00.160]  有奉你的名去傳福音
[00:01:00.160 --> 00:01:02.400]  講鬼醫病
[00:01:02.400 --> 00:01:03.600]  但是如果神說
[00:01:03.600 --> 00:01:05.200]  我從來不認識你
[00:01:05.200 --> 00:01:08.080]  你這個惡人離開我吧
[00:01:08.080 --> 00:01:12.080]  好像馬大福音七章二十三節這樣說
[00:01:12.080 --> 00:01:15.280]  那就真是烏虎外在了
[00:01:15.280 --> 00:01:20.240]  如果當你說認識神的時候
[00:01:20.240 --> 00:01:21.880]  但是神說不認識你
[00:01:21.880 --> 00:01:24.760]  就好像說你認識一些名人
[00:01:24.760 --> 00:01:26.720]  那些名人就真的不認識你
[00:01:26.720 --> 00:01:30.640]  那就真的不是真正的認識
[00:01:30.640 --> 00:01:32.760]  而當中出現的最大問題
[00:01:32.760 --> 00:01:35.040]  就是敬畏神這一方面
[00:01:35.040 --> 00:01:37.840]  我們看回這一次的經文
[00:01:37.840 --> 00:01:40.920]  這兩句很清楚告訴我們
[00:01:40.920 --> 00:01:44.800]  敬畏神是和認識神掛鉤的
[00:01:44.800 --> 00:01:46.640]  這一次的經文有兩句
[00:01:46.640 --> 00:01:49.640]  是一種平衡結構的寫作技巧
[00:01:49.640 --> 00:01:51.320]  是互相呼應的
[00:01:51.320 --> 00:01:54.640]  就是視智慧和視聰明是呼應
[00:01:54.640 --> 00:01:57.800]  所以敬畏和認識是互相呼應
[00:01:57.800 --> 00:02:00.920]  是連想一個很重要的關係
[00:02:00.920 --> 00:02:05.040]  先講講今天經文的背景
[00:02:05.040 --> 00:02:06.680]  撒姆爾記一至三章
[00:02:06.680 --> 00:02:11.280]  是《視師時代》的末期
[00:02:11.280 --> 00:02:17.680]  是舊約聖經視師記之後的一個延續
[00:02:17.680 --> 00:02:22.760]  當時的祭司就是以利聖兼大祭司的角色
[00:02:22.760 --> 00:02:25.640]  而當時以色列人的光景是怎樣呢
[00:02:25.640 --> 00:02:28.040]  用這一節的經文就可以交代
[00:02:28.040 --> 00:02:29.080]  或者最清楚
[00:02:29.080 --> 00:02:30.520]  我們一起去讀
[00:02:30.520 --> 00:02:34.120]  那時以色列中沒有王
[00:02:34.120 --> 00:02:36.560]  各人任意而行
[00:02:36.560 --> 00:02:38.040]  這一節的經文是
[00:02:38.040 --> 00:02:40.960]  《視師記》最後一節的經文
[00:02:40.960 --> 00:02:44.800]  講到以色列那種黑暗的時期
[00:02:44.800 --> 00:02:49.600]  靈性和道德都很敗壞的時期
[00:02:49.600 --> 00:02:52.280]  第一個重點跟大家分享的
[00:02:52.280 --> 00:02:54.680]  就是敬畏神是什麼呢
[00:02:54.680 --> 00:02:56.360]  全心交托
[00:02:56.360 --> 00:02:57.240]  順服
[00:02:57.240 --> 00:02:58.560]  接受
[00:02:58.560 --> 00:03:00.920]  第一個人物就出現了
[00:03:00.920 --> 00:03:03.120]  出場就是哈娜
[00:03:03.120 --> 00:03:06.640]  哈娜一出場就很苦惱
[00:03:06.640 --> 00:03:09.800]  她的丈夫以利加拿有兩個妻子
[00:03:09.800 --> 00:03:11.480]  哈娜是正室
[00:03:11.480 --> 00:03:12.720]  沒有子女
[00:03:12.720 --> 00:03:15.280]  比拿尼是妾侍
[00:03:15.280 --> 00:03:16.920]  有子女
[00:03:16.920 --> 00:03:20.160]  不育的例子
[00:03:20.160 --> 00:03:22.640]  相信大家都認識很多
[00:03:22.640 --> 00:03:24.160]  薩拉
[00:03:24.160 --> 00:03:24.920]  尼伯加
[00:03:24.920 --> 00:03:25.960]  拉結
[00:03:25.960 --> 00:03:28.120]  參選的媽媽等等
[00:03:28.120 --> 00:03:33.360]  我們看看經文是怎樣寫的
[00:03:33.360 --> 00:03:37.080]  無奈耶和華說不用哈娜生育
[00:03:37.080 --> 00:03:40.520]  比拿尼見耶和華說不用哈娜生育
[00:03:40.520 --> 00:03:41.920]  就跟她作對
[00:03:41.920 --> 00:03:43.240]  作對的意思
[00:03:43.240 --> 00:03:46.120]  就是跟她
[00:03:46.120 --> 00:03:47.160]  這個是對頭
[00:03:47.160 --> 00:03:49.080]  對頭的意思就是跟她作對
[00:03:49.080 --> 00:03:50.600]  圍爛她
[00:03:50.600 --> 00:03:53.240]  接著就大大激動她
[00:03:53.240 --> 00:03:55.000]  使得她生氣的意思
[00:03:55.000 --> 00:03:55.800]  就是說故意
[00:03:55.800 --> 00:03:58.600]  故意去激怒她
[00:03:58.600 --> 00:03:59.680]  當時的社會
[00:03:59.680 --> 00:04:03.600]  傳宗接代是一個很重要的事情
[00:04:03.600 --> 00:04:05.480]  而生育被人看起來
[00:04:05.480 --> 00:04:07.920]  是神的最大的祝福
[00:04:07.920 --> 00:04:10.880]  不能夠生育就成為哈娜人生當中
[00:04:10.880 --> 00:04:12.520]  最大的恥辱
[00:04:12.520 --> 00:04:13.160]  於是
[00:04:13.160 --> 00:04:17.960]  她就終日為這件事悶悶不樂
[00:04:17.960 --> 00:04:20.200]  她的丈夫以利加拿
[00:04:20.200 --> 00:04:22.000]  看見她悶悶不樂
[00:04:22.000 --> 00:04:25.480]  就這樣去安慰她
[00:04:25.480 --> 00:04:27.240]  怎樣安慰她呢
[00:04:27.240 --> 00:04:29.120]  就說哈娜
[00:04:29.120 --> 00:04:31.160]  你為什麼哭不吃飯
[00:04:31.160 --> 00:04:32.560]  心裡這麼愁悶
[00:04:32.560 --> 00:04:35.320]  有我不是比有十個兒子更好嗎
[00:04:35.320 --> 00:04:37.480]  這樣
[00:04:37.480 --> 00:04:40.160]  這樣去哄老婆
[00:04:40.160 --> 00:04:41.480]  在座的姐妹
[00:04:41.480 --> 00:04:43.400]  如果讓你是哈娜
[00:04:43.400 --> 00:04:45.880]  你接不接受呢
[00:04:45.880 --> 00:04:48.120]  我看看大家的面容
[00:04:48.120 --> 00:04:49.520]  姐妹的面容
[00:04:49.520 --> 00:04:50.720]  收到一點了
[00:04:50.720 --> 00:04:52.480]  OK
[00:04:52.480 --> 00:04:54.680]  哈娜不接受
[00:04:54.680 --> 00:04:56.320]  聽不入耳
[00:04:56.320 --> 00:04:58.240]  就趁全家上侍羅
[00:04:58.240 --> 00:05:01.280]  侍羅是當時的敬拜中心
[00:05:01.280 --> 00:05:04.920]  去獻感恩的祭的時候
[00:05:04.920 --> 00:05:07.360]  就向神去禱告
[00:05:07.360 --> 00:05:09.160]  並且許願
[00:05:09.160 --> 00:05:11.000]  我們看看經文怎麼寫
[00:05:11.000 --> 00:05:13.320]  她怎樣去禱告呢
[00:05:13.320 --> 00:05:16.000]  哈娜就將她的苦情
[00:05:16.000 --> 00:05:17.600]  跟耶和華說
[00:05:17.600 --> 00:05:19.880]  叫祂去顧念我
[00:05:19.880 --> 00:05:21.040]  給我一個兒子
[00:05:21.040 --> 00:05:26.680]  我就必定使祂終身歸於耶和華
[00:05:26.680 --> 00:05:29.400]  不用剃頭都剃祂的頭
[00:05:29.400 --> 00:05:32.600]  哈娜在耶和華面前不住的祈禱
[00:05:32.600 --> 00:05:36.040]  祭司以利日定征
[00:05:36.040 --> 00:05:37.760]  看著祂的嘴唇
[00:05:37.760 --> 00:05:43.240]  之後她還跟哈娜祝福祈禱
[00:05:43.240 --> 00:05:48.880]  我們看看哈娜禱告的特色
[00:05:48.880 --> 00:05:50.120]  就是一個特色
[00:05:50.120 --> 00:05:53.720]  這裡說到她不住的祈禱
[00:05:53.720 --> 00:05:55.840]  就是一個很持久的禱告
[00:05:55.840 --> 00:05:56.440]  聽姐妹
[00:05:56.440 --> 00:06:00.280]  我們禱告是需要很持久很持久的
[00:06:00.280 --> 00:06:02.920]  我有一個經歷
[00:06:02.920 --> 00:06:04.200]  我也曾經分享過
[00:06:04.200 --> 00:06:06.200]  我媽媽信主
[00:06:06.200 --> 00:06:07.760]  大家記不記得
[00:06:07.760 --> 00:06:09.320]  但是我為了媽媽信主
[00:06:09.320 --> 00:06:11.320]  都經歷了十幾年
[00:06:11.320 --> 00:06:14.720]  第一次我媽媽真的有缺志
[00:06:14.720 --> 00:06:16.880]  但是之後跟她說
[00:06:16.880 --> 00:06:18.080]  不是的我誤會了
[00:06:18.080 --> 00:06:20.040]  其實我不是缺志祈禱
[00:06:20.040 --> 00:06:21.680]  當然會有點失望
[00:06:21.680 --> 00:06:22.960]  但是沒有氣餒
[00:06:22.960 --> 00:06:25.200]  繼續為我媽媽去祈禱
[00:06:25.200 --> 00:06:27.480]  於是十幾年
[00:06:27.480 --> 00:06:29.600]  直到二零一六年
[00:06:29.600 --> 00:06:31.760]  藉著一個機會
[00:06:31.760 --> 00:06:35.800]  她又願意去信耶穌
[00:06:35.800 --> 00:06:36.960]  缺志祈禱
[00:06:36.960 --> 00:06:38.640]  一句一句這樣
[00:06:38.640 --> 00:06:41.120]  我為她去缺志去祈禱
[00:06:41.120 --> 00:06:42.160]  去讀出來
[00:06:42.160 --> 00:06:44.680]  接著之後沒幾天
[00:06:44.680 --> 00:06:47.280]  我又再次問她
[00:06:47.280 --> 00:06:48.320]  我都有點害怕
[00:06:48.320 --> 00:06:50.360]  第一次說不是
[00:06:50.360 --> 00:06:52.120]  第二次會不會又不是呢
[00:06:52.120 --> 00:06:54.840]  她說是我記得的
[00:06:54.840 --> 00:06:56.920]  那天是四月十四號
[00:06:56.920 --> 00:06:58.040]  你跟我說
[00:06:58.040 --> 00:06:59.960]  記得這個日子
[00:06:59.960 --> 00:07:02.160]  二零一六年四月十四號
[00:07:02.160 --> 00:07:03.080]  我就知道
[00:07:03.080 --> 00:07:04.640]  她真的信耶穌了
[00:07:04.640 --> 00:07:06.360]  事後她就真的有回
[00:07:06.360 --> 00:07:08.760]  向日葵的崇拜
[00:07:08.760 --> 00:07:11.040]  還有在二零一七年十一月
[00:07:11.040 --> 00:07:14.520]  她就洗禮洗瑞禮
[00:07:14.520 --> 00:07:15.520]  很感恩
[00:07:15.520 --> 00:07:17.040]  十幾年的禱告
[00:07:17.040 --> 00:07:18.240]  神應允了
[00:07:18.240 --> 00:07:19.360]  所以弟兄姊妹
[00:07:19.360 --> 00:07:20.520]  真的不要氣餒
[00:07:20.520 --> 00:07:22.880]  為我們所需要的祈禱
[00:07:22.880 --> 00:07:24.080]  交托仰望
[00:07:24.080 --> 00:07:25.480]  給我們的主
[00:07:25.480 --> 00:07:27.440]  第二個
[00:07:27.440 --> 00:07:29.000]  哈拿禱告的特色就是
[00:07:29.000 --> 00:07:32.680]  不是為自己禱告的
