
[00:00:00.000 --> 00:00:04.780]  讀一段聖經,在佛所說第四章,第22到24節
[00:00:04.780 --> 00:00:09.580]  保羅在這裡說,就要脫去你們從前行為上的舊人
[00:00:09.580 --> 00:00:13.200]  這舊人是因私慾的迷惑漸漸變壞
[00:00:13.200 --> 00:00:15.800]  要將你們的心智改換一新
[00:00:15.800 --> 00:00:17.420]  並且穿上新人
[00:00:17.420 --> 00:00:20.000]  這新人是照著神的形象造的
[00:00:20.000 --> 00:00:23.200]  有真理的人意和聖潔
[00:00:23.200 --> 00:00:24.800]  我們就讀到這裡
[00:00:24.800 --> 00:00:28.600]  感謝神,我們看見最近這段時間
[00:00:28.600 --> 00:00:33.080]  整個新冠病毒的疫情越來越加的減緩
[00:00:33.080 --> 00:00:36.160]  真的是,疫情很快就要過去
[00:00:36.160 --> 00:00:38.160]  Amen, Hallelujah
[00:00:38.160 --> 00:00:42.400]  我想隨著疫情的過去,社會的重開
[00:00:42.400 --> 00:00:45.120]  我們看見整個社會跟經濟
[00:00:45.120 --> 00:00:48.760]  也逐漸的在恢復跟重建當中
[00:00:48.760 --> 00:00:51.880]  我就想到在我們個人的生命當中
[00:00:51.880 --> 00:00:56.000]  不是同樣也需要恢復跟重建嗎
[00:00:56.320 --> 00:01:00.000]  在疫情當中,我們看見有些人失去親人
[00:01:00.000 --> 00:01:02.000]  有人失去了工作
[00:01:02.000 --> 00:01:04.320]  有人面對家庭中的衝突
[00:01:04.320 --> 00:01:06.880]  也有人面對生活中的困境
[00:01:06.880 --> 00:01:08.880]  疫情的過去
[00:01:08.880 --> 00:01:13.920]  不代表著這些過去的創傷跟失敗也會過去
[00:01:13.920 --> 00:01:17.680]  反而他們會累積在我們的生命當中
[00:01:17.680 --> 00:01:20.480]  成為一種沉重的包袱
[00:01:20.480 --> 00:01:23.680]  攔阻我們繼續向前進
[00:01:23.680 --> 00:01:28.160]  這為什麼保羅在已佛所說第四章二十二到二十四節裡面
[00:01:28.160 --> 00:01:33.280]  告訴我們說我們要繼續不斷的要脫去舊人
[00:01:33.280 --> 00:01:35.680]  要穿上新人
[00:01:35.680 --> 00:01:40.080]  好讓我們不斷活在神得勝的生命當中
[00:01:40.080 --> 00:01:42.080]  那你說我們怎麼樣
[00:01:42.080 --> 00:01:46.480]  才能夠經歷在生命當中的恢復跟重建呢
[00:01:46.480 --> 00:01:49.280]  今天早上從四方面跟大家來分享
[00:01:49.280 --> 00:01:52.080]  第一個,要歡迎聖靈的工作
[00:01:52.080 --> 00:01:56.480]  我跟你們說要歡迎聖靈的工作
[00:01:56.480 --> 00:02:02.880]  生命的恢復跟重建一定要從聖靈的工作開始
[00:02:02.880 --> 00:02:04.480]  你知道對每一個基督徒來講
[00:02:04.480 --> 00:02:07.280]  雖然在我們接受耶穌做我們個人的救主的時候
[00:02:07.280 --> 00:02:10.880]  聖靈已經內住在我們的裡面
[00:02:10.880 --> 00:02:14.480]  但太多時候我看見聖靈在我們裡面
[00:02:14.480 --> 00:02:17.280]  好像是被冷藏起來了
[00:02:17.280 --> 00:02:21.280]  好像聖靈在我們裡面好像動彈不得一樣
[00:02:21.280 --> 00:02:26.080]  今天我們真的需要重新歡迎聖靈在我們生命當中來工作
[00:02:26.080 --> 00:02:29.880]  歡迎聖靈在我們生命當中來掌權
[00:02:29.880 --> 00:02:33.880]  因為只有聖靈能夠來工作來光照我們的時候
[00:02:33.880 --> 00:02:37.080]  我們才能夠看見我們生命當中的黑暗
[00:02:37.080 --> 00:02:41.080]  能夠迴轉回到神的面前來尋求神的幫助
[00:02:41.080 --> 00:02:43.680]  你們還記得有一次
[00:02:43.680 --> 00:02:47.480]  主耶穌帶著門徒們到一個村莊去
[00:02:47.480 --> 00:02:49.480]  當地的人不接待他們
[00:02:49.480 --> 00:02:53.080]  路加福音九章五十四節五十五節這裡說
[00:02:53.080 --> 00:02:55.680]  他的門徒雅各約翰看見了就說
[00:02:55.680 --> 00:03:00.080]  主啊,你要我們吩咐火從天上降下來燒滅他們
[00:03:00.080 --> 00:03:02.080]  像以利亞所做的嗎?
[00:03:02.080 --> 00:03:05.680]  哇,好兇啊!人家只是不接待你,OK?
[00:03:05.680 --> 00:03:08.080]  那叫燒死他們
[00:03:08.080 --> 00:03:10.080]  你看主怎麼回答?五十五節
[00:03:10.080 --> 00:03:12.280]  耶穌轉身責備兩個門徒說
[00:03:12.280 --> 00:03:15.080]  你們的心如何?你們怎麼樣?
[00:03:15.080 --> 00:03:17.280]  並不知道
[00:03:17.280 --> 00:03:20.080]  他們以為他們在替天行道
[00:03:20.080 --> 00:03:23.480]  可是裡面充滿了多少人的驕傲與黑暗
[00:03:23.480 --> 00:03:26.480]  是連他們自己都不知道
[00:03:26.480 --> 00:03:28.080]  你不要笑他們
[00:03:28.080 --> 00:03:29.480]  今天多少時候
[00:03:29.480 --> 00:03:33.480]  我們不是也在同樣的光景當中嗎?
[00:03:33.480 --> 00:03:38.480]  有人說在我們人的心靈世界裡面有四個部分
[00:03:38.480 --> 00:03:41.880]  第一個部分是人知你知的部分
[00:03:41.880 --> 00:03:45.080]  那就是大家所認識的你
[00:03:45.080 --> 00:03:48.880]  第二個部分是人知你不知的部分
[00:03:48.880 --> 00:03:53.280]  多少時候你我就是最後一個認識自己缺點的人不是嗎?
[00:03:53.280 --> 00:03:57.080]  全世界都知道的就是我們自己不知道
[00:03:57.080 --> 00:04:01.680]  第三個部分就是人不知你知的部分
[00:04:01.680 --> 00:04:04.880]  這就是講到在你心靈世界裡面
[00:04:04.880 --> 00:04:10.680]  捆鎖在裡面的創傷、苦毒、罪惡跟黑暗
[00:04:10.680 --> 00:04:13.280]  表面上沒有人看得出來
[00:04:13.280 --> 00:04:18.680]  但卻常常是真正讓我們心靈被捆鎖的原因
[00:04:18.680 --> 00:04:23.280]  最後一個是人不知你也不知的部分
[00:04:23.280 --> 00:04:27.880]  這常常就必須在一些生活的突發事件當中
[00:04:27.880 --> 00:04:35.280]  你才能夠真正開始很痛苦的去認識你過去不曾認識的自己
[00:04:35.280 --> 00:04:39.080]  這也是我們今天需要聖靈來我們身上來工作的原因
[00:04:39.080 --> 00:04:41.480]  我們需要歡迎聖靈來幫助我們
[00:04:41.480 --> 00:04:43.880]  幫助我們看見我們的軟弱
[00:04:43.880 --> 00:04:45.280]  我們裡面的需要
[00:04:45.280 --> 00:04:49.880]  而讓我們重新謙卑能夠回轉到神的面前來
[00:04:49.880 --> 00:04:51.480]  事實上一旦我們回轉
