
[00:00:00.000 --> 00:00:02.640]  大衛傳的第三講
[00:00:02.640 --> 00:00:08.240]  我們要講薩姆以上記的十八章和十九章
[00:00:08.240 --> 00:00:10.160]  上一次我們已經講了
[00:00:10.160 --> 00:00:14.320]  大衛戰勝巨人哥里亞的故事
[00:00:14.320 --> 00:00:18.400]  每當神的僕人成功的時候
[00:00:18.400 --> 00:00:22.020]  撒旦很多時候會來試探我們
[00:00:22.020 --> 00:00:24.320]  會來攻擊我們
[00:00:24.320 --> 00:00:26.400]  就好像耶穌基督
[00:00:26.400 --> 00:00:28.560]  在馬太福音的第三章
[00:00:28.560 --> 00:00:32.400]  耶穌為了我們做一個很好的榜樣
[00:00:32.400 --> 00:00:33.920]  受洗
[00:00:33.920 --> 00:00:36.080]  耶穌基督根本不需要受洗
[00:00:36.080 --> 00:00:37.520]  因為祂是無罪
[00:00:37.520 --> 00:00:40.480]  祂是為了我們來做這個榜樣
[00:00:40.480 --> 00:00:41.920]  天就打開
[00:00:41.920 --> 00:00:43.560]  有聲音在天上說
[00:00:43.560 --> 00:00:46.920]  「這是我的愛子 我所喜愛的」
[00:00:46.920 --> 00:00:50.220]  祂是被天父所喜悅
[00:00:50.220 --> 00:00:52.880]  做了這件事之後又怎樣
[00:00:52.880 --> 00:00:55.320]  立刻在馬太福音的第四章
[00:00:55.320 --> 00:01:00.600]  耶穌基督被帶領到曠野被撒旦試探四十天
[00:01:00.600 --> 00:01:04.520]  很多時候當我們做了一件好事成功的事
[00:01:04.520 --> 00:01:06.800]  撒旦就會來攻擊
[00:01:06.800 --> 00:01:09.800]  大衛戰勝了哥里亞之後
[00:01:09.800 --> 00:01:13.000]  撒旦就煽動蘇羅
[00:01:13.000 --> 00:01:15.040]  來憎恨大衛
[00:01:15.040 --> 00:01:17.200]  是要殺死他
[00:01:17.200 --> 00:01:19.720]  我今天的這篇道
[00:01:19.720 --> 00:01:25.480]  叫做「神啊 求祢救我脫離惡人」
[00:01:25.480 --> 00:01:29.040]  你說為什麼會有這麼奇怪的一個主題
[00:01:29.040 --> 00:01:30.600]  其實很簡單
[00:01:30.600 --> 00:01:34.000]  這個正是在詩篇的第五十九篇
[00:01:34.000 --> 00:01:37.760]  今天的故事講到大衛被蘇羅追殺
[00:01:37.760 --> 00:01:42.000]  就是這個時候大衛寫詩篇的第五十九篇
[00:01:42.000 --> 00:01:43.720]  是他講的
[00:01:43.720 --> 00:01:47.480]  「神啊 求祢救我脫離惡人」
[00:01:47.480 --> 00:01:50.640]  讓我們在大衛身上學習
[00:01:50.640 --> 00:01:52.720]  當有惡人來追趕我們
[00:01:52.720 --> 00:01:54.160]  來逼迫我們的時候
[00:01:54.160 --> 00:01:57.920]  我們應該怎樣來回應
[00:01:57.920 --> 00:02:00.880]  根據猶太人的律法
[00:02:00.880 --> 00:02:02.480]  一個人要二十歲
[00:02:02.480 --> 00:02:06.040]  起碼二十歲才能夠當兵
[00:02:06.040 --> 00:02:07.960]  大衛是很特別
[00:02:07.960 --> 00:02:10.800]  當他在蘇羅的軍隊裡面
[00:02:10.800 --> 00:02:14.080]  成為高級的官長的時候
[00:02:14.080 --> 00:02:16.880]  他可能只有十八歲
[00:02:16.880 --> 00:02:21.680]  大衛發現自己和蘇羅有很嚴重的衝突
[00:02:21.680 --> 00:02:24.800]  問題不是在大衛身上
[00:02:24.800 --> 00:02:26.880]  他是一個很誠實的人
[00:02:26.880 --> 00:02:29.560]  問題是在蘇羅身上
[00:02:29.560 --> 00:02:31.640]  他是一個很妒忌
[00:02:31.640 --> 00:02:34.280]  很奸險的人
[00:02:34.280 --> 00:02:38.400]  大衛的成功沒有令他驕傲
[00:02:38.400 --> 00:02:40.360]  他打贏了高利亞之後
[00:02:40.360 --> 00:02:43.160]  他回到了自己的工作單位
[00:02:43.160 --> 00:02:45.120]  繼續工作
[00:02:45.120 --> 00:02:49.880]  他甚至是願意很謙卑地服從蘇羅
[00:02:49.880 --> 00:02:54.040]  幫助他醫治他心理的病
[00:02:54.040 --> 00:02:56.600]  換了別人就會怎樣
[00:02:56.600 --> 00:02:58.160]  如果換了是我
[00:02:58.160 --> 00:03:00.600]  我就真的不會這樣了
[00:03:00.600 --> 00:03:03.440]  神已經廢除了蘇羅
[00:03:03.440 --> 00:03:05.480]  又高立了大衛
[00:03:05.480 --> 00:03:07.040]  有沒有搞錯
[00:03:07.040 --> 00:03:08.800]  你都已經被人廢了
[00:03:08.800 --> 00:03:10.880]  為什麼我還要來侍奉你
[00:03:10.880 --> 00:03:12.240]  還要服從你
[00:03:12.240 --> 00:03:15.040]  這個就會變成我的心態
[00:03:15.040 --> 00:03:17.200]  但是大衛不是這樣
[00:03:17.200 --> 00:03:20.520]  大衛仍然願意服從
[00:03:20.520 --> 00:03:23.240]  來侍奉蘇羅
[00:03:23.240 --> 00:03:27.840]  當神的靈離開了蘇羅
[00:03:27.840 --> 00:03:29.960]  臨到大衛身上
[00:03:29.960 --> 00:03:32.920]  大衛就能夠帶領蘇羅的軍隊
[00:03:32.920 --> 00:03:34.360]  所向無敵
[00:03:34.360 --> 00:03:36.400]  得到很多的勝利
[00:03:36.400 --> 00:03:39.760]  他漸漸得到很多人的喜愛
[00:03:39.760 --> 00:03:42.640]  首先在撒母以上的十八章五節
[00:03:42.640 --> 00:03:47.320]  說眾百姓和蘇羅的臣僕都喜悅大衛
[00:03:47.320 --> 00:03:50.280]  在撒母以上的十八章十六節
[00:03:50.280 --> 00:03:54.840]  說以色列和猶大眾人都愛大衛
[00:03:54.840 --> 00:03:58.760]  去到撒母以上的十八章三十節
[00:03:58.760 --> 00:04:02.120]  說大衛的名被人尊重
[00:04:02.120 --> 00:04:05.720]  這個令到蘇羅非常妒忌
[00:04:05.720 --> 00:04:07.360]  還動了殺機
[00:04:07.360 --> 00:04:10.280]  要殺死大衛
[00:04:10.280 --> 00:04:13.640]  就當大衛不斷上升
