
[00:00:00.000 --> 00:00:05.000]  請我們低頭,我們一起同心祈禱
[00:00:05.000 --> 00:00:08.000]  親愛的天父,我們再次多謝祢
[00:00:08.000 --> 00:00:11.000]  讓我們今朝能夠回到祢的殿
[00:00:11.000 --> 00:00:13.000]  我們同心來到敬拜祢
[00:00:13.000 --> 00:00:18.000]  求祢將聖誕節的平安和喜樂厚賜給我們
[00:00:18.000 --> 00:00:21.000]  特別是在一個多變的世代裏
[00:00:21.000 --> 00:00:24.000]  讓我們有耶穌在我們的心裏
[00:00:24.000 --> 00:00:28.000]  作主作王,我們尊崇祂,高舉祂
[00:00:28.000 --> 00:00:31.000]  現在我們打開祢的話來閱讀
[00:00:31.000 --> 00:00:33.000]  求祢親自感動我們
[00:00:33.000 --> 00:00:36.000]  祢的聖靈在我們當中來工作
[00:00:36.000 --> 00:00:39.000]  我們這樣仰望、交託、祈禱
[00:00:39.000 --> 00:00:43.000]  是奉耶穌基督的名求,阿們
[00:00:43.000 --> 00:00:46.000]  各位弟兄姊妹,平安
[00:00:46.000 --> 00:00:50.000]  我相信大家都很清楚知道
[00:00:50.000 --> 00:00:53.000]  有天堂和有地獄的
[00:00:53.000 --> 00:00:56.000]  我們每一個信了耶穌的人
[00:00:56.000 --> 00:01:01.000]  都很清楚將來有一天我們會去到天堂
[00:01:01.000 --> 00:01:05.000]  但是我不知道你對天堂的認識有多少
[00:01:05.000 --> 00:01:08.000]  或者你覺得有多真實
[00:01:08.000 --> 00:01:11.000]  最近有一本暢銷書叫做
[00:01:11.000 --> 00:01:15.000]  "Heaven is for Real"
[00:01:15.000 --> 00:01:19.000]  就是講到有一個四歲大的男孩
[00:01:19.000 --> 00:01:21.000]  他的名字叫做寇頓
[00:01:21.000 --> 00:01:25.000]  他在一次緊急手術裏面
[00:01:25.000 --> 00:01:28.000]  他的靈魂離開了他的身體
[00:01:28.000 --> 00:01:31.000]  一路向上升
[00:01:31.000 --> 00:01:35.000]  這一本書後來都拍了電影
[00:01:35.000 --> 00:01:38.000]  "真的有天堂"
[00:01:38.000 --> 00:01:41.000]  當他的靈魂一路向上升的時候
[00:01:41.000 --> 00:01:42.000]  他就見到他爸爸
[00:01:42.000 --> 00:01:46.000]  他爸爸在手術室隔離的房間裏面
[00:01:46.000 --> 00:01:48.000]  因為他爸爸是一個牧師
[00:01:48.000 --> 00:01:52.000]  就很大聲地在那裏和神爭論
[00:01:52.000 --> 00:01:55.000]  在那裏埋怨神
[00:01:55.000 --> 00:01:57.000]  神說為甚麼 為甚麼
[00:01:57.000 --> 00:01:59.000]  另外他又見到他的媽媽
[00:01:59.000 --> 00:02:02.000]  他的媽媽在醫院的走廊裏走來走去
[00:02:02.000 --> 00:02:04.000]  不停地打電話
[00:02:04.000 --> 00:02:09.000]  原來他媽媽不停地打電話給教會的弟兄姊妹
[00:02:09.000 --> 00:02:13.000]  請他們為自己的兒子來祈禱
[00:02:13.000 --> 00:02:15.000]  這個寇頓慢慢地
[00:02:15.000 --> 00:02:18.000]  他就說他去到一個很光明
[00:02:18.000 --> 00:02:20.000]  一個很溫暖
[00:02:20.000 --> 00:02:22.000]  一個很舒服的地方
[00:02:22.000 --> 00:02:24.000]  他見到有一位
[00:02:24.000 --> 00:02:28.000]  他知道那一位就是耶穌
[00:02:28.000 --> 00:02:32.000]  他又聽見天使在那裏唱詩
[00:02:32.000 --> 00:02:35.000]  然後他慢慢地就見到有個姐姐
[00:02:35.000 --> 00:02:37.000]  過來和他打招呼
[00:02:37.000 --> 00:02:39.000]  這個姐姐說
[00:02:39.000 --> 00:02:41.000]  寇頓你不用怕
[00:02:41.000 --> 00:02:44.000]  你會安全沒事的
[00:02:44.000 --> 00:02:47.000]  在那裏安慰他 撫摸他
[00:02:47.000 --> 00:02:51.000]  然後他又見到他自己的曾祖父
[00:02:51.000 --> 00:02:54.000]  他知道這個就是他的曾祖父
[00:02:54.000 --> 00:02:56.000]  曾祖父又和他聊天
[00:02:56.000 --> 00:02:58.000]  然後沒多久
[00:02:58.000 --> 00:03:01.000]  他就回到他的手術室那裏
[00:03:01.000 --> 00:03:03.000]  原來已經做完手術
[00:03:03.000 --> 00:03:05.000]  他醒了
[00:03:05.000 --> 00:03:08.000]  後來就是這個小朋友
[00:03:08.000 --> 00:03:13.000]  慢慢逐一逐一將他在天堂的經歷
[00:03:13.000 --> 00:03:15.000]  向他爸爸媽媽說
[00:03:15.000 --> 00:03:18.000]  他爸爸媽媽非常之詫異
[00:03:18.000 --> 00:03:21.000]  因為一個四歲的小朋友
[00:03:21.000 --> 00:03:24.000]  編不出這樣的故事
[00:03:24.000 --> 00:03:26.000]  而且他們沒辦法知道
[00:03:26.000 --> 00:03:28.000]  原來他真的有個姐姐
[00:03:28.000 --> 00:03:33.000]  因為在寇頓出世之前
[00:03:33.000 --> 00:03:36.000]  他媽媽曾經流產
[00:03:36.000 --> 00:03:39.000]  有一個BB流產死了
[00:03:39.000 --> 00:03:42.000]  這個就是寇頓的姐姐
[00:03:42.000 --> 00:03:47.000]  於是這本書非常之的轟動
[00:03:47.000 --> 00:03:50.000]  吸引了很多的人
[00:03:50.000 --> 00:03:55.000]  耶穌都是透過今天我們所讀這個比喻
[00:03:55.000 --> 00:04:00.000]  將樂園和陰間向我們顯示
[00:04:00.000 --> 00:04:05.000]  讓我們對樂園和陰間有多一些的認識
[00:04:05.000 --> 00:04:10.000]  耶穌最主要就介紹有兩個的人物
[00:04:10.000 --> 00:04:12.000]  我請大家再一次打開
[00:04:12.000 --> 00:04:15.000]  路加福音第十六章
[00:04:15.000 --> 00:04:17.000]  今天我們要來看這一段聖經
[00:04:17.000 --> 00:04:20.000]  麻煩大家再揭開聖經
[00:04:20.000 --> 00:04:22.000]  路加福音十六章
[00:04:22.000 --> 00:04:27.000]  我們一齊先來看十九到二十一節
[00:04:40.000 --> 00:04:42.000]  名叫拉薩路
[00:04:42.000 --> 00:04:45.000]  是渾身生瘡
[00:04:45.000 --> 00:04:49.000]  被人放在財主的門口
[00:04:49.000 --> 00:04:55.000]  要得財主桌子上掉下來的零碎充饑
[00:04:55.000 --> 00:04:59.000]  並且狗來舔他的瘡
[00:04:59.000 --> 00:05:04.000]  這兩個人物代表兩種不同的人生
[00:05:04.000 --> 00:05:07.000]  第一個財主所代表的人生
[00:05:07.000 --> 00:05:12.000]  是一個燕落的人生
[00:05:12.000 --> 00:05:17.000]  聖經說這個財主穿著紫色的布
[00:05:17.000 --> 00:05:21.000]  紫色是代表尊貴的顏色
[00:05:21.000 --> 00:05:27.000]  因為在當時是很難才找到一些顏料
[00:05:27.000 --> 00:05:30.000]  可以染做紫色的
[00:05:30.000 --> 00:05:35.000]  所以紫色的布匹是賣得非常之貴
[00:05:35.000 --> 00:05:38.000]  大概你只是一個財主
[00:05:38.000 --> 00:05:40.000]  你是一個貴族
[00:05:40.000 --> 00:05:42.000]  你是一個王室人員
[00:05:42.000 --> 00:05:45.000]  才可以用到紫色的布
[00:05:45.000 --> 00:05:49.000]  可想而知這個財主多麼富有
[00:05:49.000 --> 00:05:51.000]  他穿著紫色的布
[00:05:51.000 --> 00:05:54.000]  還有他穿著細麻布的衣服
[00:05:54.000 --> 00:05:57.000]  細麻布是一種很柔軟的質料
[00:05:57.000 --> 00:06:01.000]  於是你穿上身做貼身的內衣
[00:06:01.000 --> 00:06:04.000]  是非常之舒服的
[00:06:04.000 --> 00:06:07.000]  所以這個財主可以說
[00:06:07.000 --> 00:06:10.000]  是穿著名牌的衣服
[00:06:10.000 --> 00:06:15.000]  還有他天天奢華燕落
[00:06:15.000 --> 00:06:21.000]  很豪華地過他燕落的生活
[00:06:21.000 --> 00:06:24.000]  燕落這個字在新約聖經裏面
[00:06:24.000 --> 00:06:26.000]  只是出現了六次
[00:06:26.000 --> 00:06:28.000]  而這六次裏面
[00:06:28.000 --> 00:06:33.000]  都是在耶穌所說的三個比喻裏面
[00:06:33.000 --> 00:06:37.000]  第一個就是浪子回頭的比喻
[00:06:37.000 --> 00:06:42.000]  大家都知道那位浪子後來回家了
[00:06:42.000 --> 00:06:46.000]  這個爸爸多開心迎接這個浪子
[00:06:46.000 --> 00:06:49.000]  於是他就說他要宰牛毒
[00:06:49.000 --> 00:06:51.000]  來去燕落
[00:06:51.000 --> 00:06:56.000]  來去慶祝這個失而復得的兒子
[00:06:56.000 --> 00:07:01.000]  這個爸爸有很充足的理由來去燕落
[00:07:01.000 --> 00:07:04.000]  因為他的兒子回來了
[00:07:04.000 --> 00:07:08.000]  第二個的比喻就是一個無知的財主
[00:07:08.000 --> 00:07:12.000]  那年他的農作物非常之豐收
[00:07:12.000 --> 00:07:15.000]  有很多的收成
[00:07:15.000 --> 00:07:19.000]  於是他就說我要建一個很大的倉庫
[00:07:19.000 --> 00:07:22.000]  來裝我這些農作物
[00:07:22.000 --> 00:07:25.000]  讓我慢慢享受
[00:07:25.000 --> 00:07:27.000]  但是神就跟他說
[00:07:27.000 --> 00:07:31.000]  假如今晚我要取去你的靈魂
[00:07:31.000 --> 00:07:32.000]  你怎樣呢?
[00:07:32.000 --> 00:07:36.000]  這個無知的財主以為自己豐收
