
[00:00:00.000 --> 00:00:04.360]  受到現代科技帶來的方便
[00:00:04.360 --> 00:00:06.360]  受到科技帶來的方便
[00:00:06.360 --> 00:00:10.840]  兩日前我還在三千公里以外的美國
[00:00:10.840 --> 00:00:13.560]  兩天前我還在三千公里遠的美國
[00:00:13.560 --> 00:00:16.640]  今天就回到大家當中
[00:00:16.640 --> 00:00:19.080]  今天早上和大家穿梭時空
[00:00:19.080 --> 00:00:22.120]  仍然是去到土耳其的善美娜教會
[00:00:22.120 --> 00:00:24.440]  所以今天和大家一起穿梭時空
[00:00:24.440 --> 00:00:29.960]  仍然是回到土耳其的善美娜教會
[00:00:29.960 --> 00:00:35.720]  有人形容苦難是宗教信仰的試金石
[00:00:35.720 --> 00:00:39.960]  有人形容苦難是宗教信仰的試金石
[00:00:39.960 --> 00:00:41.960]  能夠分辨我們信仰的忠誠
[00:00:41.960 --> 00:00:43.960]  能夠分辨我們信仰的忠誠
[00:00:43.960 --> 00:00:47.400]  特別從宗教心理學的角度
[00:00:47.400 --> 00:00:49.640]  特別從宗教心理學的角度
[00:00:49.640 --> 00:00:53.080]  人有時尋求信仰是基於一種需求
[00:00:53.080 --> 00:00:56.120]  人有時尋求信仰是基於一種需求
[00:00:56.120 --> 00:00:58.600]  中國人所謂窮則呼天
[00:00:58.600 --> 00:01:01.640]  中國人所謂窮則呼天
[00:01:01.640 --> 00:01:04.680]  宗教信仰說人的盡頭是上帝的開始
[00:01:04.680 --> 00:01:07.560]  宗教信仰說人的盡頭是上帝的開始
[00:01:07.560 --> 00:01:10.360]  人在無助的光景中
[00:01:10.360 --> 00:01:12.840]  人在無助的光景中
[00:01:12.840 --> 00:01:15.000]  我們用盡自己一切的方法
[00:01:15.000 --> 00:01:16.760]  我們用盡自己一切的方法
[00:01:16.760 --> 00:01:18.280]  都解決不了
[00:01:18.280 --> 00:01:21.160]  我們訴諸宗教尋求神明的幫助
[00:01:21.160 --> 00:01:23.800]  我們訴諸宗教尋求神明的幫助
[00:01:23.800 --> 00:01:26.520]  但有時想想信仰是否只是救急扶危
[00:01:26.520 --> 00:01:29.080]  但有時想想信仰是否只是救急扶危
[00:01:29.080 --> 00:01:31.080]  跟香港的黃大仙有甚麼分別
[00:01:31.080 --> 00:01:33.080]  跟香港的黃大仙有甚麼分別
[00:01:33.080 --> 00:01:34.920]  有求必應
[00:01:34.920 --> 00:01:36.520]  你靈的我就去還神
[00:01:36.520 --> 00:01:37.960]  你靈的我就去還願
[00:01:37.960 --> 00:01:40.360]  所以如果信仰的動機是這樣
[00:01:40.360 --> 00:01:42.120]  如果信仰的動機只是如此
[00:01:42.120 --> 00:01:45.320]  這跟一場是指一場宗教利益的交易
[00:01:45.320 --> 00:01:47.320]  這就只是一場宗教的交易
[00:01:47.320 --> 00:01:49.560]  所以我表示我的虔誠
[00:01:49.560 --> 00:01:51.080]  表示我的信仰
[00:01:51.080 --> 00:01:52.680]  所以我表示我的敬虔
[00:01:52.680 --> 00:01:53.560]  表示我的信仰
[00:01:53.560 --> 00:01:57.400]  就是背後希望得到這位所信的神的無限的祝福
[00:01:57.400 --> 00:02:01.560]  就是希望在背後我能夠去得到我所信的神的祝福
[00:02:01.560 --> 00:02:02.600]  豐衣足食
[00:02:02.600 --> 00:02:03.720]  能夠豐衣足食
[00:02:03.720 --> 00:02:05.800]  只要我在信仰付出的代價
[00:02:05.800 --> 00:02:08.440]  和我回收的乘一個正比例
[00:02:08.440 --> 00:02:10.440]  只要我在信仰所付出的代價
[00:02:10.440 --> 00:02:12.280]  和我回收的是成對比
[00:02:12.280 --> 00:02:14.680]  那我們就跟上帝保持一個友好關係
[00:02:14.680 --> 00:02:16.600]  那我就和上帝保持一個友好的關係
[00:02:16.600 --> 00:02:19.000]  反過來我們可以用後即棄
[00:02:19.000 --> 00:02:21.000]  反過來我們也可以用後就放棄
[00:02:21.000 --> 00:02:22.840]  猶大出賣耶穌就是這樣
[00:02:22.840 --> 00:02:24.840]  猶大出賣耶穌就是這樣
[00:02:24.840 --> 00:02:29.880]  文化大革命的時期
[00:02:29.880 --> 00:02:32.760]  問問大家在文革時期
[00:02:32.760 --> 00:02:36.440]  我這麼說是因為我是一個中國人
[00:02:36.440 --> 00:02:38.440]  我這麼說是因為我是一個中國人
[00:02:38.440 --> 00:02:40.440]  我愛中國
[00:02:40.440 --> 00:02:42.440]  但在中國的歷史裡面
[00:02:42.440 --> 00:02:44.440]  但在中國的歷史當中
[00:02:44.440 --> 00:02:47.640]  我們出現了一些不太光彩對基督教的歷史
[00:02:47.640 --> 00:02:51.480]  我們真的是實際的出現一些不太光彩對基督教的事件
[00:02:51.480 --> 00:02:55.000]  當時宗教的政策很緊張
[00:02:55.000 --> 00:02:57.000]  當時宗教的政策很緊張
[00:02:57.000 --> 00:03:00.200]  共產主義認為宗教是人民的鴉片
[00:03:00.200 --> 00:03:03.880]  共產主義認為宗教是中國人的鴉片
[00:03:03.880 --> 00:03:05.240]  人民的鴉片
[00:03:05.240 --> 00:03:07.240]  它是麻醉我們的思想
[00:03:07.240 --> 00:03:08.520]  它是麻醉我們的思想
[00:03:08.520 --> 00:03:11.320]  所以當時很多的牧師傳道人被監在關裡面
[00:03:11.320 --> 00:03:14.040]  所以當時很多的牧師傳道人被關在監裡
[00:03:14.040 --> 00:03:17.400]  其中一個我們很熟悉的就是王明道先生
[00:03:17.400 --> 00:03:19.720]  其中一個我們很認識的就是王明道先生
[00:03:19.720 --> 00:03:22.040]  他被稱為中國基督徒的良心
[00:03:22.040 --> 00:03:24.040]  他被稱為中國基督徒的良心
[00:03:24.040 --> 00:03:26.600]  所以在1955年趁中國上場之後
[00:03:26.600 --> 00:03:29.320]  在1955年新中國上場之後
[00:03:29.320 --> 00:03:32.040]  王明道先生因為堅持他自己的信仰
[00:03:32.040 --> 00:03:34.040]  王明道先生因為堅持自己的信仰
[00:03:34.040 --> 00:03:40.360]  就被當時視為是一些依附外國的帝國主義的走狗
[00:03:40.360 --> 00:03:44.840]  就被當時視為一個依附敵國的地狗主義的走狗
[00:03:44.840 --> 00:03:45.960]  被判監15年
[00:03:45.960 --> 00:03:47.160]  就被判監15年
[00:03:47.160 --> 00:03:50.520]  你可能想像是一個文質彬彬的人被判15年監
[00:03:50.520 --> 00:03:53.480]  你想像一個文質彬彬的人被判了15年的監
[00:03:53.480 --> 00:03:56.760]  他在監獄裡面精神受到很大的衝擊
[00:03:56.760 --> 00:03:59.480]  他在監獄裡面精神受到非常大的衝擊
[00:03:59.480 --> 00:04:01.160]  一度精神失常
[00:04:01.160 --> 00:04:02.280]  一度精神失常
[00:04:02.280 --> 00:04:05.160]  所以在1956年9月的時候
[00:04:05.160 --> 00:04:06.760]  在1956年9月的時候
[00:04:06.760 --> 00:04:10.440]  在精神錯亂之下就簽了一封所謂的悔改書
[00:04:10.440 --> 00:04:12.040]  否認他基督教的信仰
[00:04:12.040 --> 00:04:14.040]  他在精神錯亂的一個情況下
[00:04:14.040 --> 00:04:17.240]  就簽了一份所謂的悔改書去否認基督
[00:04:17.240 --> 00:04:18.680]  結果就得到釋放
[00:04:18.680 --> 00:04:19.960]  結果就得到釋放
[00:04:19.960 --> 00:04:24.120]  釋放之後他經過一段時間精神慢慢康復
[00:04:24.120 --> 00:04:27.240]  釋放之後他經過一段時間精神慢慢恢復
[00:04:27.240 --> 00:04:29.960]  他原來知道自己犯了一個這麼嚴重的錯誤
[00:04:29.960 --> 00:04:32.360]  他知道原來自己犯了一個這麼大的錯誤
[00:04:32.360 --> 00:04:35.480]  你想想如果有一天牧師公開告訴別人
[00:04:35.480 --> 00:04:40.280]  我想像有一天牧師公開告訴大家我不再相信
[00:04:40.280 --> 00:04:41.080]  大家可能會想
[00:04:41.080 --> 00:04:44.440]  過去那兩年多我和牧師相處他說的原來是假話
[00:04:44.440 --> 00:04:47.480]  大家就會想說過去這兩年我和牧師相處
[00:04:47.480 --> 00:04:49.080]  難道他說的都是假話嗎
[00:04:49.080 --> 00:04:52.680]  王明道先生當時是中國教會一個非常有影響的人物
[00:04:52.680 --> 00:04:55.720]  王明道先生當時在中國是一個非常有影響力的人
[00:04:55.720 --> 00:04:59.240]  結果他和太太重新去公安局投案
