
[00:00:00.000 --> 00:00:04.180]  讀一段聖經在以賽亞書第六十四章第四節
[00:00:04.180 --> 00:00:05.680]  以賽亞書六十四章第四節
[00:00:05.680 --> 00:00:07.040]  只有一節的聖經我們一同來念
[00:00:07.040 --> 00:00:08.000]  來
[00:00:08.000 --> 00:00:10.280]  從古以來人未曾聽見
[00:00:10.280 --> 00:00:11.440]  未曾耳聞
[00:00:11.440 --> 00:00:12.480]  未曾眼見
[00:00:12.480 --> 00:00:14.200]  在你以外有什麼神
[00:00:14.200 --> 00:00:16.240]  為等候他的人行事
[00:00:16.240 --> 00:00:17.480]  再讀一遍來
[00:00:17.480 --> 00:00:19.880]  從古以來人未曾聽見
[00:00:19.880 --> 00:00:20.940]  未曾耳聞
[00:00:20.940 --> 00:00:22.240]  未曾眼見
[00:00:22.240 --> 00:00:23.900]  在你以外有什麼神
[00:00:23.900 --> 00:00:26.400]  為等候他的人行事
[00:00:26.400 --> 00:00:27.740]  我們就讀到這裡
[00:00:27.740 --> 00:00:30.000]  今天是我們教會
[00:00:30.000 --> 00:00:34.040]  一年一度我們會點聖誕樹燈的一個主日
[00:00:34.040 --> 00:00:35.300]  事實上我們看見
[00:00:35.300 --> 00:00:39.000]  在整個教會節旗的傳統上
[00:00:39.000 --> 00:00:42.000]  我們現在正是進入一個所謂的Advent
[00:00:42.000 --> 00:00:44.500]  就是耶穌降臨節的
[00:00:44.500 --> 00:00:46.740]  這樣一個時期的裡面
[00:00:46.740 --> 00:00:51.000]  那是一個教導信徒們要預備心
[00:00:51.000 --> 00:00:54.500]  等候彌賽亞降臨的節旗
[00:00:54.500 --> 00:00:56.500]  而這個點聖誕樹燈
[00:00:56.500 --> 00:00:59.400]  正是這樣一個涵義在其中
[00:00:59.400 --> 00:01:00.100]  換句話說
[00:01:00.100 --> 00:01:04.700]  聖誕節不但是一個充滿歡樂的節旗
[00:01:04.700 --> 00:01:09.400]  聖誕節更是一個教導我們等候的一個節旗
[00:01:09.400 --> 00:01:12.900]  聖誕節教導我們來學習等候神
[00:01:12.900 --> 00:01:13.800]  為什麼呢
[00:01:13.800 --> 00:01:16.400]  因為在整個舊約的歷史當中
[00:01:16.400 --> 00:01:20.200]  我們看見神一直在應許祂的百姓
[00:01:20.200 --> 00:01:24.100]  是有一個彌賽亞救主的降臨
[00:01:24.100 --> 00:01:26.400]  而在整個舊約歷史當中
[00:01:26.400 --> 00:01:30.300]  我們也看見好像多少漫長的黑夜
[00:01:30.300 --> 00:01:33.500]  有多少一些列祖跟先知
[00:01:33.500 --> 00:01:35.800]  有多少神的百姓
[00:01:35.800 --> 00:01:38.400]  好像引頸仰望
[00:01:38.400 --> 00:01:42.100]  盼望這位彌賽亞救主的降臨
[00:01:42.100 --> 00:01:44.000]  可是整個舊約歷史當中
[00:01:44.000 --> 00:01:47.300]  好像一點跡象都沒有
[00:01:47.300 --> 00:01:50.300]  甚至在舊約歷史的結束
[00:01:50.300 --> 00:01:53.200]  在新約時代的開始之前
[00:01:53.200 --> 00:01:56.400]  中間經過四百年
[00:01:56.400 --> 00:01:58.800]  在這個四百年當中
[00:01:58.800 --> 00:02:02.900]  神也一句話都沒有向人啟示
[00:02:02.900 --> 00:02:06.700]  好像神忘記了這回事一樣
[00:02:06.700 --> 00:02:09.600]  但是難道神真的忘記了嗎
[00:02:09.600 --> 00:02:13.200]  難道神忘記了祂的百姓嗎
[00:02:13.200 --> 00:02:14.700]  其實沒有
[00:02:14.700 --> 00:02:17.700]  一直到聖誕夜那天晚上
[00:02:17.700 --> 00:02:21.400]  我們看見天使向牧羊人顯現
[00:02:21.400 --> 00:02:23.800]  牧羊人在大衛的城裏
[00:02:23.800 --> 00:02:25.600]  為你們生命為救主
[00:02:25.600 --> 00:02:27.300]  就是主耶穌基督
[00:02:27.300 --> 00:02:28.500]  Hallelujah
[00:02:28.500 --> 00:02:30.500]  我們看見多少年來
[00:02:30.500 --> 00:02:34.300]  神的百姓引頸仰望
[00:02:34.300 --> 00:02:36.200]  渴望的救恩
[00:02:36.200 --> 00:02:39.700]  如今終於得到實現
[00:02:39.700 --> 00:02:40.500]  各位姐妹
[00:02:40.500 --> 00:02:44.700]  聖誕節就是要告訴我們這樣一個真理
[00:02:44.700 --> 00:02:47.500]  那個真理就是我們在大衛的城裏
[00:02:47.500 --> 00:02:51.500]  我們要告訴我們這樣一個真理
[00:02:51.500 --> 00:02:53.500]  那個真理就是我們的神
[00:02:53.500 --> 00:02:57.500]  是一位等候他的人行事的神
[00:02:57.500 --> 00:02:58.500]  Amen
[00:02:58.500 --> 00:03:00.500]  今天也許我們所等候的
[00:03:00.500 --> 00:03:02.500]  不再是彌賽亞的降臨
[00:03:02.500 --> 00:03:05.000]  因為救恩已經完成
[00:03:05.000 --> 00:03:07.500]  但是我們的確是在期待
[00:03:07.500 --> 00:03:11.000]  神的國度要完全的降臨
[00:03:11.000 --> 00:03:12.500]  我們仍然等候
[00:03:12.500 --> 00:03:15.000]  神的旨意要行在地上
[00:03:15.000 --> 00:03:17.500]  和天上一樣
[00:03:17.500 --> 00:03:18.000]  多少時候
[00:03:18.000 --> 00:03:20.000]  當我們在患難中的時候
[00:03:20.000 --> 00:03:24.000]  我們不是多麼渴望神為我們開路嗎
[00:03:24.000 --> 00:03:24.500]  多少時候
[00:03:24.500 --> 00:03:26.500]  當我們在軟弱當中的時候
[00:03:26.500 --> 00:03:30.000]  我們渴望等候神來復興我們嗎
[00:03:30.000 --> 00:03:30.500]  多少時候
[00:03:30.500 --> 00:03:33.000]  我們在人生的抉擇當中的時候
[00:03:33.000 --> 00:03:37.500]  我們多麼需要等候神來指引我們嗎
[00:03:37.500 --> 00:03:39.500]  感謝神剛才我們所讀的聖經
[00:03:39.500 --> 00:03:43.000]  再一次神向我們說他的應許
[00:03:43.000 --> 00:03:45.000]  是從古以來
[00:03:45.000 --> 00:03:46.000]  人未曾聽見
[00:03:46.000 --> 00:03:47.000]  未曾耳聞
[00:03:47.000 --> 00:03:49.000]  未曾眼見
[00:03:49.000 --> 00:03:51.000]  主啊在你以外
[00:03:51.000 --> 00:03:55.000]  有何神是為等候他的人行事的神
