
[00:00:00.000 --> 00:00:02.500]  今日我會講阿伯拉罕
[00:00:02.500 --> 00:00:03.400]  剛才我所講到
[00:00:03.400 --> 00:00:05.740]  阿伯拉罕大家有些人都相當熟悉
[00:00:05.740 --> 00:00:07.800]  有些人初信的可能都不太知道
[00:00:07.800 --> 00:00:10.800]  不過你總會聽過阿伯拉罕這個名字
[00:00:10.800 --> 00:00:13.300]  阿伯拉罕被稱為信心之父
[00:00:13.300 --> 00:00:16.100]  信心之父是很偉大很厲害的人物
[00:00:16.100 --> 00:00:19.600]  亦在聖經裏面有兩三次出現過
[00:00:19.600 --> 00:00:21.300]  是神稱他為神的朋友
[00:00:21.300 --> 00:00:23.000]  被稱為神的朋友
[00:00:23.000 --> 00:00:24.000]  很不簡單
[00:00:24.000 --> 00:00:26.100]  在聖經裏面我相信沒有第二個人
[00:00:26.100 --> 00:00:27.900]  是被稱為神的朋友
[00:00:27.900 --> 00:00:29.100]  Friend of God
[00:00:29.100 --> 00:00:30.200]  你想想多重要
[00:00:30.200 --> 00:00:31.700]  是我的朋友
[00:00:31.700 --> 00:00:32.800]  是很重要的
[00:00:32.800 --> 00:00:37.000]  所以其實阿伯拉罕的確是一個很特別的人物
[00:00:37.000 --> 00:00:39.100]  所以我們在他身上
[00:00:39.100 --> 00:00:41.500]  今日就想和大家看幾樣東西
[00:00:41.500 --> 00:00:46.600]  阿伯拉罕的一生其實是很傳奇
[00:00:46.600 --> 00:00:51.500]  如果我們看聖經就知道阿伯拉罕的資料在哪裏
[00:00:51.500 --> 00:00:53.300]  我就很簡單用一個PowerPoint
[00:00:53.300 --> 00:00:56.100]  給大家了解一下情況
[00:00:56.100 --> 00:00:57.300]  PowerPoint
[00:00:57.300 --> 00:01:00.200]  你見到是75歲開始的
[00:01:00.200 --> 00:01:01.000]  為甚麼呢?
[00:01:01.000 --> 00:01:02.800]  因為聖經所記載的
[00:01:02.800 --> 00:01:05.000]  阿伯拉罕離開吾爾的時候
[00:01:05.000 --> 00:01:07.500]  呼召他離開的時候已經75歲了
[00:01:07.500 --> 00:01:09.900]  大部份我們就不會動了
[00:01:09.900 --> 00:01:12.400]  阿伯拉罕75歲才呼召他
[00:01:12.400 --> 00:01:13.500]  他就走了
[00:01:13.500 --> 00:01:14.600]  直到甚麼時候呢?
[00:01:14.600 --> 00:01:16.000]  直到175歲
[00:01:16.000 --> 00:01:18.700]  即是我們所知道的資料裏面
[00:01:18.700 --> 00:01:20.900]  有100年的時間我們知道
[00:01:20.900 --> 00:01:22.200]  之前的我們不知道
[00:01:22.200 --> 00:01:23.200]  聖經沒有說
[00:01:23.200 --> 00:01:24.900]  他是一個怎樣的人
[00:01:24.900 --> 00:01:26.600]  生活是怎樣我們不知道
[00:01:26.600 --> 00:01:28.500]  即使在這100年裏面
[00:01:28.500 --> 00:01:31.200]  要我在45分鐘講完這100年
[00:01:31.200 --> 00:01:32.500]  其實都不簡單
[00:01:32.500 --> 00:01:33.700]  所以大家會明白
[00:01:33.700 --> 00:01:35.500]  有些東西我就skip了
[00:01:35.500 --> 00:01:36.700]  不再詳細講
[00:01:36.700 --> 00:01:37.700]  我只想講
[00:01:37.700 --> 00:01:39.300]  在這裏有三樣東西
[00:01:39.300 --> 00:01:40.700]  是很想和大家看的
[00:01:40.700 --> 00:01:41.500]  第一樣東西
[00:01:41.500 --> 00:01:46.100]  就是阿伯拉罕的一生
[00:01:46.100 --> 00:01:49.000]  由開始的時候
[00:01:49.000 --> 00:01:50.700]  就是神呼召他
[00:01:50.700 --> 00:01:54.900]  叫他去一個我指示你去的地方
[00:01:55.900 --> 00:01:57.400]  如果有個旅行團跟你講
[00:01:57.400 --> 00:01:58.500]  你去吧
[00:01:58.500 --> 00:01:59.400]  參加這個旅行團
[00:01:59.400 --> 00:02:00.000]  你去吧
[00:02:00.000 --> 00:02:00.600]  去哪裏?
[00:02:00.600 --> 00:02:01.700]  到時告訴你
[00:02:01.700 --> 00:02:03.100]  你敢不敢去?
[00:02:03.100 --> 00:02:04.400]  怎麼搞的?
[00:02:04.400 --> 00:02:06.300]  我們先檢查清楚
[00:02:06.300 --> 00:02:07.500]  可能去哪裏都不知道
[00:02:07.500 --> 00:02:08.700]  到時你就知道了
[00:02:08.700 --> 00:02:09.600]  你敢不敢去?
[00:02:09.600 --> 00:02:10.600]  不敢的
[00:02:10.600 --> 00:02:12.300]  但神和阿伯拉罕就是這樣
[00:02:12.300 --> 00:02:13.300]  呼召他去
[00:02:13.300 --> 00:02:14.100]  去哪裏?
[00:02:14.100 --> 00:02:16.000]  沒有講那個終點
[00:02:16.000 --> 00:02:19.300]  就是去我要去你的地方
[00:02:19.300 --> 00:02:20.000]  在哪裏?
[00:02:20.000 --> 00:02:20.600]  不知道的
[00:02:20.600 --> 00:02:22.000]  總之一邊走一邊講
[00:02:22.000 --> 00:02:24.300]  是這樣的情況
[00:02:24.300 --> 00:02:26.200]  生命當中第二件事
[00:02:26.200 --> 00:02:27.900]  都會有類似的情況
[00:02:27.900 --> 00:02:29.800]  是當他有了兒子
[00:02:29.800 --> 00:02:31.300]  神叫他呼召他
[00:02:31.300 --> 00:02:35.100]  要將兒子帶到獻上給神的時候
[00:02:35.100 --> 00:02:37.400]  不是隨便在哪個地方
[00:02:37.400 --> 00:02:39.600]  神指定說你帶他去
[00:02:39.600 --> 00:02:42.100]  阿摩利亞那個地方裏面
[00:02:42.100 --> 00:02:42.900]  那座山
[00:02:42.900 --> 00:02:45.300]  那個山上來獻祭給我
[00:02:45.300 --> 00:02:46.300]  在這些時候
[00:02:46.300 --> 00:02:48.400]  神很喜歡在一些獨特的
[00:02:48.400 --> 00:02:50.600]  特別的地方上
[00:02:50.600 --> 00:02:51.100]  OK
[00:02:51.100 --> 00:02:52.800]  我今天想講的第一樣東西
[00:02:52.800 --> 00:02:54.400]  跟我們也可能有關的
[00:02:54.400 --> 00:02:55.700]  一會兒你就會知道了
[00:02:55.700 --> 00:02:58.800]  神呼召阿伯拉罕去一個獨特的地方
[00:02:58.800 --> 00:03:01.600]  我將一些資料給大家看
[00:03:01.600 --> 00:03:04.800]  我講不完的
[00:03:04.800 --> 00:03:05.800]  咦
[00:03:05.800 --> 00:03:06.400]  這麼快?
[00:03:06.400 --> 00:03:09.600]  前面那個
[00:03:09.600 --> 00:03:10.900]  對了
[00:03:10.900 --> 00:03:11.500]  對了
[00:03:11.500 --> 00:03:12.200]  再下
[00:03:12.200 --> 00:03:14.500]  下回剛才那一張,謝謝
[00:03:14.500 --> 00:03:15.400]  一開始的時候
[00:03:15.400 --> 00:03:18.100]  你看到神呼召阿伯拉罕
[00:03:18.100 --> 00:03:19.600]  就一路走
[00:03:19.600 --> 00:03:20.500]  走到那裏
[00:03:20.500 --> 00:03:21.400]  迦南地就說
[00:03:21.400 --> 00:03:24.800]  我要把這個地方給你和你的後裔
[00:03:24.800 --> 00:03:28.000]  接著就去到阿伯特利
[00:03:28.000 --> 00:03:28.900]  阿伯特利
[00:03:28.900 --> 00:03:30.700]  一會兒我會給大家看地圖
[00:03:30.700 --> 00:03:32.000]  其實阿伯拉罕一生人
[00:03:32.000 --> 00:03:33.000]  下半生人
[00:03:33.000 --> 00:03:36.600]  基本上就在那個地方出沒了
[00:03:36.600 --> 00:03:37.300]  不是出沒
[00:03:37.300 --> 00:03:39.900]  就是在那個地方出現了
[00:03:39.900 --> 00:03:41.300]  生活了
[00:03:41.300 --> 00:03:43.900]  只有一次
[00:03:43.900 --> 00:03:48.600]  阿伯拉罕是離開了神要他去那個地方的範圍
[00:03:48.600 --> 00:03:49.900]  就是埃及了
[00:03:49.900 --> 00:03:53.600]  我們再看下一張
[00:03:53.600 --> 00:03:54.800]  去埃及的時候
[00:03:54.800 --> 00:03:57.500]  因為在第十二章記載
[00:03:57.500 --> 00:03:58.600]  第九節
[00:03:58.600 --> 00:03:59.500]  第十節
[00:03:59.500 --> 00:04:01.500]  因為那個地方饑荒
[00:04:01.500 --> 00:04:04.000]  所以阿伯拉罕就帶著一幫人
[00:04:04.000 --> 00:04:05.800]  他自己的那幫人
[00:04:05.800 --> 00:04:07.300]  就要謀生
[00:04:07.300 --> 00:04:09.900]  所以離開了他應該在的範圍
[00:04:09.900 --> 00:04:11.600]  就去了下面的埃及
[00:04:11.600 --> 00:04:14.400]  是唯一一次他走來的範圍
[00:04:14.400 --> 00:04:15.900]  其他所有的時間
[00:04:15.900 --> 00:04:16.700]  都在那裏
[00:04:16.700 --> 00:04:19.500]  很快再給大家看
[00:04:19.500 --> 00:04:22.200]  下一張
[00:04:22.200 --> 00:04:23.000]  再下
[00:04:23.000 --> 00:04:26.900]  出個圖給大家看
[00:04:26.900 --> 00:04:28.800]  這個地圖就看到
[00:04:28.800 --> 00:04:30.400]  他在這邊
[00:04:30.400 --> 00:04:31.600]  就是伊拉克的地方
[00:04:31.600 --> 00:04:33.200]  打橫過來之後
[00:04:33.200 --> 00:04:34.300]  去到哈蘭
[00:04:34.300 --> 00:04:35.600]  哈蘭之後下來
[00:04:35.600 --> 00:04:37.400]  弒劍在那裏
[00:04:37.400 --> 00:04:38.900]  祝壇敬拜神
[00:04:38.900 --> 00:04:40.200]  現在下去到伯特利
[00:04:40.200 --> 00:04:42.700]  你經常見到的就是伯特利這個地方
[00:04:42.700 --> 00:04:44.000]  有些時候
[00:04:44.000 --> 00:04:45.500]  就像剛才說的
[00:04:45.500 --> 00:04:47.900]  在伯特利的東邊的山上
[00:04:47.900 --> 00:04:49.600]  接著就下去了埃及
[00:04:49.600 --> 00:04:50.500]  因為沒有東西吃
[00:04:50.500 --> 00:04:51.100]  就下去了埃及
[00:04:51.100 --> 00:04:51.900]  就是這裏了
[00:04:51.900 --> 00:04:52.900]  下去埃及之後
[00:04:52.900 --> 00:04:53.300]  上到來
[00:04:53.300 --> 00:04:55.100]  你出到一個地方叫藍地
[00:04:55.100 --> 00:04:57.800]  就不是我們香港的那些地方
[00:04:57.800 --> 00:05:00.100]  藍地就是這裏南部的地方
[00:05:00.100 --> 00:05:01.500]  沒有特別指的是哪裏
[00:05:01.500 --> 00:05:02.500]  南邊
[00:05:02.500 --> 00:05:04.300]  以色列整個版圖
[00:05:04.300 --> 00:05:06.500]  就是差不多到這裏
[00:05:06.500 --> 00:05:07.800]  南邊就是這裏了
[00:05:07.800 --> 00:05:09.400]  所以經常回來這裏的
[00:05:09.400 --> 00:05:10.700]  最後阿伯拉罕
[00:05:10.700 --> 00:05:13.000]  最後定居了在希伯倫
[00:05:13.000 --> 00:05:14.300]  就死於希伯倫
[00:05:14.300 --> 00:05:15.800]  撞在希伯倫
[00:05:15.800 --> 00:05:17.900]  所以你看到整個地圖的範圍
[00:05:17.900 --> 00:05:20.800]  都是他一直都在那裏的範圍
[00:05:20.800 --> 00:05:23.400]  最多是東南西北去一下
[00:05:23.400 --> 00:05:24.900]  始終都不離開那個地方的
[00:05:24.900 --> 00:05:26.200]  行不行?
[00:05:26.200 --> 00:05:27.700]  很有趣吧?
[00:05:27.700 --> 00:05:29.900]  在這裏顯示了些什麼呢?
[00:05:29.900 --> 00:05:33.300]  顯示了阿伯拉罕聽得很清楚
[00:05:33.300 --> 00:05:35.000]  神說過的話
[00:05:35.000 --> 00:05:36.800]  我呼召你去
