
[00:00:00.000 --> 00:00:03.400]  請二妹平安,我們先一起祈禱
[00:00:03.400 --> 00:00:06.980]  祈禱我們感謝你,讓我們有生命氣息
[00:00:06.980 --> 00:00:09.620]  又讓我們認識你
[00:00:09.620 --> 00:00:13.000]  能夠在主耶穌的清晨,來聚集敬拜你
[00:00:13.000 --> 00:00:16.380]  讓我們聆聽你的話語的時候,求你幫助我們
[00:00:16.380 --> 00:00:19.840]  開我們的心眼,開我們的耳朵
[00:00:19.840 --> 00:00:22.880]  能夠聽得清楚,也能夠明白
[00:00:22.880 --> 00:00:25.680]  並且能夠進行你的教導
[00:00:25.680 --> 00:00:28.320]  奉耶穌基督的命,祈禱,下門
[00:00:29.640 --> 00:00:32.560]  今天我們繼續
[00:00:32.560 --> 00:00:35.480]  「與我的主同行一路」的系列
[00:00:35.480 --> 00:00:38.420]  最後這一次
[00:00:38.420 --> 00:00:41.420]  接著就暫停
[00:00:41.420 --> 00:00:44.360]  不看《路加福音》了,明年再繼續看
[00:00:44.360 --> 00:00:47.640]  我也曾經說過,《路加醫生》
[00:00:47.640 --> 00:00:50.640]  用了很長的篇幅,記載有關主耶穌去耶路撒冷的路程
[00:00:50.640 --> 00:00:53.640]  是四本福音書當中最詳盡的
[00:00:53.640 --> 00:00:56.640]  是四本福音書當中最詳盡的
[00:00:56.640 --> 00:00:59.640]  主耶穌的目的就是要在這一段期間
[00:00:59.640 --> 00:01:02.640]  培養那些門徒,成為一個
[00:01:02.640 --> 00:01:05.640]  為主發光的門徒
[00:01:05.640 --> 00:01:08.640]  今天有很多基督徒信徒
[00:01:08.640 --> 00:01:11.640]  很可能是受了「恩信清義」的影響
[00:01:11.640 --> 00:01:14.640]  而忽略了「行道」的重要性
[00:01:14.640 --> 00:01:17.640]  或者我們今天也要
[00:01:17.640 --> 00:01:20.640]  從主耶穌對法理賽人
[00:01:20.640 --> 00:01:23.640]  和律法師的責備當中
[00:01:23.640 --> 00:01:26.640]  學一些教訓
[00:01:26.640 --> 00:01:29.640]  就是我們都應該實踐
[00:01:29.640 --> 00:01:32.640]  公義和愛上主的奴隸
[00:01:32.640 --> 00:01:35.640]  在今天的經文37節
[00:01:35.640 --> 00:01:38.640]  一開始就告訴我們這段經文發生的場景
[00:01:38.640 --> 00:01:41.640]  就是有一位法理賽人
[00:01:41.640 --> 00:01:44.640]  請他吃飯
[00:01:44.640 --> 00:01:47.640]  在經文裡面給我們看到
[00:01:47.640 --> 00:01:50.640]  這一餐不是晚餐,是午餐
[00:01:50.640 --> 00:01:53.640]  並且不是一個私人午餐
[00:01:53.640 --> 00:01:56.640]  是公開的
[00:01:56.640 --> 00:01:59.640]  很多人都會一起去
[00:01:59.640 --> 00:02:02.640]  主耶穌沒有拒絕法理賽人的邀請
[00:02:02.640 --> 00:02:05.640]  雖然知道一般來說
[00:02:05.640 --> 00:02:08.640]  法理賽人請他吃飯
[00:02:08.640 --> 00:02:11.640]  都不是不懷好意
[00:02:11.640 --> 00:02:14.640]  很可能會刁難他
[00:02:14.640 --> 00:02:17.640]  上星期說過
[00:02:17.640 --> 00:02:20.640]  當法理賽人趕鬼之後
[00:02:20.640 --> 00:02:23.640]  群眾都很驚訝
[00:02:23.640 --> 00:02:26.640]  因為看到耶穌行神蹟
[00:02:26.640 --> 00:02:29.640]  看到了耶穌的能力
[00:02:29.640 --> 00:02:32.640]  但是法理賽人有沒有
[00:02:32.640 --> 00:02:35.640]  看到耶穌行神蹟而驚訝呢
[00:02:35.640 --> 00:02:38.640]  大概可能沒有
[00:02:38.640 --> 00:02:41.640]  今天的經文告訴我們
[00:02:41.640 --> 00:02:44.640]  他們對另外一件事是很詫異的
[00:02:44.640 --> 00:02:47.640]  他們對耶穌飯前竟然不洗手
[00:02:47.640 --> 00:02:50.640]  他們就覺得非常詫異
[00:02:50.640 --> 00:02:53.640]  其實就是驚訝的字
[00:02:53.640 --> 00:02:56.640]  為什麼呢
[00:02:56.640 --> 00:03:00.640]  原來法理賽人是很注重傳統的
[00:03:00.640 --> 00:03:03.640]  在舊有聖經裡面
[00:03:03.640 --> 00:03:06.640]  事實上並沒有規定
[00:03:06.640 --> 00:03:09.640]  猶太人在吃飯之前
[00:03:09.640 --> 00:03:12.640]  是要洗手
[00:03:12.640 --> 00:03:15.640]  我們現代人吃飯之前
[00:03:15.640 --> 00:03:18.640]  會洗手並且我們從小
[00:03:18.640 --> 00:03:21.640]  訓練小朋友洗手時要吃飯
[00:03:21.640 --> 00:03:24.640]  我們就是為了衛生的理由
[00:03:24.640 --> 00:03:27.640]  但法理賽人洗手
[00:03:27.640 --> 00:03:30.640]  其實是為了表示他們的聖潔
[00:03:30.640 --> 00:03:33.640]  他們的潔淨
[00:03:33.640 --> 00:03:36.640]  其實舊約只是要求祭司
[00:03:36.640 --> 00:03:39.640]  入會幕之前才要洗手
[00:03:39.640 --> 00:03:42.640]  但耶穌竟然作為一位教師
[00:03:42.640 --> 00:03:45.640]  還廣收門徒
[00:03:45.640 --> 00:03:48.640]  而竟然在吃飯之前不洗手
[00:03:48.640 --> 00:03:53.640]  這些注重傳統的法理賽人
[00:03:53.640 --> 00:03:56.640]  就覺得非常驚訝
[00:03:56.640 --> 00:04:00.640]  但是我們又看到
[00:04:00.640 --> 00:04:03.640]  法理賽人雖然很驚訝
[00:04:03.640 --> 00:04:06.640]  很詫異
[00:04:06.640 --> 00:04:10.640]  但是耶穌可能已經從他們的表情
[00:04:10.640 --> 00:04:13.640]  看得出來
[00:04:13.640 --> 00:04:16.640]  就開始了一連串對法理賽人
[00:04:16.640 --> 00:04:19.640]  和律法司的責備
[00:04:19.640 --> 00:04:22.640]  我們來看看耶穌責備他們些什麼
[00:04:22.640 --> 00:04:25.640]  在39-41日
[00:04:25.640 --> 00:04:28.640]  可以說是開場白
[00:04:28.640 --> 00:04:31.640]  在這幾節經文耶穌沒有說
[00:04:31.640 --> 00:04:34.640]  「你們有禍了」
[00:04:34.640 --> 00:04:37.640]  耶穌責備他們是本末倒置
[00:04:37.640 --> 00:04:40.640]  只是注重外表而不注重內心
[00:04:40.640 --> 00:04:45.640]  洗手只是一種傳統的禮儀
[00:04:45.640 --> 00:04:48.640]  在摩西經裡面沒有這項規定
[00:04:48.640 --> 00:04:51.640]  很可能是後來的祭司和法理賽人
[00:04:51.640 --> 00:04:54.640]  自己發展出來
[00:04:54.640 --> 00:04:57.640]  是代表一個人在主的面前
[00:04:57.640 --> 00:05:00.640]  保持聖潔的行為
[00:05:00.640 --> 00:05:04.640]  但是他們的內心過於外表
[00:05:04.640 --> 00:05:08.640]  耶穌說那些法理賽人
[00:05:08.640 --> 00:05:13.640]  裡面是充滿了貪慾和邪惡
[00:05:13.640 --> 00:05:17.640]  他們外表的虔誠就沒有什麼意義
[00:05:17.640 --> 00:05:20.640]  可惜法理賽人很多時候
[00:05:20.640 --> 00:05:23.640]  只是注重外表的宗教行為
[00:05:23.640 --> 00:05:26.640]  卻是沒有注意自己的內心
[00:05:26.640 --> 00:05:30.640]  因此主耶穌在41節就告訴他們
[00:05:30.640 --> 00:05:34.640]  要懷著真誠的愛心去行善
[00:05:34.640 --> 00:05:36.640]  去周祭逢人
[00:05:36.640 --> 00:05:41.640]  在上帝面前才算是熱誠的
[00:05:41.640 --> 00:05:43.640]  是聖潔的
[00:05:43.640 --> 00:05:45.640]  42節開始主耶穌就用
[00:05:45.640 --> 00:05:49.640]  「你們有禍了」這個責備
[00:05:49.640 --> 00:05:52.640]  一開始就這樣用了
[00:05:52.640 --> 00:05:54.640]  責備法理賽人
[00:05:54.640 --> 00:05:57.640]  責備和前面那個其實差不多
[00:05:57.640 --> 00:06:00.640]  只是針對另外一種行為
[00:06:00.640 --> 00:06:03.640]  是關於「十一奉獻」
[00:06:03.640 --> 00:06:05.640]  我們可能以為「十一奉獻」
[00:06:05.640 --> 00:06:09.640]  只是說我們主要的收入
[00:06:09.640 --> 00:06:11.640]  十分之一拿出來奉獻
