
[00:00:00.000 --> 00:00:02.840]  下面就輕鬆地說會出來了
[00:00:02.840 --> 00:00:05.060]  上帝的手會出來了
[00:00:05.060 --> 00:00:06.180]  好,第四載
[00:00:06.180 --> 00:00:08.100]  海陸空,你記不記得?
[00:00:08.100 --> 00:00:13.440]  現在這個空軍就轟炸蔡依革了
[00:00:13.440 --> 00:00:16.240]  但我想你同你睇
[00:00:16.240 --> 00:00:21.920]  在空軍出來這個第四載裏面
[00:00:21.920 --> 00:00:23.600]  有一個很獨特的東西
[00:00:23.600 --> 00:00:25.000]  第四載開始
[00:00:25.000 --> 00:00:26.760]  上帝是怎樣?
[00:00:26.760 --> 00:00:31.240]  fun, fun, fun, fun, ok?
[00:00:31.240 --> 00:00:35.440]  哪一日我必把百姓鎖住的歌聲
[00:00:35.440 --> 00:00:37.280]  歌唱,我忘記了
[00:00:37.280 --> 00:00:38.680]  去到長世紀裏面
[00:00:38.680 --> 00:00:40.200]  他們要了一塊地叫歌唱
[00:00:40.200 --> 00:00:42.640]  不是這麼漂亮的地
[00:00:42.640 --> 00:00:45.520]  但它這個地方分別了出來
[00:00:45.520 --> 00:00:47.280]  現在變成了聖地
[00:00:47.280 --> 00:00:49.840]  使那裏沒有城邦的蒼蠅
[00:00:49.840 --> 00:00:51.760]  好叫你知道
[00:00:51.760 --> 00:00:57.920]  我耶和華是在你傳遞之中
[00:00:57.920 --> 00:01:00.680]  我要施行救贖
[00:01:00.680 --> 00:01:03.280]  驅革我的百姓
[00:01:03.280 --> 00:01:05.680]  第一樣你看到的是什麼?
[00:01:05.680 --> 00:01:06.800]  分隔
[00:01:06.800 --> 00:01:08.160]  第四載開始
[00:01:08.160 --> 00:01:10.680]  fun, fun, fun, fun, fun
[00:01:10.680 --> 00:01:11.520]  壞事是你的
[00:01:11.520 --> 00:01:13.280]  好事是我們的
[00:01:13.280 --> 00:01:14.760]  第二,我想你留意
[00:01:14.760 --> 00:01:17.800]  原來耶和華做這麼多災難的背後
[00:01:17.800 --> 00:01:18.960]  有一個最終的目的
[00:01:18.960 --> 00:01:22.680]  目的不僅僅是救意識人出埃及
[00:01:22.680 --> 00:01:23.720]  目的是什麼?
[00:01:23.720 --> 00:01:26.640]  他要傳遞的人都知道
[00:01:26.640 --> 00:01:28.280]  他是耶和華
[00:01:28.280 --> 00:01:29.680]  誰最厲害?
[00:01:29.680 --> 00:01:31.880]  在埃及誰的神明最厲害?
[00:01:31.880 --> 00:01:33.320]  不是埃及的神明
[00:01:33.320 --> 00:01:34.600]  不是尼羅河的神明
[00:01:34.600 --> 00:01:35.560]  不是這個神明
[00:01:35.560 --> 00:01:37.400]  是耶和華的神明
[00:01:37.400 --> 00:01:40.120]  所以你會發現
[00:01:40.120 --> 00:01:43.240]  耶和華其實不需要十災才能救他們
[00:01:43.240 --> 00:01:46.080]  但不是強行
[00:01:46.080 --> 00:01:48.240]  他就是要玩十災
[00:01:48.240 --> 00:01:49.000]  為什麼?
[00:01:49.000 --> 00:01:50.600]  要你知道
[00:01:50.600 --> 00:01:55.160]  我耶和華是一個怎樣的上帝
[00:01:55.160 --> 00:01:56.360]  第二十四節
[00:01:56.360 --> 00:02:01.960]  大群的蒼蠅進入法老的宮殿和祂臣僕的房屋
[00:02:01.960 --> 00:02:03.920]  在埃及及全地
[00:02:03.920 --> 00:02:08.440]  地都是因為這成群的蒼蠅毀壞了
[00:02:08.440 --> 00:02:11.680]  法老召了摩西湖阿倫來說
[00:02:11.680 --> 00:02:17.600]  去在此地向你們的上帝獻祭
[00:02:17.600 --> 00:02:20.520]  他說你要獻祭我讓你獻
[00:02:20.520 --> 00:02:25.680]  但是現在到摩西還駕了
[00:02:25.680 --> 00:02:26.360]  他說
[00:02:26.360 --> 00:02:28.480]  我們要遵照耶和華
[00:02:28.480 --> 00:02:32.360]  我們上帝所吩咐我們的王
[00:02:32.360 --> 00:02:33.560]  抗野去
[00:02:33.560 --> 00:02:35.520]  走三天路程
[00:02:35.520 --> 00:02:36.840]  向祂獻祭
[00:02:36.840 --> 00:02:37.640]  法老說
[00:02:37.640 --> 00:02:39.360]  我可以放你走
[00:02:39.360 --> 00:02:41.000]  再抗野向耶和華
[00:02:41.000 --> 00:02:42.440]  你的上帝獻祭
[00:02:42.440 --> 00:02:44.080]  只是不可走得太遠
[00:02:44.080 --> 00:02:46.160]  就是三天太遠了
[00:02:46.160 --> 00:02:47.000]  接著說
[00:02:47.000 --> 00:02:51.200]  你們要為我祈禱
[00:02:51.200 --> 00:02:53.200]  不可以去得太遠
[00:02:53.200 --> 00:02:55.760]  其實是說不合理的
[00:02:55.760 --> 00:02:58.720]  你想想在這個情況之下
[00:02:58.720 --> 00:03:01.400]  似乎以色列人的心是說
[00:03:01.400 --> 00:03:02.480]  我們只是去一去而已
[00:03:02.480 --> 00:03:04.520]  三天我們放完假就回來了
[00:03:04.520 --> 00:03:08.440]  去珠海然後回來
[00:03:08.440 --> 00:03:09.320]  但是你記得
[00:03:09.320 --> 00:03:12.000]  其實從頭到尾上帝沒有打算回來的
[00:03:12.000 --> 00:03:13.800]  而法老經常都說
[00:03:13.800 --> 00:03:14.920]  不可以讓你去太遠
[00:03:14.920 --> 00:03:16.160]  怕你不回來
[00:03:16.160 --> 00:03:20.560]  接著你下面就繼續討價還價
[00:03:20.560 --> 00:03:22.200]  就是誰可以去
[00:03:22.200 --> 00:03:22.840]  大的去
[00:03:22.840 --> 00:03:23.720]  小的去
[00:03:23.720 --> 00:03:25.120]  那些生畜去不去
[00:03:25.120 --> 00:03:26.320]  就是那些東西
[00:03:26.320 --> 00:03:28.360]  上帝表面上是跟他說
