
[00:00:00.000 --> 00:00:03.000]  好,我們繼續之前一同再一次祈禱
[00:00:03.000 --> 00:00:06.000]  七夕天父感謝祢在今天這個時間當中
[00:00:06.000 --> 00:00:09.000]  我們可以一同去學習祢的壞語
[00:00:09.000 --> 00:00:11.000]  圓主能夠帶領我們的以下時間
[00:00:11.000 --> 00:00:15.000]  讓我們亦都可以一同去謙卑學習
[00:00:15.000 --> 00:00:17.000]  怎樣去處理可能我們在生活當中
[00:00:17.000 --> 00:00:19.000]  我們所面對的衝突
[00:00:19.000 --> 00:00:24.000]  亦都幫助我們懂得怎樣去更好的去愛別人
[00:00:24.000 --> 00:00:26.000]  去建立我們這個群體
[00:00:26.000 --> 00:00:27.000]  求主能夠帶領
[00:00:27.000 --> 00:00:28.000]  感謝祢,奉主的聖命祈求
[00:00:28.000 --> 00:00:29.000]  Amen
[00:00:29.000 --> 00:00:33.000]  好,剛才我們讀了一些經文
[00:00:33.000 --> 00:00:35.000]  有少少背景跟大家去講一下
[00:00:35.000 --> 00:00:39.000]  其實這裏《次度行轉》的二十章
[00:00:39.000 --> 00:00:41.000]  可以說是保羅的第三次旅程
[00:00:41.000 --> 00:00:44.000]  其實他第三次宣教旅程是由十八章開始的
[00:00:44.000 --> 00:00:48.000]  之後他就要回去耶路撒冷
[00:00:48.000 --> 00:00:51.000]  可以想像的是因為他是第三次
[00:00:51.000 --> 00:00:53.000]  所以其實他已經服侍了很多的群體
[00:00:53.000 --> 00:00:55.000]  他服侍了很多的人
[00:00:55.000 --> 00:00:57.000]  亦都傳福音給很多的人
[00:00:57.000 --> 00:00:59.000]  所以很多人都疼愛他
[00:00:59.000 --> 00:01:01.000]  都愛惜他,都認識他
[00:01:01.000 --> 00:01:03.000]  他算是出名的
[00:01:03.000 --> 00:01:05.000]  所以譬如說如果他有些什麼
[00:01:05.000 --> 00:01:07.000]  或者他去一些什麼行程
[00:01:07.000 --> 00:01:08.000]  他都會很關心的
[00:01:08.000 --> 00:01:10.000]  就好像我爸爸媽媽
[00:01:10.000 --> 00:01:12.000]  他們兩個都是神僕
[00:01:12.000 --> 00:01:13.000]  服侍了很多年
[00:01:13.000 --> 00:01:15.000]  通常他們去哪裏
[00:01:15.000 --> 00:01:17.000]  又或者他們去做些什麼
[00:01:17.000 --> 00:01:19.000]  都會有很多弟兄姊妹關心的
[00:01:19.000 --> 00:01:20.000]  一小小不舒服
[00:01:20.000 --> 00:01:22.000]  就很多人就會來打電話問我
[00:01:22.000 --> 00:01:24.000]  類似是這樣的狀況
[00:01:24.000 --> 00:01:25.000]  保羅也是
[00:01:25.000 --> 00:01:27.000]  他去了很多不同的地方服侍
[00:01:27.000 --> 00:01:28.000]  很多人認識他同一時間
[00:01:28.000 --> 00:01:30.000]  亦都很多人去愛他
[00:01:30.000 --> 00:01:33.000]  所以就會很關心他的行程
[00:01:33.000 --> 00:01:35.000]  很關心他之後會去哪裏
[00:01:35.000 --> 00:01:37.000]  很關心他之後會做些什麼
[00:01:37.000 --> 00:01:39.000]  這個就是小小的背景可以知道
[00:01:39.000 --> 00:01:41.000]  有關我們今天讀的經文
[00:01:41.000 --> 00:01:43.000]  因為剛才所講
[00:01:43.000 --> 00:01:46.000]  今天講的是一個
[00:01:46.000 --> 00:01:48.000]  我們想講衝突處理
[00:01:48.000 --> 00:01:49.000]  要Case Study
[00:01:49.000 --> 00:01:51.000]  今天會講什麼衝突呢?
[00:01:51.000 --> 00:01:53.000]  其實是講一個問題而已
[00:01:53.000 --> 00:01:56.000]  就是究竟應不應該去耶路撒冷
[00:01:56.000 --> 00:01:57.000]  應不應該去耶路撒冷
[00:01:57.000 --> 00:01:58.000]  因為對我來說
[00:01:58.000 --> 00:01:59.000]  其實衝突很多時候
[00:01:59.000 --> 00:02:01.000]  是來自一些意見不合
[00:02:01.000 --> 00:02:03.000]  所以在這段經文當中
[00:02:03.000 --> 00:02:06.000]  其實這件事就是一個意見不合的事
[00:02:06.000 --> 00:02:09.000]  就是究竟應不應該去耶路撒冷
[00:02:09.000 --> 00:02:12.000]  意見不合當然是在這個問題上
[00:02:12.000 --> 00:02:13.000]  有不同的取態
[00:02:13.000 --> 00:02:15.000]  因為這個是Yes/No Question
[00:02:15.000 --> 00:02:18.000]  你一是Yes一是No
[00:02:18.000 --> 00:02:20.000]  所以只是分兩派的人
[00:02:20.000 --> 00:02:22.000]  你不會說去D不去D
[00:02:22.000 --> 00:02:23.000]  進入耶路撒冷
[00:02:23.000 --> 00:02:24.000]  不會是這樣
[00:02:24.000 --> 00:02:26.000]  所以一定是Yes/No
[00:02:26.000 --> 00:02:27.000]  所以在這件事上
[00:02:27.000 --> 00:02:29.000]  就只有兩種不同意見的人
[00:02:29.000 --> 00:02:31.000]  我們可以分為
[00:02:31.000 --> 00:02:34.000]  保羅和其他人
[00:02:34.000 --> 00:02:36.000]  保羅是什麼取態
[00:02:36.000 --> 00:02:37.000]  其他人是什麼取態
[00:02:37.000 --> 00:02:38.000]  我們可以先看看保羅
[00:02:38.000 --> 00:02:41.000]  在保羅的經文
[00:02:41.000 --> 00:02:42.000]  如果記載保羅的經文當中
[00:02:42.000 --> 00:02:44.000]  其實可以見到在之前
[00:02:44.000 --> 00:02:46.000]  我們今天讀的有一章
[00:02:46.000 --> 00:02:48.000]  在之前二十章其實都有提到
[00:02:48.000 --> 00:02:51.000]  他已經有去耶路撒冷的想法
[00:02:51.000 --> 00:02:52.000]  在二十章十六節就提到
[00:02:52.000 --> 00:02:55.000]  「乃因保羅早已定而越過爾弗所
[00:02:55.000 --> 00:02:57.000]  免得在亞聖也擔言
[00:02:57.000 --> 00:02:58.000]  他急忙前走
[00:02:58.000 --> 00:03:03.000]  巴不得趕五孫節能到耶路撒冷」
[00:03:03.000 --> 00:03:05.000]  在當時的保羅來說
[00:03:05.000 --> 00:03:08.000]  去不同的地方都是為了傳福音
[00:03:08.000 --> 00:03:11.000]  去將耶穌傳給更加多的人
[00:03:11.000 --> 00:03:14.000]  為什麼說想在五孫節的時候
[00:03:14.000 --> 00:03:15.000]  去到耶路撒冷
[00:03:15.000 --> 00:03:17.000]  簡單來說就是因為節日多人
[00:03:17.000 --> 00:03:19.000]  他就想趁那個機會
[00:03:19.000 --> 00:03:21.000]  去到耶路撒冷去做他想做的事
[00:03:21.000 --> 00:03:23.000]  去傳福音
[00:03:23.000 --> 00:03:28.000]  之後在二十章裡面
[00:03:28.000 --> 00:03:31.000]  二十二節就有提到保羅說
[00:03:31.000 --> 00:03:33.000]  「現在我往耶路撒冷去
[00:03:33.000 --> 00:03:35.000]  深深迫切
[00:03:35.000 --> 00:03:38.000]  不知道在那裡要遇見什麼事」
[00:03:38.000 --> 00:03:39.000]  所以可以見到的就是
[00:03:39.000 --> 00:03:42.000]  很想趁這個機會去到耶路撒冷
[00:03:42.000 --> 00:03:43.000]  問題是
[00:03:43.000 --> 00:03:45.000]  他是不是單單只是想去
[00:03:45.000 --> 00:03:47.000]  這樣的原因呢
[00:03:47.000 --> 00:03:50.000]  其實如果留意之後那兩節
[00:03:50.000 --> 00:03:51.000]  我們沒有讀
[00:03:51.000 --> 00:03:52.000]  二十三、二十四節
[00:03:52.000 --> 00:03:55.000]  我們就會更加看到一些原因
[00:03:55.000 --> 00:03:57.000]  他說「但知道聖靈在各城裡
