
[00:00:00.000 --> 00:00:03.040]  今天我們是要講這個後疫情的時代
[00:00:03.040 --> 00:00:06.360]  Post-pandemic
[00:00:06.360 --> 00:00:08.560]  Pandemic
[00:00:08.560 --> 00:00:09.400]  Thank you
[00:00:09.400 --> 00:00:10.680]  Hallelujah
[00:00:10.680 --> 00:00:11.600]  Hallelujah
[00:00:11.600 --> 00:00:13.680]  我就要試試看你有沒有在聽
[00:00:13.680 --> 00:00:22.560]  最近這個最暢銷 最夯的這個字
[00:00:22.560 --> 00:00:23.880]  Pandemic
[00:00:23.880 --> 00:00:26.320]  Post-pandemic
[00:00:26.320 --> 00:00:28.480]  就是後疫情時代
[00:00:29.160 --> 00:00:31.680]  我們現在已經快要進入後疫情時代了
[00:00:31.680 --> 00:00:32.360]  是不是
[00:00:32.360 --> 00:00:35.600]  所以我今天要跟各位來討論一下
[00:00:35.600 --> 00:00:38.920]  我們二十一世紀我們面對的
[00:00:38.920 --> 00:00:42.600]  還有我們今天 到了今天
[00:00:42.600 --> 00:00:45.360]  全世界的數字是怎麼樣
[00:00:45.360 --> 00:00:46.640]  還有美國是怎麼樣
[00:00:46.640 --> 00:00:53.560]  另外其實好幾個人預測這個大瘟疫要來了
[00:00:54.480 --> 00:00:59.440]  那麼大瘟疫 新冠肺炎是不是等於末日瘟疫呢
[00:00:59.440 --> 00:01:01.000]  我會解釋一下
[00:01:01.000 --> 00:01:07.320]  那麼我們要把新冠的危機轉成教會的轉機
[00:01:07.320 --> 00:01:11.640]  而且教會要化危機爲轉機
[00:01:11.640 --> 00:01:19.480]  然後最後我說我們後疫情時代我們的日子要怎麼過 是吧
[00:01:20.960 --> 00:01:28.000]  好的 讓我請問各位 二十一世紀是從哪一年哪月哪日開始的
[00:01:28.000 --> 00:01:32.760]  應該是2000年1月1號
[00:01:32.760 --> 00:01:34.840]  這是二十一世紀開始
[00:01:34.840 --> 00:01:42.040]  但是事實上是2001年9月11號 爲什麼呢
[00:01:42.040 --> 00:01:45.200]  因爲那是911
[00:01:46.760 --> 00:01:54.240]  所以整個世界 整個二十一世界就是從911開始整個變
[00:01:54.240 --> 00:02:03.560]  911恐攻以後全球尤其是美國邁入了911的防恐的時代
[00:02:03.560 --> 00:02:11.400]  你知道嗎 以前美國跟墨西哥的邊界
[00:02:11.400 --> 00:02:16.240]  美國跟加拿大這邊邊界幾乎不設法
[00:02:17.760 --> 00:02:22.480]  你如果從San Diego到那個Tijuana
[00:02:22.480 --> 00:02:25.400]  你過了邊界開車就過去了
[00:02:25.400 --> 00:02:31.800]  我還看有的時候看小說看電影看報道或者聽兒子講
[00:02:31.800 --> 00:02:37.240]  他們一些同學放春假就開車就過了邊界去玩了一趟
[00:02:37.240 --> 00:02:39.520]  然後再回來了 是不是
[00:02:39.880 --> 00:02:46.920]  根本就來去自如 El Paso德州那邊也是如此
[00:02:46.920 --> 00:02:51.960]  那個完全就在那個邊界上面進進出出隨隨便便
[00:02:51.960 --> 00:02:58.760]  現在呢 高牆林立了是不是 他終究有一個笑話
[00:02:58.760 --> 00:03:02.040]  川普不是說我要把這個高牆隔起來
[00:03:02.040 --> 00:03:04.840]  然後不讓墨西哥人過來
[00:03:05.720 --> 00:03:11.200]  結果進度很慢 現在肺炎這個大瘟疫開始了
[00:03:11.200 --> 00:03:16.000]  這個墨西哥人就在那裏叫 趕快把牆建起來
[00:03:16.000 --> 00:03:18.600]  就希望不要被傳染到
[00:03:18.600 --> 00:03:22.800]  加拿大的邊界也是一樣的
[00:03:22.800 --> 00:03:30.440]  您知道嗎 我記得我來這邊已經將近二十多年了
[00:03:30.440 --> 00:03:33.600]  那個時候十多年前還是這個樣子的
[00:03:34.000 --> 00:03:38.800]  911之前 driver license就可以過了
[00:03:38.800 --> 00:03:41.640]  進出關到加拿大
[00:03:41.640 --> 00:03:45.840]  有的時候開車到加拿大到溫哥華去喫日本料理
[00:03:45.840 --> 00:03:48.760]  再去買一些中國食品
[00:03:48.760 --> 00:03:51.960]  然後再回來 來去自如
[00:03:51.960 --> 00:03:55.160]  我還聽到有一個故事是這樣
[00:03:55.160 --> 00:03:59.520]  有一家人想要請一個管家
[00:03:59.520 --> 00:04:02.720]  結果就從國內請了一個來
[00:04:04.200 --> 00:04:09.320]  管家婆 叫她坐飛機坐到溫哥華
[00:04:09.320 --> 00:04:12.520]  然後他們就從西亞州開車過去接過來
[00:04:12.520 --> 00:04:14.560]  接來美國這邊
[00:04:14.560 --> 00:04:18.320]  試用了幾個禮拜不合適 又開車送回去
[00:04:18.320 --> 00:04:20.640]  再從溫哥華飛回去
[00:04:20.640 --> 00:04:22.520]  這是來去自如啊
[00:04:22.520 --> 00:04:25.920]  什麼簽證什麼護照都不用了
[00:04:25.920 --> 00:04:31.080]  但是現在你去看一看
[00:04:31.080 --> 00:04:33.000]  那管得可嚴了
[00:04:33.720 --> 00:04:36.600]  那個排擠隊伍還長得不得了
[00:04:36.600 --> 00:04:39.640]  我們看機場安檢也是一樣
[00:04:39.640 --> 00:04:44.600]  以前機場好像沒有這回事嘛 對不對
[00:04:44.600 --> 00:04:48.480]  輕輕鬆鬆來去自如
[00:04:48.480 --> 00:04:50.320]  我還記得有一次
[00:04:50.320 --> 00:04:53.880]  我去到別的州去服侍
[00:04:53.880 --> 00:04:56.480]  我喜歡戴着我的腳
[00:04:56.480 --> 00:04:59.480]  我常常喜歡吹一下
[00:04:59.480 --> 00:05:01.000]  尤其在敬拜讚美的時候
[00:05:01.880 --> 00:05:03.920]  那麼我那個腳我是隨身帶的
[00:05:03.920 --> 00:05:06.720]  我不喜歡給人家當行李摔的
[00:05:06.720 --> 00:05:08.680]  結果到了安檢那邊
[00:05:08.680 --> 00:05:10.680]  安檢說這是什麼
[00:05:10.680 --> 00:05:14.240]  我說這個是shofar 這是horn 腳
[00:05:14.240 --> 00:05:17.000]  他就叫我拿出來摸摸看
[00:05:17.000 --> 00:05:18.680]  這是尖的 可以做武器
[00:05:18.680 --> 00:05:21.080]  我說你不要亂講 我是牧師啊
[00:05:21.080 --> 00:05:23.600]  我在教會吹這個了
[00:05:23.600 --> 00:05:25.240]  他說你吹給我聽
[00:05:25.240 --> 00:05:30.360]  我就在那個機場的大廳拿起我的腳
[00:05:32.000 --> 00:05:34.080]  那個大廳吹起來聲音特別棒
[00:05:34.080 --> 00:05:38.880]  撩音迴盪 大家還給我拍手
[00:05:38.880 --> 00:05:42.920]  現在不讓我戴
[00:05:42.920 --> 00:05:49.800]  所以現在就是自從九一二十一世紀開始
[00:05:49.800 --> 00:05:51.560]  變成一個防恐的世代
[00:05:51.560 --> 00:05:55.480]  這就是post 911
[00:05:55.480 --> 00:05:59.880]  後911的世代
[00:06:00.760 --> 00:06:03.040]  現在連到了飛機坐飛機
[00:06:03.040 --> 00:06:06.160]  皮帶要脫 鞋子要脫
[00:06:06.160 --> 00:06:12.360]  004母每次過關永遠是那個警報器會叫
[00:06:12.360 --> 00:06:14.720]  因爲它有人工關節
[00:06:14.720 --> 00:06:16.560]  都是有金屬的
[00:06:16.560 --> 00:06:19.720]  嗶嗶嗶就拼命叫 每次都會
[00:06:19.720 --> 00:06:21.760]  所以現在是非常緊
[00:06:21.760 --> 00:06:25.840]  這就是21世紀
[00:06:26.840 --> 00:06:31.000]  我們開始是在911之後 情況不一樣了
[00:06:31.000 --> 00:06:39.560]  那麼到了2020年18 9年以後
[00:06:39.560 --> 00:06:43.400]  這個新冠肺炎大流行
[00:06:43.400 --> 00:06:46.480]  就是COVID pandemic
[00:06:46.480 --> 00:06:50.360]  到了5月17號今天爲止
[00:06:50.360 --> 00:06:55.440]  全球有460萬人確診
[00:06:56.680 --> 00:07:04.880]  有170萬人是痊癒
[00:07:04.880 --> 00:07:10.240]  有31萬人死亡
[00:07:10.240 --> 00:07:16.520]  在美國將近1.5百萬的人染上
[00:07:16.520 --> 00:07:21.600]  260千就是2萬6千人痊癒了
[00:07:21.600 --> 00:07:24.000]  將近10萬人死亡
[00:07:25.520 --> 00:07:27.800]  而且還陸陸續續會剩
[00:07:27.800 --> 00:07:31.040]  不是說這樣子就完了
[00:07:31.040 --> 00:07:36.440]  2020年我們又進入一個新的一個時代
[00:07:36.440 --> 00:07:39.280]  已經不是防恐時代了
[00:07:39.280 --> 00:07:42.040]  不是911後的時代了
[00:07:42.040 --> 00:07:47.200]  我們現在已經要進入一個後疫情的時代了
[00:07:47.200 --> 00:07:49.720]  是吧 怎麼講呢
[00:07:51.000 --> 00:07:55.960]  其實好幾個人都已經預測到這個會發生的事情
[00:07:55.960 --> 00:07:59.200]  有一個美國很有名的一個記者
[00:07:59.200 --> 00:08:02.440]  他叫做Laurie Garrett
[00:08:02.440 --> 00:08:06.000]  她是羅雷·加勒特
[00:08:06.000 --> 00:08:08.800]  她是一個美國的一個名記者
[00:08:08.800 --> 00:08:14.560]  她而且是美國外交關係的成員的委員
[00:08:15.680 --> 00:08:21.120]  她在一九九幾年就寫了一本書叫做《逼近的瘟疫》
[00:08:21.120 --> 00:08:23.240]  The Coming Plague
[00:08:23.240 --> 00:08:27.520]  她就講到全球要爆發的
[00:08:27.520 --> 00:08:33.800]  而這個記者她在90年代她報道了AIDS病
[00:08:33.800 --> 00:08:38.520]  她在96年又報道了Ebola
[00:08:38.520 --> 00:08:41.360]  這Ebola這個病毒virus
[00:08:41.360 --> 00:08:45.280]  而得到的普利茲獎這個新聞獎
[00:08:46.440 --> 00:08:50.440]  她是哈佛公共衛生學院的研究員
[00:08:50.440 --> 00:08:55.960]  在2011年有一個電影叫做傳染病
[00:08:55.960 --> 00:08:59.920]  Contagion 她是諮詢顧問
[00:08:59.920 --> 00:09:04.480]  那麼她就講到說這個事情要發生
[00:09:04.480 --> 00:09:07.800]  而且是史上累累
[00:09:07.800 --> 00:09:14.240]  她在這個裏面報道的這些很有意思
[00:09:14.520 --> 00:09:20.720]  你知道Ebola virus跟這個Corona virus又不一樣
[00:09:20.720 --> 00:09:24.840]  Ebola virus你去看她的圖
[00:09:24.840 --> 00:09:29.360]  她的中文名字叫做世代病毒
[00:09:29.360 --> 00:09:35.360]  Corona virus是新冠病毒冠狀病毒
[00:09:35.360 --> 00:09:37.240]  所以兩個又不一樣
[00:09:37.240 --> 00:09:41.520]  但是都是死人的很嚴重的
[00:09:42.120 --> 00:09:46.280]  所以我們今天面臨這個世代已經是這個樣子
[00:09:46.280 --> 00:09:48.400]  我很不好意思說
[00:09:48.400 --> 00:09:51.120]  我們這個已經70歲的人了
[00:09:51.120 --> 00:09:53.320]  我們什麼沒看過
[00:09:53.320 --> 00:09:55.280]  但是這還是我的第一次
[00:09:55.280 --> 00:09:56.360]  你知道嗎
[00:09:56.360 --> 00:10:03.880]  甚至於有人說這是百年難得一遇的這種大瘟疫
[00:10:03.880 --> 00:10:05.400]  這種事情要發生
[00:10:05.400 --> 00:10:07.920]  哎喲 還被我碰上
[00:10:08.680 --> 00:10:12.240]  哎呀 真是希望神保佑我們大家每一位
[00:10:12.240 --> 00:10:15.160]  都是平平安安健健康康的
