
[00:00:00.000 --> 00:00:03.640]  今天會跟大家一起繼續看提摩太后書
[00:00:03.640 --> 00:00:05.640]  因為上一個月剛剛是復活節
[00:00:05.640 --> 00:00:08.760]  所以就跟大家看了《約翰福音》的二十一章
[00:00:08.760 --> 00:00:12.680]  今天會繼續來看提摩太后書最後一章的經文
[00:00:12.680 --> 00:00:17.560]  我相信這個也是保羅在整個人生中的一個終結
[00:00:17.560 --> 00:00:22.640]  他很想繼續藉著這段說話來鼓勵提摩太太
[00:00:22.640 --> 00:00:26.920]  深信在保羅自己認識提摩太太裡面
[00:00:26.920 --> 00:00:29.560]  他很知道提摩太太到這個時刻
[00:00:29.560 --> 00:00:30.640]  也是不容易
[00:00:30.640 --> 00:00:33.600]  所以他很想藉著最後的一個祝福
[00:00:33.600 --> 00:00:36.760]  來給提摩太太有更多的鼓勵
[00:00:36.760 --> 00:00:38.760]  以至繼續走前面的路
[00:00:38.760 --> 00:00:42.200]  這段經文對一些弟兄姊妹來說可能都很熟悉
[00:00:42.200 --> 00:00:44.800]  我們在不同的場合都會聽過
[00:00:44.800 --> 00:00:46.880]  我們先會分兩段來看
[00:00:46.880 --> 00:00:50.200]  第一段就會是四章的一到五節
[00:00:50.200 --> 00:00:53.200]  提摩太后書的四章一到五節
[00:00:53.200 --> 00:00:54.080]  我們找到的
[00:00:54.080 --> 00:00:54.880]  你可以看《聖經》
[00:00:54.880 --> 00:00:55.640]  又可以看《營光幕》
[00:00:55.640 --> 00:00:57.840]  我們一起讀完這幾節的經文
[00:00:57.840 --> 00:00:59.080]  預備起
[00:00:59.360 --> 00:01:01.080]  我在神面前
[00:01:01.080 --> 00:01:06.640]  定在將來審判活人死人的基督耶穌面前
[00:01:06.640 --> 00:01:11.360]  憑著祂的顯現和祂的國度祝福你
[00:01:11.360 --> 00:01:12.960]  務要全道
[00:01:12.960 --> 00:01:15.240]  無論得時不得時
[00:01:15.240 --> 00:01:17.000]  總要專心
[00:01:17.000 --> 00:01:19.200]  定用百般的忍耐
[00:01:19.200 --> 00:01:22.000]  各樣的教訓責備人
[00:01:22.000 --> 00:01:23.200]  警戒人
[00:01:23.200 --> 00:01:24.600]  勸勉人
[00:01:24.600 --> 00:01:29.920]  因為時候要到人必厭煩純正的道理
[00:01:29.920 --> 00:01:31.520]  以得法養
[00:01:31.520 --> 00:01:36.560]  就隨從自己的情慾增添好些思苦
[00:01:36.560 --> 00:01:39.480]  並且掩耳不聽真道
[00:01:39.480 --> 00:01:42.000]  偏向荒謬的言語
[00:01:42.000 --> 00:01:44.680]  你卻要凡事謹慎
[00:01:44.680 --> 00:01:46.400]  忍受苦難
[00:01:46.400 --> 00:01:48.560]  作全道的功夫
[00:01:48.560 --> 00:01:50.560]  盡你的積罰
[00:01:51.080 --> 00:01:54.920]  在這裡我想給一個題目叫做"準備好未"
[00:01:54.920 --> 00:01:59.320]  在提摩泰領受這個祝福
[00:01:59.320 --> 00:02:04.560]  其實是保羅一個很慎重很嚴重的命令
[00:02:04.560 --> 00:02:08.480]  這裡有幾個用詞都是講到命令式的用詞
[00:02:08.480 --> 00:02:12.320]  我將它歸納成為"準備好未"
[00:02:12.320 --> 00:02:15.040]  其實這個和待會我說的第二點都很相似
[00:02:15.040 --> 00:02:16.040]  其實這個就是一個
[00:02:16.040 --> 00:02:17.160]  在這段經文裡面
[00:02:17.160 --> 00:02:19.560]  我覺得保羅給提摩泰一個很重要的訊息
[00:02:19.960 --> 00:02:23.040]  "準備好未"其實是代表著什麼呢?
[00:02:23.040 --> 00:02:26.560]  其實這裡提到"總要專心"
[00:02:26.560 --> 00:02:31.840]  "總要專心"的意思是要常作準備
[00:02:31.840 --> 00:02:33.280]  "總要專心"
[00:02:33.280 --> 00:02:36.080]  當問你準備好未的時候
[00:02:36.080 --> 00:02:39.800]  其實不是在說你還有很多時間去準備
[00:02:39.800 --> 00:02:42.640]  準備好未通常我想提的就是一個場景
[00:02:42.640 --> 00:02:44.360]  當一群軍隊也好
[00:02:44.360 --> 00:02:47.280]  或者一隊球隊
[00:02:47.280 --> 00:02:48.840]  預備出場作戰
[00:02:48.840 --> 00:02:53.040]  通常教練或者領導也會問他們"準備好未?"
[00:02:53.040 --> 00:02:57.680]  通常期望那群隊員或者球員的答案是什麼呢?
[00:02:57.680 --> 00:03:00.040]  不是說還差一點點
[00:03:00.040 --> 00:03:02.080]  麻煩給我一點時間
[00:03:02.080 --> 00:03:03.920]  如果教練一說這句話
[00:03:03.920 --> 00:03:04.720]  準備好未呢?
[00:03:04.720 --> 00:03:05.920]  其實應該說什麼呢?
[00:03:05.920 --> 00:03:06.840]  準備好了
[00:03:06.840 --> 00:03:08.200]  可以出發了
[00:03:08.200 --> 00:03:09.920]  其實我想是這個意思
[00:03:09.920 --> 00:03:13.640]  我想保羅最後給提摩泰祝福也是這樣
[00:03:13.640 --> 00:03:16.960]  告訴他你要常作準備
[00:03:17.720 --> 00:03:23.760]  聖經中文翻譯在和本裡面叫做"專心"
[00:03:23.760 --> 00:03:27.240]  "專心"這個字原來的意思是
[00:03:27.240 --> 00:03:28.800]  有準備
[00:03:28.800 --> 00:03:30.560]  有能到
[00:03:30.560 --> 00:03:32.040]  有站在旁邊
[00:03:32.040 --> 00:03:33.800]  有支持下去
[00:03:33.800 --> 00:03:36.360]  其實它是一個很豐富的詞語
[00:03:36.360 --> 00:03:37.640]  有很多不同的意思
