
[00:00:00.000 --> 00:00:02.720]  在我們說聖誕節訊息之前
[00:00:02.720 --> 00:00:07.980]  我們要總結上個月開始的一個講道系列
[00:00:07.980 --> 00:00:10.300]  就是講道是神的總管
[00:00:10.300 --> 00:00:12.220]  已經講了幾個星期
[00:00:12.220 --> 00:00:14.220]  今天就是最後一講
[00:00:14.220 --> 00:00:16.440]  大家應該知道
[00:00:16.440 --> 00:00:17.720]  如果大家記得的話
[00:00:17.720 --> 00:00:19.720]  按照聖經給我們的教導
[00:00:19.720 --> 00:00:22.680]  神創造人其中一個目的
[00:00:22.680 --> 00:00:26.220]  就是要讓人幫助他管理這個世界
[00:00:26.220 --> 00:00:28.220]  但是我們要知道
[00:00:28.220 --> 00:00:30.220]  我們是神的總管
[00:00:30.220 --> 00:00:32.220]  神創造我們要管理這個世界
[00:00:32.220 --> 00:00:37.220]  這並不是我們被創造的最終目的
[00:00:37.220 --> 00:00:40.220]  神創造我們最終目的是什麼呢?
[00:00:40.220 --> 00:00:42.220]  是要我們在這裡宣揚
[00:00:42.220 --> 00:00:44.220]  那個召我們出黑暗
[00:00:44.220 --> 00:00:46.220]  入奇妙光明者的美德
[00:00:46.220 --> 00:00:48.220]  願全世界的人
[00:00:48.220 --> 00:00:50.220]  以及所創造的萬物
[00:00:50.220 --> 00:00:52.220]  知道神愛我們
[00:00:52.220 --> 00:00:55.220]  神有恩典賜給我們
[00:00:55.220 --> 00:00:58.220]  所以原來我們做神的總管
[00:00:58.220 --> 00:01:02.220]  只是用來完成神這個目的的其中一個方法
[00:01:02.220 --> 00:01:05.220]  但是我們是否能夠有效地完成這個工作呢?
[00:01:05.220 --> 00:01:09.220]  所以我們需要經過一些測試
[00:01:09.220 --> 00:01:13.220]  就好像醫生研製一些抗癌的藥物
[00:01:13.220 --> 00:01:15.220]  抗癌藥用來做什麼呢?
[00:01:15.220 --> 00:01:18.220]  用來對付癌症的病人
[00:01:18.220 --> 00:01:21.220]  希望能夠幫助他們完全治好
[00:01:21.220 --> 00:01:25.220]  但是當這個藥物能夠發生效用之前
[00:01:25.220 --> 00:01:27.220]  這個藥物是需要經過試驗的
[00:01:27.220 --> 00:01:30.220]  是否真的有效呢?
[00:01:30.220 --> 00:01:34.220]  是否真的能夠殺死癌細胞呢?
[00:01:34.220 --> 00:01:37.220]  當它經過試驗之後
[00:01:37.220 --> 00:01:39.220]  然後才能夠讓我們看到
[00:01:39.220 --> 00:01:44.220]  它最終能夠完成它被創造的目的
[00:01:44.220 --> 00:01:46.220]  所以我們做神的總管也是一樣
[00:01:46.220 --> 00:01:48.220]  當神創造我們的時候
[00:01:48.220 --> 00:01:50.220]  有一個最終目的要我們去完成
[00:01:50.220 --> 00:01:54.220]  與此同時也要去試驗一下
[00:01:54.220 --> 00:01:57.220]  到底我們是否能夠承擔這個工作呢?
[00:01:57.220 --> 00:01:59.220]  是什麼工作呢?剛才說過
[00:01:59.220 --> 00:02:00.220]  就是要宣揚那個
[00:02:00.220 --> 00:02:04.220]  「照我們出黑暗入奇妙光明者」的美德
[00:02:04.220 --> 00:02:06.220]  要讓神所創造的宇宙萬物
[00:02:06.220 --> 00:02:09.220]  都知道這個世界上有一個獨一無二的真神
[00:02:09.220 --> 00:02:10.220]  這個神是愛我們的
[00:02:10.220 --> 00:02:13.220]  而且對我們是滿有恩典
[00:02:13.220 --> 00:02:16.220]  我們就要通過測試
[00:02:16.220 --> 00:02:21.220]  我相信到現在已經說了幾個星期
[00:02:21.220 --> 00:02:23.220]  不知道大家明白了沒有
[00:02:23.220 --> 00:02:25.220]  如果神要測試我們的時候
[00:02:25.220 --> 00:02:27.220]  到底要測試我們什麼呢?
[00:02:27.220 --> 00:02:30.220]  最重要要找出我們有什麼樣的質素
[00:02:30.220 --> 00:02:32.220]  大家知不知道呢?
[00:02:32.220 --> 00:02:34.220]  到這個地步
[00:02:34.220 --> 00:02:36.220]  結尾了
[00:02:36.220 --> 00:02:39.220]  知不知道神要測驗我們什麼呢?
[00:02:39.220 --> 00:02:42.220]  題目說什麼呢?
[00:02:42.220 --> 00:02:44.220]  信任嘛
[00:02:44.220 --> 00:02:46.220]  這個很重要的
[00:02:46.220 --> 00:02:48.220]  神信不信得過我們呢?
[00:02:48.220 --> 00:02:51.220]  我們可不可以接受神的委託
[00:02:51.220 --> 00:02:54.220]  去完成這個使命呢?
[00:02:54.220 --> 00:02:55.220]  所以前一個星期
[00:02:55.220 --> 00:02:57.220]  我不在這裡跟大家分享
[00:02:57.220 --> 00:02:58.220]  我在下面說
[00:02:58.220 --> 00:03:03.220]  我就借用Reverend John Maxwell
[00:03:03.220 --> 00:03:06.220]  他設計了一個所謂信任的測試
[00:03:06.220 --> 00:03:09.220]  TRUST
[00:03:09.220 --> 00:03:10.220]  信任
[00:03:10.220 --> 00:03:14.220]  先溫習一點,因為前一個星期說了三個測試
[00:03:14.220 --> 00:03:16.220]  TRU
[00:03:16.220 --> 00:03:17.220]  T是什麼呢?
[00:03:17.220 --> 00:03:19.220]  Take an Inventory
[00:03:19.220 --> 00:03:23.220]  看看我們自己有多信任神
[00:03:23.220 --> 00:03:25.220]  第二樣東西是R
[00:03:25.220 --> 00:03:27.220]  Recognize God as your Source
[00:03:27.220 --> 00:03:30.220]  肯定神是萬物之源
[00:03:30.220 --> 00:03:32.220]  其實意思是什麼呢?
[00:03:32.220 --> 00:03:35.220]  就是神可以多信任我們
[00:03:35.220 --> 00:03:36.220]  然後U
[00:03:36.220 --> 00:03:39.220]  Understand God's Principles
[00:03:39.220 --> 00:03:41.220]  明瞭神捐獻給我們的原則
[00:03:41.220 --> 00:03:43.220]  我在下面跟你們分享有幾個
[00:03:43.220 --> 00:03:46.220]  聖經所啟示有關奉獻的原則
[00:03:46.220 --> 00:03:47.220]  第一個原則是什麼呢?
[00:03:47.220 --> 00:03:49.220]  是隱密的原則
[00:03:49.220 --> 00:03:52.220]  《馬達福音》第六章第三節第四節
[00:03:52.220 --> 00:03:53.220]  告訴我們
[00:03:53.220 --> 00:03:56.220]  當我們去做善事的時候
[00:03:56.220 --> 00:03:57.220]  當我們去捐書的時候
[00:03:57.220 --> 00:03:59.220]  右手不要讓左手知道
[00:03:59.220 --> 00:04:01.220]  然後第二個呢
[00:04:01.220 --> 00:04:03.220]  是慷慨的原則
[00:04:03.220 --> 00:04:07.220]  慷慨原則在哥倫多後書第八章第二到第三節說
[00:04:07.220 --> 00:04:11.220]  菲律賓信徒的捐助是缺盡所能
[00:04:11.220 --> 00:04:14.220]  甚至是超過他們的力量
[00:04:14.220 --> 00:04:16.220]  然後第三個原則是什麼呢?
[00:04:16.220 --> 00:04:17.220]  樂意的原則
[00:04:17.220 --> 00:04:19.220]  哥倫多後書第九章第七節說到
[00:04:19.220 --> 00:04:23.220]  上帝喜愛樂意去奉獻的人
[00:04:23.220 --> 00:04:24.220]  然後第四呢
[00:04:24.220 --> 00:04:26.220]  預備的原則
[00:04:26.220 --> 00:04:28.220]  哥倫多前書十六章第二節
[00:04:28.220 --> 00:04:29.220]  每個星期日
[00:04:29.220 --> 00:04:32.220]  你們每一個人應當按自己的收入
[00:04:32.220 --> 00:04:34.220]  照比例撥出一些錢
[00:04:34.220 --> 00:04:38.220]  積存起來不要到時現籌
[00:04:38.220 --> 00:04:39.220]  要有準備
[00:04:39.220 --> 00:04:41.220]  然後第五個原則是
[00:04:41.220 --> 00:04:42.220]  蒙福的原則
[00:04:42.220 --> 00:04:45.220]  路加夫音第六章第三十八節說到
[00:04:45.220 --> 00:04:48.220]  你們要給人就必有給你們的
[00:04:48.220 --> 00:04:51.220]  並且用十足的星斗
[00:04:51.220 --> 00:04:54.220]  練搖大岸上尖下流的
[00:04:54.220 --> 00:04:57.220]  傾倒在你們的懷裡
[00:04:57.220 --> 00:04:59.220]  這個就是前一次
[00:04:59.220 --> 00:05:01.220]  當我們講到這個信任測試
[00:05:01.220 --> 00:05:03.220]  所分享的主要內容
[00:05:03.220 --> 00:05:05.220]  TRUST
[00:05:05.220 --> 00:05:07.220]  講了三個
[00:05:07.220 --> 00:05:10.220]  今天我們繼續講
[00:05:10.220 --> 00:05:12.220]  餘下的兩個就是S&T
[00:05:12.220 --> 00:05:14.220]  S是甚麼意思呢
[00:05:14.220 --> 00:05:15.220]  S是Surrender
[00:05:15.220 --> 00:05:17.220]  Surrender everything to God
[00:05:17.220 --> 00:05:20.220]  獻出所有任神去使用
[00:05:20.220 --> 00:05:24.220]  而T是Test God's promises
[00:05:24.220 --> 00:05:28.220]  去完全信任神的應許
[00:05:28.220 --> 00:05:32.220]  保羅在羅馬書第十二章第一節
[00:05:32.220 --> 00:05:34.220]  大家都很熟悉的聖經
[00:05:34.220 --> 00:05:35.220]  是這樣說
[00:05:35.220 --> 00:05:38.220]  弟兄們所以我以神的慈悲勸你們
[00:05:38.220 --> 00:05:40.220]  將身體獻上當作活祭
[00:05:40.220 --> 00:05:43.220]  是聖潔的是神所喜悅的
[00:05:43.220 --> 00:05:46.220]  你們如此侍奉那是理所當然的
[00:05:46.220 --> 00:05:48.220]  很明顯將身體獻上
[00:05:48.220 --> 00:05:50.220]  即是將整個人都奉獻給神
[00:05:50.220 --> 00:05:52.220]  命都給予主
[00:05:52.220 --> 00:05:54.220]  真的講得很坦白
[00:05:54.220 --> 00:05:55.220]  意思是甚麼呢
[00:05:55.220 --> 00:05:56.220]  獻出所有
[00:05:56.220 --> 00:05:58.220]  因為命都給予神
[00:05:58.220 --> 00:06:01.220]  任神去使用
[00:06:01.220 --> 00:06:04.220]  保羅說我們將自己
[00:06:04.220 --> 00:06:07.220]  當作活祭奉獻給神
[00:06:07.220 --> 00:06:10.220]  將我們所有一切都奉獻給神去服侍神
[00:06:10.220 --> 00:06:12.220]  是應該的
[00:06:12.220 --> 00:06:14.220]  是理所當然的
[00:06:14.220 --> 00:06:15.220]  為甚麼呢
[00:06:15.220 --> 00:06:16.220]  為什麼呢
[00:06:16.220 --> 00:06:18.220]  沒有時間講詳細
[00:06:18.220 --> 00:06:20.220]  不過有時間你回去看羅馬書
[00:06:20.220 --> 00:06:22.220]  第一章到第十一章
[00:06:22.220 --> 00:06:24.220]  保羅用了十一章的聖經
[00:06:24.220 --> 00:06:26.220]  來告訴我們
[00:06:26.220 --> 00:06:30.220]  我們的性命是神用他的愛子耶穌的生命
[00:06:30.220 --> 00:06:32.220]  買回來的
[00:06:32.220 --> 00:06:34.220]  而且在十一章最後那一節
[00:06:34.220 --> 00:06:36.220]  第三十六節那裏講到
[00:06:36.220 --> 00:06:38.220]  萬有都是本於他
[00:06:38.220 --> 00:06:39.220]  倚靠他
[00:06:39.220 --> 00:06:41.220]  和歸於他
[00:06:41.220 --> 00:06:44.220]  願榮耀歸給神直到永遠
[00:06:44.220 --> 00:06:46.220]  所以開頭的十一章就是保羅解釋
[00:06:46.220 --> 00:06:49.220]  為甚麼我們要將身體獻上
[00:06:49.220 --> 00:06:50.220]  要完全奉獻給神
[00:06:50.220 --> 00:06:51.220]  去服侍神
[00:06:51.220 --> 00:06:52.220]  是應該的
[00:06:52.220 --> 00:06:54.220]  是理所當然的
[00:06:54.220 --> 00:06:56.220]  我們的問題是甚麼呢
[00:06:56.220 --> 00:06:59.220]  我們的問題不是我們不相信
[00:06:59.220 --> 00:07:01.220]  這是理所當然的事
[00:07:01.220 --> 00:07:03.220]  我們不是不相信
[00:07:03.220 --> 00:07:05.220]  這是應該去做的事
[00:07:05.220 --> 00:07:07.220]  問題是我們知道了
[00:07:07.220 --> 00:07:09.220]  但我覺得很為難
[00:07:09.220 --> 00:07:11.220]  為難嗎
[00:07:11.220 --> 00:07:13.220]  將身體獻上
[00:07:13.220 --> 00:07:15.220]  當作活祭
[00:07:15.220 --> 00:07:17.220]  我覺得很為難
[00:07:17.220 --> 00:07:19.220]  為甚麼我們會覺得為難呢
[00:07:19.220 --> 00:07:21.220]  理智上知道的
[00:07:21.220 --> 00:07:22.220]  聖經是這樣講的
[00:07:22.220 --> 00:07:23.220]  你要這樣做的
[00:07:23.220 --> 00:07:25.220]  為甚麼為難呢
[00:07:25.220 --> 00:07:27.220]  為難的原因是甚麼呢
[00:07:27.220 --> 00:07:29.220]  看完聖經就算了
[00:07:29.220 --> 00:07:31.220]  不放在心裏
[00:07:31.220 --> 00:07:33.220]  如果我們誠信聖經所講的
[00:07:33.220 --> 00:07:34.220]  將身體獻上
[00:07:34.220 --> 00:07:36.220]  但為甚麼獻不到呢
[00:07:36.220 --> 00:07:38.220]  為甚麼不能完全擺上呢
[00:07:38.220 --> 00:07:40.220]  為甚麼呢
[00:07:40.220 --> 00:07:42.220]  其實原因很簡單
[00:07:42.220 --> 00:07:44.220]  就是我們今天要講的題目
[00:07:44.220 --> 00:07:46.220]  我們信不過神
[00:07:46.220 --> 00:07:48.220]  信不過神
[00:07:48.220 --> 00:07:51.220]  我們寧可相信自己
[00:07:51.220 --> 00:07:53.220]  這就是原因
[00:07:53.220 --> 00:07:55.220]  但天父上怎樣說
[00:07:55.220 --> 00:07:57.220]  我們看看《列尼米書》第十七章
[00:07:57.220 --> 00:07:59.220]  第五到第八節
[00:07:59.220 --> 00:08:01.220]  天父上怎樣說
[00:08:01.220 --> 00:08:03.220]  天父上說
[00:08:03.220 --> 00:08:05.220]  信賴世人
[00:08:05.220 --> 00:08:07.220]  倚靠必死之人的力量
[00:08:07.220 --> 00:08:11.220]  伴離了我上主的人
[00:08:11.220 --> 00:08:13.220]  這種人該受就坐
[00:08:13.220 --> 00:08:15.220]  第六節
[00:08:15.220 --> 00:08:17.220]  他像沙漠中的灌木
[00:08:17.220 --> 00:08:19.220]  長在乾旱的曠野
[00:08:19.220 --> 00:08:21.220]  長在荒蕪的鹽地
[00:08:21.220 --> 00:08:23.220]  他不可能有幸福
[00:08:23.220 --> 00:08:25.220]  願深信靠我的
[00:08:25.220 --> 00:08:27.220]  這種人多麼有福
[00:08:27.220 --> 00:08:29.220]  他像栽種在溪旁的樹
[00:08:29.220 --> 00:08:31.220]  樹根伸入水中
[00:08:31.220 --> 00:08:33.220]  不怕寒災熱浪
[00:08:33.220 --> 00:08:35.220]  樹葉常青
[00:08:35.220 --> 00:08:39.220]  不斷結出果節
[00:08:39.220 --> 00:08:41.220]  神在說甚麼呢
[00:08:41.220 --> 00:08:43.220]  神很清楚告訴我們
[00:08:43.220 --> 00:08:45.220]  依靠自己的力量
[00:08:45.220 --> 00:08:47.220]  如果你是依靠自己的力量的話
[00:08:47.220 --> 00:08:49.220]  聖經怎樣說
[00:08:49.220 --> 00:08:51.220]  你不可能有幸福
[00:08:51.220 --> 00:08:53.220]  聖經講得最清楚
[00:08:53.220 --> 00:08:55.220]  依靠人的力量
[00:08:55.220 --> 00:08:57.220]  依靠自己的力量
[00:08:57.220 --> 00:08:59.220]  你是不可能有幸福的
[00:08:59.220 --> 00:09:01.220]  其實你試過而已
[00:09:01.220 --> 00:09:03.220]  你正在做的
[00:09:03.220 --> 00:09:05.220]  你同意嗎
[00:09:05.220 --> 00:09:07.220]  不過聖經用了一個比喻
[00:09:07.220 --> 00:09:09.220]  他像一棵樹
[00:09:09.220 --> 00:09:11.220]  還在曠野或是鹽地
[00:09:11.220 --> 00:09:13.220]  一棵樹還在曠野或是鹽地
[00:09:13.220 --> 00:09:15.220]  是甚麼意思
[00:09:15.220 --> 00:09:17.220]  天天在掙扎求存
[00:09:17.220 --> 00:09:19.220]  寒地鹽地不夠水
[00:09:19.220 --> 00:09:21.220]  寒地鹽地不夠水
[00:09:21.220 --> 00:09:23.220]  每天在掙扎求存
[00:09:23.220 --> 00:09:25.220]  每天在掙扎求存
[00:09:25.220 --> 00:09:27.220]  裡面其實覺得很枯乾
[00:09:27.220 --> 00:09:29.220]  裡面其實覺得很枯乾
[00:09:29.220 --> 00:09:31.220]  我不知道大家怎樣看
[00:09:31.220 --> 00:09:33.220]  很多人看我們外表都很光鮮
[00:09:33.220 --> 00:09:35.220]  很多人看我們外表都很光鮮
[00:09:35.220 --> 00:09:37.220]  今天牧師穿新西裝
[00:09:37.220 --> 00:09:39.220]  不過去年已經賣了
[00:09:39.220 --> 00:09:41.220]  全校都新
[00:09:41.220 --> 00:09:43.220]  除了這件外套新
[00:09:43.220 --> 00:09:45.220]  褲子也新
[00:09:45.220 --> 00:09:47.220]  都很光鮮
[00:09:47.220 --> 00:09:49.220]  我們靚不靚仔
[00:09:49.220 --> 00:09:51.220]  不過老一點
[00:09:51.220 --> 00:09:53.220]  人家看我們都是這樣
[00:09:53.220 --> 00:09:55.220]  看外表有多好
[00:09:55.220 --> 00:09:57.220]  我看大家都很好
[00:09:57.220 --> 00:09:59.220]  外表看起來都相當OK
[00:09:59.220 --> 00:10:01.220]  外表看起來都相當OK
[00:10:01.220 --> 00:10:03.220]  看起來很富足
[00:10:03.220 --> 00:10:05.220]  甚至我們的親友
[00:10:05.220 --> 00:10:07.220]  同事都會覺得我們很OK
[00:10:07.220 --> 00:10:09.220]  很富足
[00:10:09.220 --> 00:10:11.220]  起碼衣著光鮮
[00:10:11.220 --> 00:10:13.220]  起碼不愁溫飽
[00:10:13.220 --> 00:10:15.220]  起碼不愁溫飽
[00:10:15.220 --> 00:10:17.220]  我相信你每年最少都一次吧
[00:10:17.220 --> 00:10:19.220]  很多人兩次三次
[00:10:19.220 --> 00:10:21.220]  出國旅行
[00:10:21.220 --> 00:10:25.220]  人家是這樣看我們
[00:10:25.220 --> 00:10:27.220]  就看這些
[00:10:27.220 --> 00:10:29.220]  但是You know I know
[00:10:29.220 --> 00:10:31.220]  我們知道其實我們心裡面
[00:10:31.220 --> 00:10:33.220]  很多時候膽子是很重
[00:10:33.220 --> 00:10:37.220]  會不會
[00:10:37.220 --> 00:10:39.220]  我們心裡面膽子很重
[00:10:39.220 --> 00:10:41.220]  有很多令我們覺得
[00:10:41.220 --> 00:10:43.220]  很困擾很煩惱
[00:10:43.220 --> 00:10:45.220]  很擔心的事
[00:10:45.220 --> 00:10:47.220]  時時都在我們裡面
[00:10:47.220 --> 00:10:49.220]  重重壓在
[00:10:49.220 --> 00:10:51.220]  我們的肩膊上
[00:10:51.220 --> 00:10:55.220]  不知道大家有沒有曾經試過
[00:10:55.220 --> 00:10:57.220]  有這樣的感覺
[00:10:57.220 --> 00:10:59.220]  真的覺得好像被人壓碎了
[00:10:59.220 --> 00:11:01.220]  渣乾了
[00:11:01.220 --> 00:11:03.220]  我不是說你人乾
[00:11:03.220 --> 00:11:05.220]  我的意思是
[00:11:05.220 --> 00:11:07.220]  你心裡面覺得
[00:11:07.220 --> 00:11:09.220]  壓得我好辛苦呼吸不了
[00:11:09.220 --> 00:11:11.220]  甚至裡面很乾
[00:11:11.220 --> 00:11:13.220]  渣得好乾
[00:11:13.220 --> 00:11:15.220]  但是見到人的時候
[00:11:15.220 --> 00:11:17.220]  仍然要挺起胸膛
[00:11:17.220 --> 00:11:19.220]  扮作剛強
[00:11:19.220 --> 00:11:21.220]  我不知道你是否這樣
[00:11:21.220 --> 00:11:23.220]  或者有沒有試過
[00:11:23.220 --> 00:11:25.220]  有這樣的經驗
[00:11:25.220 --> 00:11:27.220]  我在紐約住的時候
[00:11:27.220 --> 00:11:29.220]  住了三年多
[00:11:29.220 --> 00:11:31.220]  紐約大城市
[00:11:31.220 --> 00:11:33.220]  我記得
[00:11:33.220 --> 00:11:35.220]  經常開車經過
[00:11:35.220 --> 00:11:37.220]  駱克菲勒中心
[00:11:37.220 --> 00:11:41.220]  前面有一個GE Center
[00:11:41.220 --> 00:11:43.220]  前面經過的時候
[00:11:43.220 --> 00:11:45.220]  很容易吸引你的注意
[00:11:45.220 --> 00:11:47.220]  為什麼呢?
[00:11:47.220 --> 00:11:49.220]  因為裡面有一個很大的雕像
[00:11:49.220 --> 00:11:51.220]  大家有沒有見過?
[00:11:51.220 --> 00:11:53.220]  去過紐約的時候有沒有見過?
[00:11:53.220 --> 00:11:55.220]  一個很大的雕像
[00:11:55.220 --> 00:11:57.220]  雕像上面揹著的不是地球
[00:11:57.220 --> 00:11:59.220]  誰知道地球這麼簡單
[00:11:59.220 --> 00:12:01.220]  是一個宇宙
[00:12:01.220 --> 00:12:03.220]  一個很大的銅像
[00:12:03.220 --> 00:12:05.220]  希臘神話裡面
[00:12:05.220 --> 00:12:07.220]  有一個希臘神明
[00:12:07.220 --> 00:12:09.220]  叫做亞歷斯
[00:12:09.220 --> 00:12:11.220]  亞歷斯
[00:12:11.220 --> 00:12:13.220]  揹著這個宇宙
[00:12:13.220 --> 00:12:15.220]  看起來很神氣
[00:12:15.220 --> 00:12:17.220]  看看下一張
[00:12:17.220 --> 00:12:19.220]  真的很不簡單
[00:12:19.220 --> 00:12:21.220]  看起來很神氣
[00:12:21.220 --> 00:12:25.220]  但如果你從後面
[00:12:25.220 --> 00:12:27.220]  看上去
[00:12:27.220 --> 00:12:29.220]  看看後面
[00:12:29.220 --> 00:12:31.220]  你會發覺
[00:12:31.220 --> 00:12:33.220]  其實他揹得很辛苦
[00:12:33.220 --> 00:12:35.220]  你會發覺
[00:12:35.220 --> 00:12:37.220]  前面和後面很不一樣
[00:12:37.220 --> 00:12:39.220]  前面很宏偉很壯觀
[00:12:39.220 --> 00:12:41.220]  後面你會發覺
[00:12:41.220 --> 00:12:43.220]  他好像揹得很辛苦
[00:12:43.220 --> 00:12:45.220]  你看他的腳
[00:12:45.220 --> 00:12:47.220]  好像連站都站不穩
[00:12:47.220 --> 00:12:49.220]  站起來也有困難
[00:12:49.220 --> 00:12:51.220]  事實上
[00:12:51.220 --> 00:12:53.220]  根據希臘神話
[00:12:53.220 --> 00:12:55.220]  我們知道
[00:12:55.220 --> 00:12:57.220]  他揹著這個宇宙
[00:12:57.220 --> 00:12:59.220]  對亞歷斯來說
[00:12:59.220 --> 00:13:01.220]  是一個咒詛
[00:13:01.220 --> 00:13:03.220]  並不是推崇
[00:13:03.220 --> 00:13:05.220]  他是多麼堅強
[00:13:05.220 --> 00:13:07.220]  多麼有勇氣
[00:13:07.220 --> 00:13:09.220]  大家有沒有留意到
[00:13:09.220 --> 00:13:11.220]  在這個雕像對面街
[00:13:11.220 --> 00:13:13.220]  有座建築物
[00:13:13.220 --> 00:13:15.220]  對面街
[00:13:15.220 --> 00:13:17.220]  在後面看上去
[00:13:17.220 --> 00:13:19.220]  有座建築物是什麼
[00:13:19.220 --> 00:13:23.220]  看不到嗎
[00:13:23.220 --> 00:13:25.220]  看到了
[00:13:25.220 --> 00:13:27.220]  在一個禮拜堂
[00:13:27.220 --> 00:13:29.220]  St. Patrick Cathedral
[00:13:29.220 --> 00:13:31.220]  這兩個地方一定要去
[00:13:31.220 --> 00:13:33.220]  這是一個景點
[00:13:33.220 --> 00:13:35.220]  很特別
[00:13:35.220 --> 00:13:37.220]  如果你有機會去St. Patrick Cathedral
[00:13:37.220 --> 00:13:39.220]  你到教堂裏面
[00:13:39.220 --> 00:13:41.220]  你會發覺
[00:13:41.220 --> 00:13:43.220]  裏面有一個孩童
[00:13:43.220 --> 00:13:45.220]  耶穌的神像
[00:13:45.220 --> 00:13:47.220]  是耶穌基督的
[00:13:47.220 --> 00:13:49.220]  我們看看
[00:13:49.220 --> 00:13:51.220]  在裏面有一個神像
[00:13:51.220 --> 00:13:53.220]  耶穌基督長大了像小朋友
[00:13:53.220 --> 00:13:55.220]  不是嬰兒
[00:13:55.220 --> 00:13:57.220]  也不是大人
[00:13:57.220 --> 00:13:59.220]  耶穌的右手
[00:13:59.220 --> 00:14:01.220]  有兩個手指
[00:14:01.220 --> 00:14:03.220]  左手拿著
[00:14:03.220 --> 00:14:05.220]  不是手拿著皮球
[00:14:05.220 --> 00:14:07.220]  是地球
[00:14:07.220 --> 00:14:09.220]  很有意思
[00:14:09.220 --> 00:14:11.220]  在門外對正
