
[00:00:00.000 --> 00:00:02.000]  好,我們一起有個祈禱
[00:00:02.000 --> 00:00:04.540]  親愛的主,我們多謝你
[00:00:04.540 --> 00:00:06.700]  因為你的話語是寶貴
[00:00:06.700 --> 00:00:10.700]  我們每一次細味你的說話的時候
[00:00:10.700 --> 00:00:14.440]  我們都發現有很多給我們深刻的提醒
[00:00:14.440 --> 00:00:15.780]  圓主,你幫助我們
[00:00:15.780 --> 00:00:17.880]  藉著你的道建立我們的生命
[00:00:17.880 --> 00:00:20.040]  讓我們合乎主你的心意
[00:00:20.040 --> 00:00:22.240]  求主你帶領我們下來的時間
[00:00:22.240 --> 00:00:24.840]  祈禱是奉耶穌的名字而求
[00:00:24.840 --> 00:00:25.840]  阿們
[00:00:28.180 --> 00:00:31.180]  今天跟大家去思考的題目是
[00:00:31.180 --> 00:00:33.180]  「一美就夠」
[00:00:33.180 --> 00:00:37.180]  當然什麼是「一美就夠」值得思考
[00:00:37.180 --> 00:00:39.180]  什麼是「一美就夠」呢
[00:00:39.180 --> 00:00:41.180]  首先跟大家說一說
[00:00:41.180 --> 00:00:45.180]  不知道大家聽過「男人的浪漫」沒有
[00:00:45.180 --> 00:00:46.180]  聽過?有些人聽過
[00:00:46.180 --> 00:00:48.180]  「男人的浪漫」
[00:00:48.180 --> 00:00:51.180]  真是很厲害
[00:00:51.180 --> 00:00:55.180]  就是這樣
[00:00:55.180 --> 00:00:57.180]  「男人的浪漫」是什麼呢
[00:00:57.180 --> 00:00:58.180]  這裡有些人不懂
[00:00:58.180 --> 00:01:00.180]  不過香港人就懂
[00:01:00.180 --> 00:01:05.180]  就是一個火腩飯
[00:01:05.180 --> 00:01:09.180]  這個火腩飯我就叫「知足火腩飯」
[00:01:09.180 --> 00:01:13.180]  為什麼和「一美就夠」有關呢
[00:01:13.180 --> 00:01:16.180]  因為知足一美就夠
[00:01:16.180 --> 00:01:18.180]  我們都學會知足一美就夠
[00:01:18.180 --> 00:01:23.180]  不過當說到「男人的浪漫」這個時間的時候
[00:01:23.180 --> 00:01:27.180]  都是有一些典故的
[00:01:27.180 --> 00:01:29.180]  正常有些人都覺得火腩沒什麼特別
[00:01:29.180 --> 00:01:31.180]  典故來自網上
[00:01:31.180 --> 00:01:32.180]  為什麼這麼流行呢
[00:01:32.180 --> 00:01:34.180]  因為有個人寫了一篇文章
[00:01:34.180 --> 00:01:37.180]  說到吃火腩飯的時候
[00:01:37.180 --> 00:01:40.180]  是一件男人的浪漫事
[00:01:40.180 --> 00:01:42.180]  讀一點給大家聽
[00:01:42.180 --> 00:01:45.180]  看看是否感受得到
[00:01:45.180 --> 00:01:48.180]  作者就這樣說
[00:01:48.180 --> 00:01:52.180]  每一次我吃完一碟火腩飯之後
[00:01:52.180 --> 00:01:57.180]  我就知道我和我女朋友已經不太合得來
[00:01:57.180 --> 00:02:00.180]  我女朋友已經不能夠再明白我
[00:02:00.180 --> 00:02:06.180]  她不知道我在茶餐廳裡所經歷過的有多少
[00:02:06.180 --> 00:02:08.180]  她問我吃什麼
[00:02:08.180 --> 00:02:10.180]  我真的不知道怎麼回答她
[00:02:10.180 --> 00:02:15.180]  我想像不到怎樣可以把一塊塊生的肉放在嘴裡
[00:02:15.180 --> 00:02:20.180]  其實每一塊火腩都經過紅紅的烈火
[00:02:20.180 --> 00:02:21.180]  八度的供溫
[00:02:21.180 --> 00:02:23.180]  經過歷練
[00:02:23.180 --> 00:02:25.180]  經歷過漫長的試煉
[00:02:25.180 --> 00:02:27.180]  每一塊火腩都有它的歷史
[00:02:27.180 --> 00:02:31.180]  都有它的故事
[00:02:31.180 --> 00:02:37.180]  我覺得很多人都不知道
[00:02:37.180 --> 00:02:42.180]  像火腩那樣其實是很特別的
[00:02:42.180 --> 00:02:45.180]  因為它找到很多合適的伴侶
[00:02:45.180 --> 00:02:46.180]  有豆腐
[00:02:46.180 --> 00:02:47.180]  有涼瓜
[00:02:47.180 --> 00:02:48.180]  有冬瓜
[00:02:48.180 --> 00:02:49.180]  有枝竹
[00:02:49.180 --> 00:02:51.180]  各有特色
[00:02:51.180 --> 00:02:54.180]  找不到這麼多知音人好像火腩一樣
[00:02:54.180 --> 00:02:55.180]  她說有時候
