
[00:00:00.000 --> 00:00:02.000]  今日同大家繼續去思想
[00:00:02.000 --> 00:00:04.000]  係啟示局七教會裏面嘅
[00:00:04.000 --> 00:00:06.000]  呢個沙迪教會
[00:00:06.000 --> 00:00:08.000]  沙迪教會呢
[00:00:08.000 --> 00:00:10.000]  係一個出咗名一樣咩呢
[00:00:10.000 --> 00:00:12.000]  係應該好穩陣嘅
[00:00:12.000 --> 00:00:14.000]  係應該好堅固嘅
[00:00:14.000 --> 00:00:16.000]  佢個城
[00:00:16.000 --> 00:00:18.000]  我同大家都分享過啦
[00:00:18.000 --> 00:00:20.000]  因為佢個城係建築喺個山上嘅
[00:00:20.000 --> 00:00:22.000]  我哋當中有個同工呢
[00:00:22.000 --> 00:00:24.000]  呢個禮拜就放假旅行呢
[00:00:24.000 --> 00:00:26.000]  就去土耳其
[00:00:26.000 --> 00:00:28.000]  咁我話呢你去土耳其呢
[00:00:28.000 --> 00:00:30.000]  梗係去以弗所啦
[00:00:30.000 --> 00:00:32.000]  通常去土耳其就去以弗所嘅
[00:00:32.000 --> 00:00:34.000]  咁但係其他七教會未必去嘅
[00:00:34.000 --> 00:00:36.000]  但係佢同我講唔係呀牧師
[00:00:36.000 --> 00:00:38.000]  佢話我就去七教會㗎喎
[00:00:38.000 --> 00:00:40.000]  我話咁啱啦
[00:00:40.000 --> 00:00:42.000]  咁你同我影啲相啦咁
[00:00:42.000 --> 00:00:44.000]  咁呢我又借咗本一本書畀佢喎
[00:00:44.000 --> 00:00:46.000]  因為呢有一個
[00:00:46.000 --> 00:00:48.000]  姐妹呢佢係做
[00:00:48.000 --> 00:00:50.000]  導遊嘅帶隊嘅
[00:00:50.000 --> 00:00:52.000]  咁佢呢就
[00:00:52.000 --> 00:00:54.000]  有一次同我分享嘅時候呢
[00:00:54.000 --> 00:00:56.000]  佢就話佢呢係有時
[00:00:56.000 --> 00:00:58.000]  帶隊去中東呀土耳其嘅
[00:00:58.000 --> 00:01:00.000]  咁我呢就話你又影啲相
[00:01:00.000 --> 00:01:02.000]  畀我睇呀因為我冇去過嘛
[00:01:02.000 --> 00:01:04.000]  我好想呢我喺書本裏面呢
[00:01:04.000 --> 00:01:06.000]  我係睇咗好多嗰啲嘅
[00:01:06.000 --> 00:01:08.000]  照片呀圖片呀
[00:01:08.000 --> 00:01:10.000]  無論薩迪總之七教會
[00:01:10.000 --> 00:01:12.000]  嘅圖片我都睇過曬㗎啦
[00:01:12.000 --> 00:01:14.000]  但係都係書本嗰啲啫
[00:01:14.000 --> 00:01:16.000]  咁但係
[00:01:16.000 --> 00:01:18.000]  即係你知道啦印得喺書本上
[00:01:18.000 --> 00:01:20.000]  佢篩選過嘅
[00:01:20.000 --> 00:01:22.000]  佢可能呢係有成超過一百張嘅影咗
[00:01:22.000 --> 00:01:24.000]  可能佢篩選咗之後呢
[00:01:24.000 --> 00:01:26.000]  就影擺五張出嚟畀佢睇
[00:01:26.000 --> 00:01:28.000]  所以我根本好多我未睇過嘅
[00:01:28.000 --> 00:01:30.000]  咁但係如果我知道有人去旅行
[00:01:30.000 --> 00:01:32.000]  去旅遊就唔同呀嘛佢會冇
[00:01:32.000 --> 00:01:34.000]  保留嘅除咗有公仔嗰啲啦
[00:01:34.000 --> 00:01:36.000]  佢會畀我睇
[00:01:36.000 --> 00:01:38.000]  有公仔嘅意思即係可能有啲
[00:01:38.000 --> 00:01:40.000]  影嗰啲人樣呀嗰啲佢唔畀我睇啦
[00:01:40.000 --> 00:01:42.000]  咁但係咁樣咁呢個
[00:01:42.000 --> 00:01:44.000]  節目好好喎佢就送一本書畀我
[00:01:44.000 --> 00:01:46.000]  就係七個教會都係
[00:01:46.000 --> 00:01:48.000]  有好多嘅圖片我就借咗畀
[00:01:48.000 --> 00:01:50.000]  呢個同工我聽一提呢樣嘢
[00:01:50.000 --> 00:01:52.000]  我真係好特別嘅佢叫佢呢
[00:01:52.000 --> 00:01:54.000]  係有一兩個嘅地點呢
[00:01:54.000 --> 00:01:56.000]  係譬如薩迪呢個地方
[00:01:56.000 --> 00:01:58.000]  因為根據學者嘅
[00:01:58.000 --> 00:02:00.000]  研究呢薩迪呢個地方呢
[00:02:00.000 --> 00:02:02.000]  係喺個山上起咗座城嘅
[00:02:02.000 --> 00:02:04.000]  原初原初
[00:02:04.000 --> 00:02:06.000]  咁所以呢係好堅固好穩陣
[00:02:06.000 --> 00:02:08.000]  我同大家講過好多次㗎啦
[00:02:08.000 --> 00:02:10.000]  咁但係呢後來因為
[00:02:10.000 --> 00:02:12.000]  種種嘅因素呢佢哋搬咗落
[00:02:12.000 --> 00:02:14.000]  山下再起多個城啦所以
[00:02:14.000 --> 00:02:16.000]  我曾經提過薩迪呢個名稱呢
[00:02:16.000 --> 00:02:18.000]  係一個眾數係pro嘅
[00:02:18.000 --> 00:02:20.000]  福數嚟嘅因為呢佢係有
[00:02:20.000 --> 00:02:22.000]  兩個嘅即係上城下城
[00:02:22.000 --> 00:02:24.000]  呢我如果咁叫佢
[00:02:24.000 --> 00:02:26.000]  咁今日同大家睇下呢個啟述
[00:02:26.000 --> 00:02:28.000]  第三章第三節大家係攞返
[00:02:28.000 --> 00:02:30.000]  你手裏面嗰個黃色嘅副頁
[00:02:30.000 --> 00:02:32.000]  好似今日佢哋印咗黃色嘅係咪
[00:02:32.000 --> 00:02:34.000]  黃色嘅副頁
[00:02:34.000 --> 00:02:36.000]  我同大家今日呢睇呢個經文呢佢話
[00:02:36.000 --> 00:02:38.000]  所以要記得你所領受
[00:02:38.000 --> 00:02:40.000]  同埋聽見嘅
[00:02:40.000 --> 00:02:42.000]  仲要遵守
[00:02:42.000 --> 00:02:44.000]  仲要悔改
[00:02:44.000 --> 00:02:46.000]  如果你唔警醒呢
[00:02:46.000 --> 00:02:48.000]  我就如賊一樣咁嚟到
[00:02:48.000 --> 00:02:50.000]  我幾時嚟到你嗰度呢
[00:02:50.000 --> 00:02:52.000]  你絕不會知道
[00:02:52.000 --> 00:02:54.000]  賊人嚟嘅時候
[00:02:54.000 --> 00:02:56.000]  佢係唔會預告畀你嘅
[00:02:56.000 --> 00:02:58.000]  佢係唔會預告畀你嘅
[00:02:58.000 --> 00:03:00.000]  除咗有一次我睇報紙有個賊呢
[00:03:00.000 --> 00:03:02.000]  入咗間屋打劫
[00:03:02.000 --> 00:03:04.000]  即係偷嘢啦但冇乜財物
[00:03:04.000 --> 00:03:06.000]  喎佢嘅收穫係好
[00:03:06.000 --> 00:03:08.000]  少嘅可能係幾百蚊
[00:03:08.000 --> 00:03:10.000]  於是乎呢佢就留張字條
