
[00:00:00.000 --> 00:00:02.400]  今天和大家看的經文是《馬可福音》
[00:00:02.400 --> 00:00:04.700]  今天和大家看的經文在《馬可福音》
[00:00:04.700 --> 00:00:07.000]  啊,這裡有啊,真是轉身的
[00:00:07.000 --> 00:00:08.000]  《馬可福音》
[00:00:08.000 --> 00:00:09.000]  《馬可福音》
[00:00:09.000 --> 00:00:11.500]  十一章十二到二十六節
[00:00:11.500 --> 00:00:13.300]  十一章十二到二十六節
[00:00:13.300 --> 00:00:15.100]  那麼就...
[00:00:15.100 --> 00:00:17.100]  也都不忘記了今天有翻譯
[00:00:17.100 --> 00:00:19.200]  也都不要忘記今天有翻譯
[00:00:19.200 --> 00:00:23.200]  所以呢,就今天應該大家完已經去吃下午茶了
[00:00:23.200 --> 00:00:26.100]  所以今天大家結束應該直接可以去吃下午茶了
[00:00:26.100 --> 00:00:26.900]  很長的
[00:00:26.900 --> 00:00:27.800]  很長的
[00:00:27.800 --> 00:00:30.900]  好啦,只有葉子沒有果子
[00:00:30.900 --> 00:00:32.700]  只有葉子沒有果子
[00:00:32.700 --> 00:00:34.400]  好,那我們看一下經文
[00:00:34.400 --> 00:00:36.500]  那我們來看經文
[00:00:36.500 --> 00:00:39.700]  無花果樹沒有果子
[00:00:39.700 --> 00:00:41.600]  無花果樹沒有果子
[00:00:41.600 --> 00:00:42.800]  當你有一棵果樹
[00:00:42.800 --> 00:00:44.900]  你是要求它怎麼樣?
[00:00:44.900 --> 00:00:46.500]  當你有一棵果子樹的時候
[00:00:46.500 --> 00:00:47.200]  你是要求它怎麼樣?
[00:00:47.200 --> 00:00:48.000]  有果子
[00:00:48.000 --> 00:00:49.100]  要有果子
[00:00:49.100 --> 00:00:53.300]  那麼就有一次主耶穌是遇到一棵沒有果子的樹
[00:00:53.300 --> 00:00:55.700]  有一次主耶穌遇到一棵沒有果子的樹
[00:00:55.700 --> 00:00:58.800]  然後他就說:我沒有果子,我沒有果子
[00:00:58.800 --> 00:01:00.800]  然後他就說:我沒有果子,我沒有果子
[00:01:00.800 --> 00:01:02.800]  然後他就說:我沒有果子,我沒有果子
[00:01:02.800 --> 00:01:04.800]  然後他就說:我沒有果子,我沒有果子
[00:01:04.800 --> 00:01:06.800]  然後他就說:我沒有果子,我沒有果子
[00:01:06.800 --> 00:01:08.800]  然後他就說:我沒有果子,我沒有果子
[00:01:08.800 --> 00:01:10.800]  然後他就說:我沒有果子,我沒有果子
[00:01:10.800 --> 00:01:12.800]  然後他就說:我沒有果子,我沒有果子
[00:01:12.800 --> 00:01:14.800]  然後他就說:我沒有果子,我沒有果子
[00:01:14.800 --> 00:01:16.800]  然後他就說:我沒有果子,我沒有果子
[00:01:16.800 --> 00:01:18.800]  然後他就說:我沒有果子,我沒有果子
[00:01:18.800 --> 00:01:20.800]  然後他就說:我沒有果子,我沒有果子
[00:01:20.800 --> 00:01:22.800]  然後他就說:我沒有果子,我沒有果子
[00:01:22.800 --> 00:01:25.800]  然後他就說:我沒有果子,我沒有果子
[00:01:25.800 --> 00:01:27.800]  然後他就說:我沒有果子,我沒有果子
[00:01:27.800 --> 00:01:29.800]  然後他就說:我沒有果子,我沒有果子
[00:01:29.800 --> 00:01:31.800]  然後他就說:我沒有果子,我沒有果子
[00:01:31.800 --> 00:01:33.800]  然後他就說:我沒有果子,我沒有果子
[00:01:33.800 --> 00:01:35.800]  然後他就說:我沒有果子,我沒有果子
[00:01:35.800 --> 00:01:37.800]  然後他就說:我沒有果子,我沒有果子
[00:01:37.800 --> 00:01:39.800]  然後他就說:我沒有果子,我沒有果子
[00:01:39.800 --> 00:01:41.800]  然後他就說:我沒有果子,我沒有果子
[00:01:41.800 --> 00:01:43.800]  然後他就說:我沒有果子,我沒有果子
[00:01:43.800 --> 00:01:45.800]  然後他就說:我沒有果子,我沒有果子
[00:01:45.800 --> 00:01:47.800]  然後他就說:我沒有果子,我沒有果子
[00:01:47.800 --> 00:01:49.800]  然後他就說:我沒有果子,我沒有果子
[00:01:49.800 --> 00:01:52.800]  然後他就說:我沒有果子,我沒有果子
