
[00:00:00.000 --> 00:00:01.280]  靚姊妹平安
[00:00:01.280 --> 00:00:03.600]  弟兄姊妹平安
[00:00:03.600 --> 00:00:05.280]  我們說保羅生平
[00:00:05.280 --> 00:00:07.240]  由六月說到現在十月
[00:00:07.240 --> 00:00:08.920]  差不多到尾聲了
[00:00:08.920 --> 00:00:12.040]  我們從六月到十月長保羅生平
[00:00:12.040 --> 00:00:14.480]  差不多到尾聲了
[00:00:14.480 --> 00:00:17.240]  就問大家幾條問題複雜一下好嗎
[00:00:17.240 --> 00:00:19.760]  我大概有幾條問題想問問大家
[00:00:19.760 --> 00:00:21.760]  我們來一起複習
[00:00:21.760 --> 00:00:24.880]  保羅寫了幾卷的生育書信呢
[00:00:24.880 --> 00:00:28.520]  保羅寫了多少卷的新約書信
[00:00:28.520 --> 00:00:29.920]  十一 十二 十三
[00:00:29.920 --> 00:00:35.240]  答案有十一 十二 十三區選擇答案
[00:00:35.240 --> 00:00:37.640]  不是幸運號碼
[00:00:37.640 --> 00:00:40.560]  應該很容易吧
[00:00:40.560 --> 00:00:44.040]  有多少卷書保羅寫的
[00:00:44.040 --> 00:00:46.040]  沒有人出聲
[00:00:46.040 --> 00:00:50.120]  十三卷 我聽到了
[00:00:50.120 --> 00:00:51.520]  書有十三卷
[00:00:51.520 --> 00:00:54.080]  保羅至少寫了十三卷的書信
[00:00:54.080 --> 00:00:55.520]  有些是違失了的
[00:00:55.520 --> 00:00:58.520]  保羅寫的書信至少有十三卷
[00:00:58.520 --> 00:01:01.080]  有些已經遺失了
[00:01:01.080 --> 00:01:02.880]  第二個題目
[00:01:02.880 --> 00:01:04.520]  有一封書信
[00:01:04.520 --> 00:01:06.360]  第一封書信
[00:01:06.360 --> 00:01:08.320]  是不是哥林多前書呢
[00:01:08.320 --> 00:01:10.680]  那保羅寫的第一封書信
[00:01:10.680 --> 00:01:13.960]  是不是哥林多前書
[00:01:13.960 --> 00:01:15.880]  不是 是有人回頭
[00:01:15.880 --> 00:01:19.200]  不是 因為其實特別在林前那裡說到
[00:01:19.200 --> 00:01:20.320]  五章九節說到
[00:01:20.320 --> 00:01:22.320]  我先前寫信給你們
[00:01:22.320 --> 00:01:24.240]  就是說這封不是第一封是吧
[00:01:24.240 --> 00:01:25.320]  不是的
[00:01:25.320 --> 00:01:29.280]  因為在林前五章九節說到
[00:01:29.280 --> 00:01:31.400]  我先前寫信給你們
[00:01:31.400 --> 00:01:34.560]  所以這不一定就是第一封信
[00:01:34.560 --> 00:01:36.360]  接著這條很容易
[00:01:36.360 --> 00:01:40.080]  菲勒比書是不是保羅被囚的時候寫的
[00:01:40.080 --> 00:01:44.120]  菲勒比書是保羅在被囚的時候寫的嗎
[00:01:44.120 --> 00:01:46.840]  是
[00:01:46.840 --> 00:01:47.800]  是的
[00:01:47.800 --> 00:01:49.480]  因為菲勒比書一章七節
[00:01:49.480 --> 00:01:51.680]  都說到他在困所裡面
[00:01:51.680 --> 00:01:53.600]  因為菲勒比書一章七節
[00:01:53.600 --> 00:01:56.160]  都說到他在困所之中
[00:01:56.160 --> 00:01:58.760]  所以我看看保羅生平你們了解嗎
[00:01:58.760 --> 00:02:00.080]  他說的那句話很好的
[00:02:00.080 --> 00:02:04.400]  他說我靠著那加給我力量的凡事都能做
[00:02:04.400 --> 00:02:06.000]  在哪一卷書呢
[00:02:06.000 --> 00:02:07.360]  保羅說到一句話
[00:02:07.360 --> 00:02:11.240]  我靠著那加給我力量的凡事都能做
[00:02:11.240 --> 00:02:14.400]  是在哪一卷書
[00:02:14.400 --> 00:02:16.440]  是的 我聽到有人說
[00:02:16.440 --> 00:02:17.560]  在菲勒比書是吧
[00:02:17.560 --> 00:02:19.040]  四章十三節
[00:02:19.040 --> 00:02:22.200]  是在菲勒比書四章十三節
[00:02:22.200 --> 00:02:25.080]  我記得有兩章我們都說過這一節經文的
[00:02:25.080 --> 00:02:29.680]  我們之前有兩章都是說過這一節經文的
[00:02:29.680 --> 00:02:34.200]  上個星期趙牧師也都說過這個經文的
[00:02:34.200 --> 00:02:36.560]  上個星期天
[00:02:36.560 --> 00:02:39.600]  趙牧師也提到這一句話
[00:02:39.600 --> 00:02:41.720]  所以可能是很好的經文
[00:02:41.720 --> 00:02:45.160]  是保羅一生靠主得力的寫照
[00:02:45.160 --> 00:02:50.440]  這一段經文也是保羅一生靠主得力的寫照
[00:02:50.440 --> 00:02:51.760]  不如我們一起讀一次好嗎
[00:02:51.760 --> 00:02:55.280]  我們一起把這一句話背下來
[00:02:55.280 --> 00:03:01.600]  我靠著那加給我力量的凡事都能做
[00:03:01.600 --> 00:03:03.160]  希望我們弟兄姊妹都是
[00:03:03.160 --> 00:03:06.240]  凡事都能做就是因為靠著神的力
[00:03:06.240 --> 00:03:08.520]  希望弟兄姊妹凡事都能做
[00:03:08.520 --> 00:03:12.000]  就是因為我們靠著那加給我們力量的
[00:03:12.000 --> 00:03:14.560]  好 今天繼續說到保羅書信
[00:03:14.560 --> 00:03:17.560]  就是之前我們說完監獄書信
[00:03:17.560 --> 00:03:20.240]  剛才問菲勒比書那裡都說過是吧
[00:03:20.240 --> 00:03:23.880]  保羅被囚之後其實有一些明顯的轉變
[00:03:23.880 --> 00:03:27.240]  之前我們完成了監獄書信
[00:03:27.240 --> 00:03:29.840]  今天我們繼續講保羅的書信
[00:03:29.840 --> 00:03:34.280]  就是保羅在被囚以後有一些明顯的轉變
[00:03:34.280 --> 00:03:36.320]  保羅其實他很喜歡宣教
[00:03:36.320 --> 00:03:39.480]  他不願意放棄做宣教的事工
[00:03:39.480 --> 00:03:42.400]  因為他覺得這個是神的夢照
[00:03:42.400 --> 00:03:46.440]  因為保羅覺得他是神蒙照他去做宣教
[00:03:46.440 --> 00:03:49.720]  所以他不想放棄宣教的工作
