
[00:00:00.000 --> 00:00:02.000]  (主席)各位靈姐妹早晨
[00:00:02.000 --> 00:00:06.560]  先讀一讀今天講到的經文
[00:00:06.560 --> 00:00:08.920]  啟示錄第八章一至到第六節
[00:00:08.920 --> 00:00:12.400]  各位靈姐妹請打開聖經最後一卷書
[00:00:12.400 --> 00:00:15.920]  啟示錄第八章一至到第六節
[00:00:15.920 --> 00:00:22.960]  啟示錄第八章一至到第六節
[00:00:22.960 --> 00:00:25.240]  經文這樣記載
[00:00:25.240 --> 00:00:28.440]  高揚揭開第七印的時候
[00:00:28.440 --> 00:00:32.440]  天上寂靜若有兒克
[00:00:32.440 --> 00:00:34.440]  兒克即是半個鐘了
[00:00:34.440 --> 00:00:38.640]  我看見那站在神面前的七位天使
[00:00:38.640 --> 00:00:41.640]  有七支號賜給他們
[00:00:41.640 --> 00:00:45.160]  另有一位天使拿著金香爐來
[00:00:45.160 --> 00:00:47.440]  站在祭壇旁邊
[00:00:47.440 --> 00:00:49.440]  有許多香賜給他
[00:00:49.440 --> 00:00:51.960]  要和眾聖徒的祈禱
[00:00:51.960 --> 00:00:55.880]  一同獻在寶座前的金壇上
[00:00:55.880 --> 00:00:59.640]  那香的煙和眾聖徒的祈禱
[00:00:59.640 --> 00:01:03.760]  從天使的手中一同升到神面前
[00:01:03.760 --> 00:01:05.760]  天使拿著香爐
[00:01:05.760 --> 00:01:07.880]  盛滿了壇上的火
[00:01:07.880 --> 00:01:09.440]  倒在地上
[00:01:09.440 --> 00:01:14.360]  隨有雷轟、大聲、閃電、地震
[00:01:14.360 --> 00:01:16.880]  拿著七支號的七位天使
[00:01:16.880 --> 00:01:19.280]  就預備要吹
[00:01:19.280 --> 00:01:21.280]  經文到這裡
[00:01:21.280 --> 00:01:27.280]  在1957年上映了一齣電影
[00:01:27.280 --> 00:01:32.280]  是瑞典導演英馬鮑曼的一齣電影
[00:01:32.280 --> 00:01:35.280]  電影名叫《第七風刃》
[00:01:35.280 --> 00:01:39.280]  這個電影現在已經成為了經典
[00:01:39.280 --> 00:01:42.280]  電影的開場白是這樣的
[00:01:42.280 --> 00:01:45.280]  就是剛才我們讀經文的第一句
[00:01:45.280 --> 00:01:48.280]  高揚揭開第七刃的時候
[00:01:48.280 --> 00:01:53.280]  天上寂靜約有半個鐘
[00:01:53.280 --> 00:02:00.280]  這齣電影用經文點出了整齣電影的主線
[00:02:00.280 --> 00:02:03.280]  就是當審判臨到大地
[00:02:03.280 --> 00:02:08.280]  當死亡的恐怖包圍著整個世界的時候
[00:02:08.280 --> 00:02:10.280]  神的沉默
[00:02:10.280 --> 00:02:13.280]  神的沉默
[00:02:13.280 --> 00:02:16.280]  是令人很害怕的
[00:02:16.280 --> 00:02:20.280]  電影的場景是設定在14世紀的瑞典
[00:02:20.280 --> 00:02:23.280]  當時黑死病蔓延
[00:02:23.280 --> 00:02:26.280]  四處都是死人
[00:02:26.280 --> 00:02:29.280]  隱伏在每一件事件背後的
[00:02:29.280 --> 00:02:32.280]  似乎不是上帝而是死神
[00:02:32.280 --> 00:02:38.280]  主角是一個剛剛參加完十字軍的騎士
[00:02:38.280 --> 00:02:44.280]  看上來他是一個願意為上帝戰鬥至死的人
[00:02:44.280 --> 00:02:50.280]  但是他覺得這一場十字軍的戰役
[00:02:50.280 --> 00:02:53.280]  無聊透頂
[00:02:53.280 --> 00:02:58.280]  於是他就和他的僕人回家
[00:02:58.280 --> 00:03:01.280]  在一個清晨
[00:03:01.280 --> 00:03:02.280]  在一個海邊
[00:03:02.280 --> 00:03:04.280]  他遇到死神
[00:03:04.280 --> 00:03:06.280]  死神對他說
[00:03:06.280 --> 00:03:09.280]  其實我時時都在你身邊
[00:03:09.280 --> 00:03:14.280]  不過現在時候到了,我要將你帶走
[00:03:14.280 --> 00:03:16.280]  這個騎士就和他說
[00:03:16.280 --> 00:03:19.280]  其實我時時都準備死
[00:03:19.280 --> 00:03:26.280]  不過我好想在死之前做一件有意義的事
[00:03:26.280 --> 00:03:29.280]  於是騎士就建議
[00:03:29.280 --> 00:03:33.280]  死神,死神,我和你捉一盤棋
[00:03:33.280 --> 00:03:36.280]  如果這個棋未捉完的話
[00:03:36.280 --> 00:03:39.280]  我仍然活在這個世界
[00:03:39.280 --> 00:03:42.280]  輸了就跟你走
[00:03:42.280 --> 00:03:44.280]  死神就答應
[00:03:44.280 --> 00:03:49.280]  於是整齣電影時時都有一個棋局
[00:03:49.280 --> 00:03:52.280]  人生好像一盤未捉完
[00:03:52.280 --> 00:03:56.280]  但總是會完的一個棋局
[00:03:56.280 --> 00:04:00.280]  主角藉著這個棋局爭取時間
[00:04:00.280 --> 00:04:02.280]  在大地裡漫遊
[00:04:02.280 --> 00:04:06.280]  尋找有意義的事做
[00:04:06.280 --> 00:04:09.280]  尋找人生的意義
[00:04:09.280 --> 00:04:12.280]  由於當時黑死病蔓延
[00:04:12.280 --> 00:04:15.280]  死亡籠罩著大地
[00:04:15.280 --> 00:04:18.280]  那個場面就是每一個人
[00:04:18.280 --> 00:04:24.280]  都用不同的方法去驅散這種死亡的威逼
[00:04:24.280 --> 00:04:28.280]  有些群眾列隊
[00:04:28.280 --> 00:04:32.280]  進行一些懺悔的遊行
[00:04:32.280 --> 00:04:35.280]  有些人用鞭子不斷鞭自己
[00:04:35.280 --> 00:04:37.280]  鞭到血肉模糊
[00:04:37.280 --> 00:04:41.280]  有些人用膝蓋跪著走
[00:04:41.280 --> 00:04:44.280]  在一個崎嶇的石路裡走
[00:04:44.280 --> 00:04:48.280]  有些人就將經濟冠冕戴在頭上
[00:04:48.280 --> 00:04:51.280]  血從額頭流出來
[00:04:51.280 --> 00:04:55.280]  有些人很熱衷地去捉女巫
[00:04:55.280 --> 00:04:58.280]  找那些無知又無辜的婦女
[00:04:58.280 --> 00:05:05.280]  然後說就是你和魔鬼有什麼交易
[00:05:05.280 --> 00:05:08.280]  於是將瘟疫帶來了
[00:05:08.280 --> 00:05:11.280]  有些人熱衷於找待罪的羔羊
[00:05:11.280 --> 00:05:13.280]  找他們受苦
[00:05:13.280 --> 00:05:17.280]  有些人就在死人裡找財物
[00:05:17.280 --> 00:05:20.280]  瘟疫其實是他們發達的機會
[00:05:20.280 --> 00:05:23.280]  也有些神父
[00:05:23.280 --> 00:05:26.280]  用死亡去威嚇人
[00:05:26.280 --> 00:05:31.280]  藉此抬高自己的神聖地位
[00:05:31.280 --> 00:05:34.280]  形形色色 林林種種
[00:05:34.280 --> 00:05:37.280]  每個人都在懸崖邊緣
[00:05:37.280 --> 00:05:44.280]  盡力去抓住一根支撐身體的稻草
[00:05:44.280 --> 00:05:48.280]  這套戲的主角不斷在問
[00:05:48.280 --> 00:05:51.280]  生命有什麼意義呢
[00:05:51.280 --> 00:05:53.280]  神存不存在呢
[00:05:53.280 --> 00:05:55.280]  會不會在一切事物的背後
[00:05:55.280 --> 00:05:58.280]  其實只不過是空無
[00:05:58.280 --> 00:06:00.280]  他有一次說
[00:06:00.280 --> 00:06:03.280]  信仰也是一種折磨
[00:06:03.280 --> 00:06:05.280]  就好像你愛一個人
[00:06:05.280 --> 00:06:09.280]  但這個人其實時時都在黑暗裡
[00:06:09.280 --> 00:06:11.280]  從來都不露面
[00:06:11.280 --> 00:06:15.280]  於是你大聲地叫他
[00:06:15.280 --> 00:06:19.280]  但他從來都不會回應
[00:06:19.280 --> 00:06:23.280]  信仰是一種折磨
[00:06:23.280 --> 00:06:26.280]  最後這個主角這個騎士
[00:06:26.280 --> 00:06:28.280]  遇到一個小家庭
[00:06:28.280 --> 00:06:31.280]  這個小家庭是一對夫婦
[00:06:31.280 --> 00:06:33.280]  有一個小朋友
[00:06:33.280 --> 00:06:35.280]  丈夫的名字叫Jove
[00:06:35.280 --> 00:06:38.280]  我想他應該是暗示弱勢
[00:06:38.280 --> 00:06:41.280]  太太的名字叫Mia
[00:06:41.280 --> 00:06:44.280]  我想她應該是暗示瑪利亞
[00:06:44.280 --> 00:06:46.280]  還有一個手抱的嬰孩
[00:06:46.280 --> 00:06:49.280]  這些是小人物
[00:06:49.280 --> 00:06:54.280]  但他們是巡迴做一些小丑的表演
[00:06:54.280 --> 00:06:58.280]  在一個黑暗的世界
[00:06:58.280 --> 00:07:01.280]  唯有這一對夫婦會笑
[00:07:01.280 --> 00:07:04.280]  因為他們做小丑的表演
[00:07:04.280 --> 00:07:07.280]  他們整套戲都是唱著歌
[00:07:07.280 --> 00:07:09.280]  吃著野草莓
[00:07:09.280 --> 00:07:12.280]  然後他們久不久就會談論
[00:07:12.280 --> 00:07:17.280]  這個嬰孩將來會變成怎樣
[00:07:17.280 --> 00:07:21.280]  整套戲只有這一對夫婦
[00:07:21.280 --> 00:07:24.280]  在這個死亡張狂的世界
[00:07:24.280 --> 00:07:27.280]  談論明天的希望
[00:07:27.280 --> 00:07:29.280]  我想這個騎士
[00:07:29.280 --> 00:07:32.280]  就是在這麼平凡的一對夫婦
[00:07:32.280 --> 00:07:34.280]  和小朋友的生命裏
[00:07:34.280 --> 00:07:38.280]  他們找到生命的平靜
[00:07:38.280 --> 00:07:43.280]  有一次這個騎士又和死神捉棋
[00:07:43.280 --> 00:07:45.280]  這個騎士意識到
[00:07:45.280 --> 00:07:50.280]  死神可能盯上了Joffre一家人
[00:07:50.280 --> 00:07:55.280]  於是他間接地碰到棋子
[00:07:55.280 --> 00:07:58.280]  轉移了死神的視線
