
[00:00:00.000 --> 00:00:08.000]  想問下大家,當一朝早起身嘅時候,亦都係你出門啦,譬如返工返學呀嘅之前呢,
[00:00:08.000 --> 00:00:14.000]  呢段時間早上起你嘅時候,你通常會做啲咩事嘅呢?即係講平日啦,你通常會做啲咩嘢嘅呢?
[00:00:14.000 --> 00:00:20.000]  不如你試下同你隔離嗰位弟兄姊妹講下,你一朝早起身出門之前,你做啲咩嘢嘅呢?
[00:00:24.000 --> 00:00:30.000]  我一定會聽到,你哋要梳洗㗎啦,清潔,如果唔係呢,點出街呢?好唔精神。
[00:00:30.000 --> 00:00:36.000]  我自己咁樣,一定係梳洗㗎啦,唔知要準備早餐自己食。
[00:00:36.000 --> 00:00:40.000]  咁我都會做啲伸展運動先,因為腰痠背痛要郁下。
[00:00:40.000 --> 00:00:45.000]  咁之後呢,出門之前我都一定會零修咗先,先離開屋企。
[00:00:45.000 --> 00:00:50.000]  咁呢個就係我咁嘅平常嘅習慣,唔知你有冇咁樣類似呢?
[00:00:50.000 --> 00:01:00.000]  我哋剛才所重讀嗰個詩篇,第五篇,係一個個人嘅哀求詩,係詩人或者皇帝大位去呢一個嘅詩章嚟㗎。
[00:01:00.000 --> 00:01:04.000]  佢講到佢朝早起身嘅時候呢,佢首先去咩地方呀?
[00:01:04.000 --> 00:01:12.000]  佢去到聖殿裏面呢,嚟到求神,呼求神,去到幫助,同神嚟到親近。
[00:01:12.000 --> 00:01:18.000]  其實呢,呢段聖經有一個背景,呢個背景就係喺文素嘅二十八章裏面。
[00:01:18.000 --> 00:01:25.000]  因為神呢喺曠野嘅時候,吩咐以色列人,每朝早晚嘅時候呢,都要有一個嘅獻祭。
[00:01:25.000 --> 00:01:34.000]  就記住喺文素記第二十八章,神對摩西國吩咐,叫以色列人朝早嘅時候,或者叫夜晚嘅時候呢,要獻一隻。
[00:01:34.000 --> 00:01:41.000]  或者黃昏嘅時候要獻一隻,早晨要獻一隻,黃昏嘅時候獻一隻,仲有其他嘅祭禮喺裏面。
[00:01:41.000 --> 00:01:48.000]  即係話一日呢,有兩個時間,朝早同埋黃昏嘅時間,就去到邊個地方呀?聖殿裏面囉。
[00:01:48.000 --> 00:01:54.000]  以前喺曠野嘅會幕嗰度啦,佢就去親近神,獻祭叫敬拜主。
[00:01:54.000 --> 00:02:02.000]  所以呢,當詩人大衛去到皇帝嘅時候呢,佢好遵守呢一個咁嘅吩咐,一早起嚟嘅時候咩呀?去聖殿。
[00:02:02.000 --> 00:02:09.000]  詩篇第五篇呢,我用三個段落同大家睇,第一個段落第一部分呢,係一至三節,我哋再讀一次好嗎?
[00:02:09.000 --> 00:02:16.000]  預備起!「耶和華,求祢留心聽我的言語,顧念我的心思。
[00:02:16.000 --> 00:02:23.000]  我的王,我的神呀,求祢垂聽我呼求的聲音,因為我向祢祈禱。
[00:02:23.000 --> 00:02:33.000]  耶和華,早晨祢必聽我的聲音,早晨我必向祢尋明我的心意,並要警醒。」
[00:02:35.000 --> 00:02:44.000]  大衛呢,係一個皇帝嘅,係咪?但去到聖殿嘅面前,佢稱呼神係乜嘢呀?「我的王,我的神呀。」
[00:02:44.000 --> 00:02:53.000]  即係作為皇帝嘅大衛呢,當佢去到聖殿嘅面前嘅時候,佢知道一樣嘢,佢只不過係一個普通嘅人,一個敬拜者。
[00:02:53.000 --> 00:03:04.000]  邊個係王呀?耶和華先係佢嘅王。所以大衛好清楚自己嘅身份位置㗎,去到聖殿嘅時候,無論我喺地上裏面我有何種身份都好,
[00:03:04.000 --> 00:03:12.000]  我只係一個敬拜者。神係我哋嘅皇帝,係我哋心裏面嘅王。
[00:03:12.000 --> 00:03:19.000]  於是呢,大衛呢,就將佢嘅心聲呢,嚟到去禱告。喺第一至三節裏面呀,佢就咁講呀,佢同神咁講呀,
[00:03:19.000 --> 00:03:29.000]  「神呀,求祢留心聽我嘅言語呀,顧念我嘅心思,誰聽我呼求嘅聲音,我向祢祈禱。
[00:03:29.000 --> 00:03:42.000]  祖神要聽我嘅聲音,祖神我要陳明我嘅心意,用六句唔同嘅方式,一表解完之後,我好想分享我啲嘢,求神你要聽我講,聽我嘅心意。」
[00:03:42.000 --> 00:03:54.000]  呢個表明咗呢,大衛呢,好渴求到聖殿裏面呢,同神呢,分享佢內心,分享佢嘅需要,分享佢一啲嘅感覺,即係分享佢嘅心意,希望神呢,佢留心垂聽。
[00:03:54.000 --> 00:04:04.000]  特別喺第三節嘅,用咗兩次話,佢話:「祖神呢,我必聽祢,祖神祢必聽我嘅聲音,祖神我必向祢陳明我嘅心意。」
[00:04:04.000 --> 00:04:13.000]  但佢特別好強調係,「祖神」,呢個已經似早祭嘅時候,「祖神呢,就一定要將我嘅心思意念同神嚟到去分享。」
[00:04:13.000 --> 00:04:28.000]  其實「早晨」有咩特點呢?我話特點嘅意思唔係你去飲茶樓嗰啲早餐,點燈嗰啲特點喎,即係有啲特質咁解。有咩特質呢?就係呢,如果你要清早起身上嚟嘅時候,你嗰晚最好就係一早啲瞓啦。
[00:04:28.000 --> 00:04:39.000]  然之後你一早起身就即刻做得掂啦,你認為好緊要,好重要嘅事情。大衛就係咁,佢覺得好緊要嘅事情,所以嗰晚就好準備,一早起身去到聖殿。
[00:04:39.000 --> 00:04:54.000]  我哋可以睇到啲經文都有類似嘅講法。呢度講到神吩咐亞倫,第二日要向耶華守節,所以第二日佢一清早嘅時候,即刻招聚所有人嚟到去獻祭。
[00:04:54.000 --> 00:05:16.000]  聖經34章又都咁講,神吩咐摩西,第二日上山啦,於是佢好準備,一早起時候就上山去見上帝。其實其他經節裏面都講到,清早喺黎明嘅時候,以色列人或者是舒雅其他人一早起身就去準備要做去一啲好重要嘅事情。
[00:05:16.000 --> 00:05:34.000]  原來清早一個特點,一個特點就係咩呢?就係一個好好要準備自己嚟到去親近神,或者做一啲好重要嘅事情。清早喺當時嚟講係咩時間呢?大約黎明,即係太陽出嚟嘅時候,咁就叫清早。
[00:05:34.000 --> 00:05:54.000]  聖經裏面我哋睇到一樣嘢,大約兩次提及我早晨要親近神,呢個其實唔係講時間,我唔係三點鐘、四點鐘、五點鐘講個時間,而係講佢好重視一個約會,佢好重視嚟到親近神,佢好重視嚟到獻祭,嚟到敬拜神,同上帝分享佢嘅事情。
[00:05:54.000 --> 00:06:08.000]  所以佢喺前一晚,佢就咩?好好嘅預備嚟到親近上帝。等於指你覺得返崇拜係一個好重要嘅事情,即係星期日,即係今日嘅時候。
[00:06:08.000 --> 00:06:29.000]  咁你琴晚做啲咩?你琴晚有冇準備下,我要好好預備,好好做啲睡,或者唔好搞太多嘢,用咁多精神,一早就梳洗曬咗埋其他嘢,就要返到教會嚟去敬拜。你會唔會有種咁樣嘅心,準備好自己嚟去敬拜上帝呢?
[00:06:29.000 --> 00:06:41.000]  對於大衛講,佢一定會咁做,因為佢覺得早上嘅獻祭,早上嘅親近神,係一件好重要嘅事情,所以喺嗰一晚,佢會好好嘅嚟到預備自己。
[00:06:41.000 --> 00:06:59.000]  聽子母話,讓我哋反省一下,我哋嘅敬拜嘅日子,之前嗰晚,我哋有冇好好嚟到去預備呢?朝早做啲乜嘢嘢呢?喺聖經裏面有唔同嘅人,佢都有唔同嘅做法。
[00:06:59.000 --> 00:07:22.000]  喺死世家嘅時候,佢清早起嚟,聚集所有首領就上耶和華嘅殿裏面,去獻祭。日法呢,佢就擔心佢啲仔女有犯錯,於是佢清早起嚟嘅時候,按住仔女嘅數目就去獻祭。聖經話,日法係常常咁樣做,一早起嚟,為子女嚟到去祈禱。
[00:07:22.000 --> 00:07:40.000]  新約嘅時候,有啲人知道耶穌喺度,好清早嘅時候就起身,去到耶穌嗰度聽祂講道。然後第二日又清早返嚟,聽耶穌嚟到講道。佢哋好重視學務嚟到聽道。
[00:07:40.000 --> 00:08:01.000]  聖經詩篇裏面,又講到啲人好早起身嘅時候,我要歌頌上帝嘅慈愛,或者我哋禱告要去到神嘅面前。或者詩篇九十二篇就話,早晨我要傳揚上帝嘅慈愛,一到好早嘅時候去唱歌,或者稱頌神。呢啲都係佢哋覺得好緊要嘅事。
[00:08:01.000 --> 00:08:10.000]  一早起身,我哋要敬拜神,或者聽道,或者稱頌神,或者歌頌神。其實耶穌自己都有個咁樣嘅榜樣。
[00:08:10.000 --> 00:08:32.000]  有一次,佢喺新門屋企附近,醫好哂好多人嘅時候,做好多嘢嘅時候,醫好多好多人嘅時候,冇幾多黃昏嘅落之後,就係安息日,過咗一晌,好多人知道耶穌喺度,就帶好多病患嘅人嚟到搵耶穌。於是耶穌就由嗰個時間到好多好多好嘢。
[00:08:32.000 --> 00:08:49.000]  到聖經話過,第二日清早嘅時候,耶穌就起身去到曠野做乜嘢?祈禱。耶穌都忘記清早起嚟嘅時候,就要去到祈禱,去親近上帝,知趣力量。
[00:08:49.000 --> 00:09:00.000]  清早,早起,親近神,其實對於今日嚟講,係一個操練嚟㗎,亦都係一個屬靈嘅操練。
[00:09:00.000 --> 00:09:18.000]  我哋基督教嘅靈修傳統裏面,有一個三個靈神嘅進路,我哋有一個口訣嘅,幫助記憶,嗰個念命俠,佢嘅口訣,念命俠,念即係乜嚟㗎?念路。
