
[00:00:00.000 --> 00:00:01.560]  今年教會主題是甚麼?
[00:00:01.560 --> 00:00:05.360]  有沒有參加上星期的聯合頌拜?
[00:00:05.360 --> 00:00:07.360]  劉慕斯提到的
[00:00:07.360 --> 00:00:09.360]  就是「忠心到底」
[00:00:09.360 --> 00:00:15.360]  如果今年你未有新年立志
[00:00:15.360 --> 00:00:18.360]  不如用這四個字來做新年立志
[00:00:18.360 --> 00:00:20.360]  叫甚麼?
[00:00:20.360 --> 00:00:22.360]  「忠心到底」
[00:00:22.360 --> 00:00:24.360]  不單止這樣,我們在2023年「忠心到底」
[00:00:24.360 --> 00:00:28.000]  繼續在前面的日子為主「忠心到底」
[00:00:28.000 --> 00:00:31.000]  所以今天我和大家看「路加福音」
[00:00:31.000 --> 00:00:33.000]  簡稱一個人物
[00:00:33.000 --> 00:00:37.000]  這正是和我們的主題非常有關
[00:00:37.000 --> 00:00:39.000]  亦成為我們的榜樣
[00:00:39.000 --> 00:00:41.000]  這個人的名字叫西綿
[00:00:41.000 --> 00:00:43.000]  聽過他的名字嗎?
[00:00:43.000 --> 00:00:45.000]  「忠心到底」的西綿
[00:00:45.000 --> 00:00:48.000]  今年我們的主題經文是這個
[00:00:48.000 --> 00:00:50.000]  我們一起讀一次,好嗎?
[00:00:50.000 --> 00:00:52.000]  《提摩太后書》第七節,請讀
[00:00:52.000 --> 00:00:55.000]  那美好的將已經打過了
[00:00:55.000 --> 00:00:58.000]  當跑的路,我已經跑盡了
[00:00:58.000 --> 00:01:02.000]  所信的道,我已經守住了
[00:01:02.000 --> 00:01:05.000]  這就是我們的目標
[00:01:05.000 --> 00:01:07.000]  為主打擾美好的將
[00:01:07.000 --> 00:01:10.000]  學校仕途保羅,奔跑人生的道路
[00:01:10.000 --> 00:01:13.000]  跑盡神要我們走的道路
[00:01:13.000 --> 00:01:16.000]  更加將我們所信的道守住到底
[00:01:16.000 --> 00:01:19.000]  所以這是仕途保羅
[00:01:19.000 --> 00:01:21.000]  差不多臨終的時候
[00:01:21.000 --> 00:01:23.000]  所寫的名句
[00:01:23.000 --> 00:01:25.000]  勸勉提摩太
[00:01:25.000 --> 00:01:27.000]  更加勸勉我們今天
[00:01:27.000 --> 00:01:29.000]  每一位我們屬主的弟兄姊妹
[00:01:29.000 --> 00:01:33.000]  我們今天要看的就是
[00:01:33.000 --> 00:01:35.000]  這個人物
[00:01:35.000 --> 00:01:38.000]  就是西綿
[00:01:38.000 --> 00:01:40.000]  記載在上一次
[00:01:40.000 --> 00:01:42.000]  我們接著《路加坊》第二章
[00:01:42.000 --> 00:01:43.000]  第一、第二章
[00:01:43.000 --> 00:01:45.000]  我們說到耶穌誕生之後
[00:01:45.000 --> 00:01:49.000]  跟著記錄下去的事蹟
[00:01:49.000 --> 00:01:54.000]  在二章第二十五到三十五節
[00:01:54.000 --> 00:01:57.000]  這裡記錄這位聖經的人物
[00:01:57.000 --> 00:02:00.000]  可以作為我們今天的借鏡
[00:02:00.000 --> 00:02:02.000]  亦是我們今天訊息的內容
[00:02:02.000 --> 00:02:05.000]  我們一起讀一讀這十幾節聖經
[00:02:05.000 --> 00:02:08.000]  我們來思考聖經的記載
[00:02:08.000 --> 00:02:11.000]  了解這個人物和我們的關係
[00:02:11.000 --> 00:02:13.000]  我們同聲一起讀,好嗎?
[00:02:13.000 --> 00:02:14.000]  請讀
[00:02:14.000 --> 00:02:17.000]  在耶路撒冷有一個人
[00:02:17.000 --> 00:02:19.000]  名叫西綿
[00:02:19.000 --> 00:02:22.000]  這人又公義又虔誠
[00:02:22.000 --> 00:02:26.000]  數常盼望以色列的安慰者來到
[00:02:26.000 --> 00:02:30.000]  又有聖靈在他身上
[00:02:30.000 --> 00:02:32.000]  他得了聖靈的啟示
[00:02:32.000 --> 00:02:35.000]  知道自己未死以前
[00:02:35.000 --> 00:02:38.000]  必看見主所立的基督
[00:02:38.000 --> 00:02:41.000]  他受了聖靈的感動
[00:02:41.000 --> 00:02:43.000]  進入聖殿
[00:02:43.000 --> 00:02:48.000]  正如見耶穌的父母抱著孩子進來
[00:02:48.000 --> 00:02:51.000]  要照律法的規矩辦理
[00:02:51.000 --> 00:02:54.000]  西綿就用手接過他來
[00:02:54.000 --> 00:02:58.000]  稱眾上帝說:主啊!如今
[00:02:58.000 --> 00:03:02.000]  可以照你的話釋放僕人
[00:03:02.000 --> 00:03:04.000]  安然去世
[00:03:04.000 --> 00:03:09.000]  因為我的眼睛已經看見你的救恩
[00:03:09.000 --> 00:03:13.000]  就是你在萬民面前所預備的
[00:03:13.000 --> 00:03:16.000]  是照亮外邦人的光
[00:03:16.000 --> 00:03:20.000]  又是你民以色列的榮耀
[00:03:20.000 --> 00:03:21.000]  三十三節
[00:03:21.000 --> 00:03:26.000]  孩子的父母因這論耶穌的話就稀奇
[00:03:26.000 --> 00:03:29.000]  西綿給他們祝福
[00:03:29.000 --> 00:03:32.000]  又對孩子的母親瑪利亞說
[00:03:32.000 --> 00:03:34.000]  這孩子被立
[00:03:34.000 --> 00:03:37.000]  是要叫以色列中許多人跌倒
[00:03:37.000 --> 00:03:40.000]  許多人興起
[00:03:40.000 --> 00:03:43.000]  又要作毀謗的話柄
[00:03:43.000 --> 00:03:46.000]  叫許多人心裡的意念顯露出來
[00:03:46.000 --> 00:03:51.000]  你自己的心也要被刀刺頭
[00:03:51.000 --> 00:03:54.000]  這就指導主將來要受苦
[00:03:54.000 --> 00:03:56.000]  擔當我們的罪
[00:03:56.000 --> 00:03:59.000]  成就救恩
[00:03:59.000 --> 00:04:01.000]  我們知道這是耶穌出生
[00:04:01.000 --> 00:04:04.000]  他滿了八天之後就行葛禮
[00:04:04.000 --> 00:04:10.000]  約瑟和瑪利亞就帶他去聖殿
[00:04:10.000 --> 00:04:13.000]  按著摩西律法的記載
[00:04:13.000 --> 00:04:18.000]  不單止按著律法將這個投生的行葛禮
[00:04:18.000 --> 00:04:23.000]  也是按著律法將這個投生的男孩子
[00:04:23.000 --> 00:04:28.000]  來見給上帝稱聖歸主
[00:04:28.000 --> 00:04:32.000]  所以他們就帶著主耶穌
[00:04:32.000 --> 00:04:36.000]  這個嬰孩耶穌去耶路撒冷
[00:04:36.000 --> 00:04:39.000]  去聖殿獻給主
[00:04:39.000 --> 00:04:41.000]  正如見一個人
[00:04:41.000 --> 00:04:43.000]  這個人叫甚麼名字?西面
[00:04:43.000 --> 00:04:48.000]  西面是忠心到底的西面
[00:04:48.000 --> 00:04:51.000]  為甚麼呢?因為如果大家有留意
[00:04:51.000 --> 00:04:55.000]  他已經去到人生差不多最尾的階段
[00:04:55.000 --> 00:04:57.000]  可以安然見主
[00:04:57.000 --> 00:05:00.000]  安然見主當然是真是到底
[00:05:00.000 --> 00:05:04.000]  所以聖經所記載他的
[00:05:04.000 --> 00:05:07.000]  就是有公義有虔誠
[00:05:07.000 --> 00:05:13.000]  然後忠心愛神一道到底
[00:05:13.000 --> 00:05:16.000]  在西面的身上簡單的記載裡邊
[00:05:16.000 --> 00:05:19.000]  我們有幾樣可以一起學習的
[00:05:19.000 --> 00:05:21.000]  都成為我們追求的目標
[00:05:21.000 --> 00:05:24.000]  第一我們見到他忠心到底
[00:05:24.000 --> 00:05:27.000]  是因為他充滿盼望
[00:05:27.000 --> 00:05:30.000]  這是一個很大的動力
[00:05:30.000 --> 00:05:31.000]  很大的原因
[00:05:31.000 --> 00:05:32.000]  能夠忠心到底
[00:05:32.000 --> 00:05:35.000]  頂智媒我們也要忠心到底
[00:05:35.000 --> 00:05:38.000]  來到行主的道路試封神
[00:05:38.000 --> 00:05:41.000]  信靠他見證他
[00:05:41.000 --> 00:05:43.000]  那怎樣忠心到底?
[00:05:43.000 --> 00:05:44.000]  原來很重要
[00:05:44.000 --> 00:05:45.000]  好像西面一樣
[00:05:45.000 --> 00:05:48.000]  他能夠有一個心裡活潑的盼望
[00:05:48.000 --> 00:05:51.000]  在這裡二十五節開始就這樣說
[00:05:51.000 --> 00:05:54.000]  在耶路撒冷有一個人名叫西面
[00:05:54.000 --> 00:05:59.000]  這人有公義有虔誠
[00:05:59.000 --> 00:06:00.000]  留意這裡說
[00:06:00.000 --> 00:06:04.000]  蘇上貪望以色列的安慰者來到
[00:06:04.000 --> 00:06:07.000]  又有聖靈在他身上
[00:06:07.000 --> 00:06:08.000]  所以我們看到
[00:06:08.000 --> 00:06:11.000]  在這裡形容這位西面
[00:06:11.000 --> 00:06:13.000]  究竟他年紀有多大呢?
[00:06:13.000 --> 00:06:14.000]  聖經沒有記載
[00:06:14.000 --> 00:06:18.000]  很多人都認為他快要回天家了
[00:06:18.000 --> 00:06:19.000]  建主了
[00:06:19.000 --> 00:06:20.000]  那應該年紀不小了
[00:06:20.000 --> 00:06:24.000]  所以剛才大家看很多聖經的圖畫
[00:06:24.000 --> 00:06:28.000]  都是描寫他有一個老人家
[00:06:28.000 --> 00:06:32.000]  但事實上聖經沒有記載他的年紀
[00:06:32.000 --> 00:06:34.000]  也沒有記載他是什麼身份
[00:06:34.000 --> 00:06:36.000]  只是形容他屬靈的品格
[00:06:36.000 --> 00:06:38.000]  這一點是最重要的
[00:06:38.000 --> 00:06:39.000]  他屬靈的品格
[00:06:39.000 --> 00:06:44.000]  是有公義有敬虔有虔誠
[00:06:44.000 --> 00:06:45.000]  接下來
[00:06:45.000 --> 00:06:48.000]  如果大家去看路吉方第二章
[00:06:48.000 --> 00:06:50.000]  記載了另一個人物
[00:06:50.000 --> 00:06:52.000]  叫做呂先知阿拿
[00:06:52.000 --> 00:06:55.000]  那裡記載了他多少歲呢?
[00:06:55.000 --> 00:06:57.000]  他說八十四歲
[00:06:57.000 --> 00:06:59.000]  所以同時記載
[00:06:59.000 --> 00:07:01.000]  但是一個有記載歲數
[00:07:01.000 --> 00:07:03.000]  一個沒有記載歲數
[00:07:03.000 --> 00:07:05.000]  換句話說
[00:07:05.000 --> 00:07:07.000]  這裡特意讓我們體會到
[00:07:07.000 --> 00:07:09.000]  我們無論什麼年紀都好
[00:07:09.000 --> 00:07:10.000]  都會用的
[00:07:10.000 --> 00:07:11.000]  我們真的不知道
[00:07:11.000 --> 00:07:13.000]  究竟我們多少歲要去見主
[00:07:13.000 --> 00:07:16.000]  你知不知道?
[00:07:16.000 --> 00:07:18.000]  真的不知道
[00:07:18.000 --> 00:07:19.000]  有沒有誰知道?
[00:07:19.000 --> 00:07:20.000]  真的沒有人知道
[00:07:20.000 --> 00:07:22.000]  有些很年輕
[00:07:22.000 --> 00:07:24.000]  有些很年長
[00:07:24.000 --> 00:07:27.000]  但是我們沒有辦法掌握
[00:07:27.000 --> 00:07:29.000]  我們什麼時候要見主
[00:07:29.000 --> 00:07:31.000]  這裡好的地方就是
[00:07:31.000 --> 00:07:33.000]  他沒有寫記載歲數
[00:07:33.000 --> 00:07:35.000]  所以我們說
[00:07:35.000 --> 00:07:37.000]  無論什麼年紀什麼身份
[00:07:37.000 --> 00:07:39.000]  我們都可以學著西面一樣
[00:07:39.000 --> 00:07:41.000]  預備我們自己
[00:07:41.000 --> 00:07:42.000]  怎樣預備我們自己呢?
[00:07:42.000 --> 00:07:43.000]  這裡很清楚記載
[00:07:43.000 --> 00:07:46.000]  他說他又公義又虔誠
[00:07:46.000 --> 00:07:47.000]  很明顯的
[00:07:47.000 --> 00:07:49.000]  在整個記載裡面
[00:07:49.000 --> 00:07:50.000]  你會留意到
[00:07:50.000 --> 00:07:52.000]  他很明白神的心意
[00:07:52.000 --> 00:07:55.000]  了解神的救恩計劃
[00:07:55.000 --> 00:07:57.000]  不單止他以色列民自己的國家
[00:07:57.000 --> 00:07:59.000]  也關乎萬邦
[00:07:59.000 --> 00:08:01.000]  所以他在
[00:08:01.000 --> 00:08:02.000]  當時那麼有限
[00:08:02.000 --> 00:08:05.000]  新約都未啟示的聖經的時候
[00:08:05.000 --> 00:08:06.000]  他已經很了解
[00:08:06.000 --> 00:08:08.000]  神這個永恆的計劃
[00:08:08.000 --> 00:08:10.000]  和普世的救恩
[00:08:10.000 --> 00:08:13.000]  相信他和神是很親密的關係
[00:08:13.000 --> 00:08:16.000]  而且也很了解聖經的啟示
[00:08:16.000 --> 00:08:18.000]  很明白神的心意
[00:08:18.000 --> 00:08:21.000]  他活出一種有盼望的人生
[00:08:21.000 --> 00:08:23.000]  所以過著一種
[00:08:23.000 --> 00:08:26.000]  公義敬虔的生活
[00:08:26.000 --> 00:08:28.000]  這是一種人生觀
[00:08:28.000 --> 00:08:29.000]  就是說
[00:08:29.000 --> 00:08:32.000]  他追求公義聖潔
[00:08:32.000 --> 00:08:34.000]  過敬虔的生活
[00:08:34.000 --> 00:08:37.000]  這就是他人生的追求
[00:08:37.000 --> 00:08:38.000]  原因就是因為
[00:08:38.000 --> 00:08:41.000]  他掃上盼望以色列的安慰者
[00:08:41.000 --> 00:08:42.000]  來到
[00:08:42.000 --> 00:08:44.000]  所以他一直在等候
[00:08:44.000 --> 00:08:47.000]  等候神的救恩成就
[00:08:47.000 --> 00:08:49.000]  這個救主來到
[00:08:49.000 --> 00:08:51.000]  就是以色列的安慰者
[00:08:51.000 --> 00:08:52.000]  所以他帶著這種盼望
[00:08:52.000 --> 00:08:53.000]  預備自己
[00:08:53.000 --> 00:08:54.000]  有一天
[00:08:54.000 --> 00:08:56.000]  來到見到這位主
[00:08:56.000 --> 00:08:57.000]  當然更加地
[00:08:57.000 --> 00:08:58.000]  來到見到
[00:08:58.000 --> 00:09:01.000]  上帝可以釋路歸主
[00:09:01.000 --> 00:09:03.000]  回到神的面前
