
[00:00:00.000 --> 00:00:06.000]  "攝影姐妹平安,不知你有沒有曾經講過一句話,回家真好。"
[00:00:06.000 --> 00:00:11.000]  有沒有呀?有呀,通常什麼情況底下講?
[00:00:11.000 --> 00:00:16.000]  去旅行呀,去旅行玩到太累,是嗎?
[00:00:16.000 --> 00:00:20.000]  回到家,籠床不及狗窩,是嗎?
[00:00:20.000 --> 00:00:26.000]  又或者我都聽過很多時候人家講,有一段時間進了醫院,
[00:00:26.000 --> 00:00:34.000]  真是辛苦,吃又沒有好吃,睡又睡得一般般,終於可以回家了。
[00:00:34.000 --> 00:00:41.000]  我最近都聽朱太太講,這一句我們都很常會聽到。
[00:00:41.000 --> 00:00:46.000]  為什麼回家真好呢?
[00:00:46.000 --> 00:00:52.000]  因為當你回到家,你很多時候會感受一份親情,是嗎?
[00:00:52.000 --> 00:01:02.000]  一份溫暖,你會感受到在這裡被包容,被接納,有一種輕鬆自在的感覺。
[00:01:02.000 --> 00:01:09.000]  正常來說,家都是我們應該得到最多愛和支持的一個地方。
[00:01:09.000 --> 00:01:19.000]  不過當然也有人因為不同的原因要離鄉別井,要去到一個新的環境重新適應。
[00:01:19.000 --> 00:01:25.000]  好像幾年前香港很多的家庭都面對著一個移民的情況,
[00:01:25.000 --> 00:01:31.000]  很多人移居海外,一切又要重新去適應。
[00:01:31.000 --> 00:01:38.000]  今天我們這個故事的主人翁,他都因著在老家那裡發生饑荒,
[00:01:38.000 --> 00:01:44.000]  所以他就選擇帶著一家大小去到一個新的地方。
[00:01:44.000 --> 00:01:52.000]  他在地圖中所見,他從猶大的伯利恆去到摩亞這個地方。
[00:01:52.000 --> 00:02:04.000]  伯利恆這個地方的地勢比摩亞地稍為高,兩個地方相距大概是80公里。
[00:02:04.000 --> 00:02:14.000]  這個故事由主人翁伊利米勒開始,
[00:02:14.000 --> 00:02:20.000]  我們今天就進入看看這個家庭的移民故事。
[00:02:20.000 --> 00:02:30.000]  話說主人翁伊利米勒帶領家人由猶大的伯利恆去到摩亞地這個地方。
[00:02:30.000 --> 00:02:35.000]  當時的時代背景是時思治理的時代,
[00:02:35.000 --> 00:02:41.000]  時思治理的時代大概是在主前的1390年到1043年,
[00:02:41.000 --> 00:02:45.000]  橫跨的時間大約有300年左右的時間,
[00:02:45.000 --> 00:02:50.000]  直到蘇羅王成為以色列第一個王為止。
[00:02:50.000 --> 00:02:53.000]  這個時代有什麼特點呢?
[00:02:53.000 --> 00:02:58.000]  就是當時神在人的心目中是沒有地位的,
[00:02:58.000 --> 00:03:05.000]  上帝得不到人的尊重,當時的祂的指紋都當祂沒有到。
[00:03:05.000 --> 00:03:10.000]  聖經裡史詩記形容是「各人任意而行行」。
[00:03:10.000 --> 00:03:19.000]  在這個情況下,當時如果根據新明記舊約的聖經裡說,
[00:03:19.000 --> 00:03:28.000]  以色列人如果遵行神的話,上帝是會貼他們田園之福,
[00:03:28.000 --> 00:03:32.000]  即是他們的農產都會有豐盛有豐富,
[00:03:32.000 --> 00:03:37.000]  但如果違背神的話,他們就會面對饑荒這些情況。
[00:03:37.000 --> 00:03:42.000]  所以如果你看新明記七章十二到十三節這段經文,
[00:03:42.000 --> 00:03:49.000]  你就會看到如果你們聽從神的典章律法,遵守一切耶和華的說話,
[00:03:49.000 --> 00:03:53.000]  上帝就會叫他們蒙福,神必賜福,
[00:03:53.000 --> 00:04:02.000]  神給他們的地上都能夠有出產有豐富的五穀、油、酒等等的出產。
[00:04:02.000 --> 00:04:09.000]  所以經文在這裡形容,在猶大伯利恆這裡遇上饑荒,
[00:04:09.000 --> 00:04:13.000]  其實可以說原來自有因。
[00:04:13.000 --> 00:04:20.000]  這個饑荒臨到是有個原因,因為他的百姓沒有遵行神的話。
[00:04:20.000 --> 00:04:28.000]  還有很弔詭的就是猶大這個地方的名字在原文裡是有讚美的意思,
[00:04:28.000 --> 00:04:35.000]  而伯利恆原文的意義是糧食之家,是糧倉的意思。
[00:04:35.000 --> 00:04:42.000]  所以在神的指紋的地方,一個充滿著糧食,應該是很豐富的地方,
[00:04:42.000 --> 00:04:46.000]  竟然遇上災饑荒。
[00:04:46.000 --> 00:04:51.000]  而摩亞地,大家知不知道摩亞地為什麼會有這樣的名字?
[00:04:51.000 --> 00:04:57.000]  那個歷史追溯其實就是羅德,羅德就是伯利恆的侄兒。
[00:04:57.000 --> 00:05:04.000]  在再之前的日子,就是羅德他和他的大女兒亂倫之後所生的後代,
[00:05:04.000 --> 00:05:06.000]  就是在摩亞這個地方。
[00:05:06.000 --> 00:05:12.000]  所以摩亞地是一個亂倫產生子孫後代的地方。
[00:05:12.000 --> 00:05:17.000]  而摩亞的人和阿滿人,
[00:05:17.000 --> 00:05:24.000]  阿滿人就是羅德和他的小女兒亂倫生的後代的地方。
[00:05:24.000 --> 00:05:26.000]  所以在聖經舊約裡面,
[00:05:26.000 --> 00:05:37.000]  耶和華就說得很清楚,阿滿人或摩亞人不可進耶和華的會,他們的後代直到第十代也永遠不可進耶和華的會。
[00:05:37.000 --> 00:05:39.000]  什麼是進耶和華的會呢?
[00:05:39.000 --> 00:05:44.000]  除了好像是說一些聚會,敬拜一些聚會之外,
[00:05:44.000 --> 00:05:46.000]  其實嚴格來說就是說,
[00:05:46.000 --> 00:05:55.000]  這些人他們不能夠被稱為神應許的義女,不屬於耶和華應許的義女。
[00:05:55.000 --> 00:06:01.000]  所以當我們來看這個以利米納一家,
[00:06:01.000 --> 00:06:08.000]  由猶大到摩亞地,有什麼背後的意義呢?
[00:06:08.000 --> 00:06:12.000]  摩亞地的土地相對是肥沃的,
[00:06:12.000 --> 00:06:21.000]  在那裡也是物產比較豐富,適宜耕種放羊放牛等等。
[00:06:21.000 --> 00:06:26.000]  所以相對來說,他們的生活是安逸一點。
[00:06:26.000 --> 00:06:32.000]  從猶大百里行到摩亞地,背後帶出的意思是,
[00:06:32.000 --> 00:06:40.000]  說到人從他的靈性一路的開始走下坡,離開神,
[00:06:40.000 --> 00:06:47.000]  而來到進入一個世俗的戀棧裡面。
[00:06:47.000 --> 00:06:53.000]  還有就是這個家庭,他們是由寄居到留下的。
[00:06:53.000 --> 00:06:56.000]  如果你留心去看那段經文的時候,
[00:06:56.000 --> 00:07:00.000]  你會看到第一節那裡,他們本來去做什麼?
[00:07:00.000 --> 00:07:02.000]  他們是打算寄居而已。
[00:07:02.000 --> 00:07:06.000]  寄居通常是一段相對比較短的時間,
[00:07:06.000 --> 00:07:08.000]  When to live for a while,
[00:07:08.000 --> 00:07:10.000]  沒有想過留這麼久的,
[00:07:10.000 --> 00:07:13.000]  但是結果在第二節那裡就說,
[00:07:13.000 --> 00:07:15.000]  他們結果就留在那裡了。
[00:07:15.000 --> 00:07:18.000]  那經文就沒有詳細去說,
[00:07:18.000 --> 00:07:21.000]  到底這個家庭留在摩亞地多久呢?
[00:07:21.000 --> 00:07:26.000]  不過從一些蛛絲馬跡,我們可以有一些推測。
[00:07:26.000 --> 00:07:32.000]  在第三第四節那裡說,
[00:07:32.000 --> 00:07:37.000]  後來那娥米的丈夫,就是以利米,他就去世了,
[00:07:37.000 --> 00:07:40.000]  留下了太太和兩個兒子。
[00:07:40.000 --> 00:07:46.000]  兩個兒子就分別娶了摩亞的女子做妻子。
[00:07:46.000 --> 00:07:51.000]  結婚之後,他們還在那裡住了大約十年。
[00:07:51.000 --> 00:07:53.000]  所以由這個經文推測,
[00:07:53.000 --> 00:07:58.000]  就是說他們在這個地方住了超過十年,
[00:07:58.000 --> 00:08:01.000]  起碼十年,一定不止十年。
[00:08:01.000 --> 00:08:08.000]  所以都是從寄居到一住,就住了十年以上。
[00:08:08.000 --> 00:08:14.000]  那在他們做這個抉擇的時候,我們看到些什麼呢?
[00:08:14.000 --> 00:08:17.000]  在當時,我們剛才說到,
[00:08:17.000 --> 00:08:19.000]  世之時代的環境是怎樣的?
[00:08:19.000 --> 00:08:23.000]  在世之記最後那章的經文裡面說到,
[00:08:23.000 --> 00:08:25.000]  那時候,這個是和合會,
[00:08:25.000 --> 00:08:28.000]  他說那時候以色列中沒有王,
[00:08:28.000 --> 00:08:30.000]  各人任意而行。
[00:08:30.000 --> 00:08:32.000]  那所以你可想而知,
[00:08:32.000 --> 00:08:38.000]  當以里米勒要來帶領一家人去移民的時候,
[00:08:38.000 --> 00:08:41.000]  他是怎樣去思想的呢?
[00:08:41.000 --> 00:08:43.000]  他是怎樣去想的呢?
[00:08:43.000 --> 00:08:46.000]  我們在經文看到的就是,
[00:08:46.000 --> 00:08:49.000]  因為家鄉那裡有饑荒,
[00:08:49.000 --> 00:08:54.000]  所以他就帶領一家大小去摩亞地了。
[00:08:54.000 --> 00:08:59.000]  經文沒有說到他去禱告,去求民,對不對?
[00:08:59.000 --> 00:09:02.000]  似乎給我們看就是,
[00:09:02.000 --> 00:09:06.000]  似乎如果我們人真的就這樣用人的思想去想,
[00:09:06.000 --> 00:09:09.000]  是很自然的,要胃口奔馳,
[00:09:09.000 --> 00:09:11.000]  沒得吃就當然先找吃的,對不對?
[00:09:11.000 --> 00:09:13.000]  好像很自然。
[00:09:13.000 --> 00:09:18.000]  他是以里米勒從一個生計的角度來出發,
[00:09:18.000 --> 00:09:21.000]  以人的想法先行。
[00:09:21.000 --> 00:09:23.000]  但是他同樣沒有想到,
[00:09:23.000 --> 00:09:26.000]  因為他是猶大人,他是神的子民,
[00:09:26.000 --> 00:09:32.000]  他沒有想到饑荒都是上帝對我們的一個管教。
[00:09:32.000 --> 00:09:33.000]  因為剛才我們說到,
[00:09:33.000 --> 00:09:35.000]  在舊約裡面神說過的,
[00:09:35.000 --> 00:09:38.000]  如果你去遵行我的話的時候,
[00:09:38.000 --> 00:09:41.000]  你們會有蒙福。
[00:09:41.000 --> 00:09:44.000]  但是他沒有想到這個是上帝的管教,
[00:09:44.000 --> 00:09:47.000]  他沒有去想回來到神面前,
[00:09:47.000 --> 00:09:49.000]  哎呀,上帝我們經歷這些,
[00:09:49.000 --> 00:09:53.000]  是因為我們沒有聽到你的話,求你去赦免。
[00:09:53.000 --> 00:09:57.000]  他沒有認真去尋求神的心意,
[00:09:57.000 --> 00:09:58.000]  他更加沒有問神,
[00:09:58.000 --> 00:10:00.000]  那我應不應該去呢?
