
[00:00:00.000 --> 00:00:03.440]  很高興可以在疫情當中
[00:00:03.440 --> 00:00:07.360]  仍然有機會來這裡分享上帝的道
[00:00:07.360 --> 00:00:11.800]  今天跟大家講的講題是「當跑的路」
[00:00:11.800 --> 00:00:16.280]  我們怎樣想我們人生在上帝面前
[00:00:16.280 --> 00:00:19.480]  要跑的每一段路呢?
[00:00:19.480 --> 00:00:22.720]  我們怎樣想這件事呢?
[00:00:22.720 --> 00:00:24.480]  香港有一個社企
[00:00:24.480 --> 00:00:27.640]  這社企有一個叫「人生體驗館」
[00:00:27.640 --> 00:00:31.080]  已經結束了,以後再沒有機會去人生體驗館
[00:00:31.080 --> 00:00:33.080]  因為疫情當中關閉了
[00:00:33.080 --> 00:00:36.480]  也因為疫情緣故將來不會再重開了
[00:00:36.480 --> 00:00:39.480]  但是人生體驗館裡面的特色
[00:00:39.480 --> 00:00:42.440]  就是體驗人生的各個階段
[00:00:42.440 --> 00:00:44.440]  包括死亡
[00:00:44.440 --> 00:00:47.240]  體驗館會去到某一個位置
[00:00:47.240 --> 00:00:53.000]  每一個參與者會逐個逐個進去一個棺材裡面
[00:00:53.000 --> 00:00:55.880]  躺在裡面,還蓋著棺材
[00:00:55.880 --> 00:00:59.800]  不過也不用怕,棺材上面有一個玻璃窗
[00:00:59.800 --> 00:01:01.800]  不會完全黑漆漆的
[00:01:01.800 --> 00:01:06.280]  你們有沒有試過躺在棺材裡面呢?
[00:01:06.280 --> 00:01:11.560]  人生如果有一個肯定
[00:01:11.560 --> 00:01:13.560]  我和你
[00:01:13.560 --> 00:01:17.520]  除非在主在來之前
[00:01:17.520 --> 00:01:20.280]  我們自經被子主接去
[00:01:20.280 --> 00:01:24.600]  不然我們最後每個人都會躺在棺材裡面
[00:01:24.600 --> 00:01:27.560]  我們人生的終局是怎樣的呢?
[00:01:27.560 --> 00:01:29.560]  躺在棺材裡面
[00:01:29.560 --> 00:01:31.560]  你會想起什麼呢?
[00:01:31.560 --> 00:01:33.560]  每一天
[00:01:33.560 --> 00:01:35.560]  我們睜大眼睛的時候
[00:01:35.560 --> 00:01:37.560]  躺在床上
[00:01:37.560 --> 00:01:39.560]  就像今早一樣睜大眼睛的時候
[00:01:39.560 --> 00:01:41.560]  你都可以想一想
[00:01:41.560 --> 00:01:45.160]  如果那個就是你的棺材
[00:01:45.160 --> 00:01:47.160]  你想起你一生的時候
[00:01:47.160 --> 00:01:49.160]  人生的路是怎樣走的呢?
[00:01:49.160 --> 00:01:51.160]  你想你身邊的人
[00:01:51.160 --> 00:01:53.160]  在你的喪禮上面
[00:01:53.160 --> 00:01:55.160]  怎樣描述你一生跑過的路呢?
[00:01:55.160 --> 00:01:57.160]  更重要
[00:01:57.160 --> 00:01:59.160]  不是你身邊的人怎樣描述你
[00:01:59.160 --> 00:02:01.160]  而是當你
[00:02:01.160 --> 00:02:03.160]  離開這個世界
[00:02:03.160 --> 00:02:05.160]  去到主耶穌
[00:02:05.160 --> 00:02:07.160]  那個審判活人死人的主
[00:02:07.160 --> 00:02:09.160]  就像我們經文那樣說
[00:02:09.160 --> 00:02:11.160]  去到祂的臺前的時候
[00:02:11.160 --> 00:02:13.160]  祂會怎樣講你人生跑過的路呢?
[00:02:13.160 --> 00:02:15.160]  我們今天就很認真的
[00:02:15.160 --> 00:02:17.160]  去看看這個這麼重要的課題
[00:02:17.160 --> 00:02:19.160]  到底主耶穌
[00:02:19.160 --> 00:02:21.160]  會怎樣講我們人生
[00:02:21.160 --> 00:02:23.160]  跑過的路
[00:02:23.160 --> 00:02:25.160]  剛才讀那段經文的第一節
[00:02:25.160 --> 00:02:27.160]  保羅對提摩泰說
[00:02:27.160 --> 00:02:29.160]  我對你有些祝福
[00:02:29.160 --> 00:02:31.160]  在和合本裏面
[00:02:31.160 --> 00:02:33.160]  這叫鄭重的勸戒
[00:02:33.160 --> 00:02:35.160]  但無論祝福
[00:02:35.160 --> 00:02:37.160]  還是鄭重的勸戒
[00:02:37.160 --> 00:02:41.160]  都未有講到原文的嚴肅定位
[00:02:41.160 --> 00:02:43.160]  保羅原文的意思
[00:02:43.160 --> 00:02:45.160]  是要求提摩泰
[00:02:45.160 --> 00:02:47.160]  要立一個勢
[00:02:47.160 --> 00:02:49.160]  好像我們去
[00:02:49.160 --> 00:02:51.160]  參加一個公職
[00:02:51.160 --> 00:02:53.160]  我們要上任做總統、做法官、做特首
[00:02:53.160 --> 00:02:55.160]  我們要在眾人面前立一個勢
[00:02:55.160 --> 00:02:57.160]  保羅要求提摩泰
[00:02:57.160 --> 00:02:59.160]  以上帝
[00:02:59.160 --> 00:03:01.160]  以主基督的名義
[00:03:01.160 --> 00:03:03.160]  立一個勢言
[00:03:03.160 --> 00:03:05.160]  那個勢言的內容是什麼呢?
[00:03:05.160 --> 00:03:07.160]  就是他餘下的一生
[00:03:07.160 --> 00:03:09.160]  由這一刻去到死亡的時候
[00:03:09.160 --> 00:03:11.160]  我們的一生
[00:03:11.160 --> 00:03:13.160]  是怎樣過的呢?
[00:03:13.160 --> 00:03:15.160]  讓我們立這個勢
[00:03:15.160 --> 00:03:17.160]  好讓保羅說
[00:03:17.160 --> 00:03:19.160]  在第八節說
[00:03:19.160 --> 00:03:21.160]  好讓我們去到主耶穌的台前的時候
[00:03:21.160 --> 00:03:23.160]  可以得到
[00:03:23.160 --> 00:03:25.160]  我們應該得到的公義的冠冕
[00:03:25.160 --> 00:03:27.160]  我們餘下的一生
[00:03:27.160 --> 00:03:29.160]  要怎樣過才能夠
[00:03:29.160 --> 00:03:31.160]  拿到榮譽的冠冕呢?
[00:03:31.160 --> 00:03:33.160]  保羅很清楚地
[00:03:33.160 --> 00:03:35.160]  經過告訴我們
[00:03:35.160 --> 00:03:37.160]  在第二節
[00:03:37.160 --> 00:03:39.160]  保羅說:無要全道
[00:03:39.160 --> 00:03:41.160]  無論得是不得是
[00:03:41.160 --> 00:03:43.160]  在第五節保羅再重覆
[00:03:43.160 --> 00:03:45.160]  說我們要做
[00:03:45.160 --> 00:03:47.160]  全福音的工作
[00:03:47.160 --> 00:03:49.160]  盡我們的職份
[00:03:49.160 --> 00:03:51.160]  在第二、第五節重覆來說
[00:03:51.160 --> 00:03:53.160]  對保羅來說
[00:03:53.160 --> 00:03:55.160]  我們餘下的一生
[00:03:55.160 --> 00:03:57.160]  只有一件事
[00:03:57.160 --> 00:03:59.160]  就是要全福音帶領人
[00:03:59.160 --> 00:04:01.160]  來到他的歸鄉
[00:04:01.160 --> 00:04:03.160]  主耶穌基督的自己
[00:04:03.160 --> 00:04:05.160]  希望對你、對我來說
[00:04:05.160 --> 00:04:07.160]  都是一樣
[00:04:07.160 --> 00:04:09.160]  我們最後餘下的一生裏面
[00:04:09.160 --> 00:04:11.160]  只有一件事
[00:04:11.160 --> 00:04:13.160]  就是要全福音令人歸主
[00:04:13.160 --> 00:04:15.160]  我們看看
[00:04:15.160 --> 00:04:17.160]  這段經文裏面的六至八節
[00:04:17.160 --> 00:04:21.160]  很著名的一段經文
[00:04:21.160 --> 00:04:23.160]  講到保羅
[00:04:23.160 --> 00:04:25.160]  將要面對死亡
[00:04:25.160 --> 00:04:27.160]  人之將死
[00:04:27.160 --> 00:04:29.160]  其言也善
[00:04:29.160 --> 00:04:31.160]  保羅臨死之前
[00:04:31.160 --> 00:04:33.160]  想說些什麼呢?
[00:04:33.160 --> 00:04:35.160]  保羅為什麼將會死亡呢?
[00:04:35.160 --> 00:04:37.160]  這段經文提摩太后書
[00:04:37.160 --> 00:04:39.160]  保羅即將要殉道了
[00:04:39.160 --> 00:04:41.160]  保羅一生裏面坐過兩次監
[00:04:41.160 --> 00:04:45.160]  第一次坐監是《士徒行傳》裏面的記載
[00:04:45.160 --> 00:04:48.160]  最後押解到羅馬坐監
[00:04:48.160 --> 00:04:50.160]  多數教會傳統
[00:04:50.160 --> 00:04:52.160]  同意那次保羅坐監
[00:04:52.160 --> 00:04:54.160]  在《士徒行傳》那次坐監
[00:04:54.160 --> 00:04:56.160]  就是被釋放出來的
[00:04:56.160 --> 00:04:57.160]  釋放了之後
[00:04:57.160 --> 00:05:00.160]  保羅還有幾年的時間到處來全福音宣教
[00:05:00.160 --> 00:05:03.160]  甚至很多人覺得他已經去過西班牙
[00:05:03.160 --> 00:05:06.160]  即是羅馬帝國的最西部來全福音
[00:05:06.160 --> 00:05:08.160]  不過好景不常
[00:05:08.160 --> 00:05:11.160]  接著出現了羅馬帝國裏面
[00:05:11.160 --> 00:05:14.160]  對基督徒最龐大的一次迫害
[00:05:14.160 --> 00:05:17.160]  就是尼祿王那次大規模的迫害
[00:05:17.160 --> 00:05:19.160]  很多人來到殉道
[00:05:19.160 --> 00:05:21.160]  保羅在這次迫害裏面
[00:05:21.160 --> 00:05:23.160]  亦都在亞細亞被拘捕
[00:05:23.160 --> 00:05:26.160]  由亞細亞千里迢迢再次押解到
[00:05:26.160 --> 00:05:28.160]  羅馬帝國的首都
[00:05:28.160 --> 00:05:30.160]  去羅馬受審
[00:05:30.160 --> 00:05:31.160]  因為他是羅馬公民
[00:05:31.160 --> 00:05:33.160]  所以押解到羅馬受審
[00:05:33.160 --> 00:05:35.160]  現在他就在羅馬的監獄裏面
