
[00:00:00.000 --> 00:00:02.500]  好,各位頂尖會早晨
[00:00:02.500 --> 00:00:04.640]  多謝剛才的領事領會
[00:00:04.640 --> 00:00:07.480]  剛才那首「無言的頌讚」
[00:00:07.480 --> 00:00:09.700]  以及詩篇第十九篇「利益的說為」
[00:00:09.700 --> 00:00:11.480]  我們看回第十九篇就知道
[00:00:11.480 --> 00:00:14.560]  上半部其實上帝要啟示用兩個形式
[00:00:14.560 --> 00:00:16.120]  一個就是宇宙穹蒼
[00:00:16.120 --> 00:00:19.160]  上帝的創造去啟示人的榮美
[00:00:19.160 --> 00:00:21.760]  然後上帝更加用他的話語去啟示
[00:00:21.760 --> 00:00:25.240]  所以我們很需要認識神的話語
[00:00:25.240 --> 00:00:26.960]  明白神的心意
[00:00:26.960 --> 00:00:28.920]  如果大家這幾個星期
[00:00:28.920 --> 00:00:32.040]  都一邊參加教會的崇拜
[00:00:32.040 --> 00:00:34.880]  應該都知道我在說大衛的心平
[00:00:34.880 --> 00:00:36.320]  已經去到第四集了
[00:00:36.320 --> 00:00:38.200]  希望不會悶大家
[00:00:38.200 --> 00:00:40.400]  我更加希望能夠幫到大家
[00:00:40.400 --> 00:00:42.640]  去到這裏更深地看到
[00:00:42.640 --> 00:00:45.920]  為何大衛能夠在犯罪之下
[00:00:45.920 --> 00:00:48.120]  仍能得蒙上帝的赦免
[00:00:48.120 --> 00:00:50.480]  和得蒙神的月立呢
[00:00:50.480 --> 00:00:53.040]  剛才你會幫你讀的那段經文是
[00:00:53.040 --> 00:00:56.000]  《撒姆爾記》下第十二章十五至二十五節
[00:00:56.000 --> 00:00:57.600]  如果記得上個星期
[00:00:57.600 --> 00:00:59.280]  是說一至十四節
[00:00:59.280 --> 00:01:01.320]  就是大衛犯罪
[00:01:01.320 --> 00:01:03.360]  從拔絲疤犯奸淫
[00:01:03.360 --> 00:01:06.080]  之後借刀殺人殺埋烏利亞
[00:01:06.080 --> 00:01:08.360]  所以上帝極之不喜悅
[00:01:08.360 --> 00:01:10.560]  上帝說要懲罰大衛
[00:01:10.560 --> 00:01:14.080]  而那個所生的孩子將要死
[00:01:14.080 --> 00:01:18.240]  大衛立即向神面前認罪悔改
[00:01:18.240 --> 00:01:19.920]  上帝願意赦免他
[00:01:19.920 --> 00:01:22.440]  第二個孩子仍然要死
[00:01:22.440 --> 00:01:25.720]  所以大衛就在十五至廿五節
[00:01:25.720 --> 00:01:28.240]  你見到他用盡他的努力
[00:01:28.240 --> 00:01:29.040]  去禱告
[00:01:29.040 --> 00:01:33.200]  去求上帝能夠撤手
[00:01:33.200 --> 00:01:36.640]  不會去殺死那個孩子
[00:01:36.640 --> 00:01:38.640]  這個我們已經去到第四集
[00:01:38.640 --> 00:01:40.000]  今日都有姐妹問
[00:01:40.000 --> 00:01:41.360]  牧師你還會說多久
[00:01:41.360 --> 00:01:44.400]  我不知道是牧師你要說多久
[00:01:44.400 --> 00:01:46.840]  牧師我還很想聽下去
[00:01:46.840 --> 00:01:47.720]  不要緊
[00:01:47.720 --> 00:01:49.400]  這裡就是安排
[00:01:49.400 --> 00:01:51.640]  一早已經安排好了
[00:01:51.640 --> 00:01:53.320]  繼續為我祈禱
[00:01:53.320 --> 00:01:54.920]  因為我都發覺原來不容易的
[00:01:54.920 --> 00:01:56.520]  這樣連續說了六次
[00:01:56.520 --> 00:01:57.720]  雖然中間斷了斷
[00:01:57.720 --> 00:02:01.480]  其實這段我都是去了另一間教會講道
[00:02:01.480 --> 00:02:02.080]  好
[00:02:02.080 --> 00:02:03.640]  我重溫多一點
[00:02:03.640 --> 00:02:05.600]  上次是說
[00:02:05.600 --> 00:02:07.280]  大衛如此德蒙上帝的喜悅
[00:02:07.280 --> 00:02:10.400]  由牧童變成了以色列的王
[00:02:10.400 --> 00:02:12.960]  應該很得上帝的喜悅和重用
[00:02:12.960 --> 00:02:15.120]  他都會犯罪
[00:02:15.120 --> 00:02:17.840]  第二個就是竟然犯罪
[00:02:17.840 --> 00:02:19.920]  上帝還赦免他
[00:02:19.920 --> 00:02:23.400]  我們看見罪是牽連很大的
[00:02:23.400 --> 00:02:25.360]  你不要以為你犯了一個奸人
[00:02:25.360 --> 00:02:27.400]  就以為過了一個就沒事
[00:02:27.400 --> 00:02:31.440]  原來你接下來看撒貨記下半場
[00:02:31.440 --> 00:02:34.440]  你就會見到很多的家庭慘案
[00:02:34.440 --> 00:02:36.240]  就在大衛家族裡面發生
[00:02:36.240 --> 00:02:39.080]  這個我留待下星期再分享
[00:02:39.080 --> 00:02:42.920]  我們看見罪能夠使人離開上帝
[00:02:42.920 --> 00:02:45.480]  本來一個大衛和上帝很親密的關係
[00:02:45.480 --> 00:02:48.200]  因為一個罪而斷裂了
[00:02:48.200 --> 00:02:50.400]  幾乎斷裂了
[00:02:50.400 --> 00:02:52.400]  而我們犯了那麼多罪的時候
[00:02:52.400 --> 00:02:54.360]  你猜罪傷心是誰呢
[00:02:54.360 --> 00:02:56.920]  希望上個星期大家都收到一個很重要的信息
[00:02:56.920 --> 00:02:58.560]  當我們犯罪的時候
[00:02:58.560 --> 00:03:02.840]  不單止我們個人跌倒傷心
[00:03:02.840 --> 00:03:04.760]  你傷害身邊的人傷心
[00:03:04.760 --> 00:03:05.880]  最令人傷心的
[00:03:05.880 --> 00:03:10.400]  就是上帝愛我們的主更加傷心
[00:03:10.400 --> 00:03:11.920]  去到這裡大家可能問
[00:03:11.920 --> 00:03:13.480]  我想問問大家
[00:03:13.480 --> 00:03:16.400]  你有沒有曾經犯過罪呢
[00:03:16.400 --> 00:03:20.720]  你有沒有認罪呢
[00:03:20.720 --> 00:03:22.640]  然後可能你下一個問題就是
[00:03:22.640 --> 00:03:23.800]  一句說話
[00:03:23.800 --> 00:03:26.160]  我得罪爺和華僚
[00:03:26.160 --> 00:03:28.680]  這樣就能夠赦免
[00:03:28.680 --> 00:03:30.320]  這樣就能夠赦免
[00:03:30.320 --> 00:03:31.200]  就好像我們經常聽到
[00:03:31.200 --> 00:03:33.800]  很多坐牢那些殺人放火的
[00:03:33.800 --> 00:03:36.120]  大奸大惡的罪犯
[00:03:36.120 --> 00:03:38.040]  在監獄裡睡了耶穌
[00:03:38.040 --> 00:03:39.520]  受了水禮
[00:03:39.520 --> 00:03:40.760]  成為了基督徒
[00:03:40.760 --> 00:03:43.040]  他跟我們一樣都是得救
[00:03:43.040 --> 00:03:44.480]  這樣也可以的
[00:03:44.480 --> 00:03:47.480]  但他仍然面對法律的制裁
[00:03:47.480 --> 00:03:49.960]  但他是得罪了上帝的赦免
[00:03:49.960 --> 00:03:52.480]  上帝的赦免是甚麼一回事呢
[00:03:52.480 --> 00:03:53.480]  今天我們要透過
[00:03:53.480 --> 00:03:57.120]  詩篇51篇和剛才所讀的經文
[00:03:57.120 --> 00:04:00.480]  大衛為何為孩子病重祈禱
[00:04:00.480 --> 00:04:02.720]  讓我們再思想一下
[00:04:02.720 --> 00:04:04.680]  祈禱的三個方向
[00:04:04.680 --> 00:04:06.040]  第一個方向就是
[00:04:06.040 --> 00:04:08.080]  藉著詩篇51篇
[00:04:08.080 --> 00:04:10.000]  大衛的祈禱的內容
[00:04:10.000 --> 00:04:12.480]  我們去看祈禱的亮度
[00:04:12.480 --> 00:04:14.000]  亮度即是說裡面有些甚麼
[00:04:14.000 --> 00:04:16.200]  我們祈禱可以去學習的
[00:04:16.200 --> 00:04:20.120]  第二個就是大衛為孩子病重祈禱
[00:04:20.120 --> 00:04:21.760]  大衛的行動的表現
[00:04:21.760 --> 00:04:24.160]  表現出他對祈禱的態度
[00:04:24.160 --> 00:04:26.480]  我們有甚麼祈禱的態度可以學習呢
[00:04:26.480 --> 00:04:29.360]  從亮度和態度讓我們去進深下去
[00:04:29.360 --> 00:04:32.680]  希望大家在祈禱裡都更有深度
[00:04:32.680 --> 00:04:34.720]  我不知道大家在你上去煮多久
[00:04:34.720 --> 00:04:36.640]  你祈禱了多少次
[00:04:36.640 --> 00:04:39.560]  你的祈禱可否再有深度下去呢
[00:04:39.560 --> 00:04:42.360]  我們再用一個撒母的耳朵去禱告
[00:04:42.360 --> 00:04:44.480]  求主讓我們打開耳朵
[00:04:44.480 --> 00:04:46.920]  去聆聽神的話語我們一起祈禱
[00:04:46.920 --> 00:04:48.200]  七天父我們多謝你
[00:04:48.200 --> 00:04:50.920]  讓我們今天將我們的心呈現給你
[00:04:50.920 --> 00:04:52.880]  讓我們去學習有撒母耳朵
[00:04:52.880 --> 00:04:54.680]  去聆聽你的話語
[00:04:54.680 --> 00:04:58.400]  但我們今天很渴望去學習更盡心的禱告
[00:04:58.400 --> 00:05:00.600]  怎樣去認罪祈禱
[00:05:00.600 --> 00:05:03.480]  才能夠得到上帝的閱讀和赦免
[00:05:03.480 --> 00:05:06.720]  怎樣在祈禱裡甚至乎不蒙英韻
[00:05:06.720 --> 00:05:10.360]  但上帝依然在當中有你的帶領
[00:05:10.360 --> 00:05:12.080]  有你的心意在裡面
[00:05:12.080 --> 00:05:16.240]  求主你幫助我們去學習大衛的祈禱的量度
[00:05:16.240 --> 00:05:19.280]  態度進而讓我們更有祈禱的深度
[00:05:19.280 --> 00:05:21.920]  我們將今天交上奉耶穌基督的名求
[00:05:21.920 --> 00:05:24.640]  阿們
[00:05:24.640 --> 00:05:26.840]  在詩篇裡在歷代教會裡
[00:05:26.840 --> 00:05:30.360]  選了七首詩篇叫《懺悔詩》
[00:05:30.360 --> 00:05:33.080]  特別在教會年曆的御府期裡
[00:05:33.080 --> 00:05:35.000]  作為一個預備的心
[00:05:35.000 --> 00:05:38.640]  去到上帝面前迎接受苦節和復活節
[00:05:38.640 --> 00:05:45.000]  這七段詩篇就是6、32、38、51、102、130、143
[00:05:45.000 --> 00:05:48.040]  所以今天我們會集中看詩篇的51篇
[00:05:48.040 --> 00:05:49.440]  51篇的背景
[00:05:49.440 --> 00:05:51.160]  當你有機會見到你的聖經
[00:05:51.160 --> 00:05:52.480]  稍後你都會讀的
[00:05:52.480 --> 00:05:54.600]  前面有一句說話寫著
[00:05:54.600 --> 00:05:57.280]  大衛與拔氏巴同房以後
[00:05:57.280 --> 00:05:59.440]  拿丹先知來見他
[00:05:59.440 --> 00:06:00.640]  他作者施
[00:06:00.640 --> 00:06:02.800]  交給聖榮團長
[00:06:02.800 --> 00:06:04.600]  就是說我們有理由相信
[00:06:04.600 --> 00:06:06.480]  這段詩篇是大衛
[00:06:06.480 --> 00:06:09.280]  激烈了與拔氏巴同房的犯罪
[00:06:09.280 --> 00:06:11.000]  激烈了好像上星期
[00:06:11.000 --> 00:06:13.640]  講道講拿丹怎樣斥責大衛
[00:06:13.640 --> 00:06:16.880]  之後大衛去認罪、去懺悔
[00:06:16.880 --> 00:06:18.760]  在這段懺悔的過程當中
[00:06:18.760 --> 00:06:23.080]  寫下了這段詩篇
[00:06:23.080 --> 00:06:26.360]  所以我們第一個要學習的就是
[00:06:26.360 --> 00:06:28.160]  祈禱怎樣有深度呢
[00:06:28.160 --> 00:06:31.000]  就要知道我們祈禱的對象是誰
[00:06:31.000 --> 00:06:32.680]  我們祈禱的對象
[00:06:32.680 --> 00:06:35.400]  不是隨便對著空氣祈禱
[00:06:35.400 --> 00:06:37.840]  是對著那位充滿慈愛
[00:06:37.840 --> 00:06:40.880]  充滿憐憫的上帝去禱告
[00:06:40.880 --> 00:06:42.040]  我們一起讀出
[00:06:42.040 --> 00:06:42.920]  詩篇五十一篇
[00:06:42.920 --> 00:06:43.800]  一、二節好嗎
[00:06:43.800 --> 00:06:45.240]  一、二、三
[00:06:45.240 --> 00:06:49.440]  「神啊!求祢按祢的慈愛恩待我
[00:06:49.440 --> 00:06:53.240]  按祢豐盛的憐憫逃去我的過犯
[00:06:53.240 --> 00:06:56.800]  求祢將我的罪業洗滌淨盡
[00:06:56.800 --> 00:06:59.880]  揭除我的罪」
[00:06:59.880 --> 00:07:01.240]  我們首先要認識
[00:07:01.240 --> 00:07:03.760]  我們所祈禱的對象是誰
[00:07:03.760 --> 00:07:05.160]  我們祈禱的對象
[00:07:05.160 --> 00:07:07.960]  這裡告訴你是一個慈愛的主
[00:07:07.960 --> 00:07:10.160]  「慈愛」這個字在希伯雷文
[00:07:10.160 --> 00:07:11.200]  是很有心意的
[00:07:11.200 --> 00:07:13.360]  不僅僅是「慈愛」那麼簡單
[00:07:13.360 --> 00:07:15.600]  是一個守約斯慈愛
[00:07:15.600 --> 00:07:17.840]  豐盛廣大的愛
[00:07:17.840 --> 00:07:19.080]  長久的愛
[00:07:19.080 --> 00:07:23.160]  良善的愛
[00:07:23.160 --> 00:07:25.120]  在另外很多字的經文裡
[00:07:25.120 --> 00:07:26.640]  都有用過「慈愛」這個字
[00:07:26.640 --> 00:07:28.600]  譬如CP107篇第一節
[00:07:28.600 --> 00:07:30.400]  「你們要稱謝耶和華
[00:07:30.400 --> 00:07:31.680]  因他本為善
[00:07:31.680 --> 00:07:34.640]  他的慈愛永遠長存」
[00:07:34.640 --> 00:07:36.880]  代表著不僅是愛那麼簡單
[00:07:36.880 --> 00:07:38.880]  是一個長闊高深
[00:07:38.880 --> 00:07:41.080]  長存恆久的愛
[00:07:41.080 --> 00:07:42.760]  在新明記七章九節說
[00:07:42.760 --> 00:07:44.160]  「所以祢知道要說
[00:07:44.160 --> 00:07:46.600]  祢的神 祂的神 祂是神
[00:07:46.600 --> 00:07:47.880]  是信實的神
[00:07:47.880 --> 00:07:50.880]  祂向愛祂 守祂誡命的人
[00:07:50.880 --> 00:07:54.520]  守約斯慈愛直到萬代」
[00:07:54.520 --> 00:07:56.680]  我們的上帝是很愛我們
[00:07:56.680 --> 00:07:57.840]  祂願意守約
[00:07:57.840 --> 00:07:58.720]  就是這個約
[00:07:58.720 --> 00:07:59.760]  去約束自己
[00:07:59.760 --> 00:08:01.160]  要恆久去愛我們
[00:08:01.160 --> 00:08:02.920]  因為上帝有公義的一面
[00:08:02.920 --> 00:08:05.120]  但上帝願意與我們納約
[00:08:05.120 --> 00:08:06.640]  祂用一個納約的愛
[00:08:06.640 --> 00:08:08.480]  愛我們直到千代
[00:08:08.480 --> 00:08:12.160]  即是永永遠遠的意思
[00:08:12.160 --> 00:08:12.960]  除此之外
[00:08:12.960 --> 00:08:15.040]  在剛才讀的第一節裡
[00:08:15.040 --> 00:08:16.560]  提醒多我們一件事
[00:08:16.560 --> 00:08:19.280]  上帝都是一位憐憫的上帝
