
[00:00:00.000 --> 00:00:05.080]  今天是農曆年初二
[00:00:05.080 --> 00:00:10.200]  祝大家身體健康主恩滿日
[00:00:10.200 --> 00:00:15.240]  今天我選擇一段詩篇講述敬拜
[00:00:15.240 --> 00:00:18.680]  也很需要我們
[00:00:18.680 --> 00:00:21.560]  若然在敬拜中的真義
[00:00:21.560 --> 00:00:24.280]  我們有一個正確的心態
[00:00:24.280 --> 00:00:26.800]  我們整個人的生命方向
[00:00:26.800 --> 00:00:29.480]  都會是一個正確的上高
[00:00:29.480 --> 00:00:36.040]  所以新年時我特別選擇這段詩篇
[00:00:36.040 --> 00:00:38.840]  作為我們生命的更生
[00:00:38.840 --> 00:00:43.280]  盼望藉著我們有一個正確的崇拜心態
[00:00:43.280 --> 00:00:47.520]  以致我們被神轉化
[00:00:47.520 --> 00:00:51.200]  我們一起有個禱告
[00:00:51.200 --> 00:00:54.240]  天父我們多謝祢讓我們一起有敬拜
[00:00:54.240 --> 00:00:56.280]  特別在這個時候
[00:00:56.280 --> 00:00:59.920]  我們知道祢是福氣的源頭
[00:00:59.920 --> 00:01:04.720]  讓我們更加看到以敬拜祢為先
[00:01:04.720 --> 00:01:07.920]  以致我們有一個正確的心態
[00:01:07.920 --> 00:01:11.520]  盼望我們往後的日子
[00:01:11.520 --> 00:01:14.720]  我們的生命隨著這個正確的心態
[00:01:14.720 --> 00:01:16.440]  我們可以被祢更生
[00:01:16.440 --> 00:01:18.440]  祈禱奉主耶穌基督的名
[00:01:18.440 --> 00:01:19.440]  阿們
[00:01:23.440 --> 00:01:29.120]  有一位美國的慕者
[00:01:29.120 --> 00:01:31.520]  他叫做沃尼·克洛普
[00:01:31.520 --> 00:01:37.920]  中文我們翻譯為羅德尼·克拉普
[00:01:37.920 --> 00:01:41.560]  他會說到一個問題
[00:01:41.560 --> 00:01:46.720]  就是其實自從人墮落
[00:01:46.720 --> 00:01:48.120]  知道犯罪之後
[00:01:48.120 --> 00:01:51.440]  人有一種心態叫做不滿足
[00:01:51.440 --> 00:01:52.720]  已經存在了
[00:01:52.720 --> 00:01:55.840]  特別在現代社會的消費文化
[00:01:55.840 --> 00:02:00.120]  更加鼓勵這種不滿足的心態
[00:02:00.120 --> 00:02:03.680]  譬如說消費者
[00:02:03.680 --> 00:02:06.520]  我們經常都好像滿足不了
[00:02:06.520 --> 00:02:08.000]  什麼叫滿足到呢
[00:02:08.000 --> 00:02:11.160]  就是不斷有些新的商業的產品
[00:02:11.160 --> 00:02:13.720]  或者貨物能夠滿足我們
[00:02:13.720 --> 00:02:14.720]  我不知道大家
[00:02:14.720 --> 00:02:16.680]  你滿不滿足於你的手機
[00:02:16.680 --> 00:02:18.200]  iPhone
[00:02:18.200 --> 00:02:19.440]  我都很受催逼
[00:02:19.440 --> 00:02:21.120]  因為我那時候的iPhone
[00:02:21.120 --> 00:02:22.920]  都是我女兒送給我的
[00:02:22.920 --> 00:02:25.680]  我覺得已經是非常之不錯了
[00:02:25.680 --> 00:02:27.760]  誰知道突然間有人告訴我
[00:02:27.760 --> 00:02:32.200]  現在已經到iPhone不知道多少號碼了
[00:02:32.200 --> 00:02:35.680]  根本我這個iPhone都不錯而已
[00:02:35.680 --> 00:02:37.520]  但我又覺得
[00:02:37.520 --> 00:02:40.440]  如果有些解像度更加好的
[00:02:40.440 --> 00:02:42.280]  不過我都是這樣想
[00:02:42.280 --> 00:02:46.400]  我想我仍然是拿回我這部手機
[00:02:46.400 --> 00:02:48.720]  我不知道大家有沒有這個感覺
[00:02:48.720 --> 00:02:52.000]  整天無日無之的時候
[00:02:52.000 --> 00:02:54.080]  你就會感覺什麼最重要
[00:02:54.080 --> 00:02:55.960]  就是你最重要
[00:02:55.960 --> 00:02:59.040]  滿不滿足到我的需要是最重要
[00:02:59.040 --> 00:03:03.120]  慢慢成為我們不知不覺
[00:03:03.120 --> 00:03:05.560]  我們成為一種挺自我的人
[00:03:05.560 --> 00:03:08.720]  很多事情都是自己滿足
[00:03:08.720 --> 00:03:13.560]  但這種心態會不會來到教會呢
[00:03:13.560 --> 00:03:22.040]  在美國有一位叫喬治·班納
[00:03:22.040 --> 00:03:23.240]  大家不知道會聽過
[00:03:23.240 --> 00:03:27.000]  他是一個基督教很多的著作
[00:03:27.000 --> 00:03:30.800]  特別是研究一下
[00:03:30.800 --> 00:03:34.280]  基督教信徒的生活、信仰等等
[00:03:34.280 --> 00:03:37.400]  他發覺大部份美國的信徒
[00:03:37.400 --> 00:03:39.840]  很多回教會
[00:03:39.840 --> 00:03:43.840]  不是為了要尊敬神或者取神的喜悅
[00:03:43.840 --> 00:03:47.360]  而是希望自己得到滿足
[00:03:47.360 --> 00:03:49.160]  取自己的喜悅
[00:03:49.160 --> 00:03:54.520]  當然他的這個報告應該有些實據
[00:03:54.520 --> 00:03:57.760]  不知道大家當我們回來的時候
[00:03:57.760 --> 00:04:00.080]  是有很多很多的滿足
[00:04:00.080 --> 00:04:03.640]  還有消費文化鼓勵我們
[00:04:03.640 --> 00:04:05.480]  給我們感覺很多自由
[00:04:05.480 --> 00:04:06.880]  例如什麼自由
[00:04:06.880 --> 00:04:10.040]  我們會揀選很多的選擇
[00:04:10.040 --> 00:04:12.800]  例如什麼牌子、什麼型號
[00:04:12.800 --> 00:04:15.760]  我發覺在我經常聽到
[00:04:15.760 --> 00:04:18.600]  教會的網上直播的時候
[00:04:18.600 --> 00:04:20.280]  有些人告訴我
[00:04:20.280 --> 00:04:24.480]  專門師你也要留意一下我們的質素
[00:04:24.480 --> 00:04:26.800]  因為現在的教友很多時候
[00:04:26.800 --> 00:04:28.920]  他看直播
[00:04:28.920 --> 00:04:31.920]  如果覺得沒那麼傳神
[00:04:31.920 --> 00:04:32.440]  或者怎樣呢
[00:04:32.440 --> 00:04:35.800]  他可以隨時去另一個教會的網站
[00:04:35.800 --> 00:04:37.840]  又看另一個YouTube等等
[00:04:37.840 --> 00:04:40.520]  好像購物一樣
[00:04:40.520 --> 00:04:45.160]  教會好像沒有一個群體
[00:04:45.160 --> 00:04:48.040]  那種建立的生命
[00:04:48.040 --> 00:04:51.120]  反而好像什麼道滿足我
[00:04:51.120 --> 00:04:53.160]  或者什麼的敬拜滿足我
[00:04:53.160 --> 00:04:55.880]  留於這樣的方式
[00:04:55.880 --> 00:04:59.880]  當然我們崇拜的質素要很努力
[00:04:59.880 --> 00:05:02.880]  以至於我們將最好的獻給神
[00:05:02.880 --> 00:05:04.320]  我們侍奉的心態
[00:05:04.320 --> 00:05:06.640]  驗在消費者的心態
[00:05:06.640 --> 00:05:09.440]  這個在我們的敬拜生活
[00:05:09.440 --> 00:05:12.840]  是我們可以一起學習
[00:05:12.840 --> 00:05:16.760]  或者我們看看我們的心態是怎樣
[00:05:16.760 --> 00:05:18.880]  如果我們好像消費的心態
[00:05:18.880 --> 00:05:23.960]  來到教會可能會當看一場表演
[00:05:23.960 --> 00:05:27.080]  看看這位傳道人講得好不好
[00:05:27.080 --> 00:05:30.520]  又或者那些師哥帶得好不好
[00:05:30.520 --> 00:05:33.680]  最後我們會評分
[00:05:33.680 --> 00:05:34.960]  評分的時候
[00:05:34.960 --> 00:05:36.200]  今天都很滿意
[00:05:36.200 --> 00:05:38.960]  都很值得回到教會
[00:05:38.960 --> 00:05:43.000]  於是又下個星期再來
[00:05:43.000 --> 00:05:45.200]  如果我們以消費者的心態
