
[00:00:00.000 --> 00:00:05.360]  (主持人:有人這樣說,不同的人對生命有不同的理解和描述)
[00:00:05.360 --> 00:00:09.160]  (主持人:不同的人對生命有不同的理解和描述)
[00:00:09.160 --> 00:00:14.400]  (主持人:有人從一個功能性或者實際的角度去描述生命)
[00:00:14.400 --> 00:00:17.920]  (主持人:有人從功能性和實際的角度來描繪生命)
[00:00:17.920 --> 00:00:19.320]  (主持人:他說什麼是生命呢?)
[00:00:19.320 --> 00:00:20.440]  (主持人:說什麼是生命呢?)
[00:00:20.440 --> 00:00:26.240]  (主持人:生命就是由我們每日所做一連串的選擇累積而成的)
[00:00:26.240 --> 00:00:31.520]  (主持人:所以生命就是由我們每天所做出的一連串的選擇累積而成的)
[00:00:31.520 --> 00:00:33.280]  (主持人:如果換另一種的說法)
[00:00:33.280 --> 00:00:34.400]  (主持人:換另一種的說法)
[00:00:34.400 --> 00:00:39.600]  (主持人:你生命的質素是取決於你每日大大小小明智的選擇)
[00:00:39.600 --> 00:00:47.360]  (主持人:你生命的素質質量就取決於你在生命中所做出的各種大大小小明智的抉擇)
[00:00:47.360 --> 00:00:49.920]  (主持人:譬如我們下午吃個午餐)
[00:00:49.920 --> 00:00:51.840]  (主持人:譬如我們下午吃一頓午飯)
[00:00:51.840 --> 00:00:55.960]  (主持人:你選哪一間餐廳哪一種食物)
[00:00:55.960 --> 00:00:58.280]  (主持人:你選哪一間餐廳哪一種食物)
[00:00:58.280 --> 00:01:01.280]  (主持人:其實就已經決定了你整個下午的心情了)
[00:01:01.280 --> 00:01:04.000]  (主持人:其實就已經決定了你一個下午的心情了)
[00:01:04.000 --> 00:01:06.520]  (主持人:如果你一個不小心吃了一些不乾淨的食物)
[00:01:06.520 --> 00:01:08.880]  (主持人:如果你不小心吃了一些不乾淨的東西)
[00:01:08.880 --> 00:01:12.520]  (主持人:整個下午就在辦公室和洗手間來來回回)
[00:01:12.520 --> 00:01:16.040]  (主持人:整個下午就在辦公室和洗手間之間來來回回)
[00:01:16.040 --> 00:01:18.840]  (主持人:或者晚上還要送去急診室)
[00:01:18.840 --> 00:01:21.600]  (主持人:嚴重的是晚上要送到急診室)
[00:01:21.600 --> 00:01:27.680]  (主持人:錯誤的選擇幾乎毀了我們一生)
[00:01:27.680 --> 00:01:32.160]  (主持人:有一次有一個年輕的商人向一個很成功的商人)
[00:01:32.160 --> 00:01:35.320]  (主持人:去請教一些做生意的秘訣)
[00:01:35.320 --> 00:01:37.440]  (主持人:有一次有一個年輕的商人)
[00:01:37.440 --> 00:01:41.680]  (主持人:就向一個很有成功的商人請教做生意的秘訣)
[00:01:41.680 --> 00:01:43.360]  (主持人:那個年輕人就問他說)
[00:01:43.360 --> 00:01:46.120]  (主持人:你到底商業成功的秘訣在哪裡)
[00:01:46.120 --> 00:01:48.320]  (主持人:年輕人就問你)
[00:01:48.320 --> 00:01:50.600]  (主持人:到底你商業成功的秘訣是什麼呢)
[00:01:50.600 --> 00:01:54.080]  (主持人:那個人回答說明智的選擇和決定)
[00:01:54.080 --> 00:01:57.360]  (主持人:那個人就回答是明確的選擇和決定)
[00:01:57.360 --> 00:02:00.360]  (主持人:他說我怎樣才可以得到明智的選擇呢)
[00:02:00.360 --> 00:02:03.960]  (主持人:他說經驗)
[00:02:03.960 --> 00:02:07.680]  (主持人:他說我怎樣得到這些經驗呢)
[00:02:07.680 --> 00:02:14.080]  (主持人:他說這些經驗是來自我曾經做過很多愚蠢的決定累積回來的)
[00:02:14.080 --> 00:02:18.800]  (主持人:成功的人說我的經驗是來自我曾經所做過的一些愚蠢的決定)
[00:02:18.800 --> 00:02:21.520]  (主持人:有一次有一個很成功的牧師)
[00:02:21.520 --> 00:02:26.280]  (主持人:在一個教會增長研討會裡面分享他的經驗)
[00:02:26.280 --> 00:02:28.200]  (主持人:有一次有一位很成功的牧師)
[00:02:28.200 --> 00:02:31.880]  (主持人:在一次教會的研討會當中分享他成功的經驗)
[00:02:31.880 --> 00:02:34.360]  (主持人:有人問他你成功的經驗是什麼)
[00:02:34.360 --> 00:02:36.120]  (主持人:有人問他你成功的經驗是什麼)
[00:02:36.120 --> 00:02:38.760]  (主持人:他說在適當的時候做適當的決定)
[00:02:38.760 --> 00:02:40.920]  (主持人:在適當的時候做適當的決定)
[00:02:40.920 --> 00:02:42.880]  (主持人:這個都送給我們的執事會)
[00:02:42.880 --> 00:02:44.400]  (主持人:這個都送給我們執事會)
[00:02:44.400 --> 00:02:49.640]  (主持人:但問題是在適當的時候做適當的決定已經是了不起的才能)
[00:02:49.640 --> 00:02:52.560]  (主持人:但問題是在適當的時候能做出適當的決定)
[00:02:52.560 --> 00:02:54.320]  (主持人:已經是一項了不起的才能了)
[00:02:54.320 --> 00:02:56.240]  (主持人:現實當中我們都是人)
[00:02:56.240 --> 00:02:57.600]  (主持人:現實當中我們都是人)
[00:02:57.600 --> 00:02:59.000]  (主持人:是人就會犯錯)
[00:02:59.000 --> 00:03:00.040]  (主持人:是人就會犯錯)
[00:03:00.040 --> 00:03:02.560]  (主持人:我們大部分其實都在錯誤裡面成長)
[00:03:02.560 --> 00:03:04.720]  (主持人:我們大部分人都是在錯誤當中成長)
[00:03:04.720 --> 00:03:07.960]  (主持人:人生充滿種種不同各樣的選擇)
[00:03:07.960 --> 00:03:10.720]  (主持人:人生當中充滿種種各種不同的選擇)
[00:03:10.720 --> 00:03:15.200]  (主持人:有一個統計我們平均每天做三百至五百個選擇)
[00:03:15.200 --> 00:03:18.720]  (主持人:有一個統計就是我們每天做三百到五百次選擇)
[00:03:18.720 --> 00:03:21.200]  (主持人:有人問美國總統奧巴馬)
[00:03:21.200 --> 00:03:24.880]  (主持人:為什麼你穿的西裝都是黑色和藍色呢?)
[00:03:24.880 --> 00:03:27.640]  (主持人:有人問美國前總統奧巴馬)
[00:03:27.640 --> 00:03:30.280]  (主持人:為什麼你穿的西裝都是黑色和藍色呢?)
[00:03:30.280 --> 00:03:32.440]  (主持人:他說我就是不想太多的選擇)
[00:03:32.440 --> 00:03:34.480]  (主持人:他說我就是不想有太多的選擇)
[00:03:34.480 --> 00:03:36.720]  (主持人:因為我每天要做的決擇已經太多了)
[00:03:36.720 --> 00:03:38.520]  (主持人:因為我每天要做的決定已經太多了)
[00:03:38.520 --> 00:03:42.560]  (主持人:早上雅各說告訴我們我們基督徒到底怎樣去做決定呢?)
[00:03:42.560 --> 00:03:48.120]  (主持人:今天早上我們的問題是我們基督徒到底怎樣做決定呢?)
[00:03:48.120 --> 00:03:53.400]  (主持人:雅各首先在這段經文裏面提了三個方向)
[00:03:53.400 --> 00:03:57.240]  (主持人:雅各首先在這段經文裏面提了三個方向)
[00:03:57.240 --> 00:04:00.000]  (主持人:他首先提出了那個問題是什麼?)
[00:04:00.000 --> 00:04:02.440]  (主持人:他首先提出了這個問題是什麼?)
[00:04:02.440 --> 00:04:04.720]  (主持人:然後給我們一個指示)
[00:04:04.720 --> 00:04:06.600]  (主持人:然後就給我們做了指示)
[00:04:06.600 --> 00:04:09.280]  (主持人:最後就給我們上帝的應許)
[00:04:09.280 --> 00:04:12.600]  (主持人:最後就給我們上帝的應許)
[00:04:12.600 --> 00:04:15.160]  (主持人:首先我們看一下那個問題是什麼?)
[00:04:15.160 --> 00:04:17.120]  (主持人:首先我們看一下問題是什麼?)
[00:04:17.120 --> 00:04:18.800]  (主持人:大家又要填格仔了)
[00:04:18.800 --> 00:04:21.440]  (主持人:大家要填表格了)
[00:04:21.440 --> 00:04:23.320]  (主持人:在聖經裏面提到說)
[00:04:23.320 --> 00:04:28.360]  (主持人:「心懷義的人在一切所行的路上都沒有定見」)
[00:04:28.360 --> 00:04:29.480]  (主持人:在聖經裏面就是說)
[00:04:29.480 --> 00:04:33.360]  (主持人:「心懷二義的人在他一切所行的路上都沒有定見」)
[00:04:33.360 --> 00:04:35.320]  (主持人:其實在希臘文教裏面)
[00:04:35.320 --> 00:04:36.520]  (主持人:其實在希臘文裏面)
[00:04:36.520 --> 00:04:40.000]  (主持人:「心懷二義」這個字是兩面的靈魂)
[00:04:40.000 --> 00:04:43.760]  (主持人:「心懷二義」這個詞的意思是兩面的靈魂)
[00:04:43.760 --> 00:04:46.640]  (主持人:或者是兩個方向的分離)
[00:04:46.640 --> 00:04:48.520]  (主持人:或者是兩個方向的分離)
[00:04:48.520 --> 00:04:49.920]  (主持人:或者是分開的忠誠)
[00:04:49.920 --> 00:04:51.160]  (主持人:或者是分開的忠誠)
[00:04:51.160 --> 00:04:52.960]  (主持人:分開的優先次序)
[00:04:52.960 --> 00:04:54.120]  (主持人:分開的優先次序)
[00:04:54.120 --> 00:04:55.720]  (主持人:或者甚至是人格分裂)
[00:04:55.720 --> 00:04:57.360]  (主持人:或者甚至是人格分裂)
[00:04:57.360 --> 00:04:59.560]  (主持人:整體的意思來說)
[00:04:59.560 --> 00:05:00.600]  (主持人:整體的意思來說)
[00:05:00.600 --> 00:05:07.760]  (主持人:就是說我們同時打算做兩個不同的決定)
[00:05:07.760 --> 00:05:13.280]  (主持人:就好像雙頭馬車分別向兩個不同的方向)
[00:05:13.280 --> 00:05:21.960]  (主持人:導致我們心裏面沒有辦法決定到底要依從哪一個決定)
[00:05:21.960 --> 00:05:25.240]  (主持人:「優柔寡斷」這個詞)
[00:05:25.240 --> 00:05:31.520]  (主持人:是出自韓非子王禎的典故)
[00:05:31.520 --> 00:05:35.600]  (主持人:顧名思義是指一些滅亡的象徵或者徵兆)
[00:05:35.600 --> 00:05:38.920]  (主持人:顧名思義就是滅亡的象徵)
[00:05:38.920 --> 00:05:41.080]  (主持人:韓非子在這篇文章裏面提到)
[00:05:41.080 --> 00:05:45.760]  (主持人:一個國家將要滅亡的徵兆和跡象是甚麼呢)
[00:05:45.760 --> 00:05:48.000]  (主持人:韓非子在這篇文章中講到)
[00:05:48.000 --> 00:05:51.560]  (主持人:國家將要滅亡的象徵和跡象是甚麼呢)
[00:05:51.560 --> 00:06:01.520]  (主持人:韓非子提到是從政治、經濟、文化、軍事、外交等各方面深入考慮)
[00:06:01.520 --> 00:06:07.600]  (主持人:他就從政治、經濟、文化、軍事、外交等各方面深入考察)
[00:06:07.600 --> 00:06:09.880]  (主持人:去分析一個國家到底會不會滅亡)
[00:06:09.880 --> 00:06:11.720]  (主持人:他分析這個國家為甚麼會滅亡)
[00:06:11.720 --> 00:06:16.600]  (主持人:他說其中一個原因是處事遲緩而無成就)
[00:06:16.600 --> 00:06:19.800]  (主持人:他說其中一個原因就是處事遲緩而無成就)
[00:06:19.800 --> 00:06:22.600]  (主持人:行事柔弱而缺乏果斷)
[00:06:22.600 --> 00:06:24.840]  (主持人:行事柔弱而缺乏果斷)
[00:06:24.840 --> 00:06:27.760]  (主持人:喜好和憎惡都無法決定)
[00:06:27.760 --> 00:06:29.560]  (主持人:喜好和憎惡都無法決定)
[00:06:29.560 --> 00:06:31.120]  (主持人:沒有堅定的立場)
[00:06:31.120 --> 00:06:32.240]  (主持人:沒有堅定的立場)
[00:06:32.240 --> 00:06:34.200]  (主持人:他說這樣就招致滅亡了)
[00:06:34.200 --> 00:06:35.720]  (主持人:這樣就導致滅亡)
[00:06:35.720 --> 00:06:38.280]  (主持人:後來優柔寡斷這句成語)
[00:06:38.280 --> 00:06:39.760]  (主持人:後來優柔寡斷這句成語)
[00:06:39.760 --> 00:06:43.120]  (主持人:形容人做事行事猶豫)
[00:06:43.120 --> 00:06:51.840]  (主持人:不能當機立斷,我們經常說意而不決)
[00:06:51.840 --> 00:06:57.560]  (主持人:我們經常說意而不決,決而不行)
[00:06:57.560 --> 00:07:02.280]  (主持人:行行停停,最後就原地踏步)
[00:07:02.280 --> 00:07:07.720]  (主持人:有一次有一對小情人約會吃晚飯)
[00:07:07.720 --> 00:07:13.880]  (主持人:男生很體貼地問女生喜歡吃什麼)
[00:07:13.880 --> 00:07:17.960]  (主持人:通常女生都說隨便,無所謂)
[00:07:17.960 --> 00:07:21.560]  (主持人:男生說吃日本菜好不好)
[00:07:21.560 --> 00:07:25.800]  (主持人:男生說吃日本菜好不好)
[00:07:25.800 --> 00:07:29.320]  (主持人:不如我們去吃韓國燒烤)
[00:07:29.320 --> 00:07:33.720]  (主持人:你太太一定喜歡)
[00:07:33.720 --> 00:07:37.760]  (主持人:吃完全身都是燒烤味道)
[00:07:37.760 --> 00:07:41.560]  (主持人:不如我們去吃火鍋)
[00:07:41.560 --> 00:07:43.200]  (主持人:不如我們去吃火鍋)
[00:07:43.200 --> 00:07:46.640]  (主持人:上星期才吃過)
[00:07:46.640 --> 00:07:48.440]  (主持人:男朋友有什麼建議)
[00:07:48.440 --> 00:07:49.760]  (主持人:男朋友有什麼建議)
[00:07:49.760 --> 00:07:52.880]  (主持人:隨便,無所謂)
[00:07:52.880 --> 00:07:56.800]  (主持人:結果當晚不論吃什麼)
[00:07:56.800 --> 00:07:59.600]  (主持人:都未同酌辣,大家一肚子氣)
[00:07:59.600 --> 00:08:03.320]  (主持人:都是胃痛,焦辣,兩個人都是一肚子氣)
[00:08:03.320 --> 00:08:06.720]  (主持人:優柔寡斷,有時我們說不做決定)
[00:08:06.720 --> 00:08:08.920]  (主持人:都是一種逃避決定的方法)
[00:08:08.920 --> 00:08:22.560]  (主持人:心懷異議不單止具備那種破壞力)
[00:08:22.560 --> 00:08:30.720]  (主持人:而且我們不斷糾纏在做決定的心路歷程中)
[00:08:30.720 --> 00:08:34.360]  (主持人:人就變得一種內耗,我們經常說)
[00:08:34.360 --> 00:08:38.480]  (主持人:人就變得非常內耗無力)
[00:08:38.480 --> 00:08:40.800]  (主持人:在聖經裏面提到很多地方)
[00:08:40.800 --> 00:08:42.960]  (主持人:在聖經裏面提到很多地方)
[00:08:42.960 --> 00:08:45.480]  (主持人:將這個詞翻譯成困惑)
[00:08:45.480 --> 00:08:47.400]  (主持人:將這個詞翻譯成困惑)
[00:08:47.400 --> 00:08:52.000]  (主持人:可以形容一個描述東歪西倒)
[00:08:52.000 --> 00:08:54.160]  (主持人:描述一個東西東倒西歪)
[00:08:54.160 --> 00:08:57.600]  (主持人:好像一個醉漢快要跌倒)
[00:08:57.600 --> 00:09:00.160]  (主持人:就好像一個醉漢要摔倒一樣)
[00:09:00.160 --> 00:09:04.080]  (主持人:所以如果用這個意思代入心懷異議)
[00:09:04.080 --> 00:09:07.720]  (主持人:如果用這個意思來解釋心懷異議)
[00:09:07.720 --> 00:09:10.640]  (主持人:他說你們心懷異議沒有辦法做出決定)
[00:09:10.640 --> 00:09:13.200]  (主持人:他說你們心懷異議就沒有辦法做出決定)
[00:09:13.200 --> 00:09:17.520]  (主持人:就好像一個醉漢處於一個不正常的精神狀態)
[00:09:17.520 --> 00:09:19.960]  (主持人:就好像一個醉漢處於一個不正常的精神狀態)
[00:09:19.960 --> 00:09:23.080]  (主持人:就導致你生活出現很多不穩定和混亂)
[00:09:23.080 --> 00:09:25.960]  (主持人:就導致你生活出現很多不穩定和混亂)
