
[00:00:00.000 --> 00:00:05.860]  有一個加州的牧師去到市中心單單開會
[00:00:05.860 --> 00:00:08.120]  這位牧師已經遲到了
[00:00:08.120 --> 00:00:12.000]  他在街上不知轉了多少個圈
[00:00:12.000 --> 00:00:15.120]  都還是找不到泊車位
[00:00:15.120 --> 00:00:17.160]  開會的時間又到了
[00:00:17.160 --> 00:00:25.260]  於是他就唯有把車泊在一個不准泊車的位置上
[00:00:25.260 --> 00:00:26.760]  剛離開的時候
[00:00:26.760 --> 00:00:29.160]  他寫下了一張便條
[00:00:29.160 --> 00:00:30.600]  放在水壺下面
[00:00:30.600 --> 00:00:35.700]  他心想萬一有警察抄牌的時候
[00:00:35.700 --> 00:00:40.100]  他可以意圖去賄賂一下
[00:00:40.100 --> 00:00:42.000]  又或者說得好聽一點
[00:00:42.000 --> 00:00:45.500]  是去感動這位警察
[00:00:45.500 --> 00:00:48.600]  他在字條上面這樣寫
[00:00:48.600 --> 00:00:53.300]  我已經在這個blog裡面轉了很多次
[00:00:53.300 --> 00:00:55.800]  超過10次
[00:00:55.800 --> 00:00:58.000]  還是找不到位
[00:00:58.000 --> 00:01:00.400]  我一定要準時開這個會
[00:01:00.400 --> 00:01:05.700]  否則我天上的boss不會放過我
[00:01:05.700 --> 00:01:10.300]  警察先生 請你記住
[00:01:10.300 --> 00:01:14.500]  免我們的債如同免了人的債
[00:01:14.500 --> 00:01:17.000]  多謝
[00:01:17.000 --> 00:01:18.800]  當他開完會
[00:01:18.800 --> 00:01:21.600]  睡在他的車上的時候
[00:01:21.600 --> 00:01:26.200]  他發現有一張牛肉桿夾在水壺下面
[00:01:26.200 --> 00:01:29.700]  旁邊又有一張字條
[00:01:29.700 --> 00:01:31.500]  上面寫著
[00:01:31.500 --> 00:01:36.700]  我已經在這幾個blog轉了超過10年
[00:01:36.700 --> 00:01:39.100]  如果我不抄你牌的話
[00:01:39.100 --> 00:01:44.500]  我實在很難向我地上的boss交代
[00:01:44.500 --> 00:01:47.100]  他也不會放過我
[00:01:47.100 --> 00:01:50.600]  警察先生 請你記住
[00:01:50.600 --> 00:01:57.000]  不叫我們遇見試探
[00:01:57.000 --> 00:02:00.900]  主土文一共有九句
[00:02:00.900 --> 00:02:04.700]  第一句是開端 一個稱呼
[00:02:04.700 --> 00:02:07.900]  我們在天上的乎
[00:02:07.900 --> 00:02:11.000]  第二到第四句是三個願望
[00:02:11.000 --> 00:02:12.800]  是為神
[00:02:12.800 --> 00:02:15.700]  願人都尊你的名為聖
[00:02:15.700 --> 00:02:18.200]  願你的國降臨
[00:02:18.200 --> 00:02:20.600]  願你的旨意行在地上
[00:02:20.600 --> 00:02:23.700]  如同行在天上
[00:02:23.700 --> 00:02:26.600]  第五到第八句是三個祈求
[00:02:26.600 --> 00:02:29.200]  是為我們自己
[00:02:29.200 --> 00:02:31.000]  我們日用的飲食
[00:02:31.000 --> 00:02:33.800]  今日賜給我們
[00:02:33.800 --> 00:02:37.700]  免我們的債如同我們免了人的債
[00:02:37.700 --> 00:02:39.800]  不叫我們遇見試探
[00:02:39.800 --> 00:02:42.700]  救我們脫離兇惡
[00:02:42.700 --> 00:02:47.900]  第九句是一個重讚 是總結
[00:02:47.900 --> 00:02:50.100]  因為國道權並榮耀
[00:02:50.100 --> 00:02:55.400]  全是你的直到永遠
[00:02:55.400 --> 00:02:58.200]  今日我們講的是主土文
[00:02:58.200 --> 00:03:03.200]  三個祈求之中的第三個祈求
[00:03:03.200 --> 00:03:07.500]  不叫我們遇見試探
[00:03:07.500 --> 00:03:10.400]  很多基督徒分不清楚
[00:03:10.400 --> 00:03:14.300]  試探和試煉的分別
[00:03:14.300 --> 00:03:17.300]  試探是出於魔鬼
[00:03:17.300 --> 00:03:21.100]  試煉是來自神
[00:03:21.100 --> 00:03:25.900]  《雅各書》一章十三到十四節
[00:03:25.900 --> 00:03:29.500]  人被試探不可說我是被神試探
[00:03:29.500 --> 00:03:32.700]  因為神不能被惡試探
[00:03:32.700 --> 00:03:34.800]  他也不試探人
[00:03:34.800 --> 00:03:39.600]  但各人被試探乃是被自己的私慾
[00:03:39.600 --> 00:03:43.500]  天人誘惑的
[00:03:43.500 --> 00:03:46.800]  神不試探人
[00:03:46.800 --> 00:03:50.000]  神卻是試煉人
[00:03:50.000 --> 00:03:52.700]  就好像一個金匠銀匠
[00:03:52.700 --> 00:03:55.600]  煉他的金銀一樣
[00:03:55.600 --> 00:04:00.400]  為了要使金銀更加的純淨
[00:04:00.400 --> 00:04:03.400]  更加的寶貴
[00:04:03.400 --> 00:04:06.500]  以《長雅書》一章二十五節
[00:04:06.500 --> 00:04:09.000]  我要煉盡你的渣子
[00:04:09.000 --> 00:04:13.200]  除盡你的雜質
[00:04:13.200 --> 00:04:15.800]  魔鬼試探人
[00:04:15.800 --> 00:04:20.500]  是為了要使人犯罪跌倒
[00:04:20.500 --> 00:04:22.100]  神試煉人
[00:04:22.100 --> 00:04:25.200]  卻是要使人更加的堅強
[00:04:25.200 --> 00:04:27.800]  更加的聖潔
[00:04:27.800 --> 00:04:30.000]  人如果肯站在神那邊
[00:04:30.000 --> 00:04:32.300]  抵擋魔鬼的試探
[00:04:32.300 --> 00:04:37.300]  就可以將試探變成試煉
[00:04:37.300 --> 00:04:41.500]  約伯本來是受到魔鬼的攻擊
[00:04:41.500 --> 00:04:45.700]  魔鬼希望藉著一連串的天災人禍
[00:04:45.700 --> 00:04:50.200]  家破人亡來使到約伯心灰意冷
[00:04:50.200 --> 00:04:52.100]  離棄上帝
[00:04:52.100 --> 00:04:55.200]  但是約伯始終不以口犯罪
[00:04:55.200 --> 00:04:57.600]  不對神不忠
[00:04:57.600 --> 00:05:00.700]  他說賞賜的是耶和華
[00:05:00.700 --> 00:05:03.900]  收取的也是耶和華
[00:05:03.900 --> 00:05:08.600]  耶和華的名是應當稱重的
[00:05:08.600 --> 00:05:10.300]  他以這樣的立場
[00:05:10.300 --> 00:05:13.600]  將試探變成試煉
[00:05:13.600 --> 00:05:15.600]  而在這次試煉之中
[00:05:15.600 --> 00:05:17.700]  他更加認識神
[00:05:17.700 --> 00:05:20.800]  更加的親近神
[00:05:20.800 --> 00:05:26.100]  他更加認識自己的渺小 卑微
[00:05:26.100 --> 00:05:31.200]  於是在約伯記四十二章五到六節
[00:05:31.200 --> 00:05:35.200]  他說 我從前風聞有理
[00:05:35.200 --> 00:05:37.400]  現在親眼看見你
[00:05:37.400 --> 00:05:39.800]  因此我厭惡自己
[00:05:39.800 --> 00:05:44.600]  在塵土和爐灰中懊悔
[00:05:44.600 --> 00:05:46.600]  經過了這一次的試探
[00:05:46.600 --> 00:05:51.100]  也是試煉他變得更加的堅強
[00:05:51.100 --> 00:05:56.100]  更滿足神的心
[00:05:56.100 --> 00:06:00.300]  有一艘船在密西西比河上擱淺了
[00:06:00.300 --> 00:06:04.200]  船長沒有辦法使這艘船脫離困境
[00:06:04.200 --> 00:06:09.900]  最後有一個大隻的 粗壯的 結實的人來到船上
[00:06:09.900 --> 00:06:11.600]  他說 船長
[00:06:11.600 --> 00:06:17.300]  你是不是想要找一個駕駛員使你能夠脫離這個困境呢?
[00:06:17.300 --> 00:06:20.400]  船長問他 你是駕駛員嗎?
[00:06:20.400 --> 00:06:24.800]  那個人說 嗯 其他人是這樣叫我的
[00:06:24.800 --> 00:06:30.000]  船長說 你知道礁石和沙洲在哪裡嗎?
[00:06:30.000 --> 00:06:32.800]  那個人回答說 我不知道
[00:06:32.800 --> 00:06:34.900]  船長說 既然你不知道
[00:06:34.900 --> 00:06:38.000]  哪裡有隱藏的礁石和沙洲
[00:06:38.000 --> 00:06:43.000]  那你怎樣可以使我們脫離險境呢?
[00:06:43.000 --> 00:06:45.000]  那個人回答說
[00:06:45.000 --> 00:06:50.400]  但是我知道什麼地方沒有這些礁石和沙洲
[00:06:50.400 --> 00:06:52.300]  我們走的那些路
[00:06:52.300 --> 00:07:00.800]  豈不是更加的安全 更加暢順 更加平安呢?
[00:07:00.800 --> 00:07:04.700]  不叫我們遇見試探
[00:07:04.700 --> 00:07:07.700]  我們的主教我們這樣禱告
[00:07:07.700 --> 00:07:12.700]  我們的本性是軟弱而且是充滿罪惡
[00:07:12.700 --> 00:07:18.300]  所以與其求主在我們落入試探之中的時候
[00:07:18.300 --> 00:07:20.300]  給我們抵擋的力量
[00:07:20.300 --> 00:07:28.400]  倒不如求主不叫我們遇見試探
[00:07:28.400 --> 00:07:33.500]  不叫我們遇見試探就正正是這個意思
[00:07:33.500 --> 00:07:36.700]  按照原文和英文的翻譯
[00:07:36.700 --> 00:07:40.900]  都是不要叫我們進入 跌入
[00:07:40.900 --> 00:07:43.900]  或者陷入試探當中
[00:07:43.900 --> 00:07:48.800]  意思就是求神教我們怎樣避開試探
[00:07:48.800 --> 00:07:53.300]  就好像避開那些暗暗的礁石和沙洲一樣
[00:07:53.300 --> 00:07:56.300]  不要讓我們的心靈 意念
[00:07:56.300 --> 00:08:01.100]  陷入撒旦和罪惡的牽引誘惑當中
[00:08:01.100 --> 00:08:06.900]  也就是不要讓撒旦的試探 罪惡的引誘
[00:08:06.900 --> 00:08:09.000]  進入到我們的心靈
[00:08:09.000 --> 00:08:11.100]  擾亂我們的心靈
[00:08:11.100 --> 00:08:12.800]  這是保守我們的心靈
[00:08:12.800 --> 00:08:20.600]  不受到撒旦和罪惡危害的第一道防線
[00:08:20.600 --> 00:08:24.900]  不叫我們遇見試探
[00:08:24.900 --> 00:08:29.600]  舉一個更加明白的例子
[00:08:29.600 --> 00:08:36.700]  Dennis Rainey是一個寫了很多本關於家庭關係的書的一個作者
[00:08:36.700 --> 00:08:40.300]  在很多年前在一個全美國的會議上面
