
[00:00:00.000 --> 00:00:02.000]  各位警政協會平安
[00:00:02.000 --> 00:00:05.000]  我們今天繼續思想耳塞學書的訊息
[00:00:05.000 --> 00:00:07.000]  我們記得上個星期我們提到
[00:00:07.000 --> 00:00:10.000]  凡等候耶和華的必從心得力
[00:00:10.000 --> 00:00:12.000]  因為祂是我們的力量
[00:00:12.000 --> 00:00:14.000]  是我們的幫助
[00:00:14.000 --> 00:00:15.000]  我們大家再一起祈禱
[00:00:15.000 --> 00:00:17.000]  我們再思想今天的經文
[00:00:17.000 --> 00:00:23.000]  創造天地的主
[00:00:23.000 --> 00:00:27.000]  滿有能力滿有慈愛的上帝
[00:00:27.000 --> 00:00:30.000]  主啊祢 勉勵我們的心
[00:00:30.000 --> 00:00:33.000]  不要怕 只要相信
[00:00:33.000 --> 00:00:38.000]  因為祢是慈愛 祢是愛我們的上帝
[00:00:38.000 --> 00:00:40.000]  主啊我們今天感謝祢
[00:00:40.000 --> 00:00:43.000]  讓我們能夠到祢的根前
[00:00:43.000 --> 00:00:45.000]  主啊我們知道每一次的敬拜
[00:00:45.000 --> 00:00:48.000]  也是叫我們蒙恩的時刻
[00:00:48.000 --> 00:00:51.000]  主啊我們等候在祢的面前
[00:00:51.000 --> 00:00:53.000]  求祢再次接到祢的說話
[00:00:53.000 --> 00:00:56.000]  親自來指教我們
[00:00:56.000 --> 00:00:57.000]  開我們的眼睛
[00:00:57.000 --> 00:00:59.000]  看到祢自己的偉大
[00:00:59.000 --> 00:01:00.000]  讓我們更加知道
[00:01:00.000 --> 00:01:03.000]  在一切事實上面來到順靠祢
[00:01:03.000 --> 00:01:06.000]  如今求祢聖靈引導我們的心思
[00:01:06.000 --> 00:01:08.000]  領受祢自己的真理
[00:01:08.000 --> 00:01:10.000]  我們仰望祈禱
[00:01:10.000 --> 00:01:12.000]  奉耶穌基督的聖名求
[00:01:12.000 --> 00:01:18.000]  我們回到聖經耳塞學書第41章的經文
[00:01:18.000 --> 00:01:22.000]  在看聖經之前
[00:01:22.000 --> 00:01:26.000]  我想跟大家稍微分享幾件事情
[00:01:26.000 --> 00:01:28.000]  就是剛剛在過去一個星期
[00:01:28.000 --> 00:01:31.000]  我自己有機會在泰國參加一個會議
[00:01:31.000 --> 00:01:36.000]  這個是世界宣導團契的四年一次的大會
[00:01:36.000 --> 00:01:39.000]  五十多個國家的宣導會的代表一齊聚集
[00:01:39.000 --> 00:01:41.000]  三百多人一齊來分享
[00:01:41.000 --> 00:01:43.000]  神在各地的工作
[00:01:43.000 --> 00:01:45.000]  也都一起關心宣教的事情
[00:01:45.000 --> 00:01:48.000]  其中有一個目者分享的時候
[00:01:48.000 --> 00:01:50.000]  我們特別深刻的
[00:01:50.000 --> 00:01:53.000]  就是來自敘利亞的宣導會的牧師
[00:01:53.000 --> 00:01:56.000]  大家知道敘利亞發生了什麼事情
[00:01:56.000 --> 00:01:59.000]  當他站上台的時候主席就介紹
[00:01:59.000 --> 00:02:03.000]  這位牧師仍然在敘利亞服侍
[00:02:03.000 --> 00:02:06.000]  沒有離開自己的家園
[00:02:06.000 --> 00:02:08.000]  這位牧師說
[00:02:08.000 --> 00:02:11.000]  在這段時間裡面其實幾年之前
[00:02:11.000 --> 00:02:14.000]  教會已經不斷為教會復興祈禱
[00:02:14.000 --> 00:02:16.000]  求聖興起教會
[00:02:16.000 --> 00:02:20.000]  但是接著發生的事情令到他們很疑惑
[00:02:20.000 --> 00:02:24.000]  為什麼會反而有這麼多內戰的事情發生
[00:02:24.000 --> 00:02:27.000]  他們不明白為什麼會有這麼多事情
[00:02:27.000 --> 00:02:30.000]  甚至連很多弟兄姊妹的家庭
[00:02:30.000 --> 00:02:32.000]  都受到破壞
[00:02:32.000 --> 00:02:34.000]  很多傷亡的事情
[00:02:34.000 --> 00:02:36.000]  在他們疑惑的時候
[00:02:36.000 --> 00:02:39.000]  他們就很感受到哈伯谷先知所說的話
[00:02:39.000 --> 00:02:42.000]  哈伯谷先知就向神說
[00:02:42.000 --> 00:02:46.000]  我們呼求祢,祢不應允
[00:02:46.000 --> 00:02:49.000]  要到幾時呢?
[00:02:49.000 --> 00:02:51.000]  他就說在那段日子上
[00:02:51.000 --> 00:02:54.000]  神都問神要到幾時呢?
[00:02:54.000 --> 00:02:57.000]  但好像沒有答案
[00:02:57.000 --> 00:03:00.000]  在那個時候他們沒有因此放棄祈禱
[00:03:00.000 --> 00:03:02.000]  反而他們更加
[00:03:02.000 --> 00:03:04.000]  這麼多間教會他們就輪流
[00:03:04.000 --> 00:03:08.000]  有一個24小時輪流的祈禱會
[00:03:08.000 --> 00:03:11.000]  一直為國家為教會祈禱
[00:03:11.000 --> 00:03:14.000]  當他們在困難的情況之下
[00:03:14.000 --> 00:03:18.000]  他們留心到神很多奇妙的工作出現了
[00:03:18.000 --> 00:03:21.000]  看到神很多處境裏面
[00:03:21.000 --> 00:03:23.000]  很特別地保護著他們
[00:03:23.000 --> 00:03:25.000]  沒錯,有些弟兄姊妹會受傷害
[00:03:25.000 --> 00:03:29.000]  但也有很多人在過程當中經歷神的保守
[00:03:29.000 --> 00:03:31.000]  他們說到教會開祈禱會
[00:03:31.000 --> 00:03:34.000]  祈禱會之後15分鐘
[00:03:34.000 --> 00:03:38.000]  突然在旁邊有一個大炸彈爆發
[00:03:38.000 --> 00:03:41.000]  但感謝神當時弟兄姊妹已經散走了
[00:03:41.000 --> 00:03:44.000]  如果早15分鐘就有很多人傷亡
[00:03:44.000 --> 00:03:46.000]  很多個別弟兄姊妹都說到
[00:03:46.000 --> 00:03:49.000]  本來會遇到一些危難
[00:03:49.000 --> 00:03:52.000]  但突然又避開了
[00:03:52.000 --> 00:03:54.000]  他們在數算的時候就體會到
[00:03:54.000 --> 00:03:56.000]  其實神在當中
[00:03:56.000 --> 00:03:59.000]  在很明顯的情況之下
[00:03:59.000 --> 00:04:01.000]  來保守著他們
[00:04:01.000 --> 00:04:02.000]  同樣他們發覺
[00:04:02.000 --> 00:04:05.000]  他們旁邊很多穆斯林的同胞
[00:04:05.000 --> 00:04:08.000]  有不少走來教會
[00:04:08.000 --> 00:04:12.000]  一位穿著黑罩袍的女士來到教會之後
[00:04:12.000 --> 00:04:14.000]  跟穆斯林說
[00:04:14.000 --> 00:04:17.000]  我第一次感覺自己去了天堂
[00:04:17.000 --> 00:04:20.000]  一種很特別的平安在我裏面
[00:04:20.000 --> 00:04:21.000]  然後她就說
[00:04:21.000 --> 00:04:23.000]  我相信有一位神
[00:04:23.000 --> 00:04:26.000]  這位神應該不會叫我們去殺人
[00:04:26.000 --> 00:04:30.000]  然後她的心就開始尋求耶穌
[00:04:30.000 --> 00:04:31.000]  很多人都經歷
[00:04:31.000 --> 00:04:33.000]  當這位穆斯林說的時候
[00:04:33.000 --> 00:04:35.000]  她說我們知道
[00:04:35.000 --> 00:04:38.000]  上帝仍然在我們中間
[00:04:38.000 --> 00:04:41.000]  她說當我們憑著信心來祈禱的時候
[00:04:41.000 --> 00:04:44.000]  不一定即時找到答案
[00:04:44.000 --> 00:04:46.000]  但跟著她說
[00:04:46.000 --> 00:04:48.000]  她說在信心裏面
[00:04:48.000 --> 00:04:51.000]  我們找到平安
[00:04:51.000 --> 00:04:53.000]  在那個環境裏面
[00:04:53.000 --> 00:04:54.000]  他們仍然感受到
[00:04:54.000 --> 00:04:57.000]  上帝將那份平安賜給他們
[00:04:57.000 --> 00:04:59.000]  當我望著這位穆斯林的時候
[00:04:59.000 --> 00:05:00.000]  我的心就想
[00:05:00.000 --> 00:05:05.000]  祂不是一個來自平安的環境的穆斯林
[00:05:05.000 --> 00:05:06.000]  而祂竟然說
[00:05:06.000 --> 00:05:07.000]  在信心裏面
[00:05:07.000 --> 00:05:09.000]  祂找到平安
