
[00:00:00.000 --> 00:00:03.000]  很高興再在講台跟大家見面
[00:00:03.000 --> 00:00:09.000]  大家知道一直都是看馬可福音
[00:00:09.000 --> 00:00:14.000]  終於看完第一章 現在看第二章
[00:00:14.000 --> 00:00:21.000]  大家知道馬可福音最主要的訊息是甚麼呢
[00:00:21.000 --> 00:00:29.000]  我先前說過 它要宣揚主耶穌基督的權柄
[00:00:30.000 --> 00:00:34.000]  它是在四福音之中比較短的一篇
[00:00:34.000 --> 00:00:42.000]  它沒有很詳細的講耶穌的事蹟
[00:00:42.000 --> 00:00:48.000]  但它將最重要的一件事表達了出來
[00:00:48.000 --> 00:00:54.000]  就是主耶穌基督是滿有權柄的
[00:00:58.000 --> 00:01:01.000]  我們從馬可福音一開始看到耶穌受洗
[00:01:01.000 --> 00:01:05.000]  天打開
[00:01:05.000 --> 00:01:08.000]  說這是我的愛子
[00:01:08.000 --> 00:01:12.000]  讓我們看到這是神的兒子
[00:01:12.000 --> 00:01:15.000]  祂不是一個普通的人
[00:01:15.000 --> 00:01:17.000]  祂不是一個普通的先知
[00:01:17.000 --> 00:01:20.000]  祂也不是一個普通的老師
[00:01:20.000 --> 00:01:22.000]  祂是神的兒子
[00:01:24.000 --> 00:01:30.000]  祂一開始就告訴我們 認定了耶穌的權柄和位置
[00:01:30.000 --> 00:01:37.000]  然後耶穌受試探
[00:01:37.000 --> 00:01:40.000]  勝過魔鬼
[00:01:40.000 --> 00:01:45.000]  祂沒有落入魔鬼試探的網絡裡
[00:01:45.000 --> 00:01:52.000]  反而祂用聖經的說話贏了這場屬靈的戰爭
[00:01:55.000 --> 00:01:56.000]  是滿有權柄
[00:01:56.000 --> 00:02:00.000]  連魔鬼祂也可以打退
[00:02:00.000 --> 00:02:04.000]  然後祂召幾個門徒
[00:02:04.000 --> 00:02:09.000]  大家記得有彼得
[00:02:09.000 --> 00:02:11.000]  有安德烈
[00:02:11.000 --> 00:02:13.000]  有雅各
[00:02:13.000 --> 00:02:15.000]  還有約翰
[00:02:15.000 --> 00:02:17.000]  本來是打羽的
[00:02:17.000 --> 00:02:20.000]  耶穌跟他們說來跟從我
[00:02:22.000 --> 00:02:24.000]  他們就立刻放下所有東西去跟從祂
[00:02:24.000 --> 00:02:30.000]  這也是滿有權柄的
[00:02:30.000 --> 00:02:37.000]  他們正在工作
[00:02:37.000 --> 00:02:41.000]  突然就把所有東西都丟下
[00:02:41.000 --> 00:02:44.000]  跟從了耶穌去了
[00:02:44.000 --> 00:02:47.000]  你說耶穌的權柄有多大
[00:02:47.000 --> 00:02:49.000]  祂說你跟從我
[00:02:51.000 --> 00:02:52.000]  他們沒有問去哪裏
[00:02:52.000 --> 00:02:54.000]  沒有問祂去哪裏
[00:02:54.000 --> 00:02:56.000]  也沒有問祂跟你去哪裏
[00:02:56.000 --> 00:02:59.000]  也沒有問祂跟你做什麼
[00:02:59.000 --> 00:03:02.000]  也沒有問祂去多久
[00:03:02.000 --> 00:03:04.000]  他們就放下所有東西
[00:03:04.000 --> 00:03:07.000]  跟從了耶穌
[00:03:07.000 --> 00:03:09.000]  跟著耶穌去趕鬼
[00:03:09.000 --> 00:03:12.000]  連鬼也要聽祂的話
[00:03:12.000 --> 00:03:16.000]  這是滿有權柄的
[00:03:16.000 --> 00:03:19.000]  耶穌醫病
[00:03:21.000 --> 00:03:22.000]  病一摸就康復了
[00:03:22.000 --> 00:03:27.000]  不關病人本身的信心問題
[00:03:27.000 --> 00:03:31.000]  不關病人祈禱了多久
[00:03:31.000 --> 00:03:36.000]  上星期說
[00:03:36.000 --> 00:03:38.000]  這個醫治是絕對性的
[00:03:38.000 --> 00:03:42.000]  不會說病康復一半
[00:03:42.000 --> 00:03:45.000]  這個醫治是立刻的
[00:03:45.000 --> 00:03:49.000]  不會說過幾天才康復
[00:03:52.000 --> 00:03:53.000]  是馬上就康復了
[00:03:53.000 --> 00:03:55.000]  跟我們今天祈禱醫病是很不同的
[00:03:55.000 --> 00:03:58.000]  因為耶穌就是神
[00:03:58.000 --> 00:04:01.000]  是滿有權柄的
[00:04:01.000 --> 00:04:04.000]  耶穌出來傳道
[00:04:04.000 --> 00:04:06.000]  祂說了哪句話還記得嗎
[00:04:06.000 --> 00:04:10.000]  我們來看馬可福音
[00:04:10.000 --> 00:04:12.000]  第一章十四節
[00:04:12.000 --> 00:04:19.000]  大家聽我讀就好了
[00:04:20.000 --> 00:04:21.000]  耶穌一開始就說
[00:04:21.000 --> 00:04:24.000]  祂說日期滿了
[00:04:24.000 --> 00:04:26.000]  神的國近了
[00:04:26.000 --> 00:04:27.000]  你們要悔改
[00:04:27.000 --> 00:04:28.000]  順福音
[00:04:28.000 --> 00:04:34.000]  就是單單四句說話
[00:04:34.000 --> 00:04:37.000]  單單四句說話
[00:04:37.000 --> 00:04:38.000]  是滿有權柄的
[00:04:38.000 --> 00:04:42.000]  祂知道日期滿了
[00:04:42.000 --> 00:04:46.000]  祂為什麼會知道
[00:04:46.000 --> 00:04:48.000]  因為祂是神
[00:04:49.000 --> 00:04:50.000]  祂知道天國近了
[00:04:50.000 --> 00:04:53.000]  為什麼祂會知道
[00:04:53.000 --> 00:04:55.000]  因為祂不是普通人
[00:04:55.000 --> 00:04:57.000]  因為祂是神
[00:04:57.000 --> 00:04:59.000]  為什麼祂有權柄
[00:04:59.000 --> 00:05:01.000]  叫人們悔改
[00:05:01.000 --> 00:05:04.000]  為什麼叫人們信福音
[00:05:04.000 --> 00:05:07.000]  祂的能力從哪裡來
[00:05:07.000 --> 00:05:10.000]  祂的能力從神而來
[00:05:10.000 --> 00:05:12.000]  這個告訴我們
[00:05:12.000 --> 00:05:13.000]  耶穌是滿有權柄的
[00:05:17.000 --> 00:05:19.000]  我們特別看福音
[00:05:19.000 --> 00:05:23.000]  特別看到義人與罪人的關係
[00:05:23.000 --> 00:05:30.000]  就是耶穌這次去召另外一個門徒
[00:05:30.000 --> 00:05:34.000]  這個門徒叫利微
[00:05:34.000 --> 00:05:37.000]  我們還沒說這件事之前
[00:05:37.000 --> 00:05:41.000]  我們來看看什麼是義人
[00:05:41.000 --> 00:05:43.000]  什麼是罪人
[00:05:47.000 --> 00:05:48.000]  義人這個字是好人
[00:05:48.000 --> 00:05:53.000]  義人這個字就是說好人
[00:05:53.000 --> 00:05:55.000]  其實可以從三個不同的角度
[00:05:55.000 --> 00:05:57.000]  去看義人和罪人
[00:05:57.000 --> 00:05:59.000]  可以從三個角度來看
[00:05:59.000 --> 00:06:01.000]  一個是所謂的普世的角度
[00:06:01.000 --> 00:06:06.000]  一個是猶太人的角度
[00:06:06.000 --> 00:06:09.000]  另一個就是新約的角度
[00:06:09.000 --> 00:06:13.000]  三個不同的角度去看義人與罪人
[00:06:16.000 --> 00:06:17.000]  一個普世的角度是怎麼看的
[00:06:17.000 --> 00:06:20.000]  就是你完全對宗教沒有認識的
[00:06:20.000 --> 00:06:24.000]  我跟你說什麼是義人
[00:06:24.000 --> 00:06:27.000]  義人我們很少說這件事
[00:06:27.000 --> 00:06:29.000]  什麼是好人呢
