
[00:00:00.000 --> 00:00:02.000]  我們一起祈禱
[00:00:02.000 --> 00:00:04.000]  我們天父我們多謝祢
[00:00:04.000 --> 00:00:08.000]  祢將祢的聖經放在我們當中
[00:00:08.000 --> 00:00:10.000]  我們都更加多謝祢
[00:00:10.000 --> 00:00:12.000]  因為祢在每一個時代裏面
[00:00:12.000 --> 00:00:16.000]  都興起了一班熱愛聖經的
[00:00:16.000 --> 00:00:20.000]  無論是年青人又或者是成年人
[00:00:20.000 --> 00:00:23.000]  祢讓他們沉迷於祢的聖經裏面
[00:00:23.000 --> 00:00:25.000]  祢願他們的生命
[00:00:25.000 --> 00:00:29.000]  完全是被祢的聖經所掌控
[00:00:29.000 --> 00:00:32.000]  他們期待的不是生命的
[00:00:32.000 --> 00:00:35.000]  生活裏面的一些成就或者成功
[00:00:35.000 --> 00:00:37.000]  他們期待著
[00:00:37.000 --> 00:00:40.000]  聖經裏面每一個語言的成就
[00:00:40.000 --> 00:00:43.000]  就算我們今天要讀的獵王記
[00:00:43.000 --> 00:00:46.000]  雖然是一個非常黑暗的時代裏面
[00:00:46.000 --> 00:00:51.000]  但是作者仍然是抱著盼望
[00:00:51.000 --> 00:00:54.000]  他是沉迷聖經的一個作者
[00:00:54.000 --> 00:01:00.000]  他是等待救主天國來臨的一個信徒
[00:01:00.000 --> 00:01:04.000]  幫助我們活在舊約的世界裏面
[00:01:04.000 --> 00:01:08.000]  也都通過獵王記指向新約
[00:01:08.000 --> 00:01:10.000]  現在他回到來
[00:01:10.000 --> 00:01:13.000]  在新約裏面活出李寶貴的福音
[00:01:13.000 --> 00:01:15.000]  再次多謝祢給我們這段時間
[00:01:15.000 --> 00:01:20.000]  祝福我們一起研讀這本不容易讀的書
[00:01:20.000 --> 00:01:22.000]  讓我們有聰明智慧
[00:01:22.000 --> 00:01:26.000]  真的可以拿捏到這本書的精髓
[00:01:26.000 --> 00:01:27.000]  我們今天祈禱
[00:01:27.000 --> 00:01:28.000]  奉主耶穌基督明求
[00:01:28.000 --> 00:01:29.000]  阿們
[00:01:53.000 --> 00:01:54.000]  所以我們第九個講座
[00:01:54.000 --> 00:01:58.000]  我們講的是第十一本和第十二本的漫畫書
[00:01:58.000 --> 00:02:00.000]  舊約的漫畫書
[00:02:00.000 --> 00:02:03.000]  我們知道舊約和新約是不一樣的
[00:02:03.000 --> 00:02:05.000]  舊約是一個影子指向新約的實體
[00:02:05.000 --> 00:02:08.000]  舊約是那個樹的樹根
[00:02:08.000 --> 00:02:10.000]  新約是那個樹幹
[00:02:10.000 --> 00:02:12.000]  舊約是羔羊
[00:02:12.000 --> 00:02:14.000]  新約是十家
[00:02:14.000 --> 00:02:17.000]  所以你看到這些的時候
[00:02:17.000 --> 00:02:18.000]  今天我們最後的應用
[00:02:18.000 --> 00:02:21.000]  就不是君王與國度
[00:02:21.000 --> 00:02:23.000]  而是指向主耶穌基督
[00:02:23.000 --> 00:02:24.000]  因為時間關係
[00:02:24.000 --> 00:02:27.000]  我就不講普通平時講的那些晦氣話了
[00:02:27.000 --> 00:02:30.000]  因為這本書都頗複雜
[00:02:30.000 --> 00:02:33.000]  我們那個題目是
[00:02:33.000 --> 00:02:35.000]  墮落君王真排亡
[00:02:35.000 --> 00:02:36.000]  墮落君王真排亡
[00:02:36.000 --> 00:02:39.000]  我們其實要看的有四十七章的聖經
[00:02:39.000 --> 00:02:42.000]  是非常之頗長的
[00:02:42.000 --> 00:02:45.000]  我想你看看我這個總結的圖片裏面
[00:02:45.000 --> 00:02:47.000]  有些甚麼是特別的
[00:02:47.000 --> 00:02:52.000]  這幅圖畫是和這個很重要的名詞有關係
[00:02:52.000 --> 00:02:54.000]  叫Exile
[00:02:54.000 --> 00:03:00.000]  我們去到烈王記的最後後期的時候
[00:03:00.000 --> 00:03:03.000]  我們發現以色列人是秘魯
[00:03:03.000 --> 00:03:06.000]  秘魯先去亞述
[00:03:06.000 --> 00:03:09.000]  然後南國是秘魯巴比倫
[00:03:09.000 --> 00:03:13.000]  這個不是一個政治上的失敗這麼簡單
[00:03:13.000 --> 00:03:16.000]  而是上帝對他們罪惡的懲罰
[00:03:16.000 --> 00:03:17.000]  你明白嗎
[00:03:17.000 --> 00:03:21.000]  所以有些人在講甚麼香港秘魯那些
[00:03:21.000 --> 00:03:23.000]  我真的完全聽不明白
[00:03:23.000 --> 00:03:26.000]  因為香港人沒有和上帝納藥
[00:03:26.000 --> 00:03:29.000]  香港人不是因為甚麼秘魯
[00:03:29.000 --> 00:03:31.000]  完全不相干的東西
[00:03:31.000 --> 00:03:34.000]  聖經裏面講的秘魯是因為
[00:03:34.000 --> 00:03:36.000]  上帝和以色列人有納藥
[00:03:36.000 --> 00:03:39.000]  而以色列人背藥他們的罪的緣故
[00:03:39.000 --> 00:03:43.000]  上帝不是政治這麼簡單的一回事
[00:03:43.000 --> 00:03:46.000]  但是以色列人在犯罪
[00:03:46.000 --> 00:03:51.000]  以至最後去秘魯巴比倫的中間
[00:03:51.000 --> 00:03:55.000]  上帝興起了另外一班人叫先知
[00:03:55.000 --> 00:03:57.000]  這個很有意思
[00:03:57.000 --> 00:03:59.000]  因為如果你今天打開你的聖經
[00:03:59.000 --> 00:04:02.000]  我們的英文、中文聖經就會說
[00:04:02.000 --> 00:04:07.000]  我們的聖經的烈王記是在講歷史書
[00:04:07.000 --> 00:04:10.000]  但是如果你看猶太人的希伯來文的聖經
[00:04:10.000 --> 00:04:14.000]  烈王記是屬於先知書
[00:04:14.000 --> 00:04:17.000]  他們有先先知、後先知
[00:04:17.000 --> 00:04:19.000]  屬於先先知書
[00:04:19.000 --> 00:04:22.000]  我們都知道當中有很多重要先知
[00:04:22.000 --> 00:04:24.000]  有兩個你一定不認識
[00:04:24.000 --> 00:04:26.000]  以利亞和以利沙
[00:04:26.000 --> 00:04:27.000]  是吧
[00:04:27.000 --> 00:04:29.000]  上帝興起的書
[00:04:29.000 --> 00:04:31.000]  在整本書最後的問題
[00:04:31.000 --> 00:04:34.000]  或者他在post的一個問題
[00:04:34.000 --> 00:04:35.000]  就是葛亨
[00:04:35.000 --> 00:04:37.000]  我們還有沒有希望呢
[00:04:37.000 --> 00:04:39.000]  因為我們的國家已經滅亡了
[00:04:39.000 --> 00:04:41.000]  我們已經秘魯巴比倫
[00:04:41.000 --> 00:04:42.000]  你要知道
[00:04:42.000 --> 00:04:47.000]  我們相信寫烈王記的人是處於秘魯的狀態
[00:04:47.000 --> 00:04:49.000]  而在他們的世界裡面
[00:04:49.000 --> 00:04:52.000]  他們是沒有第十三本、第十四本書的
[00:04:52.000 --> 00:04:54.000]  他們在第十二本就停了
[00:04:54.000 --> 00:04:57.000]  然後他都不知道第十三本還有沒有出來
[00:04:57.000 --> 00:04:59.000]  更加不知道有新約這回事
[00:04:59.000 --> 00:05:02.000]  他們在秘魯的時候說
[00:05:02.000 --> 00:05:03.000]  我們現在知道自己壞了
[00:05:03.000 --> 00:05:05.000]  我們知道自己為什麼壞
[00:05:05.000 --> 00:05:06.000]  是因為我們的罪
[00:05:06.000 --> 00:05:08.000]  是因為我們的君王全部都是壞人
[00:05:08.000 --> 00:05:09.000]  OK
[00:05:09.000 --> 00:05:10.000]  問題就是說
[00:05:10.000 --> 00:05:12.000]  我們有沒有盼望
[00:05:12.000 --> 00:05:14.000]  上帝是不是還Alive
[00:05:14.000 --> 00:05:15.000]  Is God Still Alive
[00:05:15.000 --> 00:05:17.000]  上帝是不是還活著
[00:05:17.000 --> 00:05:19.000]  史詩記的作者的答案就是
[00:05:19.000 --> 00:05:21.000]  上帝當然活著
[00:05:21.000 --> 00:05:22.000]  為什麼呢
[00:05:22.000 --> 00:05:24.000]  因為在以利亞、以利沙的事供裡面
[00:05:24.000 --> 00:05:25.000]  你見到上帝活著
[00:05:25.000 --> 00:05:27.000]  甚至他會說
[00:05:27.000 --> 00:05:29.000]  你們之所以秘魯
[00:05:29.000 --> 00:05:31.000]  是證明了上帝活著
[00:05:31.000 --> 00:05:33.000]  如果上帝沒有活著
[00:05:33.000 --> 00:05:35.000]  你們可能不會被秘魯
[00:05:35.000 --> 00:05:39.000]  你可能很開心地在罪裡面打滾
[00:05:39.000 --> 00:05:41.000]  但是就是因為上帝是真實的
[00:05:41.000 --> 00:05:44.000]  所以你們會秘魯
[00:05:44.000 --> 00:05:45.000]  巴比奈
[00:05:45.000 --> 00:05:46.000]  OK
[00:05:46.000 --> 00:05:47.000]  你要看明這本書
[00:05:47.000 --> 00:05:49.000]  大概要知道一點點以色列人的歷史
[00:05:49.000 --> 00:05:52.000]  我們平時如果你在這裡聽慣我們講道
[00:05:52.000 --> 00:05:54.000]  我們都很熟悉這個chart的了
[00:05:54.000 --> 00:05:57.000]  以色列人的歷史可以由阿巴拉罕開始
[00:05:57.000 --> 00:06:03.000]  然後阿巴拉罕的後代
[00:06:03.000 --> 00:06:06.000]  就是以撒瓦國約瑟的時候
