
[00:00:00.000 --> 00:00:02.000]  記得我們上一次的信息裡面
[00:00:02.000 --> 00:00:07.680]  保羅講到說,他說我們因信基督耶穌
[00:00:07.680 --> 00:00:09.680]  都是什麼?
[00:00:09.680 --> 00:00:11.680]  神的兒子了
[00:00:11.680 --> 00:00:13.680]  是不是?
[00:00:13.680 --> 00:00:15.680]  所以,保羅在這裡講到我們的一個身份
[00:00:15.680 --> 00:00:17.680]  我們是神的兒女
[00:00:17.680 --> 00:00:19.680]  對不對?
[00:00:19.680 --> 00:00:21.680]  你是神的兒女
[00:00:21.680 --> 00:00:23.680]  你是神的兒子
[00:00:23.680 --> 00:00:25.680]  你是神的女兒
[00:00:25.680 --> 00:00:27.680]  你是萬王之王
[00:00:27.680 --> 00:00:29.680]  神的兒女
[00:00:29.680 --> 00:00:31.680]  對不對?
[00:00:31.680 --> 00:00:33.680]  很興奮嗎?
[00:00:33.680 --> 00:00:35.680]  應該睡覺半夜都想起來
[00:00:35.680 --> 00:00:37.680]  都要笑起來
[00:00:37.680 --> 00:00:41.680]  但是我上次也講了
[00:00:41.680 --> 00:00:43.680]  我們很多時候的自我形象
[00:00:43.680 --> 00:00:45.680]  不是從聖經來的
[00:00:45.680 --> 00:00:47.680]  我們的自我形象從哪裡來呢?
[00:00:47.680 --> 00:00:49.680]  我們自我形象
[00:00:49.680 --> 00:00:51.680]  從我們自己的原生家庭的背景
[00:00:51.680 --> 00:00:53.680]  從別人怎麼看我們
[00:00:53.680 --> 00:00:55.680]  從我們自己擁有什麼
[00:00:57.680 --> 00:00:59.680]  你讀詩一直都是
[00:00:59.680 --> 00:01:01.680]  一路上面都是一路發
[00:01:01.680 --> 00:01:11.680]  建國中學
[00:01:11.680 --> 00:01:13.680]  建國中學,台大
[00:01:13.680 --> 00:01:15.680]  一路到美國,哈佛畢業
[00:01:15.680 --> 00:01:17.680]  北大,清華
[00:01:17.680 --> 00:01:19.680]  到了美國
[00:01:19.680 --> 00:01:21.680]  都是最高等的學校畢業
[00:01:21.680 --> 00:01:23.680]  所以拿到了博士學位
[00:01:23.680 --> 00:01:25.680]  你的自我形象一定很好,為什麼?
[00:01:25.680 --> 00:01:27.680]  因為你從小
[00:01:27.680 --> 00:01:29.680]  別人就覺得你非常好
[00:01:29.680 --> 00:01:33.680]  但是親愛的弟兄姊妹,我要告訴你一件事情
[00:01:33.680 --> 00:01:35.680]  在耶穌基督的裡面
[00:01:35.680 --> 00:01:37.680]  不管你過去的背景如何
[00:01:37.680 --> 00:01:39.680]  不管你的身份,不管你的地位
[00:01:39.680 --> 00:01:41.680]  不管你是有錢沒錢
[00:01:41.680 --> 00:01:43.680]  不管你是長得漂亮不漂亮
[00:01:43.680 --> 00:01:45.680]  親愛的弟兄姊妹,你都是神的兒女
[00:01:45.680 --> 00:01:47.680]  Amen
[00:01:47.680 --> 00:01:49.680]  跟你旁邊說你是神的兒女
[00:01:49.680 --> 00:01:53.680]  請你一定要記得這件事情
[00:01:55.680 --> 00:01:57.680]  我們很多時候
[00:01:57.680 --> 00:01:59.680]  自卑,因為我們不清楚認識
[00:01:59.680 --> 00:02:01.680]  我們是神的兒女
[00:02:01.680 --> 00:02:03.680]  我們很多時候自傲
[00:02:03.680 --> 00:02:05.680]  也是因為不清楚認識
[00:02:05.680 --> 00:02:07.680]  你是神的兒女
[00:02:07.680 --> 00:02:11.680]  那今天
[00:02:11.680 --> 00:02:13.680]  我們接著要來看
[00:02:13.680 --> 00:02:17.680]  保羅講完了這一個之後呢
[00:02:17.680 --> 00:02:19.680]  他接著就說
[00:02:19.680 --> 00:02:21.680]  我們,你們
[00:02:21.680 --> 00:02:23.680]  受洗歸路基督的
[00:02:23.680 --> 00:02:25.680]  都是
[00:02:25.680 --> 00:02:27.680]  披戴基督了
[00:02:27.680 --> 00:02:31.680]  所以在這裡一看
[00:02:31.680 --> 00:02:33.680]  請你注意,前面講的
[00:02:33.680 --> 00:02:35.680]  陰性基督耶穌,接著講說
[00:02:35.680 --> 00:02:37.680]  受洗歸路基督,那又講
[00:02:37.680 --> 00:02:39.680]  披戴基督,再過來又講
[00:02:39.680 --> 00:02:41.680]  你們在基督耶穌裡
[00:02:41.680 --> 00:02:43.680]  都成為一了
[00:02:43.680 --> 00:02:45.680]  然後你們說你們
[00:02:45.680 --> 00:02:47.680]  屬乎基督
[00:02:47.680 --> 00:02:49.680]  今天一下子太多名詞了
[00:02:49.680 --> 00:02:51.680]  我們等一下慢慢來解釋
[00:02:51.680 --> 00:02:53.680]  總之重複出現的
[00:02:53.680 --> 00:02:55.680]  一個名稱是什麼?
[00:02:55.680 --> 00:02:57.680]  基督
[00:02:57.680 --> 00:02:59.680]  所以在這裡
[00:02:59.680 --> 00:03:01.680]  保羅讓我們看見
[00:03:01.680 --> 00:03:03.680]  我們第二個身份是什麼?
[00:03:03.680 --> 00:03:07.680]  你是基督徒
[00:03:07.680 --> 00:03:09.680]  Amen?
[00:03:09.680 --> 00:03:13.680]  美國的前總統
[00:03:13.680 --> 00:03:15.680]  Mike Pence
[00:03:15.680 --> 00:03:17.680]  他在多次的
[00:03:17.680 --> 00:03:19.680]  場合裡面,他介紹他自己
[00:03:19.680 --> 00:03:21.680]  他首先介紹的
[00:03:21.680 --> 00:03:23.680]  第一個介紹是什麼呢?
[00:03:23.680 --> 00:03:25.680]  他說I am a Christian
[00:03:25.680 --> 00:03:29.680]  接著他說什麼?
[00:03:29.680 --> 00:03:31.680]  他說
[00:03:31.680 --> 00:03:35.680]  I am conservative
[00:03:35.680 --> 00:03:37.680]  他是保守派的
[00:03:37.680 --> 00:03:39.680]  第三個他說什麼?
[00:03:39.680 --> 00:03:43.680]  I am republican
[00:03:43.680 --> 00:03:45.680]  我是共和黨的
[00:03:47.680 --> 00:03:49.680]  所以換句話說
[00:03:49.680 --> 00:03:51.680]  他把他是
[00:03:51.680 --> 00:03:53.680]  基督徒這個身份
[00:03:53.680 --> 00:03:55.680]  放在第一個
[00:03:55.680 --> 00:03:57.680]  放在最重要的
[00:03:57.680 --> 00:03:59.680]  一個介紹的裡面
[00:03:59.680 --> 00:04:01.680]  Amen?
[00:04:01.680 --> 00:04:03.680]  我不曉得
[00:04:03.680 --> 00:04:05.680]  你對基督徒這個名稱這個稱號
[00:04:05.680 --> 00:04:07.680]  你覺得如何?
[00:04:07.680 --> 00:04:09.680]  其實你看見
[00:04:09.680 --> 00:04:11.680]  聖經裡面提到基督徒
[00:04:11.680 --> 00:04:13.680]  在什麼地方呢?
[00:04:15.680 --> 00:04:17.680]  此圖形狀是
[00:04:17.680 --> 00:04:19.680]  一章二十六節
[00:04:19.680 --> 00:04:21.680]  我們起來念好不好?
[00:04:21.680 --> 00:04:23.680]  門徒稱為基督徒
[00:04:23.680 --> 00:04:25.680]  是從安提阿起
[00:04:25.680 --> 00:04:29.680]  在安提阿
[00:04:29.680 --> 00:04:31.680]  初代教會在耶路撒冷復興之後
[00:04:31.680 --> 00:04:33.680]  接著他們就開始
[00:04:33.680 --> 00:04:35.680]  傳福音逼迫來臨
[00:04:35.680 --> 00:04:37.680]  然後他們後來到了安提阿
[00:04:37.680 --> 00:04:39.680]  安提阿可以說變成是一個
[00:04:39.680 --> 00:04:41.680]  普世宣教的一個教會
[00:04:41.680 --> 00:04:43.680]  他們在安提阿的時候,門徒們
[00:04:43.680 --> 00:04:45.680]  在那個地方被這些外邦的人
[00:04:45.680 --> 00:04:47.680]  稱他們叫做
[00:04:47.680 --> 00:04:49.680]  基督徒
[00:04:49.680 --> 00:04:51.680]  所以這是聖經裡面
[00:04:51.680 --> 00:04:53.680]  第一次記載著
[00:04:53.680 --> 00:04:55.680]  門徒們
[00:04:55.680 --> 00:04:57.680]  被稱為基督徒
[00:04:57.680 --> 00:04:59.680]  是從安提阿起所得
[00:04:59.680 --> 00:05:01.680]  可是當時候稱為基督徒
[00:05:01.680 --> 00:05:03.680]  是帶著一種
[00:05:03.680 --> 00:05:05.680]  清滅的一種味道
[00:05:05.680 --> 00:05:07.680]  哎呀,那些基督徒
[00:05:07.680 --> 00:05:09.680]  什麼叫基督徒?
[00:05:09.680 --> 00:05:11.680]  首先我們需要
[00:05:11.680 --> 00:05:13.680]  先明白什麼叫基督
[00:05:13.680 --> 00:05:15.680]  來,有誰告訴我什麼叫基督?
[00:05:15.680 --> 00:05:21.680]  基督這個字
[00:05:21.680 --> 00:05:23.680]  Christos
[00:05:23.680 --> 00:05:25.680]  他就是
[00:05:25.680 --> 00:05:27.680]  受高者的意思
[00:05:27.680 --> 00:05:29.680]  對應在希伯來文裡面
[00:05:29.680 --> 00:05:31.680]  他就叫做
[00:05:31.680 --> 00:05:33.680]  Messiah
[00:05:33.680 --> 00:05:35.680]  所以你知道現在猶太人,猶太教
[00:05:35.680 --> 00:05:37.680]  猶太人他們不相信
[00:05:37.680 --> 00:05:39.680]  耶穌基督
[00:05:39.680 --> 00:05:41.680]  他們還在等候
[00:05:41.680 --> 00:05:43.680]  所謂的Messiah來臨
[00:05:43.680 --> 00:05:45.680]  這個Messiah就是相當於
[00:05:45.680 --> 00:05:47.680]  他們的救世主
[00:05:47.680 --> 00:05:49.680]  他們不認為耶穌基督是那個Messiah
[00:05:49.680 --> 00:05:51.680]  所以他們直到今天
[00:05:51.680 --> 00:05:53.680]  他們還是在那邊等候
[00:05:53.680 --> 00:05:55.680]  Messiah的來臨
[00:05:55.680 --> 00:05:57.680]  但你為什麼要知道
[00:05:57.680 --> 00:05:59.680]  什麼叫做受高者?
[00:05:59.680 --> 00:06:01.680]  受高者在舊約裡面
[00:06:01.680 --> 00:06:03.680]  先知、君王、祭司
[00:06:03.680 --> 00:06:05.680]  通通要經過一個高麗的儀式
[00:06:05.680 --> 00:06:07.680]  知道嗎?
[00:06:07.680 --> 00:06:09.680]  因此,所以基督
[00:06:09.680 --> 00:06:11.680]  就是那一位
[00:06:11.680 --> 00:06:13.680]  最大的先知
[00:06:13.680 --> 00:06:15.680]  就是最大的祭司
[00:06:15.680 --> 00:06:17.680]  就是最大的君王
[00:06:17.680 --> 00:06:19.680]  這個意思
[00:06:19.680 --> 00:06:21.680]  因此
[00:06:21.680 --> 00:06:23.680]  基督徒呢?
[00:06:23.680 --> 00:06:27.680]  基督徒
[00:06:27.680 --> 00:06:29.680]  英文基督
[00:06:29.680 --> 00:06:31.680]  我們中文叫做基督什麼?
[00:06:31.680 --> 00:06:33.680]  徒
[00:06:33.680 --> 00:06:35.680]  這個翻得很有意思
[00:06:35.680 --> 00:06:37.680]  英文叫什麼?
[00:06:37.680 --> 00:06:41.680]  Christian
[00:06:41.680 --> 00:06:43.680]  C-H-R-I-S-T
[00:06:43.680 --> 00:06:45.680]  再加什麼?
[00:06:45.680 --> 00:06:47.680]  I-A-N
[00:06:47.680 --> 00:06:49.680]  Right?
[00:06:49.680 --> 00:06:51.680]  好
[00:06:51.680 --> 00:06:53.680]  那個I-A-N
[00:06:53.680 --> 00:06:55.680]  在希臘文裡面
[00:06:55.680 --> 00:06:57.680]  的意思
