
[00:00:00.000 --> 00:00:01.160]  各位兄弟姐妹 午安
[00:00:01.160 --> 00:00:03.880]  歡迎大家來到十價基督教會
[00:00:03.880 --> 00:00:05.680]  在兩個月之前
[00:00:05.680 --> 00:00:08.240]  我們完成了肥納比書的講道系列
[00:00:08.240 --> 00:00:10.440]  整個系列一共有十四篇
[00:00:10.440 --> 00:00:15.080]  今天開始我們會用五篇來回顧肥納比書
[00:00:15.080 --> 00:00:19.120]  這個回顧系列的大題目叫做肥書回顧
[00:00:19.120 --> 00:00:23.120]  一方面顧名思義我們去回顧肥納比書
[00:00:23.120 --> 00:00:26.640]  另一方面我希望透過肥書回顧
[00:00:26.640 --> 00:00:29.120]  讓我們每一個都成為一隻肥豬
[00:00:29.640 --> 00:00:30.520]  甚麼意思呢
[00:00:30.520 --> 00:00:32.200]  就是F.A.T.
[00:00:32.200 --> 00:00:34.640]  我們都是Faithful 忠誠偉信
[00:00:34.640 --> 00:00:36.760]  Available 隨時候命
[00:00:36.760 --> 00:00:39.560]  和Teachable 是樂於受教
[00:00:39.560 --> 00:00:44.560]  我相信大家都會記得這個線型結構
[00:00:44.560 --> 00:00:47.080]  亦都會記得肥納比書最重要
[00:00:47.080 --> 00:00:49.760]  保羅最想突出的是中間的部分
[00:00:49.760 --> 00:00:50.760]  基督之閣
[00:00:50.760 --> 00:00:55.160]  去到今天我都認為這個結構大致上是合理的
[00:00:55.520 --> 00:01:00.160]  不過在D'去到B'這個下半部分
[00:01:00.160 --> 00:01:03.720]  我覺得我們的結構分段可以再仔細一點
[00:01:03.720 --> 00:01:08.120]  接下來我想做一個很高難度的動作
[00:01:08.120 --> 00:01:11.640]  就是既然我們要回顧肥納比書
[00:01:11.640 --> 00:01:15.800]  我嘗試將肥納比書四章的章節
[00:01:15.800 --> 00:01:17.640]  一百零四節的經文
[00:01:17.640 --> 00:01:19.520]  做一個超濃縮版
[00:01:19.520 --> 00:01:21.200]  濃縮做一張slide
[00:01:21.200 --> 00:01:24.320]  幫助我們去記得當中重要的片段
[00:01:25.640 --> 00:01:27.360]  A段是文案
[00:01:27.360 --> 00:01:32.320]  一開始保羅稱呼自己是耶穌基督的僕人
[00:01:32.320 --> 00:01:35.320]  僕人這個希臘文是Doulos
[00:01:35.320 --> 00:01:39.960]  這個稱呼已經隱約地指向他的忠心基督之閣
[00:01:39.960 --> 00:01:43.520]  因為Doulos這個字整個肥納比書只出現兩次
[00:01:43.520 --> 00:01:44.600]  一次是這裡
[00:01:44.600 --> 00:01:46.720]  另外一次就是基督之閣
[00:01:46.720 --> 00:01:49.360]  然後保羅就送上文案
[00:01:49.360 --> 00:01:51.200]  他說願因為平安
[00:01:51.200 --> 00:01:54.960]  從我們的父上帝和主耶穌基督歸給你們
[00:01:55.520 --> 00:01:56.600]  請大家都記住
[00:01:56.600 --> 00:01:59.080]  因為是另外一個很重要的字眼
[00:01:59.080 --> 00:02:01.400]  去到B段
[00:02:01.400 --> 00:02:03.360]  那日必成者功
[00:02:03.360 --> 00:02:05.240]  三合一榮耀果
[00:02:05.240 --> 00:02:07.440]  保羅去分享他的祈禱
[00:02:07.440 --> 00:02:10.040]  他是怎樣為肥納比信徒
[00:02:10.040 --> 00:02:15.120]  和他天國事業裡面的夥伴的關係而去祈禱
[00:02:15.120 --> 00:02:17.360]  在整個祈禱之中
[00:02:17.360 --> 00:02:18.480]  我們一會兒會看的
[00:02:18.480 --> 00:02:20.720]  我認為最重要的是第六節
[00:02:20.720 --> 00:02:22.480]  和九至十一節
[00:02:22.480 --> 00:02:24.520]  在第六節保羅說
[00:02:24.520 --> 00:02:28.280]  我深信哪在你們心裡動了美好工作的
[00:02:28.280 --> 00:02:30.480]  到了耶穌基督的日子
[00:02:30.480 --> 00:02:31.920]  必完成者功
[00:02:31.920 --> 00:02:33.520]  所以就是頭半部分
[00:02:33.520 --> 00:02:35.800]  後半部分是九至十一節
[00:02:35.800 --> 00:02:38.480]  保羅為他們祈求的是愛心
[00:02:38.480 --> 00:02:39.480]  真認識
[00:02:39.480 --> 00:02:40.560]  審查力
[00:02:40.560 --> 00:02:43.080]  這個三合一的屬靈能力
[00:02:43.080 --> 00:02:44.440]  是不斷的增長
[00:02:44.440 --> 00:02:47.000]  以至最後他們在耶穌基督裡面
[00:02:47.000 --> 00:02:48.680]  結滿仁義的果子
[00:02:48.680 --> 00:02:50.800]  歸榮耀給父上帝
[00:02:52.720 --> 00:02:55.320]  這段保羅分享到他自己的狀況
[00:02:55.320 --> 00:02:56.880]  活著就是基督
[00:02:56.880 --> 00:02:58.880]  死活基督顯大
[00:02:58.880 --> 00:03:01.880]  他為著因為他自己受困所
[00:03:01.880 --> 00:03:03.440]  使福音更興旺
[00:03:03.440 --> 00:03:07.320]  為著其他主裡面的弟兄姊妹更放膽傳道
[00:03:07.320 --> 00:03:08.760]  就滿心歡喜
[00:03:08.760 --> 00:03:11.440]  雖然他知道有些人傳福音
[00:03:11.440 --> 00:03:13.040]  是出於嫉妒紛爭
[00:03:13.040 --> 00:03:14.240]  要他去難堪
[00:03:14.240 --> 00:03:16.680]  但是只要被基督傳開
[00:03:16.680 --> 00:03:17.880]  他就很開心了
[00:03:17.880 --> 00:03:21.120]  保羅繼續分享他的內心世界
[00:03:21.120 --> 00:03:23.880]  也是這個部份最著名的兩句
[00:03:23.880 --> 00:03:26.280]  無論是生是死
[00:03:26.280 --> 00:03:29.200]  總要讓基督在我身上招上顯大
[00:03:29.200 --> 00:03:31.480]  因為我活著就是基督
[00:03:31.480 --> 00:03:33.320]  死了就有益處
[00:03:33.320 --> 00:03:35.560]  如果只是講他自己
[00:03:35.560 --> 00:03:38.000]  他情願離世與基督同在
[00:03:38.000 --> 00:03:41.360]  但是為著去牧養和幫助其他的信徒
[00:03:41.360 --> 00:03:43.560]  他仍要在世上存留
[00:03:43.560 --> 00:03:50.120]  去到這段
[00:03:51.840 --> 00:03:53.280]  天文雙稱福音
[00:03:53.280 --> 00:03:55.000]  無畏暫穩同敬
[00:03:55.000 --> 00:03:56.800]  合一謙卑他顧
[00:03:56.800 --> 00:03:58.480]  以基督心為心
[00:03:58.480 --> 00:04:03.320]  保羅在第一句就發出了全本書最重要的勉勵
[00:04:03.320 --> 00:04:05.040]  他說肥納比信徒
[00:04:05.040 --> 00:04:06.880]  你們作為天國的公民
[00:04:06.880 --> 00:04:08.040]  行事為人
[00:04:08.040 --> 00:04:09.720]  要與福音相稱
[00:04:09.720 --> 00:04:12.160]  相稱這個字也是重要的
[00:04:12.160 --> 00:04:13.880]  它是同等價值
[00:04:13.880 --> 00:04:16.080]  彰顯價值的意思
[00:04:16.080 --> 00:04:19.720]  我們怎麼去彰顯福音的價值呢?
[00:04:19.960 --> 00:04:21.640]  保羅說我們要無畏
[00:04:21.640 --> 00:04:23.320]  要不怕敵人的威脅
[00:04:23.320 --> 00:04:24.600]  要暫穩
[00:04:24.600 --> 00:04:25.840]  要同心
[00:04:25.840 --> 00:04:27.080]  要競鬥
[00:04:27.080 --> 00:04:28.840]  什麼叫競鬥呢?
[00:04:28.840 --> 00:04:30.280]  是一章二十七節
[00:04:30.280 --> 00:04:32.880]  為福音齊心努力的縮寫版
[00:04:32.880 --> 00:04:36.520]  因為齊心努力的希臘文是Synophilio
[00:04:36.520 --> 00:04:39.880]  意思是一群運動員一起參加對際比賽
[00:04:39.880 --> 00:04:42.240]  為勝利一同努力的意思
[00:04:42.240 --> 00:04:44.040]  所以大家去想著競鬥
[00:04:44.040 --> 00:04:46.760]  可以想一下一些足球賽、籃球賽
[00:04:46.760 --> 00:04:47.840]  一同為勝利努力
[00:04:47.840 --> 00:04:48.920]  為福音努力
[00:04:49.960 --> 00:04:52.160]  然後合一、謙卑、他顧
[00:04:52.160 --> 00:04:54.000]  是二章一至四節的內容
[00:04:54.000 --> 00:04:55.560]  大家可能都很熟悉了
[00:04:55.560 --> 00:04:57.800]  各人看別人比自己重要
[00:04:57.800 --> 00:04:59.760]  各人不要單顧自己的事
[00:04:59.760 --> 00:05:02.320]  也要顧別人的事等等
[00:05:02.320 --> 00:05:04.800]  而去到以基督心為心
[00:05:04.800 --> 00:05:08.600]  讓我們的思想在耶穌的心裡面
[00:05:08.600 --> 00:05:10.280]  我們思想耶穌心中
[00:05:10.280 --> 00:05:11.360]  什麼是合一
[00:05:11.360 --> 00:05:12.600]  什麼是謙卑
[00:05:12.600 --> 00:05:13.840]  什麼是他顧
[00:05:13.840 --> 00:05:19.200]  然後來到我們很熟悉的基督治國
[00:05:19.200 --> 00:05:21.840]  我相信很多人都能夠把它背出來
[00:05:21.840 --> 00:05:24.520]  基督治國雖然只是短短六節
[00:05:24.520 --> 00:05:27.400]  但當中有非常重要的字眼
[00:05:27.400 --> 00:05:33.080]  例如形象、堅持、虛己、奴僕等等
[00:05:33.080 --> 00:05:36.480]  這些字眼是帶我們回到舊約聖經
[00:05:36.480 --> 00:05:39.440]  帶我們回到創世紀的亞當
[00:05:39.440 --> 00:05:42.240]  想起以塞雅的僕人之歌
[00:05:42.240 --> 00:05:46.080]  另外基督之歌的後半部分
[00:05:46.080 --> 00:05:47.480]  一些重要的字眼
[00:05:47.480 --> 00:05:49.760]  例如「超乎萬民之名」
[00:05:49.760 --> 00:05:51.040]  「萬室跪拜」
[00:05:51.040 --> 00:05:52.840]  「萬口宣認」等等
[00:05:52.840 --> 00:05:55.600]  又讓我們從以塞雅書的英許
[00:05:55.600 --> 00:05:58.200]  一直帶到啟示錄當中
[00:05:58.200 --> 00:05:59.480]  耶穌在來
[00:05:59.480 --> 00:06:01.280]  萬民俯伏的異象
[00:06:01.280 --> 00:06:05.200]  D'Prime論
[00:06:05.200 --> 00:06:09.280]  「戰經作不怨言,顯主導明光照」
[00:06:09.280 --> 00:06:11.960]  正正是因為耶穌基督的八重下降
[00:06:11.960 --> 00:06:13.200]  信服至死
[00:06:13.200 --> 00:06:14.480]  復活高升
[00:06:14.480 --> 00:06:17.280]  保羅說我們就應當恐懼戰經
[00:06:17.280 --> 00:06:19.280]  完成自己得救的事
[00:06:19.280 --> 00:06:21.520]  什麼是恐懼戰經呢?
[00:06:21.520 --> 00:06:23.880]  是上帝的大能、恩典
[00:06:23.880 --> 00:06:26.240]  臨到我們生命當中的記號
[00:06:26.240 --> 00:06:28.880]  是上帝在我們的生命裡面
[00:06:28.880 --> 00:06:31.000]  又立志、又實行
[00:06:31.000 --> 00:06:34.280]  使我們的生命能夠與福音相稱
[00:06:34.280 --> 00:06:37.280]  也使我們能夠不發怨言
[00:06:37.280 --> 00:06:39.000]  發怨言
[00:06:39.000 --> 00:06:41.040]  大家可能記得不是字面的意思
[00:06:41.040 --> 00:06:44.640]  是指出埃及的時期的以色列人
[00:06:44.640 --> 00:06:47.640]  他們念念不忘埃及的偶像
[00:06:47.640 --> 00:06:49.080]  地上的榮華
[00:06:49.080 --> 00:06:52.480]  他們興翰上帝的恩典和拯救
[00:06:52.480 --> 00:06:56.080]  然後「顯主導明光照」
[00:06:56.080 --> 00:06:57.080]  不知道大家記不記得
[00:06:57.080 --> 00:07:00.480]  「顯主導」的字有兩重意思
[00:07:00.480 --> 00:07:03.080]  第一重意思是高舉hold forth
[00:07:03.080 --> 00:07:06.480]  第二重意思是堅守hold fast
[00:07:06.480 --> 00:07:08.080]  我們要hold forth
[00:07:08.080 --> 00:07:09.080]  高舉
[00:07:09.080 --> 00:07:10.880]  堅守上帝的道
[00:07:10.880 --> 00:07:12.880]  在這個彎曲半茂的世代
[00:07:12.880 --> 00:07:14.880]  要好像明光照耀
[00:07:14.880 --> 00:07:21.880]  然後我將二章十九節和三十節這部分
[00:07:21.880 --> 00:07:23.880]  原本是D'裡面的
[00:07:23.880 --> 00:07:24.880]  我將它抽離出來
[00:07:24.880 --> 00:07:27.880]  因為嚴格來說這部分不是一個勉勵
[00:07:27.880 --> 00:07:31.880]  保羅是以提摩泰和以巴忽提
[00:07:31.880 --> 00:07:34.880]  來為他之前的勉勵去做例子
[00:07:34.880 --> 00:07:36.880]  當他去勸他們
[00:07:36.880 --> 00:07:38.880]  你們要與福音相稱的時候
[00:07:38.880 --> 00:07:39.880]  他其實是說
[00:07:39.880 --> 00:07:40.880]  你們看看提摩泰
[00:07:40.880 --> 00:07:42.880]  他是怎樣的他顧
[00:07:42.880 --> 00:07:44.880]  怎樣真正關懷你們
[00:07:44.880 --> 00:07:46.880]  你們看看以巴忽提
[00:07:46.880 --> 00:07:48.880]  他怎樣為了完成基督的工作
[00:07:48.880 --> 00:07:51.880]  賭上性命近乎於死
[00:07:51.880 --> 00:07:56.880]  然後來到C'的部分
[00:07:56.880 --> 00:07:58.880]  保羅再講回他自己
[00:07:58.880 --> 00:08:00.880]  當他提醒菲律賓信徒
[00:08:00.880 --> 00:08:03.880]  要提防葛禮派的假教導之後
[00:08:03.880 --> 00:08:04.880]  保羅就說
[00:08:04.880 --> 00:08:07.880]  過往他都以為自己能夠靠肉體
[00:08:07.880 --> 00:08:08.880]  但現在因為基督
[00:08:08.880 --> 00:08:10.880]  他明白地上的萬事
[00:08:10.880 --> 00:08:14.880]  包括能讓人自已的各樣的好事
[00:08:14.880 --> 00:08:16.880]  其實都是糞土
[00:08:16.880 --> 00:08:18.880]  他已經凋棄萬事
[00:08:18.880 --> 00:08:19.880]  為了贏得基督
[00:08:19.880 --> 00:08:22.880]  為了得著在基督裡面的義
[00:08:22.880 --> 00:08:25.880]  並且希望與他一同受苦
[00:08:25.880 --> 00:08:26.880]  效法他的死
[00:08:26.880 --> 00:08:28.880]  最後與他一同復活
[00:08:28.880 --> 00:08:30.880]  雖然是這樣
[00:08:30.880 --> 00:08:33.880]  雖然保羅已經凋棄萬事贏基督
[00:08:33.880 --> 00:08:35.880]  但他不是認為自己已經得著
[00:08:35.880 --> 00:08:37.880]  已經完全了
[00:08:37.880 --> 00:08:39.880]  他說他只是竭力追求
[00:08:39.880 --> 00:08:40.880]  不知道大家記不記得
[00:08:40.880 --> 00:08:43.880]  竭力追求的希臘文是Dioco
[00:08:43.880 --> 00:08:47.880]  與他之前迫害教會的迫害是同一個字
[00:08:47.880 --> 00:08:50.880]  所以保羅強調他現在竭力追求
[00:08:50.880 --> 00:08:51.880]  他現在Dioco
[00:08:51.880 --> 00:08:55.880]  是因為耶穌基督已經私恩買熟了他
[00:08:55.880 --> 00:08:57.880]  在大馬士革的路上
[00:08:57.880 --> 00:09:01.880]  是耶穌主動呼召他悔改回轉
[00:09:01.880 --> 00:09:03.880]  所以他現在的回應是應主召
[00:09:03.880 --> 00:09:04.880]  竭力追
[00:09:04.880 --> 00:09:07.880]  他忘記背後努力面前的
[00:09:07.880 --> 00:09:08.880]  向著標竿
[00:09:08.880 --> 00:09:10.880]  就是天國的獎賞
[00:09:10.880 --> 00:09:11.880]  一路直跑
[00:09:11.880 --> 00:09:15.880]  來到三章尾
[00:09:15.880 --> 00:09:17.880]  保羅其實不是在說自己
[00:09:17.880 --> 00:09:18.880]  所以我將這部份
[00:09:18.880 --> 00:09:20.880]  由C'那裡抽出來
[00:09:20.880 --> 00:09:22.880]  叫他做D'2
[00:09:22.880 --> 00:09:26.880]  保羅其實是勉勵菲律賓信徒
[00:09:26.880 --> 00:09:27.880]  要效法他
[00:09:27.880 --> 00:09:29.880]  他說你們要留意看看
[00:09:29.880 --> 00:09:31.880]  這些一同效法我們的人
[00:09:31.880 --> 00:09:33.880]  因為他們當中有很多人
[00:09:33.880 --> 00:09:35.880]  其實是基督十字架的仇敵
[00:09:35.880 --> 00:09:37.880]  這些仇敵
[00:09:37.880 --> 00:09:39.880]  專以地上的事為念
[00:09:39.880 --> 00:09:40.880]  相反
[00:09:40.880 --> 00:09:41.880]  真正的天上國民
[00:09:41.880 --> 00:09:43.880]  會以天上的事為念
[00:09:43.880 --> 00:09:45.880]  專心等候救主
[00:09:45.880 --> 00:09:46.880]  從天降臨
[00:09:46.880 --> 00:09:47.880]  等候耶穌基督
[00:09:47.880 --> 00:09:48.880]  以他的大能
[00:09:48.880 --> 00:09:49.880]  將他的國民
[00:09:49.880 --> 00:09:50.880]  變成和他一樣
[00:09:50.880 --> 00:09:52.880]  擁有榮耀的身體
[00:09:52.880 --> 00:09:55.880]  來到四章開頭
[00:09:55.880 --> 00:09:57.880]  保羅繼續勉勵菲律賓信徒
[00:09:57.880 --> 00:10:00.880]  你們要靠主站立得穩
[00:10:00.880 --> 00:10:02.880]  你記不記得他特別提醒兩個姊妹
[00:10:02.880 --> 00:10:03.880]  尤雅蝶
[00:10:03.880 --> 00:10:04.880]  秦都姬
[00:10:04.880 --> 00:10:06.880]  要在主裡面去同心
[00:10:06.880 --> 00:10:07.880]  要他們回想
[00:10:07.880 --> 00:10:09.880]  他們以前怎樣和保羅一起
[00:10:09.880 --> 00:10:10.880]  Synophilia
[00:10:10.880 --> 00:10:12.880]  他重覆了這個字
[00:10:12.880 --> 00:10:14.880]  你們要靠主常常喜樂
[00:10:14.880 --> 00:10:15.880]  然後他提醒
[00:10:15.880 --> 00:10:17.880]  主已經近了
[00:10:17.880 --> 00:10:19.880]  在這個提醒之下
[00:10:19.880 --> 00:10:20.880]  你們一無掛慮地
[00:10:20.880 --> 00:10:22.880]  為著永恆的事
[00:10:22.880 --> 00:10:23.880]  去禱告
