
[00:00:00.000 --> 00:00:04.700]  剛纔李羣帝兄和我們讀了一段經文
[00:00:04.700 --> 00:00:09.340]  是很悲慘的、禍禍加忘的經文
[00:00:09.340 --> 00:00:14.300]  令我想起我度假回來一個禮拜
[00:00:14.300 --> 00:00:18.020]  過去幾天講了四篇很不同的讀
[00:00:18.020 --> 00:00:20.020]  不同的場合
[00:00:20.020 --> 00:00:22.740]  一些是開心,一些是不開心的
[00:00:22.740 --> 00:00:27.500]  第一篇是《平安夜的崇拜》
[00:00:27.500 --> 00:00:32.780]  接着是楊維珍帝兄的安息禮拜
[00:00:32.780 --> 00:00:36.980]  昨天下午我們Langer的婚禮
[00:00:36.980 --> 00:00:39.780]  我講了一篇開心的
[00:00:39.780 --> 00:00:44.020]  接着回來就講了一篇不開心的
[00:00:44.020 --> 00:00:48.340]  就是黃昏堂我們剛纔講了這一篇
[00:00:48.340 --> 00:00:51.820]  今天是繼續的
[00:00:51.820 --> 00:00:54.460]  我想到一件事就是
[00:00:54.460 --> 00:00:58.460]  傳道人講道其實是受到自己的
[00:00:58.460 --> 00:01:01.460]  身體和精神的限制
[00:01:01.460 --> 00:01:02.980]  是相當厲害的
[00:01:02.980 --> 00:01:06.820]  昨天下午我們在Langer的婚禮
[00:01:06.820 --> 00:01:08.140]  很開心的日子
[00:01:08.140 --> 00:01:10.500]  講了那個信息都很開心
[00:01:10.500 --> 00:01:13.340]  但是一個小時裏面我就回來
[00:01:13.340 --> 00:01:14.940]  黃昏崇拜裏面
[00:01:14.940 --> 00:01:19.180]  我要預備自己講一篇亡國的道
[00:01:19.180 --> 00:01:24.620]  我就發現我自己是要很努力去調教我的感情
[00:01:24.620 --> 00:01:26.820]  以至我能夠投入在這篇道里面
[00:01:26.820 --> 00:01:32.100]  我感受到身體和精神的張力
[00:01:32.100 --> 00:01:36.940]  我相信其他傳道人都會面對這種情形
[00:01:36.940 --> 00:01:41.020]  上帝的話語是完美的
[00:01:41.020 --> 00:01:44.900]  但到我們講出來的時候就不完美
[00:01:44.900 --> 00:01:48.020]  所以我們傳道人其實很需要
[00:01:48.020 --> 00:01:52.540]  弟兄姊妹的支持和土谷
[00:01:52.540 --> 00:01:57.540]  這篇道是列王記的最後一篇
[00:01:57.540 --> 00:02:05.260]  下個禮拜開始我們就會講馬可福音
[00:02:05.260 --> 00:02:07.860]  這篇道令我想起
[00:02:07.860 --> 00:02:10.940]  我們這一代的人算是幸福
[00:02:10.940 --> 00:02:13.660]  因爲如果你65歲以下
[00:02:13.660 --> 00:02:16.100]  你是未經歷過戰爭的
[00:02:16.100 --> 00:02:19.260]  你和平以後出生的那些
[00:02:19.260 --> 00:02:23.340]  更加未經歷過亡國的痛苦
[00:02:23.340 --> 00:02:26.740]  有沒有想到究竟亡國的滋味是怎樣的呢?
[00:02:26.740 --> 00:02:29.100]  有時候我也會想這個問題
[00:02:29.100 --> 00:02:33.540]  南唐李後主,即是李毓
[00:02:33.540 --> 00:02:35.140]  他亡國
[00:02:35.140 --> 00:02:40.620]  被宋太祖抓去宋朝的首都汴京
[00:02:40.620 --> 00:02:43.700]  在那裏寫了很多詩詞
[00:02:43.700 --> 00:02:44.740]  多數都是詞
[00:02:44.740 --> 00:02:48.140]  最後一首就是《愚美人》
[00:02:48.140 --> 00:02:53.580]  其中兩句你可以感受到亡國的淒涼
[00:02:53.580 --> 00:02:56.700]  小樓昨夜又東風
[00:02:56.700 --> 00:03:02.300]  故國不堪回首月明中
[00:03:02.300 --> 00:03:05.020]  等到宋朝亡國的時候
[00:03:05.020 --> 00:03:08.460]  文天祥就被元朝的軍隊抓了
[00:03:08.460 --> 00:03:13.180]  和押着他去繼續追逐宋朝的軍隊
[00:03:13.180 --> 00:03:15.340]  去到香港的地方
[00:03:15.340 --> 00:03:16.220]  寧丁陽
[00:03:16.220 --> 00:03:21.620]  寧丁陽就是香港和澳門中間的海域
[00:03:21.620 --> 00:03:23.740]  他作了一首詩,其中兩句是
[00:03:23.740 --> 00:03:26.740]  山河破碎風飄水
[00:03:26.740 --> 00:03:29.140]  即是那個國家的山河已經破碎
[00:03:29.140 --> 00:03:32.700]  好像那些綿水被風吹散一樣
[00:03:32.700 --> 00:03:39.580]  身世浮沉與打平
[00:03:39.580 --> 00:03:42.500]  有一首樂曲大家都聽過的
[00:03:42.500 --> 00:03:45.340]  或者熟悉唱的叫《帝女花》
[00:03:45.340 --> 00:03:49.020]  它的背景就是明朝亡國
[00:03:49.020 --> 00:03:55.140]  長平公主和她剛剛新婚的丈夫的駙馬
[00:03:55.140 --> 00:03:59.180]  是自殺殉國
[00:03:59.180 --> 00:04:02.700]  帝女花帶淚上香
[00:04:02.700 --> 00:04:06.700]  願喪生回借爹孃
[00:04:06.700 --> 00:04:10.820]  在這些詩詞裏我們看到亡國的痛苦
[00:04:10.820 --> 00:04:13.340]  我們看到那個感受
[00:04:13.340 --> 00:04:20.740]  我想到古人亡國還可以作一首詩來抒發自己的心情
[00:04:20.740 --> 00:04:23.300]  但你和我連詩都不懂得作
[00:04:23.300 --> 00:04:28.180]  如果我們日後亡國就有口難言
[00:04:28.180 --> 00:04:35.140]  其實我對第二次世界大戰的歷史都很有興趣
[00:04:35.140 --> 00:04:39.260]  我相信我和張迅一樣看過很多關於抗戰八年的書
[00:04:39.260 --> 00:04:41.780]  你知不知道我們差一點就亡國了
[00:04:41.780 --> 00:04:43.140]  剩下兩三個省
