
[00:00:00.000 --> 00:00:03.200]  最終準備平安
[00:00:03.200 --> 00:00:07.000]  標桿人生的作者 華里克牧師
[00:00:07.000 --> 00:00:09.600]  他對於Life 生活
[00:00:09.600 --> 00:00:13.100]  他有一個非常生動的猜解
[00:00:13.100 --> 00:00:16.000]  他說Life L-I-F-E
[00:00:16.000 --> 00:00:22.200]  開頭是Learning 學習或教育
[00:00:22.200 --> 00:00:25.000]  教育可以提升我們的生活
[00:00:25.000 --> 00:00:26.600]  我想這是我們華人
[00:00:26.600 --> 00:00:29.600]  最能夠深刻體會的
[00:00:29.600 --> 00:00:32.100]  我不知道你有沒有遇過那種同學
[00:00:32.100 --> 00:00:34.000]  他在考試之前說
[00:00:34.000 --> 00:00:37.700]  哎 我都沒看 怎麼辦
[00:00:37.700 --> 00:00:40.600]  結果他考出來全班第一
[00:00:40.600 --> 00:00:41.400]  跟你旁邊的人說
[00:00:41.400 --> 00:00:45.300]  你是不是那種人啊
[00:00:45.300 --> 00:00:47.400]  很討厭啊
[00:00:47.400 --> 00:00:49.500]  但你又拿他沒辦法
[00:00:49.500 --> 00:00:52.600]  我們有一個專有名詞叫學霸
[00:00:52.600 --> 00:00:55.600]  所以我們當中應該有很多學霸的
[00:00:55.600 --> 00:00:58.300]  但即使不是學霸
[00:00:58.300 --> 00:01:01.600]  Life的結尾還有一個E
[00:01:01.600 --> 00:01:05.100]  就是Experience 經驗
[00:01:05.100 --> 00:01:09.200]  職場的經驗 服事的經驗 人生的經驗
[00:01:09.200 --> 00:01:12.600]  這些經驗同樣可以將我們的生活
[00:01:12.600 --> 00:01:15.500]  推向更高處
[00:01:15.500 --> 00:01:18.500]  可是當我們既有了L也有E
[00:01:18.500 --> 00:01:22.000]  人生是否就高枕無憂呢
[00:01:22.000 --> 00:01:24.700]  別忘了一個殘酷的事實
[00:01:24.700 --> 00:01:26.900]  在Life的正中間
[00:01:26.900 --> 00:01:31.900]  還有I F If 佔據了一半
[00:01:31.900 --> 00:01:35.500]  這個If字面上是如果
[00:01:35.500 --> 00:01:40.400]  但是在現實生活中它叫做萬一
[00:01:40.400 --> 00:01:41.900]  各位可以回想一下
[00:01:41.900 --> 00:01:44.800]  那些熬夜加班的夜晚
[00:01:44.800 --> 00:01:49.300]  那個家裡櫃子裡面一整排的維他命
[00:01:49.300 --> 00:01:52.400]  還有那個為孩子申請大學
[00:01:52.400 --> 00:01:55.500]  傷透腦筋的策略規劃
[00:01:55.500 --> 00:01:58.000]  我們做足了這一切準備
[00:01:58.000 --> 00:02:03.400]  都是在防備人生當中的那個If
[00:02:03.400 --> 00:02:05.400]  萬一
[00:02:05.400 --> 00:02:10.100]  但現實往往是就在我們覺得一切順理成章
[00:02:10.100 --> 00:02:14.100]  覺得那個If根本不可能發生的時候
[00:02:14.100 --> 00:02:16.400]  它就發生了
[00:02:16.400 --> 00:02:20.400]  可能是半夜突然響起了手機鈴聲
[00:02:20.400 --> 00:02:23.400]  可能是醫生面色凌重
[00:02:23.400 --> 00:02:26.500]  遞來了一份體檢報告
[00:02:26.500 --> 00:02:29.500]  甚至有可能是孩子突然開口說
[00:02:29.500 --> 00:02:31.900]  我不要再去教會了
[00:02:31.900 --> 00:02:33.200]  弟兄姊妹朋友們
[00:02:33.200 --> 00:02:35.100]  不管我們的教育有多高
[00:02:35.100 --> 00:02:36.800]  經驗多豐富
[00:02:36.800 --> 00:02:40.500]  不管我們的人生走了多遠
[00:02:40.500 --> 00:02:42.700]  仍然有If
[00:02:42.700 --> 00:02:46.400]  那個萬一的風暴會來臨
[00:02:46.400 --> 00:02:49.700]  這個就是生活 Life
[00:02:49.700 --> 00:02:52.600]  今天我們要來讀一首在風暴當中
[00:02:52.600 --> 00:02:55.000]  誕生的詩篇
[00:02:55.000 --> 00:02:57.500]  當作者大衛寫下這段文字
[00:02:57.500 --> 00:03:01.900]  他的生命正遭遇一場猛烈的風暴
[00:03:01.900 --> 00:03:05.000]  但是大衛的反應出人意料
[00:03:05.000 --> 00:03:09.400]  他在風暴中所感受到不是毀滅的恐懼
[00:03:09.400 --> 00:03:13.700]  而是聽見神充滿榮耀的歌聲
[00:03:13.700 --> 00:03:17.200]  所以接下來我們要透過大衛的親身經歷
[00:03:17.200 --> 00:03:21.400]  來學習如何在突然的風暴當中
[00:03:21.400 --> 00:03:24.800]  找回那份屬天的平安
[00:03:24.800 --> 00:03:25.800]  有三個方面
[00:03:25.800 --> 00:03:26.900]  第一個方面
[00:03:26.900 --> 00:03:30.600]  用敬拜的聲音吞沒焦慮
[00:03:30.600 --> 00:03:31.500]  跟你旁邊的講
[00:03:31.500 --> 00:03:37.700]  用敬拜的聲音吞沒焦慮
[00:03:37.700 --> 00:03:40.300]  弟兄姊妹當你眼前突然閃了一下
[00:03:40.300 --> 00:03:42.500]  然後聽見巨大的雷聲
[00:03:42.500 --> 00:03:44.300]  你有什麼感覺
[00:03:44.300 --> 00:03:48.800]  在這種可怕的自然力量展現出來的時候
[00:03:48.800 --> 00:03:52.500]  內心會不會有一種敬畏
[00:03:52.500 --> 00:03:56.100]  大雷的聲音轟隆一聲巨響
[00:03:56.100 --> 00:03:57.900]  那個聲音大到什麼程度
[00:03:57.900 --> 00:04:01.600]  大到可以把客廳窗戶震得嘎嘎響
[00:04:01.600 --> 00:04:05.800]  然後街上的汽車警報器就開始亂叫
[00:04:05.800 --> 00:04:07.900]  但是就在那一瞬間
[00:04:07.900 --> 00:04:12.000]  你有沒有發現一件非常奇妙的事情
[00:04:12.000 --> 00:04:15.700]  就在那轟隆一聲炸開的那一秒
[00:04:15.700 --> 00:04:21.300]  世界上其他的聲音就全部消失了
[00:04:21.300 --> 00:04:23.600]  你原本開得很大聲的電視
[00:04:23.600 --> 00:04:25.300]  聽不見了
[00:04:25.300 --> 00:04:28.300]  原本你的配偶正在睡睡念
[00:04:28.300 --> 00:04:30.100]  聽不見了
[00:04:30.100 --> 00:04:33.900]  甚至你內心那個煩躁的聲音
[00:04:33.900 --> 00:04:37.900]  也全部被無情的蓋過去
[00:04:37.900 --> 00:04:39.800]  所以在當下你能聽到的
[00:04:39.800 --> 00:04:46.600]  就只有讓人從心裡深深敬畏的那個雷聲
[00:04:46.600 --> 00:04:50.000]  而這個就是大衛在詩篇29篇的開始
[00:04:50.000 --> 00:04:55.700]  他要為每一位陷入焦慮的人所描繪的畫面
[00:04:55.700 --> 00:05:01.200]  他要向我們展示一個絕對壓制的屬靈力量
[00:05:01.200 --> 00:05:04.100]  讓我們一起來大聲念這一段經文
[00:05:04.100 --> 00:05:04.900]  大家一起來念
[00:05:04.900 --> 00:05:06.000]  要大聲
[00:05:06.000 --> 00:05:08.500]  如果太小聲我要叫你們再念一次
[00:05:08.500 --> 00:05:10.000]  大聲一起請
[00:05:10.000 --> 00:05:11.900]  神的眾子啊
[00:05:11.900 --> 00:05:16.200]  你們要將榮耀能力歸給耶華
[00:05:16.200 --> 00:05:17.800]  歸給耶華
[00:05:17.800 --> 00:05:22.700]  要將耶華的民所當得的榮耀歸給他
[00:05:22.700 --> 00:05:26.400]  以聖潔的裝飾敬拜耶華
[00:05:26.400 --> 00:05:29.700]  耶華的聲音發在水上
[00:05:29.700 --> 00:05:31.700]  榮耀的神打雷
[00:05:31.700 --> 00:05:35.100]  耶華打雷在大水之上
[00:05:35.100 --> 00:05:38.100]  耶華的聲音大有能力
[00:05:38.100 --> 00:05:41.400]  耶華的聲音滿有威嚴
[00:05:41.400 --> 00:05:48.900]  這首詩篇是一篇極具戰鬥性的屬靈宣告
[00:05:48.900 --> 00:05:50.300]  因為在大衛的時代
[00:05:50.300 --> 00:05:53.600]  當時的人普遍敬拜一種很強勢的偶像
[00:05:53.600 --> 00:05:55.400]  名叫巴利
[00:05:55.400 --> 00:05:56.900]  在迦南的神話裡面
[00:05:56.900 --> 00:06:00.200]  巴利被尊為風暴之神
[00:06:00.200 --> 00:06:02.100]  人生性巴利
[00:06:02.100 --> 00:06:05.000]  掌管天上的雷電、狂風
[00:06:05.000 --> 00:06:07.700]  然後帶來豐沛的雨水
[00:06:07.700 --> 00:06:09.600]  但大衛在這裡宣告說
[00:06:09.600 --> 00:06:11.700]  不!你們都搞錯了
[00:06:11.700 --> 00:06:15.100]  在天上打來的不是什麼巴利
[00:06:15.100 --> 00:06:19.100]  那個能夠掌控風暴不是那些虛假的偶像
[00:06:19.100 --> 00:06:20.900]  而是耶和華
[00:06:20.900 --> 00:06:22.700]  是耶和華大能的聲音
[00:06:22.700 --> 00:06:28.900]  運行在那個象徵死亡跟混亂的大水之上
[00:06:28.900 --> 00:06:31.500]  在詩篇29篇當中
[00:06:31.500 --> 00:06:34.700]  有幾個字出現了7次
[00:06:34.700 --> 00:06:38.100]  就是耶和華的聲音
[00:06:38.100 --> 00:06:42.800]  意思是我們的神不需要像民間宗教的偶像
[00:06:42.800 --> 00:06:46.700]  還需要拿出什麼法寶道具
[00:06:46.700 --> 00:06:51.200]  還要這個差遣天兵天將來收腰
[00:06:51.200 --> 00:06:53.300]  更別說我們常常在新聞裡面看見
[00:06:53.300 --> 00:06:55.200]  當在大火大水當中
[00:06:55.200 --> 00:06:58.300]  這些偶像還要人去搶救的
[00:06:58.300 --> 00:07:01.200]  我們的神只是高高坐在
[00:07:01.200 --> 00:07:03.400]  那個榮耀的寶座上
[00:07:03.400 --> 00:07:05.900]  發出他的聲音
[00:07:05.900 --> 00:07:10.900]  那個帶有絕對權柄震動天地的雷聲
[00:07:10.900 --> 00:07:18.900]  就足以瞬間鎮壓宇宙間所有的混亂跟恐慌
[00:07:18.900 --> 00:07:22.200]  神的聲音就像是在演唱會裡面
[00:07:22.200 --> 00:07:27.700]  當那個最強的重低音一吹下去的時候
[00:07:27.700 --> 00:07:30.900]  你已經不是單純在用耳朵聽了
[00:07:30.900 --> 00:07:34.200]  你甚至能夠感覺那個全身的骨頭
