
[00:00:00.000 --> 00:00:06.520]  首先恭喜教會是47週年紀念
[00:00:06.520 --> 00:00:13.080]  也謝謝弟兄姊妹拍了這條短片
[00:00:13.080 --> 00:00:18.600]  大家都知道牧師很喜歡看周星馳的電影
[00:00:18.600 --> 00:00:25.800]  我一邊看的時候一邊想起周星馳的電影
[00:00:25.800 --> 00:00:30.480]  大內密探零零發
[00:00:30.480 --> 00:00:38.360]  其中有一幕的臺詞很適合剛纔的短片
[00:00:38.360 --> 00:00:42.120]  他說那些表情十足
[00:00:42.120 --> 00:00:45.840]  就略嫌浮誇
[00:00:45.840 --> 00:00:51.000]  但無論如何我們都是開開心心的慶祝教會
[00:00:51.000 --> 00:00:57.640]  可能大家會問教會的堂慶有什麼意義呢?
[00:00:57.640 --> 00:01:00.640]  可能大家會問教會的堂慶有什麼意義呢?
[00:01:00.640 --> 00:01:05.520]  是一個習慣,一個傳統
[00:01:05.520 --> 00:01:09.040]  更重要是每年有一個切蛋糕的儀式
[00:01:09.040 --> 00:01:11.560]  更重要是每年有一個切蛋糕的儀式
[00:01:11.560 --> 00:01:13.120]  今年連切蛋糕都沒有
[00:01:13.120 --> 00:01:15.680]  今年連切蛋糕的機會都沒有
[00:01:15.680 --> 00:01:18.400]  教會週年紀念有什麼意義呢?
[00:01:18.400 --> 00:01:21.320]  教會週年紀念有什麼意義呢?
[00:01:21.320 --> 00:01:23.600]  簡單來說
[00:01:23.600 --> 00:01:29.280]  週年紀念是具有一種引領人回望過去
[00:01:29.280 --> 00:01:33.080]  週年紀念是引領人回望過去
[00:01:33.080 --> 00:01:35.960]  一路走來發生的事情
[00:01:35.960 --> 00:01:37.760]  一邊走來發生的事情
[00:01:37.760 --> 00:01:40.360]  和出現過重要的人
[00:01:40.360 --> 00:01:42.600]  和一些出現過重要的人
[00:01:42.600 --> 00:01:51.000]  紀念是重複傳頌
[00:01:51.000 --> 00:01:54.400]  心火相存的意義
[00:01:54.400 --> 00:01:57.200]  所以簡單來說紀念是一種回顧
[00:01:57.200 --> 00:01:59.160]  所以今天就是一種回顧
[00:01:59.160 --> 00:02:01.960]  懷念一些重要的人和一些重要的事
[00:02:01.960 --> 00:02:03.760]  懷念一些重要的人和一些重要的事
[00:02:03.760 --> 00:02:06.160]  不想讓這些事情去遺忘
[00:02:06.160 --> 00:02:08.360]  不想讓這些事情去遺忘
[00:02:08.360 --> 00:02:10.080]  提起紀念
[00:02:10.080 --> 00:02:11.280]  我們提起紀念
[00:02:11.280 --> 00:02:12.960]  最深印象的一次
[00:02:12.960 --> 00:02:14.560]  最深印象的一次
[00:02:14.560 --> 00:02:17.760]  在2020年初
[00:02:17.760 --> 00:02:19.520]  就在2020年初
[00:02:19.520 --> 00:02:22.200]  我師母和兒子在南非
[00:02:22.200 --> 00:02:24.080]  我師母和兒子在南非
[00:02:24.080 --> 00:02:26.120]  當時在最後一天
[00:02:26.120 --> 00:02:27.280]  當時在最後一天
[00:02:27.280 --> 00:02:30.400]  我就去到約翰內斯堡
[00:02:30.400 --> 00:02:32.520]  我就到了約翰內斯堡
[00:02:32.520 --> 00:02:36.800]  去參觀已故的南非黑人總統
[00:02:36.800 --> 00:02:39.360]  我們去參觀已故的南非黑人總統
[00:02:39.360 --> 00:02:42.840]  約翰內斯堡的種族隔離紀念館
[00:02:42.840 --> 00:02:45.960]  就是曼德拉的種族隔離紀念館
[00:02:45.960 --> 00:02:47.840]  很震撼的一次經歷
[00:02:47.840 --> 00:02:49.720]  一個非常震撼的一次經歷
[00:02:49.720 --> 00:02:52.360]  紀念館的入口都有兩條通道
[00:02:52.360 --> 00:02:54.280]  紀念館的入口有兩條通道
[00:02:54.280 --> 00:02:56.080]  如果你選擇白人或者黑人
[00:02:56.080 --> 00:02:58.080]  你可以選擇白人或者黑人通道
[00:02:58.080 --> 00:03:00.160]  整個的治癒就完全不同
[00:03:00.160 --> 00:03:01.760]  整個的治癒就不一樣
[00:03:01.760 --> 00:03:03.640]  那個紀念館裏面
[00:03:03.640 --> 00:03:08.280]  就收錄了大量南非黑人種族隔離政策
[00:03:08.280 --> 00:03:09.480]  那種悲慘的生活
[00:03:09.480 --> 00:03:11.280]  裏面收錄了大量
[00:03:11.280 --> 00:03:14.520]  南非在種族隔離政策下面那種非人的生活
[00:03:14.520 --> 00:03:16.280]  我欣賞他們的地方是什麼呢
[00:03:16.280 --> 00:03:17.560]  我欣賞他們的地方是什麼
[00:03:17.560 --> 00:03:18.680]  他們忠於歷史
[00:03:18.680 --> 00:03:19.720]  他們忠於歷史
[00:03:19.720 --> 00:03:24.880]  他將一幕幕他們國家曾經出現過人性黑暗的面
[00:03:24.880 --> 00:03:28.920]  他們把他們國家出現一幕一幕人性的黑暗面
[00:03:28.920 --> 00:03:30.160]  呈現在世人的面前
[00:03:30.160 --> 00:03:31.440]  呈現在世人的面前
[00:03:31.440 --> 00:03:34.200]  世世代代提醒南非國家
[00:03:34.200 --> 00:03:36.200]  世世代代提醒南非國家
[00:03:36.200 --> 00:03:38.160]  曾經有一段不堪回首的歷史
[00:03:38.160 --> 00:03:40.920]  曾經有一段不堪回首的歷史
[00:03:40.920 --> 00:03:43.480]  他們期望有一個黑白分明的國家
[00:03:43.480 --> 00:03:45.400]  他們期望有一個黑白分明的國家
[00:03:45.400 --> 00:03:47.800]  黑人和白人好像水火不容
[00:03:47.800 --> 00:03:49.880]  黑人白人是水火不容的
[00:03:49.880 --> 00:03:52.360]  變成一個可以彩虹的國度
[00:03:52.360 --> 00:03:54.160]  就好像變成一個彩虹的國度
[00:03:54.160 --> 00:03:55.960]  同一個地方
[00:03:55.960 --> 00:03:57.640]  你看到人性的黑暗
[00:03:57.640 --> 00:03:59.000]  你看到人性的黑暗
[00:03:59.000 --> 00:04:00.840]  你可以看到人性的光輝
[00:04:00.840 --> 00:04:02.800]  同樣的可以看到人性的光輝
[00:04:02.800 --> 00:04:07.040]  紀念性質的活動的重點是重拾那種的記憶
[00:04:07.040 --> 00:04:09.840]  紀念性質的活動的重點是重拾那種的記憶
[00:04:09.840 --> 00:04:11.440]  提醒我們不要忘記
[00:04:11.440 --> 00:04:12.960]  提醒我們不要忘記
[00:04:12.960 --> 00:04:17.240]  讓那個重複記憶去建構我們那種認同的身份
[00:04:17.240 --> 00:04:20.840]  用那個重複的記憶去建構我們那種認同的身份
[00:04:20.840 --> 00:04:23.480]  如果從這樣去理解紀念
[00:04:23.480 --> 00:04:25.200]  如果從這樣去理解紀念
[00:04:25.200 --> 00:04:28.240]  要求各種紀念的活動就立體得多了
[00:04:28.240 --> 00:04:30.440]  我們要求各種的紀念活動就變得立體得多了
[00:04:30.440 --> 00:04:32.600]  因爲我們藉着這些紀念的活動
[00:04:32.600 --> 00:04:34.760]  我們因爲藉着這些紀念的活動
[00:04:34.760 --> 00:04:36.760]  我們好像穿梭時光的隧道
[00:04:36.760 --> 00:04:39.960]  我們好像穿梭時光的隧道
[00:04:39.960 --> 00:04:41.560]  和歷史連接起來
[00:04:41.560 --> 00:04:43.080]  我們跟歷史連接起來
[00:04:43.080 --> 00:04:45.920]  大家之前讀到《出埃及記》
[00:04:45.920 --> 00:04:48.040]  我們大家之前有唸到《出埃及記》
[00:04:48.040 --> 00:04:52.960]  其實就是以色列人整個民族信仰的集體回憶
[00:04:52.960 --> 00:04:56.520]  這個就是一個民族整體的信仰的集體回憶
[00:04:56.520 --> 00:04:59.960]  他們紀念上帝怎麼爲他們圍爐之家
[00:04:59.960 --> 00:05:03.080]  他們紀念上帝怎麼爲他們圍爐之家
[00:05:03.080 --> 00:05:05.000]  帶領他們去加拿美地
[00:05:05.000 --> 00:05:06.720]  帶領他們去加拿美地
[00:05:06.720 --> 00:05:09.000]  被人紀念是一件幸福的事情
[00:05:09.000 --> 00:05:11.080]  被人紀念是一件幸福的事情
[00:05:11.080 --> 00:05:13.080]  紀念一個人
[00:05:13.080 --> 00:05:15.440]  能夠爲這個人獲得尊重的人生
[00:05:15.440 --> 00:05:19.280]  爲這個人能夠帶來一個得到尊重的人生
[00:05:19.280 --> 00:05:21.480]  他整個人的面容
[00:05:21.480 --> 00:05:22.520]  他整個人的面容
[00:05:22.520 --> 00:05:23.720]  喜好、興趣
[00:05:23.720 --> 00:05:24.880]  他的喜好、他的興趣
[00:05:24.880 --> 00:05:26.000]  情感、性格
[00:05:26.000 --> 00:05:26.800]  他的情感、他的喜悅
[00:05:26.800 --> 00:05:28.680]  他的言行甚至痛苦
[00:05:28.680 --> 00:05:30.400]  他的言行甚至他的痛苦
[00:05:30.400 --> 00:05:33.080]  在另一個人的心裏面存留起來
[00:05:33.080 --> 00:05:35.040]  另外一個人心裏面存留下來
[00:05:35.040 --> 00:05:37.920]  在別人的心裏面去存留
[00:05:37.920 --> 00:05:39.480]  在別人的心裏面殘留
[00:05:39.480 --> 00:05:42.240]  延續那份美好
[00:05:42.240 --> 00:05:47.320]  一位教會的學者安德森教授
[00:05:47.320 --> 00:05:50.520]  有一位教會的學者安德森教授
[00:05:50.520 --> 00:05:53.480]  他稱這種叫做人性共同的光輝
[00:05:53.480 --> 00:05:55.760]  他說稱爲這種是人性共同的光輝
[00:05:55.760 --> 00:05:57.560]  他說對某個人的記憶
[00:05:57.560 --> 00:06:00.080]  形成一種精神上的相遇
[00:06:00.080 --> 00:06:01.680]  他說把一個人的記憶
[00:06:01.680 --> 00:06:03.240]  形成一種精神上的相遇
[00:06:03.240 --> 00:06:05.440]  一種非實體的連接
[00:06:05.440 --> 00:06:06.960]  一種非實體的連接
[00:06:06.960 --> 00:06:08.800]  一種沒有修飾過的關係
[00:06:08.800 --> 00:06:10.320]  一種沒有修飾過的一種關係
[00:06:10.320 --> 00:06:12.000]  他是這種純真的記憶
[00:06:12.000 --> 00:06:13.480]  他的這種純真的記憶
[00:06:13.480 --> 00:06:15.240]  存留在我們人性的深處
[00:06:15.240 --> 00:06:16.800]  存留在我們人性的深處
[00:06:16.800 --> 00:06:19.280]  互聯地建立起彼此的人性
[00:06:19.280 --> 00:06:21.880]  互聯地建立我們彼此的人性
[00:06:21.880 --> 00:06:22.880]  簡單地講就是
[00:06:22.880 --> 00:06:24.760]  如果我知道有人紀念我
[00:06:24.760 --> 00:06:25.800]  簡單地講就是
[00:06:25.800 --> 00:06:27.240]  就說我知道有人紀念我
[00:06:27.240 --> 00:06:28.800]  我都活得像一個人
[00:06:28.800 --> 00:06:30.040]  我就活得更像一個人
[00:06:30.040 --> 00:06:33.000]  一個被紀念、被肯定的人
[00:06:33.000 --> 00:06:34.480]  是一個被紀念、被肯定的人
[00:06:34.480 --> 00:06:36.120]  因爲我沒有被人遺忘
[00:06:36.120 --> 00:06:37.800]  因爲我並沒有被人遺忘
[00:06:37.800 --> 00:06:38.920]  簡單地講就是
[00:06:38.920 --> 00:06:42.280]  牧師現在很喜歡自嗨
[00:06:42.280 --> 00:06:43.080]  簡單地講就是
[00:06:43.080 --> 00:06:44.840]  牧師現在很喜歡自嗨
[00:06:44.840 --> 00:06:47.720]  每天都在寫一大堆東西
[00:06:47.720 --> 00:06:49.400]  每天都在寫一大堆東西
[00:06:49.400 --> 00:06:52.400]  你知不知道現在手機的功能
[00:06:52.400 --> 00:06:54.280]  可以檢查到你有沒有看
[00:06:54.280 --> 00:06:55.840]  你知道現在手機的功能
[00:06:55.840 --> 00:06:57.960]  能夠檢查到你有沒有看
[00:06:57.960 --> 00:07:00.640]  所以你不看都要點一下
[00:07:00.640 --> 00:07:02.520]  如果沒有看你也要點一下
[00:07:02.520 --> 00:07:05.000]  你起碼讓我知道你是看過
[00:07:05.000 --> 00:07:07.000]  最起碼讓我知道你有碰過
[00:07:07.000 --> 00:07:08.800]  當然我都會收到一些
[00:07:08.800 --> 00:07:10.080]  頂級媒體的回應
[00:07:10.080 --> 00:07:11.240]  當然我也會收到一些
[00:07:11.240 --> 00:07:12.080]  低級媒體的回應
[00:07:12.080 --> 00:07:13.920]  無論真心或者假意
[00:07:13.920 --> 00:07:15.400]  無論是真心或者假意
[00:07:15.400 --> 00:07:17.520]  贊牧師兩句
[00:07:17.520 --> 00:07:19.600]  牧師就飄飄然了
[00:07:19.600 --> 00:07:22.280]  就繼續埋頭寫了
[00:07:22.280 --> 00:07:24.040]  這個都是一種被紀念
[00:07:24.040 --> 00:07:26.000]  這也是一種被紀念
[00:07:26.000 --> 00:07:28.760]  在1968年墨西哥舉行奧運會
[00:07:28.760 --> 00:07:31.640]  1968年米斯哥舉行奧運會
[00:07:31.640 --> 00:07:34.600]  當時美國有兩位黑人運動員
[00:07:34.600 --> 00:07:37.160]  當時美國有兩位黑人運動員
[00:07:37.160 --> 00:07:38.880]  一位叫卡洛斯
[00:07:38.880 --> 00:07:40.600]  另一個叫史密夫
[00:07:40.600 --> 00:07:42.080]  一位叫卡洛斯
[00:07:42.080 --> 00:07:44.200]  一位叫史密夫
[00:07:44.200 --> 00:07:47.760]  他在200米比賽的項目
[00:07:47.760 --> 00:07:49.720]  分別得到冠軍和季冠
[00:07:49.720 --> 00:07:51.960]  他們在200米的項目裏面
[00:07:51.960 --> 00:07:55.440]  分別得到冠軍還有季軍
[00:07:55.440 --> 00:07:57.920]  在進行頒獎禮的時候
[00:07:57.920 --> 00:07:59.480]  在進行頒獎禮的時候
[00:07:59.480 --> 00:08:03.880]  兩個人就站在頒獎臺的上面
[00:08:03.880 --> 00:08:05.680]  兩個人就站在頒獎臺的上面
[00:08:05.680 --> 00:08:08.720]  當大會奏出美國的國歌的時候
[00:08:08.720 --> 00:08:11.840]  當大會奏出美國的國歌的時候
[00:08:11.840 --> 00:08:16.520]  卡洛斯和史密夫
[00:08:16.520 --> 00:08:18.360]  他們沒有穿鞋踢着腳
[00:08:18.360 --> 00:08:22.640]  他們沒有穿鞋踢着腳
[00:08:22.640 --> 00:08:23.960]  代表貧窮
[00:08:23.960 --> 00:08:24.880]  代表他們貧窮
[00:08:24.880 --> 00:08:26.520]  他們高舉黑色的手套
[00:08:26.520 --> 00:08:28.200]  他們高舉黑色的手套
[00:08:28.200 --> 00:08:30.200]  代表黑人長期被歧視
[00:08:30.200 --> 00:08:32.200]  代表黑人長期被歧視
[00:08:32.200 --> 00:08:35.160]  一種有色人種
[00:08:35.160 --> 00:08:38.240]  在一個國際的運動會里面
[00:08:38.240 --> 00:08:40.840]  去表達那種人權的平等
[00:08:40.840 --> 00:08:45.920]  他們有色人種在國際的運動聖事裏面
[00:08:45.920 --> 00:08:48.640]  去爭取他這個平權
[00:08:48.640 --> 00:08:52.680]  今天都輪到我們亞洲人被歧視
[00:08:52.680 --> 00:08:55.000]  今天都輪到我們亞洲人被歧視
[00:08:55.000 --> 00:08:59.240]  在美國出現很多亞洲人被襲擊的一些報道
[00:08:59.240 --> 00:09:02.800]  在美國出現很多亞洲人被攻擊的一些報道
[00:09:02.800 --> 00:09:07.240]  有時候我想人何時才學會人與人之間彼此的尊重呢
[00:09:07.240 --> 00:09:11.360]  到底我在想人與人之間什麼時候才懂得互相的尊重呢
[00:09:11.360 --> 00:09:13.480]  在頒獎禮之前
[00:09:13.480 --> 00:09:14.760]  在頒獎禮之前
[00:09:14.760 --> 00:09:20.040]  卡洛斯和史密夫就問德國亞軍的歐洲籍運動員羅曼
[00:09:20.040 --> 00:09:27.240]  卡洛斯和史密夫就問德國亞軍的歐洲籍運動員羅曼
[00:09:27.240 --> 00:09:29.280]  他問你相不相信上帝
[00:09:29.280 --> 00:09:31.160]  他就問他你相不相信上帝
[00:09:31.160 --> 00:09:32.760]  你相不相信人人平等
[00:09:32.760 --> 00:09:34.360]  你相不相信人人平等
[00:09:34.360 --> 00:09:36.040]  羅曼就表示我支持
[00:09:36.040 --> 00:09:38.560]  羅曼就表示他是支持
[00:09:38.560 --> 00:09:42.200]  所以在頒獎禮的時候
[00:09:42.200 --> 00:09:45.920]  他就掛上奧運會推崇人權的勳章
[00:09:45.920 --> 00:09:50.200]  他就掛上奧運會推崇人權的勳章
[00:09:50.200 --> 00:09:52.000]  在頒獎禮之後
[00:09:52.000 --> 00:09:53.320]  他在頒獎禮以後
[00:09:53.320 --> 00:09:56.640]  卡洛斯和史密夫就被逐出奧運區
[00:09:56.640 --> 00:10:00.440]  卡洛斯和史密夫就被逐出奧運區
[00:10:00.440 --> 00:10:06.360]  被美國永遠終止代表國家參加奧林匹克的運動
[00:10:06.360 --> 00:10:12.080]  他就被美國永遠終止他們代表國家出席奧運會的機會
[00:10:12.080 --> 00:10:13.480]  很多年之後
[00:10:13.480 --> 00:10:14.320]  在很多年以後
[00:10:14.320 --> 00:10:16.760]  在美國上海的州立大學
[00:10:16.760 --> 00:10:19.080]  在美國聖河市的州立大學
[00:10:19.080 --> 00:10:21.280]  就爲他們樹立了兩個銅像
[00:10:21.280 --> 00:10:23.800]  就爲他們兩個人樹立了兩個銅像
[00:10:23.800 --> 00:10:27.240]  紀念他們爲黑人平權的努力
[00:10:27.240 --> 00:10:30.400]  紀念他們爲黑人平權所付出的努力
[00:10:30.400 --> 00:10:32.280]  兩個人就成爲美國的英雄
[00:10:32.280 --> 00:10:34.160]  他們兩個人就成爲美國的英雄
[00:10:34.160 --> 00:10:36.720]  羅曼的下場就比較悲慘
[00:10:36.720 --> 00:10:38.920]  但是羅曼的下場就比較悲慘
[00:10:38.920 --> 00:10:40.440]  他被歷史遺忘
[00:10:40.440 --> 00:10:41.800]  他被歷史遺忘
[00:10:41.800 --> 00:10:45.400]  10年代澳洲同樣有種族隔離的政策
[00:10:45.400 --> 00:10:48.320]  60年代澳洲同樣有種族隔離政策
[00:10:48.320 --> 00:10:50.120]  羅曼在頒獎禮之後
[00:10:50.120 --> 00:10:51.480]  羅曼在頒獎禮以後
[00:10:51.480 --> 00:10:53.920]  同樣被澳洲的奧委會排斥
[00:10:53.920 --> 00:10:56.880]  他同樣被澳洲的奧會會排斥
[00:10:56.880 --> 00:10:59.040]  終身不能代表國家參賽
[00:10:59.040 --> 00:11:00.840]  終身不能代表國家參賽
[00:11:00.840 --> 00:11:01.960]  他回到家鄉
[00:11:01.960 --> 00:11:02.880]  他回到家裏
[00:11:02.880 --> 00:11:06.000]  羅曼和他的家人都被當地人排斥
[00:11:06.000 --> 00:11:08.120]  羅曼和他的家人都被當地人排斥
[00:11:08.120 --> 00:11:09.520]  連找工作都找不到
[00:11:09.520 --> 00:11:10.880]  連找工作都找不到
[00:11:10.880 --> 00:11:13.640]  去到2006年他屈屈而終
[00:11:13.640 --> 00:11:16.400]  到2006年他屈屈而終
[00:11:16.400 --> 00:11:18.400]  事情發生了42年之後
[00:11:18.400 --> 00:11:20.280]  在事情發生了42年之後
[00:11:20.280 --> 00:11:23.680]  澳洲的國會終於大比數通過一條議案
[00:11:23.680 --> 00:11:26.400]  澳洲的國會終於大比數通過一條議案
[00:11:26.400 --> 00:11:28.560]  向羅曼和他的家人道歉
[00:11:28.560 --> 00:11:31.120]  對羅曼和他的家人道歉
[00:11:31.120 --> 00:11:33.920]  並且肯定他們在田徑上所作出的貢獻
[00:11:33.920 --> 00:11:36.720]  肯定他們在田徑上所作出的貢獻
[00:11:36.720 --> 00:11:39.520]  算是還羅曼一個恥禮的紀念
[00:11:39.520 --> 00:11:41.400]  算是還羅曼一個恥禮的紀念
[00:11:41.400 --> 00:11:42.600]  到出殯的那一天
[00:11:42.600 --> 00:11:44.520]  到出殯的那一天
[00:11:44.520 --> 00:11:48.000]  卡洛斯和史密夫是那個扶齡者
[00:11:48.000 --> 00:11:51.400]  當時卡洛斯和史密夫就成爲他的扶齡者
[00:11:51.400 --> 00:11:53.880]  卡洛斯在致辭裏有一段這樣的話
[00:11:53.880 --> 00:11:56.960]  卡洛斯在致辭裏有一段這樣的話
[00:11:56.960 --> 00:11:59.040]  他說羅曼是一個孤單的戰士
[00:11:59.040 --> 00:12:00.920]  他說羅曼是一個孤單的戰士
[00:12:00.920 --> 00:12:03.880]  他意識到選擇人人平等的名
[00:12:03.880 --> 00:12:06.000]  是受罪的羔羊
[00:12:06.000 --> 00:12:08.240]  他因爲選擇人人平等的名
[00:12:08.240 --> 00:12:09.920]  所以成爲一個受罪的羔羊
[00:12:09.920 --> 00:12:12.840]  他說在澳洲沒有人比他更配得受榮譽
[00:12:12.840 --> 00:12:17.760]  他說在澳洲裏面沒有人比他能夠配得受這個榮譽
[00:12:17.760 --> 00:12:19.000]  尊敬和肯定
[00:12:19.000 --> 00:12:20.160]  尊敬跟肯定
[00:12:20.160 --> 00:12:22.600]  儘管他曾一度被世人遺忘
[00:12:22.600 --> 00:12:26.000]  儘管他一度的被世人所遺忘
[00:12:26.000 --> 00:12:28.080]  但是上主永不忘記
[00:12:28.080 --> 00:12:29.760]  但是上主永不忘記
[00:12:29.760 --> 00:12:33.000]  今天上主紀念羅曼所付出的一切
[00:12:33.000 --> 00:12:37.200]  今天上主紀念羅曼所付出的一切
[00:12:37.200 --> 00:12:38.400]  還他一個公道
