
[00:00:00.000 --> 00:00:00.920]  我們祈禱
[00:00:00.920 --> 00:00:04.220]  親愛的恩主 多謝祢因為祢愛我們
[00:00:04.220 --> 00:00:07.740]  讓我們在生活中經歷主祢自己給我們的一切
[00:00:07.740 --> 00:00:10.680]  主也求祢因待 幫助我們
[00:00:10.680 --> 00:00:14.820]  在我們不同的日子 我們要曉得數算主祢自己的恩典
[00:00:14.820 --> 00:00:18.480]  多謝祢聽我們祈禱 奉耶穌名求 阿們
[00:00:18.480 --> 00:00:21.040]  人呢
[00:00:21.040 --> 00:00:23.000]  就有得選擇
[00:00:23.000 --> 00:00:25.160]  因為神做人的時候
[00:00:25.160 --> 00:00:29.080]  這位神很偉大 很有能力 但是他局限他自己
[00:00:29.420 --> 00:00:30.920]  局限他自己什麼
[00:00:30.920 --> 00:00:32.980]  就是給人有自由
[00:00:32.980 --> 00:00:37.760]  當神做人給我們有自由的時候
[00:00:37.760 --> 00:00:39.560]  這個自限
[00:00:39.560 --> 00:00:42.700]  在我們的自由裡面 就給我們有選擇
[00:00:42.700 --> 00:00:48.560]  當我們體會 原來感恩蒙恩都是一個過程
[00:00:48.560 --> 00:00:51.560]  是一個選擇的過程
[00:00:51.560 --> 00:00:54.480]  當我們有困難了 我們有困境了
[00:00:54.480 --> 00:00:56.120]  我們要向神祈禱
[00:00:56.120 --> 00:00:58.740]  在那些時候我們祈禱特別厲害 特別多
[00:00:58.740 --> 00:01:00.760]  我們要去到神的面前去禱告
[00:01:00.760 --> 00:01:02.300]  神應運
[00:01:02.300 --> 00:01:05.360]  叫我們經歷祂的恩典
[00:01:05.360 --> 00:01:08.240]  經歷了之後
[00:01:08.240 --> 00:01:11.780]  聖經這一段的記載
[00:01:11.780 --> 00:01:14.860]  十個掌大麻風的人 只是一個回頭
[00:01:14.860 --> 00:01:16.760]  去表達
[00:01:16.760 --> 00:01:19.900]  一個多謝 要歸榮耀給神
[00:01:19.900 --> 00:01:21.620]  這個感恩
[00:01:21.620 --> 00:01:23.820]  都經歷了一個過程
[00:01:23.820 --> 00:01:25.660]  都是一個選擇
[00:01:27.100 --> 00:01:29.540]  原來在我們的生活裡面
[00:01:29.540 --> 00:01:33.400]  神和我們做的很多不同的事情
[00:01:33.400 --> 00:01:36.200]  在一年到晚去保守
[00:01:36.200 --> 00:01:40.160]  經歷我們很多不同的同行的日子
[00:01:40.160 --> 00:01:43.820]  來到這一刻 十二月三十日
[00:01:43.820 --> 00:01:45.360]  還有
[00:01:45.360 --> 00:01:48.620]  多少個小時 36個小時左右
[00:01:48.620 --> 00:01:52.380]  2012年就結束了
[00:01:52.380 --> 00:01:55.080]  當我們體會
[00:01:55.480 --> 00:01:57.840]  一年的開始 一年的結束
[00:01:57.840 --> 00:01:59.300]  然後又再新的一年
[00:01:59.300 --> 00:02:01.300]  這個時間的轉折裡面
[00:02:01.300 --> 00:02:03.300]  我們就需要學習 究竟
[00:02:03.300 --> 00:02:05.060]  生活
[00:02:05.060 --> 00:02:08.580]  應該怎樣繼續前進呢?
[00:02:08.580 --> 00:02:13.640]  這一段聖經裡面的記載
[00:02:13.640 --> 00:02:15.440]  耶穌要往耶路撒冷
[00:02:15.440 --> 00:02:18.440]  祂是經過撒瑪利亞和加里尼
[00:02:18.440 --> 00:02:21.820]  當我們去熟悉聖經的時候
[00:02:21.820 --> 00:02:24.480]  耶穌往耶路撒冷
[00:02:24.480 --> 00:02:26.680]  是要準備上十字架
[00:02:26.680 --> 00:02:31.560]  往耶路撒冷的過程就經過這個村莊
[00:02:31.560 --> 00:02:34.980]  是一個外邦人
[00:02:34.980 --> 00:02:37.720]  撒瑪利亞人混雜了的
[00:02:37.720 --> 00:02:40.200]  村莊裡面
[00:02:40.200 --> 00:02:42.520]  去到撒瑪利亞的村莊的時候
[00:02:42.520 --> 00:02:44.000]  來到這個村子
[00:02:44.000 --> 00:02:46.400]  就有十個長大麻蜂的人
[00:02:46.400 --> 00:02:48.680]  迎面而來 遠遠站著
[00:02:48.680 --> 00:02:50.400]  就是在這裡遠遠站著
[00:02:50.400 --> 00:02:51.560]  但是迎面而來
[00:02:51.560 --> 00:02:53.000]  又不想站這麼近
[00:02:53.000 --> 00:02:55.000]  又不可以站這麼近
[00:02:55.000 --> 00:02:58.880]  我們看病都是一個人去的
[00:02:58.880 --> 00:03:01.160]  除非一起病 一起病就一起去
[00:03:01.160 --> 00:03:03.160]  有些事情很湊熱鬧
[00:03:03.160 --> 00:03:05.160]  看病就不可以湊熱鬧
[00:03:05.160 --> 00:03:07.160]  病就病 應該是不同時間
[00:03:07.160 --> 00:03:10.040]  但是我們看到這十個長大麻蜂的
[00:03:10.040 --> 00:03:12.040]  他們都是病友
[00:03:12.040 --> 00:03:14.040]  就成為一個群組
[00:03:14.040 --> 00:03:16.840]  今天你們有沒有新的群組設立了?
[00:03:16.840 --> 00:03:18.840]  現在經常都有新的群組
[00:03:18.840 --> 00:03:20.840]  我們一起吃大餐有一個群組
[00:03:20.840 --> 00:03:23.520]  我們主要是學習討論一些事情
[00:03:23.520 --> 00:03:24.520]  有一個群組
[00:03:24.520 --> 00:03:25.520]  這一班人
[00:03:25.520 --> 00:03:27.160]  十個長大麻蜂的人
[00:03:27.160 --> 00:03:29.160]  他們就成為一個群組
[00:03:29.160 --> 00:03:30.480]  進入一個村莊
[00:03:30.480 --> 00:03:31.840]  有十個長大麻蜂的人
[00:03:31.840 --> 00:03:33.840]  迎面而來就要和
[00:03:33.840 --> 00:03:37.160]  耶穌遠遠站著
[00:03:37.160 --> 00:03:39.160]  在第十三節
[00:03:39.160 --> 00:03:42.440]  高聲叫了
[00:03:42.440 --> 00:03:45.520]  耶穌父子可憐我們吧
[00:03:45.520 --> 00:03:49.880]  等於我們坐在這裡都試過病過
[00:03:51.480 --> 00:03:53.480]  有些病很小的
[00:03:53.480 --> 00:03:56.280]  傷風很輕
[00:03:56.280 --> 00:03:58.280]  感冒就比較重
[00:03:58.280 --> 00:04:01.200]  可能有些時候我們會敏感
[00:04:01.200 --> 00:04:04.200]  好像我一樣有些一斷不了尾的
[00:04:04.200 --> 00:04:06.200]  就是濕疹沒得搞
[00:04:06.200 --> 00:04:08.600]  放鬆一點不吃什麼
[00:04:08.600 --> 00:04:10.120]  有些時候都盤皮
[00:04:10.120 --> 00:04:11.120]  什麼都不能吃
[00:04:11.120 --> 00:04:11.840]  算了
[00:04:11.840 --> 00:04:13.200]  隨它吧
[00:04:13.200 --> 00:04:15.200]  天氣乾燥又要保濕
[00:04:15.200 --> 00:04:18.720]  總是有些身體不舒服的地方
[00:04:19.840 --> 00:04:21.840]  這十個人
[00:04:21.840 --> 00:04:23.840]  各位姐妹如果我們要看
[00:04:23.840 --> 00:04:27.080]  長大麻蜂的病應該怎樣處理呢
[00:04:27.080 --> 00:04:28.840]  我們不單止看這一段
[00:04:28.840 --> 00:04:30.840]  我們就回去看利未記
[00:04:30.840 --> 00:04:33.360]  看利未記的第十三第十四章
[00:04:33.360 --> 00:04:36.560]  有兩章整整兩章講長大麻蜂
[00:04:36.560 --> 00:04:40.440]  然後長大麻蜂的家庭要怎樣處理
[00:04:40.440 --> 00:04:42.120]  它的衣物要怎樣處理
[00:04:42.120 --> 00:04:43.120]  怎樣為之潔淨
[00:04:43.120 --> 00:04:46.040]  要怎樣給祭司去看
[00:04:46.040 --> 00:04:47.960]  以致它可以說乾淨了
[00:04:47.960 --> 00:04:48.560]  好了
[00:04:48.560 --> 00:04:51.720]  它可以歸回正常的生活了
[00:04:51.720 --> 00:04:54.640]  這十個人
[00:04:54.640 --> 00:04:56.640]  他們正在面對一個環窒
[00:04:56.640 --> 00:04:58.640]  他們集體求助
[00:04:58.640 --> 00:05:00.240]  長大麻蜂的人
[00:05:00.240 --> 00:05:02.960]  如果我們看利未記十三章十四章的時候
[00:05:02.960 --> 00:05:07.600]  他們就要在人堆裏面
[00:05:07.600 --> 00:05:11.240]  生活的時候就要一路出街一路走
[00:05:11.240 --> 00:05:12.640]  不潔淨不潔淨
[00:05:12.640 --> 00:05:14.640]  是為了什麼
[00:05:14.640 --> 00:05:16.640]  讓人避開
[00:05:16.640 --> 00:05:18.640]  不可以那麼近不潔淨
[00:05:18.640 --> 00:05:20.640]  要叫出來
[00:05:20.640 --> 00:05:22.640]  在形象上又怎樣
[00:05:22.640 --> 00:05:26.640]  他們是要縫頭散髮
[00:05:26.640 --> 00:05:28.640]  即是頭髮要散了
[00:05:28.640 --> 00:05:31.640]  即是不可以再很整齊
[00:05:31.640 --> 00:05:32.640]  縫頭散髮
[00:05:32.640 --> 00:05:37.640]  衣衫又要有一些破爛
[00:05:37.640 --> 00:05:41.640]  你說你聾聽不到說不潔淨
[00:05:41.640 --> 00:05:42.640]  你就可以看了
[00:05:42.640 --> 00:05:45.640]  看到這個人的衣著和衣服
[00:05:45.640 --> 00:05:48.640]  頭髮亂了你就知道他有病了
[00:05:48.640 --> 00:05:50.640]  你就走遠一點
[00:05:50.640 --> 00:05:52.640]  就好像我們今天有危險的時候
[00:05:52.640 --> 00:05:54.640]  去到舊式茶樓
[00:05:54.640 --> 00:05:55.640]  滾水滾水
[00:05:55.640 --> 00:05:57.640]  我們曉得是避開一樣
[00:05:57.640 --> 00:05:59.640]  他們說不潔淨就是叫人避開
[00:05:59.640 --> 00:06:02.640]  同人保持距離
[00:06:02.640 --> 00:06:04.640]  讓人可以避開
[00:06:04.640 --> 00:06:09.640]  甚至他們只是住在營房以外
[00:06:09.640 --> 00:06:11.640]  唯有什麼時候
[00:06:11.640 --> 00:06:14.640]  要去到祭司那裏判別鑑定
[00:06:14.640 --> 00:06:16.640]  他們沒事了
[00:06:16.640 --> 00:06:18.640]  他們在一個地方七天了
[00:06:18.640 --> 00:06:20.640]  就可以稱為潔淨
[00:06:20.640 --> 00:06:21.640]  可以回到社群
[00:06:21.640 --> 00:06:23.640]  這十個人
[00:06:23.640 --> 00:06:25.640]  他們不單只是身體有病
[00:06:25.640 --> 00:06:27.640]  最大的問題就是說
[00:06:27.640 --> 00:06:29.640]  他們是需要被隔離
[00:06:29.640 --> 00:06:32.640]  人都是一個群體的動物
[00:06:32.640 --> 00:06:33.640]  我們一起居住
