
[00:00:00.000 --> 00:00:04.200]  今天是2022年我第一次在港台跟大家去正道
[00:00:04.200 --> 00:00:06.200]  祝大家新年快樂
[00:00:06.200 --> 00:00:07.460]  身體健康
[00:00:07.460 --> 00:00:09.200]  主恩常存
[00:00:09.200 --> 00:00:13.000]  我們每一年都經歷過新年
[00:00:13.000 --> 00:00:15.820]  到了除夕的時候
[00:00:15.820 --> 00:00:17.940]  我們就會回顧一下過去一年
[00:00:17.940 --> 00:00:19.340]  特別是基督徒
[00:00:19.340 --> 00:00:22.700]  我們回顧一下神在我們身上的奇妙作為
[00:00:22.700 --> 00:00:24.640]  很多時候我們想事情是負面的
[00:00:24.640 --> 00:00:27.580]  過去一年不好的事情我們經常記住
[00:00:27.580 --> 00:00:30.320]  但是好的事情我們覺得是應份的
[00:00:30.320 --> 00:00:33.160]  很多時候我們回顧神恩是沒有什麼東西可以說的
[00:00:33.160 --> 00:00:35.580]  但是叫你可以去深思究竟有什麼不好的事情
[00:00:35.580 --> 00:00:37.800]  我想你可以說到今晚都說不完
[00:00:37.800 --> 00:00:41.440]  因為我們是紀念思念地上的事
[00:00:41.440 --> 00:00:43.780]  我們思念一些屬世的事
[00:00:43.780 --> 00:00:45.720]  我們知道屬世是沒有平安的
[00:00:45.720 --> 00:00:47.840]  所以我們思念一些沒有平安的事情
[00:00:47.840 --> 00:00:50.240]  但是我們天上的事是神給我們滿足
[00:00:50.240 --> 00:00:51.780]  有喜樂有平安的那些
[00:00:51.780 --> 00:00:54.540]  我們反而覺得是神欠了我們
[00:00:54.540 --> 00:00:56.080]  很多時候我們祈禱埋怨
[00:00:56.080 --> 00:00:58.200]  為什麼神還沒有應允
[00:00:58.200 --> 00:01:00.240]  就好像以色列人在抗野的時候
[00:01:00.240 --> 00:01:02.060]  經常都埋怨埋怨埋怨
[00:01:02.060 --> 00:01:04.800]  所以我們過去一年我們沒有平安嗎?
[00:01:04.800 --> 00:01:06.500]  我們沒有回顧神恩呢?
[00:01:06.500 --> 00:01:08.680]  我們真的要看看神
[00:01:08.680 --> 00:01:12.340]  今天是過去一年給我們平安的度過
[00:01:12.340 --> 00:01:16.600]  給我們在英國有一個太平的生活
[00:01:16.600 --> 00:01:18.020]  疫症是沒錯
[00:01:18.020 --> 00:01:19.980]  是會影響到我們每一個人的生活
[00:01:19.980 --> 00:01:21.960]  但是我們知道神有祂的時間
[00:01:21.960 --> 00:01:23.060]  有祂的旨意
[00:01:23.060 --> 00:01:25.160]  今天我們很自由來到教會
[00:01:25.160 --> 00:01:27.500]  我們有華人的崇拜
[00:01:27.500 --> 00:01:29.100]  雖然是一個這麼小的地方
[00:01:29.100 --> 00:01:30.720]  不是一個很大的城市
[00:01:30.720 --> 00:01:32.360]  我們每個星期都有教會
[00:01:32.360 --> 00:01:33.340]  有華人的聚會
[00:01:33.340 --> 00:01:34.380]  這個是感恩
[00:01:34.380 --> 00:01:36.460]  今天我們有健康回到教會
[00:01:36.460 --> 00:01:37.480]  我們坐在這裡
[00:01:37.480 --> 00:01:38.620]  可以聽到的
[00:01:38.620 --> 00:01:40.660]  特別是一些過去患病的
[00:01:40.660 --> 00:01:43.540]  都知道這是一個喜樂
[00:01:43.540 --> 00:01:44.500]  是一個滿足
[00:01:44.500 --> 00:01:46.140]  是神醫治了我們的病
[00:01:46.140 --> 00:01:48.260]  又或者可能你過去一年從香港過來
[00:01:48.260 --> 00:01:50.220]  可能你經歷過很多困難
[00:01:50.220 --> 00:01:53.540]  很多很徬徨的日子
[00:01:53.540 --> 00:01:54.820]  但是今天來到英國
[00:01:54.820 --> 00:01:58.020]  無論你來了幾十年也好
[00:01:58.020 --> 00:01:59.340]  或者你來了幾個月
[00:01:59.340 --> 00:02:00.740]  或者幾個星期也好
[00:02:00.740 --> 00:02:01.940]  我們都是要感恩
[00:02:01.940 --> 00:02:04.060]  因為神今天擺在我們這個教會
[00:02:04.060 --> 00:02:05.140]  不是偶然的
[00:02:05.140 --> 00:02:06.220]  是有祂的旨意
[00:02:06.220 --> 00:02:07.760]  這個是我們很深信的
[00:02:07.760 --> 00:02:11.420]  新的一年我們很多時候都會有一個新的希望
[00:02:11.420 --> 00:02:12.620]  我經常說立志
[00:02:12.620 --> 00:02:13.500]  今年要怎樣
[00:02:13.500 --> 00:02:16.260]  有些肥胖的說立志要減肥
[00:02:16.260 --> 00:02:17.780]  有些瘦的說要增肥
[00:02:17.780 --> 00:02:18.580]  我跟他說
[00:02:18.580 --> 00:02:21.860]  我跟他說增肥比減肥更加困難
[00:02:21.860 --> 00:02:24.660]  不是說吃多一點就會肥
[00:02:24.660 --> 00:02:27.860]  所以我們立志有時候很多事情都做不了
[00:02:27.860 --> 00:02:32.020]  反而我們不如計劃一下今年有什麼做就好了
[00:02:32.020 --> 00:02:33.860]  很多時候我們每年
[00:02:33.860 --> 00:02:36.180]  一年之計在於春
[00:02:36.180 --> 00:02:36.940]  春天
[00:02:36.940 --> 00:02:38.100]  新的一年開始
[00:02:38.100 --> 00:02:40.780]  我們計劃一下今年有什麼做
[00:02:40.780 --> 00:02:42.380]  盡量去做好一點
[00:02:42.380 --> 00:02:44.340]  去年有些地方做得不夠
[00:02:44.340 --> 00:02:45.940]  今年做得好一點
[00:02:45.940 --> 00:02:47.180]  我們回來教會
[00:02:47.180 --> 00:02:49.060]  去年有些做得不足的事況
[00:02:49.060 --> 00:02:51.660]  今年就站出來做多一點
[00:02:51.660 --> 00:02:53.740]  去年對神有什麼虧欠
[00:02:53.740 --> 00:02:55.140]  跟神說抱歉
[00:02:55.140 --> 00:02:56.900]  今年我會乖一點
[00:02:56.900 --> 00:02:57.740]  做得好一點
[00:02:57.740 --> 00:03:00.100]  這個也是我們可以去立志的
[00:03:00.100 --> 00:03:02.980]  但其實不只是新年才做這些事情
[00:03:02.980 --> 00:03:04.860]  這個新年所謂的一月一日
[00:03:04.860 --> 00:03:09.500]  其實是一個人為的定義
[00:03:09.500 --> 00:03:11.500]  一月一日根據什麼呢?
[00:03:11.500 --> 00:03:13.940]  這個日曆
[00:03:13.940 --> 00:03:15.220]  是中世紀的時候
[00:03:15.220 --> 00:03:16.940]  我叫做Gregorian
[00:03:16.940 --> 00:03:17.900]  格里歷
[00:03:17.900 --> 00:03:19.580]  是中世紀才開始的
[00:03:19.580 --> 00:03:21.980]  就是定了一年三百六十五日
[00:03:21.980 --> 00:03:23.340]  四年一個潤日
[00:03:23.340 --> 00:03:23.940]  這樣來的
[00:03:23.940 --> 00:03:26.740]  那個是人為定出來的
[00:03:26.740 --> 00:03:27.660]  我們都知道
[00:03:27.660 --> 00:03:28.740]  我們中國人很了解
[00:03:28.740 --> 00:03:30.660]  我們新年不只一個
[00:03:30.660 --> 00:03:31.860]  再過幾個星期
[00:03:31.860 --> 00:03:33.300]  我們有一個農曆的新年
[00:03:33.300 --> 00:03:37.420]  農曆新年就是自古中國流傳下來
[00:03:37.420 --> 00:03:39.380]  一個農曆是跟著月亮的
[00:03:39.380 --> 00:03:40.540]  所以叫做陰曆
[00:03:40.540 --> 00:03:41.940]  西方的曆
[00:03:41.940 --> 00:03:43.140]  我們叫做陽曆
[00:03:43.140 --> 00:03:45.100]  所以我們叫做日曆
[00:03:45.100 --> 00:03:46.380]  或者陽曆
[00:03:46.380 --> 00:03:48.660]  來到中國的時候
[00:03:48.660 --> 00:03:50.980]  是到了一九一幾年民國時代
[00:03:50.980 --> 00:03:52.980]  才採用西方的曆
[00:03:52.980 --> 00:03:54.380]  所以我們叫做新曆
[00:03:54.380 --> 00:03:56.220]  所以我們又叫新曆又叫舊曆
[00:03:56.220 --> 00:03:57.580]  又有陽曆又有陰曆
[00:03:57.580 --> 00:03:58.820]  搞得亂七八糟
[00:03:58.820 --> 00:04:01.140]  但是我們很習慣
[00:04:01.140 --> 00:04:02.660]  我們很幸運
[00:04:02.660 --> 00:04:04.580]  我們有兩個新年
[00:04:04.580 --> 00:04:06.220]  過完這個新曆年
[00:04:06.220 --> 00:04:06.980]  每年都是
[00:04:06.980 --> 00:04:08.860]  沒多久就是農曆年的新年
[00:04:08.860 --> 00:04:10.380]  所以這個新年其實
[00:04:10.380 --> 00:04:12.140]  是每一天都可以的
[00:04:12.140 --> 00:04:14.780]  因為是人定出來的日子
[00:04:14.780 --> 00:04:16.980]  猶太人的新年什麼時候才知道呢?
[00:04:16.980 --> 00:04:18.340]  是七月一日
[00:04:18.340 --> 00:04:21.820]  是他們的曆的七月一日
