
[00:00:00.000 --> 00:00:02.000]  弟兄姐妹晚安
[00:00:02.000 --> 00:00:05.000]  很特別的一個崇拜
[00:00:05.000 --> 00:00:11.000]  是2023年最後一次的晚堂崇拜
[00:00:11.000 --> 00:00:15.000]  能夠在這裡和弟兄姐妹分享訊息
[00:00:15.000 --> 00:00:17.000]  都是神秘的恩典
[00:00:17.000 --> 00:00:22.000]  不知道面對踏入新的一年
[00:00:22.000 --> 00:00:24.000]  你們做了回望沒有呢?
[00:00:24.000 --> 00:00:27.000]  我在預備這個講章的時候
[00:00:27.000 --> 00:00:32.000]  也輕輕回望一下這個2023年
[00:00:32.000 --> 00:00:36.000]  我所經歷的無論是侍奉
[00:00:36.000 --> 00:00:39.000]  家庭各樣的事情
[00:00:39.000 --> 00:00:42.000]  輕輕看了一次
[00:00:42.000 --> 00:00:44.000]  今年很特別
[00:00:44.000 --> 00:00:48.000]  我所牧養的團契
[00:00:48.000 --> 00:00:53.000]  經歷上帝很大的賜福和更新
[00:00:53.000 --> 00:00:54.000]  每年的12月
[00:00:54.000 --> 00:00:57.000]  我們都會有一個福音聚會
[00:00:57.000 --> 00:01:00.000]  今年上帝很奇妙
[00:01:00.000 --> 00:01:02.000]  叫我們整個團契
[00:01:02.000 --> 00:01:05.000]  接近200個姐妹
[00:01:05.000 --> 00:01:09.000]  他們為了這個福音的機會
[00:01:09.000 --> 00:01:12.000]  和全教會的弟兄姐妹一起攜手
[00:01:12.000 --> 00:01:17.000]  做了很...很...很...
[00:01:17.000 --> 00:01:19.000]  我不懂得形容
[00:01:19.000 --> 00:01:21.000]  一個很特別的邀請
[00:01:21.000 --> 00:01:24.000]  打破了教會歷年來
[00:01:24.000 --> 00:01:25.000]  三十多年來
[00:01:25.000 --> 00:01:29.000]  那個福音聚會的出席人數
[00:01:29.000 --> 00:01:34.000]  竟然有九百多的會眾
[00:01:34.000 --> 00:01:36.000]  一起出席
[00:01:36.000 --> 00:01:40.000]  坐滿了整個教會
[00:01:40.000 --> 00:01:42.000]  以及直播的地方
[00:01:42.000 --> 00:01:43.000]  感謝神
[00:01:43.000 --> 00:01:48.000]  你當天有七十多個弟兄姐妹
[00:01:48.000 --> 00:01:51.000]  來決志信耶穌
[00:01:51.000 --> 00:01:52.000]  過程中
[00:01:52.000 --> 00:01:54.000]  我們經歷了很多驚嚇
[00:01:54.000 --> 00:02:00.000]  但也見到神自己的供應和預備
[00:02:00.000 --> 00:02:01.000]  在教會中
[00:02:01.000 --> 00:02:05.000]  我看的是行政團隊
[00:02:05.000 --> 00:02:09.000]  今年也經歷了很大的衝擊
[00:02:09.000 --> 00:02:12.000]  很多好的同工
[00:02:12.000 --> 00:02:17.000]  都是在今年離開團隊
[00:02:17.000 --> 00:02:24.000]  教會面對著一個人手極之不足的狀況
[00:02:24.000 --> 00:02:29.000]  但上帝沒有叫教會的侍工來停滯
[00:02:29.000 --> 00:02:32.000]  反而讓我們看到上帝他在
[00:02:32.000 --> 00:02:36.000]  自己身體上也出現了一些狀況
[00:02:36.000 --> 00:02:38.000]  看我也是非常好
[00:02:38.000 --> 00:02:41.000]  但原來在九月的時候
[00:02:41.000 --> 00:02:47.000]  我一次去台灣的會議
[00:02:47.000 --> 00:02:51.000]  竟然發現左腳不聽洗
[00:02:51.000 --> 00:02:54.000]  向左跌
[00:02:54.000 --> 00:02:55.000]  向下蹬
[00:02:55.000 --> 00:02:57.000]  以及向後撲
[00:02:57.000 --> 00:03:00.000]  但神的保護也很足夠
[00:03:00.000 --> 00:03:01.000]  一來自己不會害怕
[00:03:01.000 --> 00:03:06.000]  二來也沒有受到身體任何的損害
[00:03:06.000 --> 00:03:08.000]  連弟兄姐妹最掛心的
[00:03:08.000 --> 00:03:10.000]  會不會是癌症上路
[00:03:10.000 --> 00:03:13.000]  還是中風
[00:03:13.000 --> 00:03:14.000]  很感謝主
[00:03:14.000 --> 00:03:17.000]  都不是兩個最嚴重的病症
[00:03:17.000 --> 00:03:19.000]  不過也是一個狀況
[00:03:19.000 --> 00:03:22.000]  就是肌肉流失
[00:03:22.000 --> 00:03:24.000]  以致腳無力
[00:03:24.000 --> 00:03:29.000]  這個流失了也比較難補充
[00:03:29.000 --> 00:03:33.000]  不過上帝也讓我能夠行得走得
[00:03:33.000 --> 00:03:39.000]  我也在學習要好好地去鍛鍊好身體
[00:03:39.000 --> 00:03:42.000]  10月的時候出外會議
[00:03:42.000 --> 00:03:45.000]  也是晚上發高燒
[00:03:45.000 --> 00:03:47.000]  不是COVID
[00:03:47.000 --> 00:03:49.000]  結果就是生蛇
[00:03:49.000 --> 00:03:53.000]  然後又是急趕回香港就醫
[00:03:53.000 --> 00:03:55.000]  感謝主也讓我趕得及
[00:03:55.000 --> 00:03:59.000]  在72小時黃金的時間
[00:03:59.000 --> 00:04:02.000]  來到有特效藥
[00:04:02.000 --> 00:04:04.000]  吃到特效藥
[00:04:04.000 --> 00:04:06.000]  以致生蛇的過程
[00:04:06.000 --> 00:04:10.000]  也是非常輕可和很快痊癒
[00:04:10.000 --> 00:04:13.000]  我看到上帝的恩典
[00:04:13.000 --> 00:04:16.000]  在我這個蒙著蒙著的人身上
[00:04:16.000 --> 00:04:18.000]  有很多的承托
[00:04:18.000 --> 00:04:22.000]  和讓我更加經歷恩典救容
[00:04:22.000 --> 00:04:24.000]  這個聖經的真理
[00:04:24.000 --> 00:04:26.000]  所以到今天
[00:04:26.000 --> 00:04:31.000]  能夠仍然站在弟兄姐妹面前
[00:04:31.000 --> 00:04:33.000]  去宣講
[00:04:33.000 --> 00:04:38.000]  我知道這是神給我們一個很大的榮耀
[00:04:38.000 --> 00:04:42.000]  今天我們要看的就是
[00:04:42.000 --> 00:04:45.000]  門訓系列的馬可福音
[00:04:45.000 --> 00:04:50.000]  最後一章最後一部分的信息
[00:04:50.000 --> 00:04:55.000]  就是馬可福音16章9到20節
[00:04:55.000 --> 00:04:58.000]  如果你看過和合本的聖經
[00:04:58.000 --> 00:05:04.000]  相信你沒什麼留意
[00:05:04.000 --> 00:05:08.000]  馬可福音的結尾有什麼特別
[00:05:08.000 --> 00:05:11.000]  因為我們很多時候
[00:05:11.000 --> 00:05:13.000]  看和合本的中文聖經
[00:05:13.000 --> 00:05:16.000]  它都是由1節到20節
[00:05:16.000 --> 00:05:22.000]  作為整個馬可福音最後章節的段落
[00:05:22.000 --> 00:05:27.000]  但是如果你用和修版的中文聖經
[00:05:27.000 --> 00:05:29.000]  你就會發現
[00:05:29.000 --> 00:05:32.000]  原來9到20節這個經文
[00:05:32.000 --> 00:05:36.000]  又有一些特別的題材
[00:05:36.000 --> 00:05:38.000]  上次有跟公公說
[00:05:38.000 --> 00:05:40.000]  1到8節的時候
[00:05:40.000 --> 00:05:44.000]  就有說到馬可福音的總結
[00:05:44.000 --> 00:05:48.000]  原來它的結尾是停在第8節
[00:05:48.000 --> 00:05:53.000]  那究竟馬可福音的結尾
[00:05:53.000 --> 00:05:56.000]  是以哪一章為準呢
[00:05:56.000 --> 00:05:58.000]  原初的馬可福音
[00:05:58.000 --> 00:06:00.000]  是以哪一節做結束
[00:06:00.000 --> 00:06:03.000]  馬可福音的結尾的不確定性
[00:06:03.000 --> 00:06:08.000]  會不會影響馬可福音的權威呢
[00:06:08.000 --> 00:06:11.000]  我就看了一些小的書
[00:06:11.000 --> 00:06:13.000]  根據聯合聖經工會第四版的
[00:06:13.000 --> 00:06:15.000]  希臘文新約聖經
[00:06:15.000 --> 00:06:17.000]  和一些研究資料就告訴我們
[00:06:17.000 --> 00:06:19.000]  原來馬可福音
[00:06:19.000 --> 00:06:22.000]  有五種不同形式的結尾
[00:06:22.000 --> 00:06:24.000]  不過簡單一點來說
[00:06:24.000 --> 00:06:27.000]  透過經文鑑別學的愛正評估
[00:06:27.000 --> 00:06:31.000]  其中就以第8節為結尾的抄本
[00:06:31.000 --> 00:06:35.000]  流傳是最早和最廣
[00:06:35.000 --> 00:06:39.000]  而且支持以馬可福音第十六章
[00:06:39.000 --> 00:06:42.000]  第8節為結尾的抄本份量
[00:06:42.000 --> 00:06:49.000]  遠遠比支持長結尾的抄本多
[00:06:49.000 --> 00:06:53.000]  所以再加上從整個馬可福音的
[00:06:53.000 --> 00:06:55.000]  神學脈絡來看
[00:06:55.000 --> 00:06:58.000]  用第8節作為結語的可能性
[00:06:58.000 --> 00:07:00.000]  其實是非常之高的
[00:07:00.000 --> 00:07:03.000]  雖然整本書對耶穌
[00:07:03.000 --> 00:07:06.000]  是否真正復活顯現
[00:07:06.000 --> 00:07:08.000]  沒有說到
[00:07:08.000 --> 00:07:11.000]  婦女們有沒有傳達復活的信息
[00:07:11.000 --> 00:07:12.000]  也沒有提及
[00:07:12.000 --> 00:07:16.000]  還有門徒有沒有去到加利利
[00:07:16.000 --> 00:07:18.000]  也沒有清楚說明
[00:07:18.000 --> 00:07:22.000]  但是因為還有另外三本福音書
[00:07:22.000 --> 00:07:25.000]  用不同的角度來記載
[00:07:25.000 --> 00:07:30.000]  所以有關整個耶穌復活事件的啟示
[00:07:30.000 --> 00:07:34.000]  一個我們信仰最重要的教導
[00:07:34.000 --> 00:07:37.000]  都是得到很好的補充
[00:07:37.000 --> 00:07:42.000]  在信息上不會構成任何的虧損和影響
[00:07:42.000 --> 00:07:46.000]  也不影響馬可福音的權威性
[00:07:46.000 --> 00:07:51.000]  其實如果看馬可福音長結語的內容
[00:07:51.000 --> 00:07:55.000]  主要是來自其他的福音書
[00:07:55.000 --> 00:07:58.000]  和試圖行轉的補充
[00:07:58.000 --> 00:08:03.000]  其實也是豐富了整個耶穌復活事件
[00:08:03.000 --> 00:08:07.000]  讓弟兄姊妹讀起來是更加容易理解的
[00:08:07.000 --> 00:08:10.000]  所以今天我們也會集中看看
[00:08:10.000 --> 00:08:13.000]  這兩個的結語
[00:08:13.000 --> 00:08:18.000]  我們在開始進入聖經之前
[00:08:18.000 --> 00:08:21.000]  我們一起做一個祈禱
[00:08:21.000 --> 00:08:31.000]  創天造地的真神
[00:08:31.000 --> 00:08:34.000]  降臨人間又復活
[00:08:34.000 --> 00:08:37.000]  成就救恩的主耶穌
[00:08:37.000 --> 00:08:40.000]  引導我們進入真理的聖靈
[00:08:40.000 --> 00:08:43.000]  我們來到你面前的時候
[00:08:43.000 --> 00:08:47.000]  很需要你自己的提攜和指引
[00:08:47.000 --> 00:08:49.000]  以致我們從聖經裡面
[00:08:49.000 --> 00:08:54.000]  能夠對主耶穌復活大能的認識
[00:08:54.000 --> 00:08:58.000]  能夠有多一點的掌握和認識
[00:08:58.000 --> 00:09:02.000]  願主你藉著今天的經文
[00:09:02.000 --> 00:09:05.000]  對我們來說話
[00:09:05.000 --> 00:09:07.000]  叫我們真認識你
[00:09:07.000 --> 00:09:11.000]  並且體會你大能的磅秘
[00:09:11.000 --> 00:09:17.000]  對你屬你的人從不離棄這份寶貴
[00:09:17.000 --> 00:09:20.000]  願主你這樣私恩
[00:09:20.000 --> 00:09:23.000]  帶領著我們這一段時間
[00:09:23.000 --> 00:09:24.000]  同心祈禱
[00:09:24.000 --> 00:09:25.000]  奉主名求
[00:09:25.000 --> 00:09:26.000]  下門
[00:09:26.000 --> 00:09:39.000]  如果你看和修版的聖經
[00:09:39.000 --> 00:09:42.000]  由第九節開始是這樣寫的
[00:09:42.000 --> 00:09:44.000]  有些古卷有下列結語
[00:09:44.000 --> 00:09:48.000]  一個短的結語
[00:09:48.000 --> 00:09:53.000]  然後有一個長的結語
[00:09:53.000 --> 00:09:57.000]  將九到二十節的經文寫出來
[00:09:57.000 --> 00:10:04.000]  原來第九節的短結語
[00:10:04.000 --> 00:10:09.000]  不是一個很多採納的內容
[00:10:09.000 --> 00:10:12.000]  根據資料就說
[00:10:12.000 --> 00:10:15.000]  它是寫於四世紀晚期
[00:10:15.000 --> 00:10:17.000]  到五世紀早期
[00:10:17.000 --> 00:10:22.000]  是一個非洲抄寫成的古抄本
[00:10:22.000 --> 00:10:26.000]  所以一般我們都很少
[00:10:26.000 --> 00:10:34.000]  將這個內容連到第八節
[00:10:34.000 --> 00:10:36.000]  它的內容很簡單
[00:10:36.000 --> 00:10:38.000]  凡耶穌所吩咐的
[00:10:38.000 --> 00:10:40.000]  他們簡潔地
[00:10:40.000 --> 00:10:44.000]  告訴彼得和他周圍的人
[00:10:44.000 --> 00:10:45.000]  這些事以後
[00:10:45.000 --> 00:10:48.000]  耶穌親自藉著他的門徒
[00:10:48.000 --> 00:10:50.000]  從東到西
[00:10:50.000 --> 00:10:52.000]  把那神聖不老
[00:10:52.000 --> 00:10:54.000]  永遠拯救的福音
[00:10:54.000 --> 00:10:57.000]  傳出去衙門
[00:10:57.000 --> 00:10:58.000]  不知道大家記不記得
[00:10:58.000 --> 00:11:02.000]  十一章的八節是講什麼
[00:11:02.000 --> 00:11:04.000]  就是講到一班婦女
[00:11:04.000 --> 00:11:10.000]  在七天的頭一天
[00:11:10.000 --> 00:11:12.000]  耶穌被釘之後
