
[00:00:00.000 --> 00:00:02.500]  弟兄姊妹 早晨 主內平安
[00:00:02.500 --> 00:00:05.740]  我們一起在聽道之先
[00:00:05.740 --> 00:00:07.820]  我們先有個禱告
[00:00:07.820 --> 00:00:12.320]  求聖靈都掌管我們的心思意念
[00:00:12.320 --> 00:00:15.280]  讓我們有打開的耳朵
[00:00:15.280 --> 00:00:16.720]  闖開的心靈
[00:00:16.720 --> 00:00:19.720]  求聖靈掌管我的心思意念
[00:00:19.720 --> 00:00:21.980]  讓我將主祢的說話
[00:00:21.980 --> 00:00:24.980]  來宣講
[00:00:24.980 --> 00:00:26.700]  是來自主祢的
[00:00:26.700 --> 00:00:29.340]  奉主耶穌基督的聖名祈求
[00:00:29.340 --> 00:00:30.340]  阿門
[00:00:30.340 --> 00:00:34.780]  弟兄姊妹 我不知道你有沒有跟團去日本旅行
[00:00:34.780 --> 00:00:37.600]  我試過有一次跟團去日本旅行
[00:00:37.600 --> 00:00:40.540]  當導遊帶著我們在旅遊巴士
[00:00:40.540 --> 00:00:43.020]  一下酒店門口
[00:00:43.020 --> 00:00:45.880]  酒店門口就有幾位職員
[00:00:45.880 --> 00:00:48.880]  列隊很有禮貌的歡迎
[00:00:48.880 --> 00:00:52.480]  這是日本的一些特色
[00:00:52.480 --> 00:00:55.100]  我又試過有一次去
[00:00:55.100 --> 00:00:57.160]  內地的教會
[00:00:57.160 --> 00:00:59.780]  去探望一個很偏遠的教會
[00:00:59.780 --> 00:01:03.160]  當我們接近教會的時候
[00:01:03.160 --> 00:01:05.880]  我們見到有幾位弟兄姊妹
[00:01:05.880 --> 00:01:09.820]  已經一早在門外準備迎接我們
[00:01:09.820 --> 00:01:13.140]  他們很熱情地歡迎我們
[00:01:13.140 --> 00:01:14.740]  很開心地見到我們
[00:01:14.740 --> 00:01:17.180]  他們說很少人來探望我們
[00:01:17.180 --> 00:01:20.180]  因為我們要走很遠的路程才能找到我們
[00:01:20.180 --> 00:01:23.520]  所以他們希望一早在門外
[00:01:23.520 --> 00:01:24.940]  去等候
[00:01:25.480 --> 00:01:28.980]  表達他們內心的期盼
[00:01:28.980 --> 00:01:30.500]  和感謝
[00:01:55.480 --> 00:02:05.580]  這個記載四卷的福音書
[00:02:05.580 --> 00:02:11.720]  都有分別記載耶穌進城的經過
[00:02:11.720 --> 00:02:13.380]  今天
[00:02:13.380 --> 00:02:18.320]  是我們在教會年曆上稱為中之主日
[00:02:18.320 --> 00:02:21.380]  中之主日是紀念耶穌騎著路
[00:02:21.380 --> 00:02:23.880]  進入耶路撒冷的日子
[00:02:24.460 --> 00:02:25.600]  在古時
[00:02:25.600 --> 00:02:29.020]  中之是代表著長壽和祝福
[00:02:29.020 --> 00:02:31.380]  在山脈中
[00:02:31.380 --> 00:02:36.500]  中樹被稱為生命之樹
[00:02:36.500 --> 00:02:38.980]  撒下來搖動中之
[00:02:38.980 --> 00:02:41.680]  就好像我今天手上拿著的中之一樣
[00:02:41.680 --> 00:02:44.940]  就是在比賽的場景
[00:02:44.940 --> 00:02:47.320]  或者是代表了得勝的時候
[00:02:47.320 --> 00:02:48.980]  就要揮動中之
[00:02:48.980 --> 00:02:50.900]  耶穌進城的時候
[00:02:50.900 --> 00:02:53.220]  群眾都揮動了中之
[00:02:53.220 --> 00:02:58.180]  表示他們歡迎一個王來到他們當中
[00:02:58.180 --> 00:03:01.020]  大家用你的想像力
[00:03:01.020 --> 00:03:04.460]  去想一想當時列隊歡迎大衛的子孫
[00:03:04.460 --> 00:03:05.800]  幾群的群眾
[00:03:05.800 --> 00:03:07.140]  當中
[00:03:07.140 --> 00:03:09.000]  有一些是
[00:03:09.000 --> 00:03:13.080]  當時來到耶路撒冷過節的群眾
[00:03:13.080 --> 00:03:17.460]  他們可能曾經聽聞耶穌的事蹟
[00:03:17.460 --> 00:03:20.500]  今天竟然親眼看到這個就是耶穌了
[00:03:20.500 --> 00:03:22.060]  哇!原來是這樣的
[00:03:22.060 --> 00:03:24.480]  他們心裏有什麼感受呢?
[00:03:24.480 --> 00:03:27.860]  當時的宗教領袖看到
[00:03:27.860 --> 00:03:29.500]  所有的人都
[00:03:29.500 --> 00:03:32.020]  蓄勇著耶穌進城的時候
[00:03:32.020 --> 00:03:34.340]  他們心裏有什麼感受呢?
[00:03:34.340 --> 00:03:36.060]  可能他們很憤怒
[00:03:36.060 --> 00:03:39.560]  因為他們一直都很想去除掉耶穌
[00:03:39.560 --> 00:03:44.480]  和耶穌一起進城的門徒們
[00:03:44.480 --> 00:03:49.360]  在一片歡呼、歡迎的聖中
[00:03:49.360 --> 00:03:51.620]  他們有什麼感受呢?
[00:03:52.100 --> 00:03:56.240]  究竟他們是否知道耶穌是誰呢?
[00:03:56.240 --> 00:03:58.280]  究竟他們期待著
[00:03:58.280 --> 00:04:00.280]  是怎樣的一個耶穌呢?
[00:04:00.280 --> 00:04:04.900]  如果我們從馬太福音記載彼得的對話裏面
[00:04:04.900 --> 00:04:05.820]  我們可以看到
[00:04:05.820 --> 00:04:09.240]  其實彼得不是太清楚知道耶穌是誰
[00:04:09.240 --> 00:04:12.480]  在馬太福音第十六章二十一到二十二節
[00:04:12.480 --> 00:04:14.520]  不如我們一起讀一段經文吧
[00:04:14.520 --> 00:04:16.160]  從此
[00:04:16.160 --> 00:04:18.280]  耶穌才子是門徒
[00:04:18.280 --> 00:04:21.320]  他必須上耶路撒冷去
[00:04:21.520 --> 00:04:24.000]  受掌老、祭司掌
[00:04:24.000 --> 00:04:26.400]  問世許多的苦
[00:04:26.400 --> 00:04:28.000]  並且被殺
[00:04:28.000 --> 00:04:30.000]  第三日復活
[00:04:30.000 --> 00:04:32.000]  彼得就拉著他
[00:04:32.000 --> 00:04:33.300]  勸他說
[00:04:33.300 --> 00:04:35.780]  主啊!萬不可如此
[00:04:35.780 --> 00:04:38.520]  這事必不臨到你身上
[00:04:38.520 --> 00:04:41.460]  在這段經文的記載
[00:04:41.460 --> 00:04:42.500]  在這段對話裏面
[00:04:42.500 --> 00:04:45.420]  我們可以看到彼得基本上不明白
[00:04:45.420 --> 00:04:47.420]  耶穌為什麼要去死
[00:04:47.420 --> 00:04:49.420]  所以他阻止他
[00:04:49.420 --> 00:04:50.320]  不過耶穌
[00:04:50.320 --> 00:04:52.680]  如果大家記得耶穌隨即斥責他
[00:04:52.680 --> 00:04:55.180]  撒旦!退我後面去吧
[00:04:55.180 --> 00:04:58.180]  因為你沒有體貼神的意思
[00:04:58.180 --> 00:05:00.180]  他也不知道
[00:05:00.180 --> 00:05:02.180]  為什麼會這樣
[00:05:02.180 --> 00:05:04.500]  所以我們從這段經文可以知道
[00:05:04.500 --> 00:05:06.000]  彼得其實不太清楚
[00:05:06.000 --> 00:05:08.000]  耶穌的身份是怎樣
[00:05:08.000 --> 00:05:09.460]  看到另一段的記載
[00:05:09.460 --> 00:05:11.740]  在馬太福音十九章二十七節
[00:05:11.740 --> 00:05:13.280]  彼得對他說
[00:05:13.280 --> 00:05:16.940]  我們已經撇下所有的跟從了你
[00:05:16.940 --> 00:05:19.260]  將來我們可以得到什麼
[00:05:20.340 --> 00:05:22.340]  彼得明不明白什麼叫撇下
[00:05:22.340 --> 00:05:24.340]  什麼叫跟從呢
[00:05:24.340 --> 00:05:26.160]  接著彼得就問
[00:05:26.160 --> 00:05:28.160]  我們可以得到什麼
[00:05:28.160 --> 00:05:33.800]  彼得心裏面好像在說一個交換
[00:05:33.800 --> 00:05:35.800]  我們撇下了一切的時候
[00:05:35.800 --> 00:05:37.800]  我們可以得到什麼
[00:05:37.800 --> 00:05:39.880]  從這兩段經文我們可以看到
[00:05:39.880 --> 00:05:41.680]  彼得不明白
[00:05:41.680 --> 00:05:43.680]  不知道耶穌的身份
[00:05:43.680 --> 00:05:46.140]  弟兄姊妹
[00:05:46.140 --> 00:05:51.320]  今天我們又怎樣看耶穌的身份
[00:05:51.320 --> 00:05:55.720]  我們又怎樣看耶穌與我們的關係
[00:06:16.140 --> 00:06:18.140]  基督是永生神的言子
[00:06:18.140 --> 00:06:20.960]  那你們又認為耶穌是誰呢
[00:06:20.960 --> 00:06:24.840]  是一位教仙
[00:06:24.840 --> 00:06:26.840]  是一位醫生
[00:06:26.840 --> 00:06:28.840]  是一個很偉大的人
[00:06:28.840 --> 00:06:32.080]  是一個魔術師
[00:06:32.080 --> 00:06:34.080]  是天籟色奇珍
[00:06:34.080 --> 00:06:37.280]  是我的生命之父
[00:06:37.280 --> 00:06:40.700]  是我的朋友
[00:06:40.700 --> 00:06:42.200]  他是拿撒納人
[00:06:42.200 --> 00:06:44.200]  是猶太人
