
[00:00:00.000 --> 00:00:02.360]  大衛傳的第十七章
[00:00:02.360 --> 00:00:06.120]  今天我們要講撒姆爾夏的第十二章
[00:00:06.120 --> 00:00:08.880]  上次已經跟大家開始講了
[00:00:08.880 --> 00:00:12.080]  就是大衛犯了姦淫
[00:00:12.080 --> 00:00:14.800]  而且還犯了謀殺
[00:00:14.800 --> 00:00:17.700]  因為他想遮掩他自己的罪
[00:00:17.700 --> 00:00:20.260]  今天我們會見到
[00:00:20.260 --> 00:00:23.860]  神差派拿丹仙芝來面對大衛
[00:00:23.860 --> 00:00:25.540]  講出他的罪
[00:00:25.540 --> 00:00:30.080]  以致大衛無法只能認罪在神的面前
[00:00:30.080 --> 00:00:32.820]  他的確得到神的赦免
[00:00:32.820 --> 00:00:35.620]  所以今天的題目我叫他做
[00:00:35.620 --> 00:00:40.060]  「神不算為有罪的,便是有福」
[00:00:40.060 --> 00:00:44.640]  這一節的經文是取自羅馬書的四章八節
[00:00:44.640 --> 00:00:47.720]  我剛剛才跟大家講完羅馬書
[00:00:47.720 --> 00:00:49.520]  還沒講完的
[00:00:49.520 --> 00:00:51.240]  只是停了下來
[00:00:51.240 --> 00:00:56.460]  四章八節就是說「神不算為有罪的,便是有福」
[00:00:56.460 --> 00:00:59.920]  神是等了有九個月的時間
[00:00:59.920 --> 00:01:05.640]  才差派拿丹仙芝向大衛來輕施問罪
[00:01:05.640 --> 00:01:08.200]  大衛在詩篇的三十二篇
[00:01:08.200 --> 00:01:11.800]  他描述了他自己在這個時候的經歷
[00:01:11.800 --> 00:01:14.160]  當他未被神寬恕之前
[00:01:14.160 --> 00:01:17.200]  他的內心非常非常痛苦
[00:01:17.200 --> 00:01:19.080]  我們見到所有的罪
[00:01:19.080 --> 00:01:22.480]  都是要被揭發受到譴責
[00:01:22.480 --> 00:01:26.680]  經過認罪悔改才能被神赦免
[00:01:26.680 --> 00:01:30.100]  我們才能與神和好
[00:01:30.100 --> 00:01:33.720]  今天的大綱一共有四點
[00:01:33.720 --> 00:01:35.000]  很簡單
[00:01:35.000 --> 00:01:36.040]  首先第一點
[00:01:36.040 --> 00:01:38.700]  大衛要面對自己的罪
[00:01:38.700 --> 00:01:42.280]  撒姆以下的十二章一至十二節
[00:01:42.280 --> 00:01:43.720]  第二點
[00:01:43.720 --> 00:01:46.040]  大衛承認自己的罪
[00:01:46.040 --> 00:01:49.920]  撒姆以下的十二章十三至十四節
[00:01:49.920 --> 00:01:51.280]  第三點
[00:01:51.280 --> 00:01:53.520]  大衛被神管教
[00:01:53.520 --> 00:01:57.880]  撒姆以下的十二章十五至二十三節
[00:01:57.880 --> 00:01:59.400]  第四點
[00:01:59.400 --> 00:02:01.920]  大衛被神復興
[00:02:01.920 --> 00:02:03.680]  撒姆以下的十二節
[00:02:03.680 --> 00:02:06.200]  二十六至三十一節
[00:02:06.200 --> 00:02:11.360]  也是歷代至上的二十章一至三節
[00:02:11.360 --> 00:02:12.920]  我們先看第一點
[00:02:12.920 --> 00:02:16.200]  大衛面對自己的罪
[00:02:16.200 --> 00:02:22.600]  拿丹才知道他曾被神差遣見大衛
[00:02:22.600 --> 00:02:24.680]  這次有很大的祝福
[00:02:24.680 --> 00:02:27.040]  上一次有很大的祝福
[00:02:27.040 --> 00:02:30.560]  講出神希望與大衛納約
[00:02:30.560 --> 00:02:32.960]  這就是大衛之約
[00:02:32.960 --> 00:02:36.600]  告訴大衛他將會有一個永遠的王朝
[00:02:36.600 --> 00:02:38.200]  也告訴大衛
[00:02:38.200 --> 00:02:42.480]  你有一個兒子將會為我建聖殿
[00:02:42.480 --> 00:02:48.280]  但是這次拿丹先知來面對大衛是很不同的
[00:02:48.280 --> 00:02:51.240]  這次是要指出大衛的罪
[00:02:51.240 --> 00:02:54.920]  拔事巴的小寶寶很快就要出生了
[00:02:54.920 --> 00:02:59.120]  所以神差遣拿丹先知來見大衛
[00:02:59.120 --> 00:03:00.840]  給了他一個任務
[00:03:00.840 --> 00:03:02.920]  一個很艱難的任務
[00:03:02.920 --> 00:03:04.480]  不容易的
[00:03:04.480 --> 00:03:07.640]  叫他去面對王
[00:03:07.640 --> 00:03:09.560]  中國人說什麼
[00:03:09.560 --> 00:03:11.760]  叛君如叛虎
[00:03:11.760 --> 00:03:15.800]  你還要說出他的罪
[00:03:15.800 --> 00:03:17.200]  你想想多可怕
[00:03:17.200 --> 00:03:19.400]  大衛憤怒起來
[00:03:19.400 --> 00:03:22.440]  抓了拿丹去斬頭
[00:03:22.440 --> 00:03:24.600]  他已經殺了烏里亞
[00:03:24.600 --> 00:03:26.680]  不差再殺了拿丹
[00:03:26.680 --> 00:03:29.160]  所以是非常危險的事
[00:03:29.160 --> 00:03:31.520]  但是拿丹很有智慧
[00:03:31.520 --> 00:03:34.160]  他講了一個故事給大衛聽
[00:03:34.160 --> 00:03:39.920]  他還用了牧羊人和羔羊的故事告訴大衛
[00:03:39.920 --> 00:03:40.760]  為什麼呢
[00:03:40.760 --> 00:03:44.120]  因為大衛是一個牧羊人
[00:03:44.120 --> 00:03:48.120]  他的心裡面對羔羊是有感情的
[00:03:48.120 --> 00:03:52.360]  在他內心深處對羔羊是非常有感情的
[00:03:52.360 --> 00:03:59.080]  拿丹這個故事是非常巧妙的比喻
[00:03:59.080 --> 00:04:01.160]  他講了給大衛聽之後
[00:04:01.160 --> 00:04:04.520]  大衛也不知道原來拿丹在講自己
[00:04:04.520 --> 00:04:06.600]  這就是巧妙的地方
[00:04:06.600 --> 00:04:08.640]  他完全沒有察覺到
[00:04:08.640 --> 00:04:11.440]  因為拿丹也沒有指名喚姓
[00:04:11.440 --> 00:04:14.280]  拿丹只是講了一個故事
[00:04:14.280 --> 00:04:15.680]  問大衛
[00:04:15.680 --> 00:04:17.240]  他說現在有兩個人
[00:04:17.240 --> 00:04:18.640]  一個有錢人
[00:04:18.640 --> 00:04:20.000]  一個富翁
[00:04:20.000 --> 00:04:22.080]  來欺壓一個窮人
[00:04:22.080 --> 00:04:24.600]  我應該怎樣處理
[00:04:24.600 --> 00:04:28.280]  大衛以為他只是求問自己的智慧
[00:04:28.280 --> 00:04:31.240]  所以他完全沒有戒心
[00:04:31.240 --> 00:04:34.800]  這個比喻非常簡潔
[00:04:34.800 --> 00:04:37.520]  只有61個字
[00:04:37.520 --> 00:04:40.080]  當中只有兩個重要的人物
[00:04:40.080 --> 00:04:41.720]  一個是富翁
[00:04:41.720 --> 00:04:43.960]  另一個是窮人
[00:04:43.960 --> 00:04:48.520]  富翁有牛有羊非常富有
[00:04:48.520 --> 00:04:51.080]  窮人什麼都沒有
[00:04:51.080 --> 00:04:53.400]  只有一隻小母羊
[00:04:53.400 --> 00:04:58.800]  這隻小母羊從小跟窮人的兒女一起長大
[00:04:58.800 --> 00:05:01.200]  一起分享他們的食物
[00:05:01.200 --> 00:05:05.800]  這個窮人就把他當成女兒一樣
[00:05:05.800 --> 00:05:08.520]  在當時以色列人的習俗
[00:05:08.520 --> 00:05:12.280]  都有養寵物的習慣
[00:05:12.280 --> 00:05:13.880]  所以大衛聽了之後
[00:05:13.880 --> 00:05:17.480]  完全覺得這是一件真事
[00:05:17.480 --> 00:05:20.120]  故事是怎樣說的
[00:05:20.120 --> 00:05:22.600]  那個富有的人
[00:05:22.600 --> 00:05:23.720]  那個財主
[00:05:23.720 --> 00:05:27.480]  有一個客人來探訪他
[00:05:27.480 --> 00:05:31.400]  這個富有的人本來應該殺了自己的牛羊
[00:05:31.400 --> 00:05:33.880]  來招待這個客人
[00:05:33.880 --> 00:05:35.480]  但是他沒有這樣做
[00:05:35.480 --> 00:05:39.600]  他偷了他鄰舍窮人的小母羊
[00:05:39.600 --> 00:05:42.800]  來招待他的客人
[00:05:42.800 --> 00:05:45.200]  其實這個故事
