
[00:00:00.000 --> 00:00:03.640]  在上一講裏面我們提到以色列分裂
[00:00:03.640 --> 00:00:05.920]  在所謂的「蒙王」死了之後
[00:00:05.920 --> 00:00:09.920]  國家就分裂成為了南北兩個國家
[00:00:09.920 --> 00:00:11.520]  北國稱為以色列
[00:00:11.520 --> 00:00:13.600]  南國稱為猶大
[00:00:13.600 --> 00:00:16.240]  北國的第一個王叫耶羅邦安
[00:00:16.240 --> 00:00:17.520]  有個「耶」字的
[00:00:17.520 --> 00:00:20.080]  他定都在這個事件
[00:00:20.080 --> 00:00:22.680]  耶羅邦安總共在位22年
[00:00:22.680 --> 00:00:25.920]  接著就由他的兒子拿達作王
[00:00:25.920 --> 00:00:27.760]  總共有兩年
[00:00:27.760 --> 00:00:31.400]  然後就由他的神父巴沙背叛他們
[00:00:31.400 --> 00:00:34.000]  將拿達殺死
[00:00:34.000 --> 00:00:38.080]  巴沙將耶羅邦全家都殺死了
[00:00:38.080 --> 00:00:40.240]  聖經說這個應驗了
[00:00:40.240 --> 00:00:44.000]  耶和華藉著他僕人士羅人阿希雅所講的話
[00:00:44.000 --> 00:00:46.920]  耶和華因為耶羅邦所犯的罪
[00:00:46.920 --> 00:00:48.960]  所以惹動神的怒氣
[00:00:48.960 --> 00:00:51.560]  神就讓他全家被消滅
[00:00:51.560 --> 00:00:56.080]  因此耶羅邦的王朝總共存了24年
[00:00:56.080 --> 00:00:58.360]  總共有兩代
[00:00:58.360 --> 00:01:01.960]  巴沙是以撒加人阿希雅的兒子
[00:01:01.960 --> 00:01:04.560]  他沒有在士劍作王
[00:01:04.560 --> 00:01:07.400]  他選擇了新的地方叫做德撒
[00:01:07.400 --> 00:01:09.120]  在那裡定都
[00:01:09.120 --> 00:01:13.880]  德撒在士劍的東北偏北大概十公里
[00:01:13.880 --> 00:01:18.760]  約書亞帶領著以色列人進攻迦南地的時候
[00:01:18.760 --> 00:01:21.640]  他曾經將德撒的王打敗
[00:01:21.640 --> 00:01:22.960]  由巴沙開始
[00:01:22.960 --> 00:01:27.800]  他的兒子以拉都住在德撒那裡
[00:01:27.800 --> 00:01:30.160]  不過巴沙的王朝不是很久
[00:01:30.160 --> 00:01:32.920]  原因是巴沙和耶羅邦一樣
[00:01:32.920 --> 00:01:35.000]  都是拜假神偶像
[00:01:35.000 --> 00:01:38.200]  繼續是拜伯特利和彈的金牛毒
[00:01:38.200 --> 00:01:41.840]  所以神同樣宣告他的王朝不是很久
[00:01:41.840 --> 00:01:44.240]  巴沙作王24年就死了
[00:01:44.240 --> 00:01:46.400]  然後他的兒子以拉作王
[00:01:46.400 --> 00:01:47.720]  兩年之後
[00:01:47.720 --> 00:01:50.560]  他的神僕森利背叛了他們
[00:01:50.560 --> 00:01:52.880]  將他們全家殺死
[00:01:52.880 --> 00:01:54.560]  篡了他的王位
[00:01:54.560 --> 00:01:56.040]  所以巴沙的王朝
[00:01:56.040 --> 00:01:57.800]  前後只有26年
[00:01:57.800 --> 00:01:59.760]  經歷了兩個皇帝
[00:01:59.760 --> 00:02:01.760]  至於篡位的森利
[00:02:01.760 --> 00:02:04.000]  他日子也不是很好過
[00:02:04.000 --> 00:02:05.720]  他作王總共七天
[00:02:05.720 --> 00:02:07.720]  軍隊就背叛他
[00:02:07.720 --> 00:02:10.400]  軍隊另外擁立了暗利作王
[00:02:10.400 --> 00:02:12.800]  圍攻德撒
[00:02:12.800 --> 00:02:15.480]  森利見到城塊要被攻破
[00:02:15.480 --> 00:02:18.120]  於是扶植了皇宮的衛所
[00:02:18.120 --> 00:02:20.280]  放火焚燒宮殿
[00:02:20.280 --> 00:02:22.040]  自焚而死
[00:02:22.040 --> 00:02:24.480]  之後民就分為了兩半
[00:02:24.480 --> 00:02:27.360]  一半跟隨了另一個人叫做提比利
[00:02:27.360 --> 00:02:28.800]  希望納他作王
[00:02:28.800 --> 00:02:30.920]  一半就跟隨暗利
[00:02:30.920 --> 00:02:33.160]  最後暗利打贏了
[00:02:33.160 --> 00:02:35.320]  結果暗利就作了王
[00:02:35.320 --> 00:02:37.840]  暗利作王之後最重要的事
[00:02:37.840 --> 00:02:40.160]  就是用了兩灘連一的銀紙
[00:02:40.160 --> 00:02:42.520]  向薩瑪買了一個山
[00:02:42.520 --> 00:02:44.160]  然後在那裏建了一個城
[00:02:44.160 --> 00:02:46.320]  按照山的原住人的名
[00:02:46.320 --> 00:02:48.920]  稱這個城叫做薩瑪利亞
[00:02:48.920 --> 00:02:50.240]  從此之後
[00:02:50.240 --> 00:02:53.000]  北國就定都在薩瑪利亞
[00:02:53.000 --> 00:02:54.800]  直到亡國的時候
[00:02:54.800 --> 00:02:58.640]  薩瑪利亞都是北國的王朝的首都
[00:02:58.640 --> 00:03:02.920]  聖經裏面對暗利的評語不是很好
[00:03:02.920 --> 00:03:06.520]  說他是行夜王眼中看為惡的事
[00:03:06.520 --> 00:03:10.280]  比他以前的獵王作惡更甚
[00:03:10.280 --> 00:03:14.680]  其中一個罪名就是他收建了薩瑪利亞
[00:03:14.680 --> 00:03:17.040]  不過從歷史上來看
[00:03:17.040 --> 00:03:20.120]  暗利是一個在位的子
[00:03:20.120 --> 00:03:22.760]  他的成就是相當之輝煌的
[00:03:22.760 --> 00:03:24.400]  150年之後
[00:03:24.400 --> 00:03:27.080]  亞述的王朝稱呼以色列的時候
[00:03:27.080 --> 00:03:30.120]  仍然稱以色列為暗利之家
[00:03:30.120 --> 00:03:34.440]  由此可見當時的其他的國家
[00:03:34.440 --> 00:03:38.000]  對暗利的成就是相當之敬佩
[00:03:38.000 --> 00:03:41.160]  而在1868年所掘到的摩亞石碑裏面
[00:03:41.160 --> 00:03:43.720]  同樣都提到暗利的王朝
[00:03:43.720 --> 00:03:45.040]  所以我們可以知道
[00:03:45.040 --> 00:03:47.120]  暗利在位的日子
[00:03:47.120 --> 00:03:52.280]  當時他可以說是一個相當有成就和軟健的君王
[00:03:52.280 --> 00:03:55.040]  但同樣地在信仰上
[00:03:55.040 --> 00:03:57.480]  暗利帶領著整個百姓
[00:03:57.480 --> 00:04:00.520]  進入了一個最黑暗的時代
[00:04:00.520 --> 00:04:02.800]  我們說暗利是很有成就
[00:04:02.800 --> 00:04:07.280]  其中之一就是建立了新的國都薩瑪利亞
[00:04:07.280 --> 00:04:10.320]  薩瑪利亞位處在整個迦南地的中部
[00:04:10.320 --> 00:04:12.720]  中央山脈的中間的地方
[00:04:12.720 --> 00:04:14.760]  因此是一個高地的船
[00:04:14.760 --> 00:04:16.520]  易守難攻
[00:04:16.520 --> 00:04:19.800]  是一個相當理想的作首都的地方
[00:04:19.800 --> 00:04:23.880]  另一個成就就是他推動了這個木倫的政策
[00:04:23.880 --> 00:04:26.120]  當時以色列是一個裕弱的國家
[00:04:26.120 --> 00:04:29.440]  在北面他面對著阿蘭和亞述
[00:04:29.440 --> 00:04:31.760]  阿蘭就是大概今天的敘利亞
[00:04:31.760 --> 00:04:35.160]  亞述就是今天大概伊拉克的地方
[00:04:35.160 --> 00:04:37.840]  所以他聯合了另一個小的王國
[00:04:37.840 --> 00:04:39.760]  就是這個西頓的王國
[00:04:39.760 --> 00:04:43.360]  希望一起來對抗北面的強敵
[00:04:43.360 --> 00:04:45.040]  他推行這個木倫政策
[00:04:45.040 --> 00:04:47.200]  他安排了自己的兒子阿哈
[00:04:47.200 --> 00:04:51.000]  和西頓王潔巴力的女兒使別結婚
[00:04:51.000 --> 00:04:53.440]  當然這是一個政治婚姻
[00:04:53.440 --> 00:04:54.960]  透過這個政治婚姻
[00:04:54.960 --> 00:04:58.320]  兩個國家可以聯合一起去面對敵人
[00:04:58.320 --> 00:05:00.040]  而透過這個政治婚姻
[00:05:00.040 --> 00:05:03.120]  不僅是兩個國家可以聯合
[00:05:03.120 --> 00:05:06.520]  兩個國家的宗教同樣聯合
[00:05:06.520 --> 00:05:07.880]  因為這樣的緣故
[00:05:07.880 --> 00:05:12.560]  勁敗巴力這樣的情況
[00:05:12.560 --> 00:05:14.600]  就傳入了整個以色列
[00:05:14.600 --> 00:05:18.000]  巴力的勁敗就取代了對神的勁敗
[00:05:18.000 --> 00:05:19.600]  在撒瑪利亞那裡
[00:05:19.600 --> 00:05:20.800]  巴力的廟
[00:05:20.800 --> 00:05:21.960]  巴力的祭壇
[00:05:21.960 --> 00:05:23.320]  巴力的崇拜
[00:05:23.320 --> 00:05:25.840]  多到一個地步是氾濫的
[00:05:25.840 --> 00:05:30.400]  巴力的妻阿瑟拉的廟和壇
[00:05:30.400 --> 00:05:33.920]  同樣都到處在撒瑪利亞那裡出現
