
[00:00:00.000 --> 00:00:03.420]  菩薩師門讓我們聽上帝的話語
[00:00:03.420 --> 00:00:05.160]  以先讓我們先同心地禱告
[00:00:05.160 --> 00:00:07.120]  弟子們,在我們聽上帝的話語之前
[00:00:07.120 --> 00:00:08.860]  讓我們先同心禱告
[00:00:08.860 --> 00:00:11.400]  慈悲的父神,多謝你
[00:00:11.400 --> 00:00:14.020]  讓我們能夠再次打開你的說話
[00:00:14.020 --> 00:00:17.860]  和在上帝你的道理當中有所領受
[00:00:17.860 --> 00:00:19.860]  我求你與我們同在
[00:00:19.860 --> 00:00:22.700]  讓我們有一個謙卑仇教的心
[00:00:22.700 --> 00:00:28.160]  讓我們今天所面對的每天的信仰挑戰
[00:00:28.660 --> 00:00:30.600]  其實或多或少
[00:00:30.600 --> 00:00:33.360]  不是單單從外方而來
[00:00:33.360 --> 00:00:36.560]  而是從我們本身的社群而來
[00:00:36.560 --> 00:00:38.500]  在基督教當中
[00:00:38.500 --> 00:00:42.600]  我們看到有各式各樣的主義
[00:00:42.600 --> 00:00:45.960]  為了滿足人的需要、人的意欲
[00:00:45.960 --> 00:00:48.260]  而將主理的道理遺漏
[00:00:48.260 --> 00:00:51.800]  求主讓我們謹慎導人
[00:00:51.800 --> 00:00:53.560]  藉著你的話語
[00:00:53.560 --> 00:00:55.760]  讓我們洞悉當中的教訓
[00:00:56.100 --> 00:01:00.500]  並且更準確地去學習如何與主同行
[00:01:00.500 --> 00:01:02.300]  親愛的父神,感謝你
[00:01:02.300 --> 00:01:05.800]  讓我們今天能夠再次打開你的話語
[00:01:05.800 --> 00:01:10.500]  讓我們一起來到領受當中的教訓
[00:01:10.500 --> 00:01:11.900]  求你的幫助
[00:01:11.900 --> 00:01:13.900]  因為今天我們所面對的
[00:01:13.900 --> 00:01:19.400]  種種對於我們信仰當中的挑戰
[00:01:19.400 --> 00:01:24.400]  不是單從不信的世界的裏面
[00:01:25.100 --> 00:01:30.400]  事實上更多的是在我們基督教的全體當中
[00:01:30.400 --> 00:01:33.600]  為了滿足每一個人的需要
[00:01:33.600 --> 00:01:36.400]  我們把你的話語扭曲
[00:01:36.400 --> 00:01:38.000]  求你的幫助
[00:01:38.000 --> 00:01:39.400]  透過你的靈
[00:01:39.400 --> 00:01:40.900]  透過你的話語
[00:01:40.900 --> 00:01:43.200]  再次提醒我們
[00:01:43.200 --> 00:01:46.200]  準確把握你的教訓
[00:01:46.200 --> 00:01:47.500]  好好預備
[00:01:47.500 --> 00:01:49.600]  怎麼樣從今天繼續
[00:01:49.600 --> 00:01:53.300]  一起與你並肩而行
[00:01:53.300 --> 00:01:54.600]  求你的幫助
[00:01:55.000 --> 00:01:57.700]  我向大家奉主耶穌的名錯
[00:01:57.700 --> 00:01:58.600]  Amen
[00:01:58.600 --> 00:02:03.300]  沒有一個基督徒會否定一個事實
[00:02:03.300 --> 00:02:05.600]  沒有一個基督徒會否定自己的事實
[00:02:05.600 --> 00:02:07.900]  就是在信主的路途上
[00:02:07.900 --> 00:02:12.200]  我們是充滿各式各樣的挑戰和衝擊
[00:02:12.200 --> 00:02:15.200]  在信主的聖旨裏
[00:02:15.200 --> 00:02:17.500]  充滿了各種各樣的挑戰
[00:02:17.500 --> 00:02:17.900]  是不是?
[00:02:17.900 --> 00:02:19.600]  是不可能會沒有的
[00:02:19.600 --> 00:02:21.000]  不可能是沒有的
[00:02:21.000 --> 00:02:22.900]  問題在哪裏呢?
[00:02:22.900 --> 00:02:24.300]  問題在甚麼地方呢?
[00:02:24.300 --> 00:02:27.600]  問題在我們作為一個屬神的子民
[00:02:27.600 --> 00:02:29.600]  問題是我們作為屬神的子民
[00:02:29.600 --> 00:02:32.300]  我們是怎樣去面對這些的衝擊
[00:02:32.300 --> 00:02:34.400]  我們怎樣去面對這種衝擊
[00:02:34.400 --> 00:02:39.800]  有些人就選擇了以妥協的形式去面對
[00:02:39.800 --> 00:02:42.100]  有人會選擇妥協的形式去面對
[00:02:42.100 --> 00:02:46.100]  因為妥協是一個最容易去選擇的決定
[00:02:46.100 --> 00:02:49.000]  因為妥協是最容易選擇的決定
[00:02:49.000 --> 00:02:54.600]  因為妥協能夠使得我們遭遇各式各樣從信仰上的衝擊
[00:02:54.600 --> 00:02:57.900]  導致到我們可以再次一帆風順
[00:02:57.900 --> 00:03:03.500]  妥協可以讓我們在信仰上的所有衝擊變得一帆風順
[00:03:03.500 --> 00:03:06.000]  對於一些真的基督徒來講
[00:03:06.000 --> 00:03:07.800]  對於真的基督徒來講
[00:03:07.800 --> 00:03:09.200]  如果妥協
[00:03:09.200 --> 00:03:10.300]  如果妥協
[00:03:10.300 --> 00:03:12.900]  能夠讓他們覺得舒服一點的話
[00:03:12.900 --> 00:03:14.600]  如果讓他們覺得舒服一點的話
[00:03:14.600 --> 00:03:19.500]  他們不是不知道當中那份矛盾或者那份不對的地方
[00:03:19.500 --> 00:03:23.500]  他們不是不知道他們的矛盾和他們不對的地方
[00:03:23.500 --> 00:03:29.500]  他們心裏一定會犯起一些內疚或者愧疚
[00:03:29.500 --> 00:03:32.000]  他們心裏一定會產生內疚
[00:03:32.000 --> 00:03:33.700]  但是這種做法
[00:03:33.700 --> 00:03:34.900]  但是這種做法
[00:03:34.900 --> 00:03:37.700]  卻可以贏得從這個世界裏面
[00:03:37.700 --> 00:03:41.500]  一般人所謂的識時務者為俊傑的做法
[00:03:41.500 --> 00:03:45.500]  就是說一定會贏得識時務者為俊傑的做法
[00:03:45.500 --> 00:03:50.600]  尤其是我們知道我們在世的日子都是短短幾十年的時候
[00:03:50.600 --> 00:03:54.700]  尤其知道在世的日子只有短短幾十年
[00:03:54.700 --> 00:03:57.500]  一點點的內疚
[00:03:57.500 --> 00:03:59.100]  一點點內疚
[00:03:59.100 --> 00:04:02.500]  卻可以帶來多一點的平順的人生
[00:04:02.500 --> 00:04:06.000]  可以帶來多一點的平順的人生
[00:04:06.000 --> 00:04:07.400]  其實都值啊
[00:04:07.400 --> 00:04:08.600]  有些基督徒這樣想
[00:04:08.600 --> 00:04:10.800]  有些基督徒想這也值啊
[00:04:11.300 --> 00:04:14.100]  最可怕的是走進另一個極端
[00:04:14.100 --> 00:04:16.000]  最可怕的是走向另外一個極端
