
[00:00:00.000 --> 00:00:06.600]  弟兄姊妹平安,我們一起來禱告
[00:00:06.600 --> 00:00:15.040]  親愛的上帝,我們感謝祢讓我們在疫情當中仍然可以藉著科技來一同思想祢的說話
[00:00:15.040 --> 00:00:40.320]  求聖靈幫助我們明白祢的說話,也願意遵循祢的教導
[00:00:40.320 --> 00:00:48.040]  奉耶穌基督的名祈禱
[00:00:48.040 --> 00:01:12.360]  由本星期開始,我們會思想一本小仙之書《約拿書》
[00:01:12.360 --> 00:01:20.440]  約拿書一共有四章的經文,我們會用四個星期的時間,每個星期會思想一章的經文
[00:01:20.440 --> 00:01:25.760]  今天是第一章,我定的主題是《逃跑的仙之》
[00:01:25.760 --> 00:01:32.520]  這個星期是第一章,我給的一個題目就是《逃跑的仙之》
[00:01:32.520 --> 00:01:41.120]  《約拿書》是以約拿仙之定名,也是講關於這位仙之的事
[00:01:41.120 --> 00:01:49.360]  《約拿書》是以約拿仙之為名,也是講關於這位仙之的事
[00:01:49.360 --> 00:01:54.160]  這本書的主要內容是有關傳福音的
[00:01:54.160 --> 00:01:57.360]  這本書的主要內容就是傳福音的
[00:01:57.360 --> 00:02:07.800]  大致上來講就是上帝派遣仙之約拿去尼尼尾城,傳一個和音給那裏的亞述人聽
[00:02:07.800 --> 00:02:17.000]  大約的情況就是上帝派約拿到尼尼尾城,去傳一個和音給他們
[00:02:17.000 --> 00:02:20.520]  和音也可以是福音
[00:02:20.520 --> 00:02:23.480]  和音也可以是福音
[00:02:23.480 --> 00:02:27.720]  正如我們中國的哲學家魯子所說:
[00:02:27.720 --> 00:02:32.600]  「和是福之所以,福是和之所福」
[00:02:32.600 --> 00:02:47.320]  正如我們中國的老子所說的:「和是福之所以,福是和之所以」
[00:02:47.320 --> 00:02:51.760]  主持人:意思就是說好事和壞事可以是互相轉化的
[00:02:51.760 --> 00:02:58.400]  在一定的條件下,福又會變成和,和又可能變成福
[00:02:58.400 --> 00:03:02.720]  主持人:意思就是說好事和壞事可以是互相轉化的
[00:03:02.720 --> 00:03:09.640]  在一定的條件下,福又會變成和,和又可能變成福
[00:03:09.640 --> 00:03:14.960]  主持人:約拿仙之可能是我們較為熟悉的一位仙之
[00:03:14.960 --> 00:03:18.840]  主持人:約拿仙之可能是我們較為熟悉的一位仙之
[00:03:18.840 --> 00:03:22.800]  主持人:原因有幾方面
[00:03:22.800 --> 00:03:28.000]  主持人:首先有關他的事跡相當有趣
[00:03:28.000 --> 00:03:31.880]  主持人:首先有關他的事跡相當有趣
[00:03:31.880 --> 00:03:39.200]  主持人:主耶穌在福音書中提到約拿在餘福中三日三夜
[00:03:39.200 --> 00:03:44.920]  主持人:象徵主耶穌會在死後三日復活
[00:03:44.920 --> 00:03:48.200]  主持人:主耶穌也在福音書中提到
[00:03:48.200 --> 00:03:51.560]  主持人:約拿在餘福中三天三夜
[00:03:51.560 --> 00:03:56.800]  主持人:也預表了耶穌會在三天後復活
[00:03:56.800 --> 00:04:01.680]  主持人:有些人會懷疑約拿的事跡是否真的
[00:04:01.680 --> 00:04:04.560]  主持人:因為他們很難相信有人被大魚
[00:04:04.560 --> 00:04:08.000]  主持人:很可能是鯨魚吞了也可以不死
[00:04:08.000 --> 00:04:13.680]  主持人:有些人可能會懷疑這個故事會不會是真的
[00:04:13.680 --> 00:04:20.000]  主持人:約拿被大魚,有可能是鯨魚吞到腹裏面
[00:04:20.000 --> 00:04:23.000]  主持人:還死不去?
[00:04:23.000 --> 00:04:25.760]  主持人:不過我們相信這是一個真實事件
[00:04:25.760 --> 00:04:30.520]  主持人:因為主耶穌是將這件事看為是真的
[00:04:30.520 --> 00:04:33.120]  主持人:我們認為這件事是真的
[00:04:33.120 --> 00:04:37.480]  主持人:因為主耶穌也認為這件事是真實的
[00:04:37.480 --> 00:04:40.840]  主持人:並且說這件事是有象徵性的意義
[00:04:40.840 --> 00:04:44.960]  主持人:而且說這件事有象徵性的意義
[00:04:44.960 --> 00:04:47.760]  主持人:此外如果大家有留意新聞
[00:04:47.760 --> 00:04:51.560]  主持人:其實最近有一宗新聞是發生在美國的
[00:04:51.560 --> 00:04:53.880]  主持人:如果大家有留意新聞的話
[00:04:53.880 --> 00:04:56.480]  主持人:最近在美國發生了一件事
[00:04:56.480 --> 00:05:00.280]  主持人:有一位名叫Michael Packard的人
[00:05:00.280 --> 00:05:02.880]  主持人:就被鯨魚吞了
[00:05:02.880 --> 00:05:06.800]  主持人:死裡逃生,還接受電視訪問
[00:05:06.800 --> 00:05:11.000]  主持人:有一位男士叫Michael Packard
[00:05:11.000 --> 00:05:14.240]  主持人:他被鯨魚吞了
[00:05:14.240 --> 00:05:16.440]  主持人:而且還能存活
[00:05:16.440 --> 00:05:19.680]  主持人:而且接受了新聞的訪問
[00:05:19.680 --> 00:05:24.920]  主持人:在幾個星期前,澳洲的電視台60分鐘時事節目
[00:05:24.920 --> 00:05:28.880]  主持人:都播放了他的故事,我也看了
[00:05:28.880 --> 00:05:41.560]  主持人:話說這位仁兄以捉龍蝦為生
[00:05:41.560 --> 00:05:47.840]  主持人:說起來這位男士他是以捉龍蝦為生
[00:05:47.840 --> 00:05:57.360]  主持人:有一天他跟一位同伴一起坐船出海
[00:05:57.360 --> 00:06:02.200]  主持人:他捉龍蝦的方法就是穿上潛水裝備
[00:06:02.200 --> 00:06:05.200]  主持人:背上氧氣筒潛到水底
[00:06:05.200 --> 00:06:08.480]  主持人:用手看到哪一隻就捉哪一隻
[00:06:08.480 --> 00:06:23.880]  主持人:有一天他正在工作捉龍蝦的時候
[00:06:23.880 --> 00:06:27.080]  主持人:突然間被鯨魚吞了入口
[00:06:27.080 --> 00:06:37.000]  主持人:他感覺到四周一片黑暗
[00:06:37.000 --> 00:06:42.240]  主持人:他本來嘴巴咬著吸氧器的嘴巴
[00:06:42.240 --> 00:06:46.560]  主持人:嘴巴都掉了,幸好他定神後找回那個東西
[00:06:46.560 --> 00:06:48.880]  主持人:放回嘴巴就可以呼吸了
[00:06:48.880 --> 00:06:52.760]  主持人:他突然覺得周圍一片黑暗
[00:06:52.760 --> 00:06:58.160]  主持人:嘴裡面含著氧氣出口的嘴也丟了
[00:06:58.160 --> 00:07:03.160]  主持人:他是摸索了一下才能把嘴再含上
[00:07:03.160 --> 00:07:06.000]  主持人:但是他沒有辦法可以離開魚口
[00:07:06.000 --> 00:07:08.920]  主持人:但是他沒有辦法可以離開魚口
[00:07:08.920 --> 00:07:14.240]  主持人:其實他很可能沒有被鯨魚吞了入肚子裡
[00:07:14.240 --> 00:07:18.760]  主持人:很可能只是在鯨魚的口裡面
[00:07:18.760 --> 00:07:22.280]  主持人:我們現在放了一幅鯨魚的畫面
[00:07:22.280 --> 00:07:25.760]  主持人:大家可以看到鯨魚的口是很大的
[00:07:25.760 --> 00:07:30.840]  主持人:有可能他並沒有被鯨魚吞到肚子裡面
[00:07:30.840 --> 00:07:32.840]  主持人:只是停留在他的口裡面
[00:07:32.840 --> 00:07:38.280]  主持人:我們在畫面上已經看得到這鯨魚的口是很大的
[00:07:38.280 --> 00:07:41.040]  主持人:可能是由於他揹著氧氣筒
[00:07:41.040 --> 00:07:45.600]  主持人:鯨魚的喉嚨就不夠大
[00:07:45.600 --> 00:07:47.440]  主持人:不能夠把他吞進去
[00:07:47.440 --> 00:07:51.560]  主持人:還很可能覺得魚骨在喉
[00:07:51.560 --> 00:07:56.280]  主持人:以致那條鯨魚在海上很掙扎翻來覆去
[00:07:56.280 --> 00:08:00.360]  主持人:有可能是因為他背著這個氧氣筒
[00:08:00.360 --> 00:08:03.160]  主持人:鯨魚的喉嚨不夠大
[00:08:03.160 --> 00:08:05.680]  主持人:不能把他吞下肚子裡面去
[00:08:05.680 --> 00:08:10.080]  主持人:也可能是這些裝備令鯨魚感到喉嚨很不舒服
[00:08:10.080 --> 00:08:13.960]  主持人:在那邊翻來覆去的在晃
[00:08:13.960 --> 00:08:17.680]  後來那條鯨魚終於把他吐出去了
[00:08:17.680 --> 00:08:20.320]  主持人:最後這個鯨魚就把他給吐出來了
[00:08:20.320 --> 00:08:25.040]  在海上的同門看到那條鯨魚翻來覆去
[00:08:25.040 --> 00:08:28.320]  沒多久之後看到他在海上就把他救了上船
[00:08:28.320 --> 00:08:30.040]  然後送去醫院檢查
[00:08:30.040 --> 00:08:33.800]  他的同伴看見鯨魚在那邊左右搖晃
[00:08:33.800 --> 00:08:37.320]  後來就看見他被這個鯨魚吐出來
[00:08:37.320 --> 00:08:40.280]  就把他救起來送到醫院去
[00:08:40.280 --> 00:08:47.000]  雷同的事件就很可能發生在2000多年前的約拿身上
[00:08:47.000 --> 00:08:52.880]  雷同的事件可能就發生在2000多年前的約拿身上
[00:08:52.880 --> 00:08:54.840]  讓我們看今天的經文
[00:08:54.840 --> 00:08:58.320]  了解一下整件事件的來龍去脈
[00:08:58.320 --> 00:09:00.720]  還有給我們的教訓
[00:09:00.720 --> 00:09:03.080]  主持人:我們來看一下今天的經文
[00:09:03.080 --> 00:09:06.960]  了解一下這件事的來龍去脈
[00:09:06.960 --> 00:09:10.200]  而且是我們吸取什麼教訓
[00:09:10.200 --> 00:09:13.800]  在約拿書一章一節一開始就是這樣說
[00:09:13.800 --> 00:09:19.440]  「耶和華的華臨到亞美太的兒子約拿」
[00:09:19.440 --> 00:09:27.320]  「耶和華的華臨到亞美太的兒子約拿」
[00:09:27.320 --> 00:09:31.320]  這句話讓我們明白先知要擔當的職責
[00:09:31.320 --> 00:09:35.000]  就是做上帝的代言人
[00:09:35.000 --> 00:09:42.360]  這句話讓我們知道先知的職責就是擔當上帝的代言人
[00:09:42.360 --> 00:09:44.880]  在《新民記》5章27節
[00:09:44.880 --> 00:09:48.560]  其實我們可以看到以色列人出了埃及之後
[00:09:48.560 --> 00:09:53.600]  在荷列山那裏聽見上帝在火中向他們說話
[00:09:53.600 --> 00:09:55.160]  但是他們很害怕
[00:09:55.160 --> 00:10:00.320]  於是那些長老和族長就來跟摩西說話
[00:10:00.320 --> 00:10:05.680]  我們在《新命記》5章27節看到
[00:10:05.680 --> 00:10:10.040]  以色列人出了埃及之後
[00:10:10.040 --> 00:10:14.520]  在荷列山那裏聽見上帝在火中向他們說話
[00:10:14.520 --> 00:10:16.280]  他們就很害怕
[00:10:16.280 --> 00:10:20.480]  那些長老和族長就來跟摩西說話
[00:10:20.480 --> 00:10:24.960]  那些族長和長老就來跟摩西說話
[00:10:24.960 --> 00:10:32.800]  「求你近前去聽耶和華我們上帝所要說的一切話
[00:10:32.800 --> 00:10:38.320]  將耶和華我們上帝對你說的話都傳給我們
[00:10:38.320 --> 00:10:41.640]  我們就聽從進行」
[00:10:41.640 --> 00:10:45.600]  「求你近前去聽耶和華所說的話
[00:10:45.600 --> 00:10:49.880]  你把耶和華所對你說的話都告訴我們
[00:10:49.880 --> 00:10:54.240]  我們就遵從耶和華所說的」
[00:10:54.240 --> 00:11:00.320]  所以先知這個職務不是上帝首先提出來的
[00:11:00.320 --> 00:11:04.360]  而是人民提出來 上帝答應
[00:11:04.360 --> 00:11:08.280]  所以先知這個職責不是上帝提出來的
[00:11:08.280 --> 00:11:12.160]  而是人民提出來 而上帝又答應了
[00:11:12.160 --> 00:11:17.720]  從此以後以色列人當中就有了先知的傳統
[00:11:17.720 --> 00:11:22.480]  從此以後以色列人就有了先知的傳統
[00:11:22.480 --> 00:11:25.840]  每當上帝要向人說話的時候
[00:11:25.840 --> 00:11:28.840]  就先將說話告訴先知
[00:11:28.840 --> 00:11:32.080]  再由先知去轉告給人民聽
[00:11:32.080 --> 00:11:35.040]  每當耶和華要對人說話的時候
[00:11:35.040 --> 00:11:37.520]  祂就把話告訴先知
[00:11:37.520 --> 00:11:39.880]  再由先知告訴人們
[00:11:39.880 --> 00:11:42.640]  因此當耶和華臨到約拿
[00:11:42.640 --> 00:11:47.280]  就是要約拿將一些說話轉告
