
[00:00:00.000 --> 00:00:02.640]  第一節大家平安,我們一起讀聖經
[00:00:02.640 --> 00:00:08.040]  《生命樹宣教》網絡跟大家一起看的聖經人聖經時
[00:00:08.040 --> 00:00:10.920]  是「於是二人同行」
[00:00:10.920 --> 00:00:11.800]  是說甚麼呢?
[00:00:11.800 --> 00:00:13.120]  二人同行
[00:00:13.120 --> 00:00:15.320]  不是說結婚
[00:00:15.320 --> 00:00:19.800]  是說阿伯拉罕與他的兒子以撒
[00:00:19.800 --> 00:00:22.200]  於是二人同行
[00:00:22.200 --> 00:00:23.520]  哇,很好
[00:00:23.520 --> 00:00:25.280]  聖經人聖經時
[00:00:25.280 --> 00:00:29.680]  主角上帝由阿伯拉罕與以撒
[00:00:29.680 --> 00:00:32.560]  然後事情就是他們去獻祭
[00:00:32.560 --> 00:00:34.240]  好,經文
[00:00:34.240 --> 00:00:37.120]  《創世紀》二十二章第四節
[00:00:37.120 --> 00:00:39.680]  到了第三日
[00:00:39.680 --> 00:00:44.680]  阿伯拉罕舉目遠遠地看見那地方
[00:00:44.680 --> 00:00:47.240]  阿伯拉罕對他的僕人說
[00:00:47.240 --> 00:00:50.600]  「你們和奴在此等候」
[00:00:50.600 --> 00:00:55.040]  「我與童子往那裡去拜一拜」
[00:00:55.040 --> 00:00:58.080]  「就回到你們這裡來」
[00:00:58.080 --> 00:01:00.080]  這件事的背景
[00:01:00.080 --> 00:01:02.280]  就是神叫阿伯拉罕
[00:01:02.280 --> 00:01:07.280]  「你將你的兒子以撒去摩尼亞山獻給我」
[00:01:07.280 --> 00:01:10.680]  這個摩尼亞山獻祭的地方
[00:01:10.680 --> 00:01:12.600]  也是今日相傳
[00:01:12.600 --> 00:01:16.520]  就是今天聖殿山上的摩尼亞山
[00:01:16.520 --> 00:01:19.240]  現在是認為金頂
[00:01:19.240 --> 00:01:21.040]  The Dome of the Rock
[00:01:21.040 --> 00:01:22.680]  裡面下面有一塊石頭
[00:01:22.680 --> 00:01:26.680]  那塊石頭就是阿伯拉罕獻以撒的那塊石頭
[00:01:26.680 --> 00:01:28.680]  不過我們今天不能進去
[00:01:28.680 --> 00:01:32.680]  那個是要伊斯蘭教徒才可以進去的
[00:01:32.680 --> 00:01:35.480]  好,他們就出發
[00:01:35.480 --> 00:01:39.680]  《聖經》記載阿伯拉罕是晨早出發
[00:01:39.680 --> 00:01:45.480]  應該那個時間太太薩拉還沒醒
[00:01:45.480 --> 00:01:48.280]  有少少瞞著他不讓他知道
[00:01:48.280 --> 00:01:50.680]  以免說「哎呀,為什麼你這樣啊」
[00:01:50.680 --> 00:01:51.880]  「兒子怎麼可以啊」
[00:01:51.880 --> 00:01:54.480]  「哎呀,我們是獨生的兒子啊」
[00:01:54.480 --> 00:01:55.880]  所以他靜靜地去
[00:01:55.880 --> 00:01:57.680]  也沒有告訴那些僕人
[00:01:57.680 --> 00:02:00.880]  「你跟著我,帶上路仔」
[00:02:00.880 --> 00:02:03.280]  這樣也走三天
[00:02:03.280 --> 00:02:07.280]  然後遠遠看到不到了
[00:02:07.280 --> 00:02:09.680]  遠遠到了
[00:02:09.680 --> 00:02:12.880]  然後他沒有帶那些僕人去到那裡
[00:02:12.880 --> 00:02:14.280]  就跟那些僕人說
[00:02:14.280 --> 00:02:15.680]  「你們在這裡等等」
[00:02:15.680 --> 00:02:18.080]  「我和小朋友去拜一拜」
[00:02:18.080 --> 00:02:19.880]  「馬上回來」
[00:02:19.880 --> 00:02:22.680]  「不用跟我來了,我和他自己去」
[00:02:22.680 --> 00:02:24.480]  這樣就放下那些僕人
[00:02:24.480 --> 00:02:26.880]  相傳,也不是相傳
[00:02:26.880 --> 00:02:30.680]  也估計阿伯拉罕是有意思的
[00:02:30.680 --> 00:02:33.280]  就是不要讓那些僕人看到
[00:02:33.280 --> 00:02:35.480]  自己要獻以殺
[00:02:35.480 --> 00:02:37.680]  否則怕那些僕人走過來
[00:02:37.680 --> 00:02:39.280]  「哎呀,主人,主人」
[00:02:39.280 --> 00:02:41.080]  「怎麼可以這樣對少爺家」
[00:02:41.080 --> 00:02:41.880]  「不行,不行」
[00:02:41.880 --> 00:02:44.280]  這樣攔著他也很麻煩
[00:02:44.280 --> 00:02:47.680]  護少主心切就麻煩了
[00:02:47.680 --> 00:02:49.280]  所以「你們在這裡等」
[00:02:49.280 --> 00:02:50.480]  「不用跟我來」
[00:02:50.480 --> 00:02:53.080]  「我與童子往那裡去拜一拜」
[00:02:53.080 --> 00:02:56.280]  「就回到你們這裡來了」
[00:02:56.280 --> 00:02:59.280]  阿伯拉罕把梵濟的柴
[00:02:59.280 --> 00:03:03.080]  放在他兒子以殺身上
[00:03:03.080 --> 00:03:06.080]  梵濟的柴被他的兒子揹著
[00:03:06.080 --> 00:03:09.680]  自己手裡拿著火與刀
[00:03:09.680 --> 00:03:12.480]  以免沒有火點著柴
[00:03:12.480 --> 00:03:16.080]  獻不了做梵濟
[00:03:16.080 --> 00:03:18.680]  於是二人同行
[00:03:18.680 --> 00:03:21.880]  我縮小了字體和括號
[00:03:21.880 --> 00:03:27.480]  表示希伯來文沒有「於是」兩個字
[00:03:27.480 --> 00:03:31.080]  要把梵濟的柴交給兒子揹著
[00:03:31.080 --> 00:03:32.880]  自己拿著火與刀
[00:03:32.880 --> 00:03:34.880]  二人同行
[00:03:34.880 --> 00:03:36.480]  這樣就走了
[00:03:36.480 --> 00:03:37.680]  好了
[00:03:37.680 --> 00:03:42.080]  走著走著以殺對他父親阿伯拉罕說
[00:03:42.080 --> 00:03:44.880]  「父親啊」
[00:03:44.880 --> 00:03:46.480]  「爸爸啊」
[00:03:46.480 --> 00:03:47.880]  阿伯拉罕就說
[00:03:47.880 --> 00:03:49.480]  「兒子啊,我在這裡」
[00:03:49.480 --> 00:03:53.480]  這句話很親切很親暱
[00:03:53.480 --> 00:03:54.480]  「爸爸啊」
[00:03:54.480 --> 00:03:58.280]  「兒子啊,我在這裡」
[00:03:58.280 --> 00:04:01.880]  「你看看,火與柴都有了」
[00:04:01.880 --> 00:04:04.880]  「柴我揹著火,你拿著刀也有了」
[00:04:04.880 --> 00:04:07.080]  「不過我們欠缺了一件事」
[00:04:07.080 --> 00:04:11.280]  「欠缺了獻梵濟的羊羔」
[00:04:11.280 --> 00:04:12.680]  「沒有羊羔」
[00:04:12.680 --> 00:04:14.280]  「羊羔在哪裡?」
[00:04:14.280 --> 00:04:16.880]  「在空手點獻」
[00:04:16.880 --> 00:04:18.680]  「火與柴都有了」
[00:04:18.680 --> 00:04:20.080]  阿伯拉罕就說
[00:04:20.080 --> 00:04:21.080]  「兒子啊」
[00:04:21.080 --> 00:04:26.880]  「上帝必自己預備做梵濟的羊羔的」
[00:04:26.880 --> 00:04:28.680]  「二人同行」
[00:04:28.680 --> 00:04:29.480]  於是呢
[00:04:29.480 --> 00:04:30.280]  「於是」
[00:04:30.280 --> 00:04:31.880]  又是沒有這個字的
[00:04:31.880 --> 00:04:33.080]  中文呢
[00:04:33.080 --> 00:04:34.680]  兩字都翻譯
[00:04:34.680 --> 00:04:35.680]  「於是」
[00:04:35.680 --> 00:04:36.680]  「二人同行」
[00:04:36.680 --> 00:04:40.080]  我今天的題目是二人同行
[00:04:40.080 --> 00:04:41.080]  嘩
[00:04:41.080 --> 00:04:43.480]  在看這支《聖經》的心裡面
[00:04:43.480 --> 00:04:45.680]  是有很多感觸的
[00:04:45.680 --> 00:04:47.080]  其中一件事就是
[00:04:47.080 --> 00:04:48.880]  阿伯拉罕和兒子
[00:04:48.880 --> 00:04:50.080]  兒子和爸爸
[00:04:50.080 --> 00:04:53.480]  兩個人的感情與關係都很好的
[00:04:53.480 --> 00:04:54.480]  於是呢
[00:04:54.480 --> 00:04:55.480]  就說
[00:04:55.480 --> 00:04:56.680]  「爸爸」
[00:04:56.680 --> 00:04:58.480]  「兒子我在這裡」
[00:04:58.480 --> 00:05:00.280]  真的問
[00:05:00.280 --> 00:05:01.480]  「為什麼這麼奇怪」
[00:05:01.480 --> 00:05:02.480]  「沒有羊羔的」
[00:05:02.480 --> 00:05:04.080]  「火與柴都有了」
[00:05:04.080 --> 00:05:06.880]  「神自己會預備的」
[00:05:06.880 --> 00:05:08.680]  沒有告訴兒子
[00:05:08.680 --> 00:05:10.480]  「就是你就是羊羔」
[00:05:10.480 --> 00:05:12.480]  「如果這樣我兒子會跑掉的」
[00:05:12.480 --> 00:05:15.280]  「你就是羊羔」
[00:05:15.280 --> 00:05:16.680]  整件事情
[00:05:16.680 --> 00:05:17.480]  嘩
[00:05:17.480 --> 00:05:18.880]  好到不得了
[00:05:18.880 --> 00:05:20.680]  阿伯拉罕
[00:05:20.680 --> 00:05:22.680]  竟然將自己
[00:05:22.680 --> 00:05:25.880]  成百歲才生的兒子
[00:05:25.880 --> 00:05:26.880]  一粒
[00:05:26.880 --> 00:05:29.680]  以殺獻給神
[00:05:29.680 --> 00:05:31.280]  明明是你
[00:05:31.280 --> 00:05:34.280]  生這個兒子給我生出來
[00:05:34.280 --> 00:05:37.880]  然後說將來由他變成大族的
[00:05:37.880 --> 00:05:40.280]  後來多到天上星海邊的沙
[00:05:40.280 --> 00:05:43.280]  現在你叫我又殺了他給你
[00:05:43.280 --> 00:05:45.680]  是不是玩啊
[00:05:45.680 --> 00:05:47.480]  他沒有追問
[00:05:47.480 --> 00:05:48.480]  沒有懷疑
[00:05:48.480 --> 00:05:49.880]  叫我獻就獻了
[00:05:49.880 --> 00:05:51.880]  這個阿伯拉罕真厲害
[00:05:51.880 --> 00:05:53.880]  就是這麼厲害
[00:05:53.880 --> 00:05:56.880]  所以上帝與他關係這麼好
[00:05:56.880 --> 00:05:59.880]  於是就做了
[00:05:59.880 --> 00:06:00.880]  他真的做的時間
[00:06:00.880 --> 00:06:05.680]  他都想好不要被工人阻擋
[00:06:05.680 --> 00:06:07.880]  又不要被他太太阻擋
[00:06:07.880 --> 00:06:09.880]  於是一早出發
[00:06:09.880 --> 00:06:13.680]  遠遠地叫他們停下來等自己上山
[00:06:13.680 --> 00:06:15.680]  來到這裡
[00:06:15.680 --> 00:06:17.680]  以撒都疑問
[00:06:17.680 --> 00:06:21.680]  爸爸為什麼沒有羊羔
[00:06:21.680 --> 00:06:24.680]  你猜心裡
[00:06:24.680 --> 00:06:27.680]  以撒有沒有懷疑呢
[00:06:27.680 --> 00:06:29.680]  這麼奇怪
[00:06:29.680 --> 00:06:32.680]  不過我推測以撒慢慢想不到
[00:06:32.680 --> 00:06:35.680]  我就是那隻獻繁祭的羊羔
[00:06:35.680 --> 00:06:40.680]  因為上帝沒有什麼歡喜
[00:06:40.680 --> 00:06:43.680]  叫人獻人
[00:06:43.680 --> 00:06:45.680]  應該不會
[00:06:45.680 --> 00:06:47.680]  二人同行
[00:06:47.680 --> 00:06:49.680]  二人同行是今天的題目
[00:06:49.680 --> 00:06:52.680]  於是二人同行
[00:06:52.680 --> 00:06:53.680]  於是兩個字
[00:06:53.680 --> 00:06:54.680]  可能沒有的
[00:06:54.680 --> 00:06:58.680]  你看到他們這樣獻祭
[00:06:58.680 --> 00:07:00.680]  真的不簡單
[00:07:00.680 --> 00:07:02.680]  父子二人同行
[00:07:02.680 --> 00:07:04.680]  就跟隨神了
[00:07:04.680 --> 00:07:08.680]  我想大家在這裡學習一件事
[00:07:08.680 --> 00:07:10.680]  欣賞這個故事
[00:07:10.680 --> 00:07:13.680]  就是阿伯拉罕的信心
[00:07:13.680 --> 00:07:17.680]  他自己很仔細地籌劃每一件細節
[00:07:17.680 --> 00:07:20.680]  今天都有一句說話
[00:07:20.680 --> 00:07:22.680]  細節決定成敗
[00:07:22.680 --> 00:07:25.680]  有時候粗枝大葉不成功
[00:07:25.680 --> 00:07:28.680]  細節決定成敗
[00:07:28.680 --> 00:07:30.680]  要小心
[00:07:30.680 --> 00:07:34.680]  很多戰爭都在細節上失敗
[00:07:34.680 --> 00:07:37.680]  很多大計劃失敗在細節上
[00:07:37.680 --> 00:07:42.680]  很多時候一個很好的家庭節目
[00:07:42.680 --> 00:07:45.680]  是壞在細節上
[00:07:45.680 --> 00:07:47.680]  細節要想得很好
[00:07:47.680 --> 00:07:50.680]  當然不要想得太太太細節
[00:07:50.680 --> 00:07:53.680]  太多細節變得太周密
[00:07:53.680 --> 00:07:55.680]  太周密會一環掉了
[00:07:55.680 --> 00:07:57.680]  整條鏈斷了
[00:07:57.680 --> 00:07:58.680]  那就不好了
[00:07:58.680 --> 00:08:00.680]  要大概,不過要細節
[00:08:00.680 --> 00:08:02.680]  想好細節
[00:08:02.680 --> 00:08:04.680]  跟著就走
[00:08:04.680 --> 00:08:05.680]  叫兒子跟他一起走
[00:08:05.680 --> 00:08:07.680]  兒子肯跟他一起走
[00:08:07.680 --> 00:08:12.680]  這對父子二人同行確實很好
[00:08:12.680 --> 00:08:16.680]  令到整個救贖在這裡開始
[00:08:16.680 --> 00:08:18.680]  也是象徵出來的
[00:08:18.680 --> 00:08:21.680]  將他一個獨生的兒子
[00:08:21.680 --> 00:08:24.680]  自己成為楊高獻上
[00:08:24.680 --> 00:08:30.680]  我們看到救恩象徵出來
[00:08:30.680 --> 00:08:33.680]  又看到阿伯拉罕的信服
[00:08:33.680 --> 00:08:36.680]  以撒都對他父親的信服
[00:08:36.680 --> 00:08:38.680]  這個信服兩個字
[00:08:38.680 --> 00:08:41.680]  在二人同行裡表達出來
[00:08:41.680 --> 00:08:43.680]  這是一個信服神
[00:08:43.680 --> 00:08:46.680]  信服父親的故事
[00:08:46.680 --> 00:08:48.680]  教我們信服,教我們有信心
[00:08:48.680 --> 00:08:50.680]  我們一起祈禱
[00:08:50.680 --> 00:08:54.680]  多謝主給我們聖經故事
[00:08:54.680 --> 00:08:57.680]  我們看回這件事的時候
[00:08:57.680 --> 00:09:01.680]  看到阿伯拉罕實在值得敬佩
[00:09:01.680 --> 00:09:04.680]  他對你的信心很好
[00:09:04.680 --> 00:09:06.680]  他的兒子以撒
[00:09:06.680 --> 00:09:10.680]  也是一個非常溫馴的童子
[00:09:10.680 --> 00:09:12.680]  就這樣跟著爸爸
[00:09:12.680 --> 00:09:14.680]  在這個時間他都有疑問
[00:09:14.680 --> 00:09:16.680]  不過他繼續同行
[00:09:16.680 --> 00:09:20.680]  他父子二人就這樣同行天路
[00:09:20.680 --> 00:09:22.680]  跟著我們的主
[00:09:22.680 --> 00:09:24.680]  相信跟隨你
[00:09:24.680 --> 00:09:26.680]  在同行天路過程裡有疑問
[00:09:26.680 --> 00:09:28.680]  不過他們商量
[00:09:28.680 --> 00:09:30.680]  他們付出信心
[00:09:30.680 --> 00:09:32.680]  一個帶領信心
[00:09:32.680 --> 00:09:34.680]  一個信心跟隨
[00:09:34.680 --> 00:09:36.680]  主我們都需要學這些信心
[00:09:36.680 --> 00:09:38.680]  求主幫助我們
[00:09:38.680 --> 00:09:40.680]  祈禱奉耶穌名求,阿門
