
[00:00:00.000 --> 00:00:02.000]  帝松姊妹早
[00:00:02.000 --> 00:00:07.500]  我相信大家很少見我的家人
[00:00:07.500 --> 00:00:10.500]  大家應該很少見到牧師的家人
[00:00:10.500 --> 00:00:14.000]  很少,因為師母都失蹤了一段很長的時間
[00:00:14.000 --> 00:00:16.000]  因為師母也失蹤了一段時間
[00:00:16.000 --> 00:00:18.000]  今天回來了
[00:00:18.000 --> 00:00:21.000]  不過還是有頭暈
[00:00:21.000 --> 00:00:23.000]  但是頭還是有點暈
[00:00:23.000 --> 00:00:27.000]  那我就讓大家認識我的家人
[00:00:27.000 --> 00:00:29.000]  我讓大家認識我的家人
[00:00:30.000 --> 00:00:32.000]  這個是全家福
[00:00:32.000 --> 00:00:34.000]  這個是全家福
[00:00:34.000 --> 00:00:36.000]  去年當
[00:00:36.000 --> 00:00:47.000]  去年師母病了
[00:00:47.000 --> 00:00:49.000]  去年師母病了
[00:00:49.000 --> 00:00:53.000]  開始接受治療之前
[00:00:53.000 --> 00:00:56.000]  拍攝了這一幅全家福
[00:00:56.000 --> 00:00:58.000]  就派了這個全家福
[00:00:58.000 --> 00:01:02.000]  大家知道我有兩個女兒
[00:01:02.000 --> 00:01:04.000]  兩個女婿
[00:01:04.000 --> 00:01:06.000]  有四個外孫
[00:01:06.000 --> 00:01:14.000]  其中抱著的兩個是孫兒
[00:01:14.000 --> 00:01:18.000]  接著第二幅
[00:01:18.000 --> 00:01:24.000]  這個是我的大的外孫
[00:01:24.000 --> 00:01:27.000]  還有我的小女兒
[00:01:27.000 --> 00:01:37.000]  這個大的外孫有一次想在我們家過夜
[00:01:37.000 --> 00:01:42.000]  但是父母就不允許
[00:01:42.000 --> 00:01:45.000]  他就抱怨
[00:01:45.000 --> 00:01:49.000]  他自己的計劃為甚麼會被父母的計劃推翻
[00:01:49.000 --> 00:01:54.000]  為甚麼他的計劃會被父母的決定去推翻呢
[00:01:54.000 --> 00:01:58.000]  為甚麼大人的計劃可以實行他自己的計劃又不能實行呢
[00:01:58.000 --> 00:02:00.000]  為甚麼大人的計劃可以實行
[00:02:00.000 --> 00:02:02.000]  為甚麼他的計劃就不可以實行呢
[00:02:02.000 --> 00:02:04.000]  他都會激氣的
[00:02:04.000 --> 00:02:06.000]  他蠻生氣的
[00:02:06.000 --> 00:02:08.000]  振振有詞地說
[00:02:08.000 --> 00:02:10.000]  我也有自己的計劃
[00:02:10.000 --> 00:02:12.000]  我也有我自己的計劃
[00:02:12.000 --> 00:02:14.000]  那我就對他說
[00:02:14.000 --> 00:02:18.000]  雖然你有自己的計劃
[00:02:18.000 --> 00:02:21.000]  但你沒有執行計劃的權利
[00:02:21.000 --> 00:02:30.000]  對於一個還沒有能夠獨立自主的孩子
[00:02:30.000 --> 00:02:37.000]  在某些生活中的事情上
[00:02:37.000 --> 00:02:45.000]  是必須要順從父母為他作出的決定
[00:02:45.000 --> 00:02:54.000]  在今天的經文裡面我們可以看到三種人際關係
[00:02:54.000 --> 00:03:02.000]  揣摩一下哪些人可以享有執行的權利
[00:03:02.000 --> 00:03:04.000]  或者主導的權利
[00:03:04.000 --> 00:03:08.000]  我們可以看到底哪些人在生活中有執行的權利
[00:03:08.000 --> 00:03:13.000]  或者是主導的權利
[00:03:13.000 --> 00:03:19.000]  另一方面我們也思想一下保羅的教導
[00:03:19.000 --> 00:03:22.000]  作為一個基督徒
[00:03:22.000 --> 00:03:28.000]  我們有甚麼責任需要自己去負擔的呢
[00:03:28.000 --> 00:03:32.000]  保羅教導父母兒女兩者當中
[00:03:32.000 --> 00:03:40.000]  是應該正確地相處的
[00:03:40.000 --> 00:03:44.000]  我們看第二十節還有二十一節
[00:03:44.000 --> 00:03:47.000]  你們做兒女的要凡事聽從父母
[00:03:47.000 --> 00:03:50.000]  因為這是主所喜悅的
[00:03:50.000 --> 00:03:53.000]  你們做父親的不要惹兒女的氣
[00:03:53.000 --> 00:03:55.000]  恐怕他們失了志氣
[00:03:55.000 --> 00:04:01.000]  今天的經文其實也是比較淺
[00:04:01.000 --> 00:04:07.000]  經文當中保羅教導作兒女的要凡事聽從父母
[00:04:07.000 --> 00:04:16.000]  因為這是主所喜悅的
[00:04:16.000 --> 00:04:22.000]  另外有一節的經文教導我們作兒女的要在主裡聽從父母
[00:04:22.000 --> 00:04:30.000]  你們作兒女的要在主裡聽從父母
[00:04:30.000 --> 00:04:36.000]  這是理所當然的
[00:04:36.000 --> 00:04:43.000]  信了主的兒女要凡事聽從父母
[00:04:43.000 --> 00:04:50.000]  當然也包括年長的父母
[00:04:50.000 --> 00:04:57.000]  譬如說我有一個母親今年已經九十六歲了
[00:04:57.000 --> 00:05:00.000]  我也要聽她的
[00:05:00.000 --> 00:05:09.000]  只要不是與主的教訓相違背
[00:05:09.000 --> 00:05:14.000]  我們都要聽從父母的吩咐
[00:05:14.000 --> 00:05:17.000]  因為這是理所當然的
[00:05:17.000 --> 00:05:19.000]  也是有福的
[00:05:19.000 --> 00:05:26.000]  當然如果我們對父母的吩咐或教導有很大的不滿的話
[00:05:26.000 --> 00:05:30.000]  我們怎麼辦呢?
[00:05:30.000 --> 00:05:37.000]  我們會大叫一聲抗拒嗎?
[00:05:37.000 --> 00:05:42.000]  很慚愧有個弟兄聽到我大聲跟我媽媽說話
[00:05:42.000 --> 00:05:44.000]  就說你這樣也行?
[00:05:44.000 --> 00:05:48.000]  很慚愧有一次有位弟兄聽到我大聲跟我母親講話
[00:05:48.000 --> 00:05:50.000]  他就說這樣也可以
[00:05:50.000 --> 00:05:54.000]  成為我生命當中很大的遺憾
[00:05:54.000 --> 00:05:56.000]  成為我生命當中很大的遺憾
[00:05:56.000 --> 00:05:58.000]  是很失敗的見證
[00:05:58.000 --> 00:06:00.000]  是一個很失敗的見證
[00:06:00.000 --> 00:06:02.000]  因為聖經是這樣說的
[00:06:02.000 --> 00:06:06.000]  你們作兒女的要在主裡聽從父母
[00:06:06.000 --> 00:06:09.000]  因為聖經說你們作兒女的要在主裡聽從父母
[00:06:09.000 --> 00:06:12.000]  剛才說要凡事聽從父母
[00:06:12.000 --> 00:06:14.000]  剛才說要凡事聽從父母
[00:06:14.000 --> 00:06:18.000]  所以如果我們有什麼不滿要壓著自己的怒氣
[00:06:18.000 --> 00:06:21.000]  所以我們有什麼不滿我們要壓著自己的怒氣
