
[00:00:00.000 --> 00:00:01.320]  粉絲姐妹大家好
[00:00:01.320 --> 00:00:03.200]  昨天你一定記得
[00:00:03.200 --> 00:00:08.880]  說到伯拉罕像僕人般接待三一上主
[00:00:08.880 --> 00:00:10.600]  接待他
[00:00:10.600 --> 00:00:11.840]  他是一個很好的僕人
[00:00:11.840 --> 00:00:15.640]  今天說一下神豈有難成的事嗎?
[00:00:15.640 --> 00:00:18.360]  這句說話是很好的
[00:00:18.360 --> 00:00:20.240]  是問號
[00:00:20.240 --> 00:00:24.200]  神說:在我豈有難成的事嗎?
[00:00:24.200 --> 00:00:25.920]  《生命說書教網絡》
[00:00:25.920 --> 00:00:27.760]  《聖經人》《聖經時》
[00:00:27.760 --> 00:00:29.760]  跟大家又讀《聖經》了
[00:00:29.760 --> 00:00:35.040]  神說:在我來說豈有難成的事嗎?
[00:00:35.040 --> 00:00:37.840]  《創世紀》十八章第十字
[00:00:37.840 --> 00:00:39.960]  三人中有一位說
[00:00:39.960 --> 00:00:42.640]  到明年借過時候
[00:00:42.640 --> 00:00:44.640]  我要回到你借來
[00:00:44.640 --> 00:00:48.720]  你的妻子撒拉必生一個兒子
[00:00:48.720 --> 00:00:51.920]  撒拉在那人後邊的帳篷門口
[00:00:51.920 --> 00:00:53.760]  又聽見了借話
[00:00:53.760 --> 00:00:57.200]  伯拉罕和撒拉年紀老邁
[00:00:57.200 --> 00:01:01.240]  撒拉的月經已經斷絕了
[00:01:01.240 --> 00:01:05.200]  這是承接著作人的經文
[00:01:05.200 --> 00:01:08.960]  在吃東西的他們就吃了
[00:01:08.960 --> 00:01:13.200]  三人中有一位說
[00:01:13.200 --> 00:01:16.200]  到明年這個時候我再回來
[00:01:16.200 --> 00:01:20.200]  我再回來你的妻子撒拉便會生一個兒子
[00:01:20.200 --> 00:01:23.440]  其實就是說
[00:01:23.440 --> 00:01:26.000]  我會再回來這裡
[00:01:26.000 --> 00:01:28.000]  我會施展大能
[00:01:28.000 --> 00:01:32.200]  然後我會看看我的能力的結果
[00:01:32.200 --> 00:01:34.200]  當然你不會說
[00:01:34.200 --> 00:01:36.600]  沒事沒事然後忽然之間生的
[00:01:36.600 --> 00:01:38.600]  他要懷孕的
[00:01:38.600 --> 00:01:42.440]  不過到生的時候我會回來看
[00:01:42.440 --> 00:01:47.800]  撒拉在那人後邊的帳篷門口聽見借話
[00:01:47.800 --> 00:01:53.440]  他就想到其實當時我和我老公年紀老邁
[00:01:53.440 --> 00:01:55.800]  我月經已經斷絕
[00:01:55.800 --> 00:01:59.240]  撒拉心裏暗笑
[00:01:59.240 --> 00:02:04.040]  他心裏暗笑
[00:02:04.040 --> 00:02:07.840]  心裏暗笑說
[00:02:07.840 --> 00:02:12.440]  不是真的說出來我既已衰敗
[00:02:12.440 --> 00:02:17.440]  可能他心裏暗笑心裏暗說
[00:02:17.440 --> 00:02:20.240]  心裏暗笑自己跟自己說
[00:02:20.240 --> 00:02:25.240]  我已經老了已經衰敗我主也老邁
[00:02:25.240 --> 00:02:27.960]  我的主是說阿巴拉罕也老
[00:02:27.960 --> 00:02:30.360]  我衰敗他老邁
[00:02:30.360 --> 00:02:34.440]  豈能有這喜事呢
[00:02:34.440 --> 00:02:38.240]  有生兒子這麼開心哪有這喜事
[00:02:38.240 --> 00:02:42.360]  我衰敗他老邁確實不會有
[00:02:42.360 --> 00:02:44.760]  豈能有這喜事呢
[00:02:44.760 --> 00:02:47.360]  耶和華竟然說很有趣
[00:02:47.360 --> 00:02:50.360]  撒拉心裏暗笑
[00:02:50.360 --> 00:02:54.960]  但耶和華是對阿巴拉罕說話不是對撒拉說話
[00:02:54.960 --> 00:02:57.040]  而是對阿巴拉罕說
[00:02:57.040 --> 00:03:01.840]  為何撒拉為何暗笑
[00:03:01.840 --> 00:03:08.040]  我既已年老果真能生養嗎
[00:03:08.040 --> 00:03:10.240]  留意多有趣
[00:03:10.240 --> 00:03:17.440]  其實在當日由丈夫阿巴拉罕代表全家
[00:03:17.440 --> 00:03:21.440]  其實在一個家庭裏最重要的是
[00:03:21.440 --> 00:03:25.040]  一家之主在聖經的背景下
[00:03:25.040 --> 00:03:28.440]  都是男性為一家之主
[00:03:28.440 --> 00:03:30.240]  今日不是
[00:03:30.240 --> 00:03:32.040]  今日是太太作主
[00:03:32.040 --> 00:03:34.640]  一家之主是女士
[00:03:34.640 --> 00:03:39.040]  由煮飯的主到作主當家都是女士
[00:03:39.040 --> 00:03:42.040]  男的只負責一件事就是賺錢
[00:03:42.040 --> 00:03:45.640]  賺錢回來交給她然後說完事
[00:03:45.640 --> 00:03:49.040]  我不作主我太太作主
[00:03:49.040 --> 00:03:52.040]  怕太太會發達
[00:03:52.040 --> 00:03:55.840]  其實你要知道現在是這樣
[00:03:55.840 --> 00:03:57.840]  但又可能是這樣
[00:03:57.840 --> 00:04:00.240]  但當日不是的
[00:04:00.240 --> 00:04:02.440]  神是看男士的
[00:04:02.440 --> 00:04:06.840]  所以譬如我們配偶兩個人信主
[00:04:06.840 --> 00:04:09.040]  一男一女一個家庭信主
[00:04:09.040 --> 00:04:12.240]  很多時今日教會遇到的情況
[00:04:12.240 --> 00:04:18.640]  是女的靈性、教會參與、讀聖經多、熱心程度
[00:04:18.640 --> 00:04:20.640]  都比男的好
[00:04:20.640 --> 00:04:22.640]  我不是貶低男性
[00:04:22.640 --> 00:04:24.440]  不是貶低男基督徒
[00:04:24.440 --> 00:04:31.840]  確實很多時女的比男的靈性與聖經認識各樣高些
[00:04:31.840 --> 00:04:36.640]  於是男的覺得自己不夠就笑出聲
[00:04:36.640 --> 00:04:42.840]  女的要栽培男的成為一家靈性的主
[00:04:42.840 --> 00:04:46.440]  男的要栽培自己努力學習
[00:04:46.440 --> 00:04:52.640]  讓自己成為一家屬靈的牧者、領導者
[00:04:52.640 --> 00:04:56.240]  因為一家裡面是男的做主
[00:04:56.240 --> 00:04:58.840]  正如基督教會的頭
[00:04:58.840 --> 00:05:01.240]  教會是基督的身輔
[00:05:01.240 --> 00:05:03.640]  要這樣,聖經是這樣說的
[00:05:03.640 --> 00:05:07.240]  於是男的要努力去爬升
[00:05:07.240 --> 00:05:10.640]  去提升自己變成屬靈的領袖
[00:05:10.640 --> 00:05:17.840]  神是對男士問責
[00:05:17.840 --> 00:05:21.040]  所以撒拉心裡暗瀟
[00:05:21.040 --> 00:05:23.040]  耶和華對亞伯拉罕說
[00:05:23.040 --> 00:05:26.640]  為什麼撒拉暗瀟
[00:05:26.640 --> 00:05:30.840]  說自己老生不了
[00:05:30.840 --> 00:05:36.840]  你懷疑我有些事我做不到嗎?
[00:05:36.840 --> 00:05:40.640]  耶和華說豈有難成的事嗎?
[00:05:40.640 --> 00:05:45.840]  到明年這個時候我回來撒拉會生一個兒子
[00:05:45.840 --> 00:05:51.440]  一定會,在我沒有難成的事
[00:05:51.440 --> 00:05:54.240]  有難成就的事嗎?
[00:05:54.240 --> 00:05:57.440]  這是問句,問句即是說
[00:05:57.440 --> 00:05:59.440]  你認為我有些事我做不到嗎?
[00:05:59.440 --> 00:06:03.840]  其實亞伯拉罕都不敢出聲
[00:06:03.840 --> 00:06:05.840]  你見亞伯拉罕沒有回答
[00:06:05.840 --> 00:06:09.840]  我猜當時亞伯拉罕已經垂頭喪氣
[00:06:09.840 --> 00:06:12.840]  哎呀,很慘
[00:06:12.840 --> 00:06:16.840]  撒拉知道後面聽到就害怕起來
[00:06:16.840 --> 00:06:19.840]  不承認就說
[00:06:19.840 --> 00:06:23.840]  我沒有笑,警衛大人我沒有笑
[00:06:23.840 --> 00:06:25.840]  主人我沒有笑
[00:06:25.840 --> 00:06:27.840]  後面都說出來了
[00:06:27.840 --> 00:06:28.840]  那個人就說
[00:06:28.840 --> 00:06:31.840]  不是,你實在笑了
[00:06:31.840 --> 00:06:33.840]  不然,你實在笑了
[00:06:33.840 --> 00:06:36.840]  大家留意這件事
[00:06:36.840 --> 00:06:40.840]  原來我們心裏面說的說話
[00:06:40.840 --> 00:06:41.840]  主知不知道呢?
[00:06:41.840 --> 00:06:43.840]  知的
[00:06:43.840 --> 00:06:44.840]  千萬不要說
[00:06:44.840 --> 00:06:47.840]  我沒有說,我沒有笑
[00:06:47.840 --> 00:06:49.840]  不然,你實在笑了
[00:06:49.840 --> 00:06:52.840]  我心裏笑都算笑了
[00:06:52.840 --> 00:06:54.840]  心裏生氣都算生氣了
[00:06:54.840 --> 00:06:57.840]  我心裏不信沒有說出口
[00:06:57.840 --> 00:06:59.840]  其實神知道你不信
[00:06:59.840 --> 00:07:00.840]  那你就知道了
[00:07:00.840 --> 00:07:04.840]  不然,你實在笑了
[00:07:04.840 --> 00:07:06.840]  請大家留意
[00:07:06.840 --> 00:07:09.840]  我們的主是知道的
[00:07:09.840 --> 00:07:11.840]  在這個經文裏面有幾件事
[00:07:11.840 --> 00:07:12.840]  你要留意到
[00:07:12.840 --> 00:07:13.840]  第一
[00:07:13.840 --> 00:07:17.840]  神說了是會成就的
[00:07:17.840 --> 00:07:21.840]  哇,都沒有可能了
[00:07:21.840 --> 00:07:25.840]  我雖敗他年老老邁
[00:07:25.840 --> 00:07:26.840]  我雖敗他老邁
[00:07:26.840 --> 00:07:29.840]  這個月經已經斷絕了
[00:07:29.840 --> 00:07:31.840]  究竟怎麼生?
[00:07:31.840 --> 00:07:34.840]  但是神說可以就可以
[00:07:34.840 --> 00:07:36.840]  因為看自己就不可以了
[00:07:36.840 --> 00:07:38.840]  我都明白
[00:07:38.840 --> 00:07:41.840]  看自己我都知道自己不可以
[00:07:41.840 --> 00:07:43.840]  不過神要用
[00:07:43.840 --> 00:07:45.840]  就沒有難成就的事
[00:07:45.840 --> 00:07:46.840]  你要有這個信心
[00:07:46.840 --> 00:07:47.840]  第二
[00:07:47.840 --> 00:07:51.840]  你要知道一家之主是個男士
[00:07:51.840 --> 00:07:54.840]  他是要被問責的
[00:07:54.840 --> 00:07:56.840]  所以要提升自己
[00:07:56.840 --> 00:07:57.840]  成為一個熟齡的領袖
[00:07:57.840 --> 00:07:59.840]  帶領家人
[00:07:59.840 --> 00:08:00.840]  第三
[00:08:00.840 --> 00:08:02.840]  阿伯都沒有聲音
[00:08:02.840 --> 00:08:03.840]  真的糟糕了
[00:08:03.840 --> 00:08:04.840]  第三
[00:08:04.840 --> 00:08:06.840]  撒拉驚起來
[00:08:06.840 --> 00:08:07.840]  我沒有笑
[00:08:07.840 --> 00:08:08.840]  變薄了
[00:08:08.840 --> 00:08:09.840]  誰知神說
[00:08:09.840 --> 00:08:12.840]  不然,你實在笑了
[00:08:12.840 --> 00:08:15.840]  上帝是知道我們的內心
[00:08:15.840 --> 00:08:17.840]  有時你很小心
[00:08:17.840 --> 00:08:18.840]  不過我們都明白
[00:08:18.840 --> 00:08:20.840]  有什麼主不知道
[00:08:20.840 --> 00:08:22.840]  就算我暗笑偷笑
[00:08:22.840 --> 00:08:24.840]  自己微微笑
[00:08:24.840 --> 00:08:25.840]  主都知道
[00:08:25.840 --> 00:08:27.840]  想些什麼
[00:08:27.840 --> 00:08:28.840]  我們的上主
[00:08:28.840 --> 00:08:29.840]  叫做哈特諾娃
[00:08:29.840 --> 00:08:32.840]  知道萬人的心
[00:08:32.840 --> 00:08:34.840]  教導給他
[00:08:34.840 --> 00:08:37.840]  主說我的信心真的不夠
[00:08:37.840 --> 00:08:38.840]  我會生個兒子?
[00:08:38.840 --> 00:08:39.840]  不可能
[00:08:39.840 --> 00:08:41.840]  我須拜他老邁
[00:08:41.840 --> 00:08:43.840]  不會成功的
[00:08:43.840 --> 00:08:44.840]  神就說
[00:08:44.840 --> 00:08:45.840]  我有難成的事嗎?
[00:08:45.840 --> 00:08:46.840]  一年之後就成功了
[00:08:46.840 --> 00:08:47.840]  你看著吧
[00:08:47.840 --> 00:08:49.840]  好,那我就等候你了
[00:08:49.840 --> 00:08:51.840]  這個就是瑪利亞
[00:08:51.840 --> 00:08:53.840]  等候主的心
[00:08:53.840 --> 00:08:55.840]  你要生一個兒子
[00:08:55.840 --> 00:08:57.840]  我不會生
[00:08:57.840 --> 00:09:00.840]  主的能力要任避你
[00:09:00.840 --> 00:09:01.840]  就可以了
[00:09:01.840 --> 00:09:02.840]  上主的能力
[00:09:02.840 --> 00:09:04.840]  大能者要顯現在你身上
[00:09:04.840 --> 00:09:06.840]  讓我們更有信心
[00:09:06.840 --> 00:09:07.840]  耶和華
[00:09:07.840 --> 00:09:09.840]  豈有難成的事嗎?
[00:09:09.840 --> 00:09:11.840]  我們同心禱告
[00:09:11.840 --> 00:09:13.840]  讚美上主
[00:09:13.840 --> 00:09:14.840]  在你來說
