
[00:00:00.000 --> 00:00:04.320]  今天我會跟大家分享關於靈界裡的一些事
[00:00:04.320 --> 00:00:08.960]  這些在過去我的講道裡是較少黎大爺提及的
[00:00:08.960 --> 00:00:12.640]  但是都希望我們能夠有一個完整的學習
[00:00:12.640 --> 00:00:14.880]  在我們領受神的話語之前
[00:00:14.880 --> 00:00:17.280]  我們先黎大爺低頭我們禱告
[00:00:17.280 --> 00:00:21.120]  天安求你自己親自黎大爺去幫助孩子
[00:00:21.120 --> 00:00:24.280]  叫我所講的信息成為眾弟兄姊妹的幫助
[00:00:24.280 --> 00:00:28.320]  神願意你自己的話語黎大爺去成為我們的提醒
[00:00:28.320 --> 00:00:30.320]  現在叫我們不只是聽一堂道
[00:00:30.320 --> 00:00:33.000]  教導我們學習怎樣去堅持
[00:00:33.000 --> 00:00:34.760]  仰望親近你
[00:00:34.760 --> 00:00:37.840]  我們知道原來我們是在一場屬靈的爭戰當中
[00:00:37.840 --> 00:00:40.400]  願意神你自己幫助我們靠著你
[00:00:40.400 --> 00:00:42.080]  以致我們能夠得著勝利
[00:00:42.080 --> 00:00:43.360]  奉主的名禱告
[00:00:43.360 --> 00:00:44.080]  阿門
[00:00:44.080 --> 00:00:48.200]  在上一次我跟大家分享了一個題目叫「托手肘」
[00:00:48.200 --> 00:00:51.360]  就是講到以色列人出拉吉地的時候
[00:00:51.360 --> 00:00:53.520]  面對第一場的戰爭
[00:00:53.520 --> 00:00:55.520]  就在尼腓丁裡面
[00:00:55.520 --> 00:00:58.080]  他們就面對亞馬力人
[00:00:58.360 --> 00:01:02.480]  我們見到有一個戰場是血肉之戰
[00:01:02.480 --> 00:01:05.280]  就是約書帶領著群眾
[00:01:05.280 --> 00:01:09.280]  來跟這些亞馬力人爭戰
[00:01:09.280 --> 00:01:10.560]  但是
[00:01:10.560 --> 00:01:14.320]  原來還有一場屬靈的爭戰就在山上
[00:01:14.320 --> 00:01:16.440]  曾經記載到摩西上山
[00:01:16.440 --> 00:01:18.440]  他為子民來禱告
[00:01:18.440 --> 00:01:21.200]  他何時舉手子民就得勝
[00:01:21.200 --> 00:01:22.600]  但是他會累的
[00:01:22.600 --> 00:01:24.320]  所以手垂下的時候
[00:01:24.320 --> 00:01:26.080]  子民就失敗
[00:01:26.080 --> 00:01:28.400]  但是摩西也很聰明
[00:01:28.400 --> 00:01:32.760]  帶著亞倫和胡爾托著他的手肘
[00:01:32.760 --> 00:01:34.200]  所以叫做「托手肘」
[00:01:34.200 --> 00:01:35.240]  支持著他
[00:01:35.240 --> 00:01:38.120]  直到他們打贏這場仗為止
[00:01:38.120 --> 00:01:42.240]  所以我們看到我們很需要有屬靈的夥伴來支持我們
[00:01:42.240 --> 00:01:47.200]  而這場戰爭是一場看不見的屬靈的爭戰
[00:01:47.200 --> 00:01:50.160]  大家可以上網來聽聽
[00:01:50.160 --> 00:01:54.000]  但是聖經給我們看到靈界的事情其實不多
[00:01:54.000 --> 00:01:56.000]  只是很少的經文
[00:01:56.000 --> 00:02:00.840]  正如聖經裡面從來不是很強調到天堂
[00:02:00.840 --> 00:02:03.640]  天堂是必然我們會去的地方
[00:02:03.640 --> 00:02:04.920]  如果我們信了主
[00:02:04.920 --> 00:02:07.280]  但是聖經沒有怎麼描繪到天堂
[00:02:07.280 --> 00:02:09.000]  更加很少描繪地獄
[00:02:09.000 --> 00:02:10.480]  我們一定要搞清楚
[00:02:10.480 --> 00:02:13.720]  原來神要求我們重視今生的生活
[00:02:13.720 --> 00:02:16.640]  在這個世界我們怎樣活出基督的樣式出來
[00:02:16.640 --> 00:02:19.760]  祂只是讓我們知道有一天你離開塵世
[00:02:19.760 --> 00:02:21.280]  你就可以上天國
[00:02:21.280 --> 00:02:23.760]  我舉一個例子大家就會知道
[00:02:23.760 --> 00:02:27.600]  我記得我的孩子當他考會考的時候
[00:02:27.600 --> 00:02:30.760]  為了鼓勵他們好好讀書就跟他說
[00:02:30.760 --> 00:02:32.760]  用心讀好你的書
[00:02:32.760 --> 00:02:34.280]  考完會考
[00:02:34.280 --> 00:02:36.480]  捱完這個時間之後
[00:02:36.480 --> 00:02:39.000]  有場假期跟你去日本玩
[00:02:39.000 --> 00:02:40.520]  其實多興奮呢
[00:02:40.520 --> 00:02:42.720]  當然是很開心去日本玩
[00:02:42.720 --> 00:02:45.920]  但是久不久孩子就會問我
[00:02:45.920 --> 00:02:47.440]  我們日本在哪裡
[00:02:47.440 --> 00:02:48.960]  會不會去迪士尼
[00:02:48.960 --> 00:02:50.760]  會不會去Hello Kitty Land
[00:02:50.760 --> 00:02:51.720]  我就跟他說
[00:02:51.720 --> 00:02:53.400]  你用心讀書吧
[00:02:53.400 --> 00:02:54.680]  總之有得去就可以了
[00:02:54.680 --> 00:02:56.480]  你不要問這麼多
[00:02:56.480 --> 00:02:59.680]  其實我真的已經預備了所有東西
[00:02:59.680 --> 00:03:01.480]  計劃好行程
[00:03:01.480 --> 00:03:03.280]  連酒店都預訂了
[00:03:03.280 --> 00:03:04.680]  但是在這個時候
[00:03:04.680 --> 00:03:06.440]  我鼓勵他們專注讀書
[00:03:06.440 --> 00:03:09.760]  我就不會透露太多行程
[00:03:09.760 --> 00:03:13.120]  因為如果告訴他們去迪士尼
[00:03:13.120 --> 00:03:13.880]  他們又會問
[00:03:13.880 --> 00:03:15.400]  我會玩哪些遊戲
[00:03:15.400 --> 00:03:16.480]  什麼時候有巡行
[00:03:16.480 --> 00:03:18.400]  永遠是無休止
[00:03:18.400 --> 00:03:20.320]  總之一個的確據就是
[00:03:20.320 --> 00:03:21.280]  你有得去
[00:03:21.280 --> 00:03:24.400]  總之你現在就是注重你目前的事情
[00:03:24.400 --> 00:03:25.680]  今天
[00:03:25.680 --> 00:03:27.360]  你看整本聖經就教導我們
[00:03:27.360 --> 00:03:29.560]  如何活在這個現實當中
[00:03:29.560 --> 00:03:32.480]  所以關於天堂、地獄
[00:03:32.480 --> 00:03:34.320]  甚至靈界的事情
[00:03:34.320 --> 00:03:36.320]  我們不是認識很多
[00:03:36.320 --> 00:03:39.360]  但是我們從聖經有限的經文裡面
[00:03:39.360 --> 00:03:40.360]  我們會知道
[00:03:40.360 --> 00:03:42.360]  是有屬靈的增淺
[00:03:42.360 --> 00:03:46.360]  神和魔鬼不斷地對峙
[00:03:46.360 --> 00:03:47.840]  神的僕人
[00:03:47.840 --> 00:03:50.360]  包括了天使長、天使
[00:03:50.360 --> 00:03:55.000]  都會和魔鬼的僕役有爭戰
[00:03:55.000 --> 00:03:57.960]  這些爭戰其實不是我們所了解
[00:03:57.960 --> 00:03:59.720]  但是有可能影響到我們
[00:03:59.720 --> 00:04:01.720]  最簡單舉一個例子
[00:04:01.720 --> 00:04:05.960]  大家知道現在我們中國的最高領導就是習近平
[00:04:05.960 --> 00:04:09.000]  大家知道他能夠作為國家主席的時候
[00:04:09.000 --> 00:04:12.360]  其實都經過很多的角力和鬥爭
[00:04:12.360 --> 00:04:14.560]  甚至大家都會知道
[00:04:14.560 --> 00:04:16.880]  有一個人曾經盛極一時的
[00:04:16.880 --> 00:04:19.360]  但是現在已經鋃鐺入獄了
[00:04:19.360 --> 00:04:21.760]  那個就是誰?薄熙來
[00:04:21.760 --> 00:04:25.040]  薄熙來其實現在揭露了出來
[00:04:25.040 --> 00:04:28.000]  他是想離帶去鬥垮了習近平
[00:04:28.000 --> 00:04:30.000]  然後他自己做國家主席
[00:04:30.000 --> 00:04:32.400]  在這場鬥爭裡面他輸了
[00:04:32.400 --> 00:04:34.160]  甚至你想一下那時候
[00:04:34.160 --> 00:04:37.840]  他一直在重慶那個版本要唱紅歌
[00:04:37.840 --> 00:04:41.800]  香港大會堂曾經下來有這些表演
[00:04:41.800 --> 00:04:44.400]  我們的高官全部站台
[00:04:44.400 --> 00:04:46.400]  但是現在當然不敢說
[00:04:46.400 --> 00:04:50.680]  好了薄熙來被離帶去清算了之後
[00:04:50.680 --> 00:04:51.680]  接著又怎樣?
[00:04:51.680 --> 00:04:55.160]  你就會看到瓜能騰、騰能掛
[00:04:55.160 --> 00:04:59.680]  周永康這些和他的黨羽不斷的離帶去被捕
[00:04:59.680 --> 00:05:07.080]  現在其實這個鬥爭是很詭秘或者很凶險
[00:05:07.080 --> 00:05:09.960]  但是你和我這幫市民是不知道的
[00:05:09.960 --> 00:05:13.160]  所以為什麼銅鑼灣書店會被抓呢?為什麼呢?
[00:05:13.160 --> 00:05:16.160]  他們要查究竟誰給這些料出來
[00:05:16.160 --> 00:05:19.040]  因為有很多的料真的是真的
[00:05:19.040 --> 00:05:21.280]  所以他要找這個源頭出來
[00:05:21.280 --> 00:05:25.560]  甚至現在盛傳就是江澤民被捕
[00:05:25.560 --> 00:05:28.680]  你留意到所以有不同的派系的鬥爭
[00:05:28.680 --> 00:05:30.680]  就產生了不同的問題出現
[00:05:30.680 --> 00:05:35.520]  你想一下如果當不是習近平去做主席
[00:05:35.520 --> 00:05:38.680]  當薄熙來可能有另外一個的情況
[00:05:38.680 --> 00:05:40.920]  可能好一點可能壞一點我們不知道
[00:05:40.920 --> 00:05:44.760]  意思是上面一些的鬥爭其實我們是不知道
[00:05:44.760 --> 00:05:46.240]  但是正在影響我們
[00:05:46.240 --> 00:05:49.200]  在聖經裡告訴我們原來也有屬靈的爭戰
[00:05:49.200 --> 00:05:51.440]  在靈界裡面也有這些的戰爭
[00:05:51.440 --> 00:05:55.160]  今天我們就會看《但以理書》的第十章
[00:05:55.160 --> 00:05:57.160]  從這一章的經文裡面看到
[00:05:57.160 --> 00:06:00.760]  屬靈的戰爭和我們有些什麼的關係
[00:06:00.760 --> 00:06:05.680]  但以理他苦心等候神給他一個信息
[00:06:05.680 --> 00:06:08.080]  但以理書絕對不容易解釋
[00:06:08.080 --> 00:06:11.360]  對我來說我要承認我對這本書都很陌生
[00:06:11.360 --> 00:06:13.360]  所以我自己為自己定了
[00:06:13.360 --> 00:06:15.840]  我離開了明信堂的時候我要好好地讀書
[00:06:15.840 --> 00:06:18.040]  有兩本書我要馬上研究的
[00:06:18.040 --> 00:06:21.280]  就是《以斯帖記》和《但以理書》
[00:06:21.280 --> 00:06:23.920]  《但以理書》裡面有很多的寓言
[00:06:23.920 --> 00:06:26.200]  《但以理書》分開兩部分
[00:06:26.200 --> 00:06:28.680]  下半部那六章聖經裡面
[00:06:28.680 --> 00:06:32.040]  就涉及了三個很重要的寓言
[00:06:32.040 --> 00:06:34.040]  是講到末世的
[00:06:34.040 --> 00:06:37.720]  而第十章到第十二章
[00:06:37.720 --> 00:06:40.360]  就有第三個的寓言了
[00:06:40.360 --> 00:06:44.760]  是補充前面那兩個寓言裡面的不足
[00:06:44.760 --> 00:06:46.840]  我們一看這一章
[00:06:46.840 --> 00:06:48.160]  一開始的時候
[00:06:48.160 --> 00:06:51.320]  就已經講出那個時間
[00:06:51.320 --> 00:06:52.280]  是地點
[00:06:52.280 --> 00:06:53.280]  在哪裡發生
[00:06:53.280 --> 00:06:56.800]  我們一起來讀《但以理書》第十章的第一節
[00:06:56.800 --> 00:06:59.160]  《但以理書》十章一節我們一起來讀
[00:06:59.160 --> 00:07:15.120]  (廣東話)
[00:07:15.120 --> 00:07:18.640]  原來這個是在波斯王朝裡面發生的
[00:07:18.640 --> 00:07:20.640]  如果看回歷史的時候
[00:07:20.640 --> 00:07:24.680]  波斯王在公元前539年
[00:07:24.680 --> 00:07:27.480]  來征服了巴比倫
[00:07:27.480 --> 00:07:30.920]  大家知道四大文明古國是哪四大文明古國
[00:07:30.920 --> 00:07:32.200]  中國
[00:07:32.200 --> 00:07:33.360]  印度
[00:07:33.360 --> 00:07:35.840]  埃及和巴比倫
[00:07:35.840 --> 00:07:39.080]  但很奇妙只有巴比倫現在不存在
[00:07:39.080 --> 00:07:41.320]  其餘就是那三個
[00:07:41.320 --> 00:07:44.840]  但也有人說這三個真的是文明古國
[00:07:44.840 --> 00:07:48.160]  因為他們的文明全部留在古時
[00:07:48.160 --> 00:07:49.760]  現在不是很文明了
[00:07:49.760 --> 00:07:52.800]  所以可以當街的來便利
[00:07:52.800 --> 00:07:54.880]  所以他們的文明只是留在古時
[00:07:54.880 --> 00:07:58.800]  巴比倫是一個很強大的國家
[00:07:58.800 --> 00:08:00.440]  但聖經一早預言
[00:08:00.440 --> 00:08:01.800]  巴比倫會被滅
[00:08:01.800 --> 00:08:04.400]  而且不能夠再一次重建
[00:08:04.400 --> 00:08:06.040]  如果我們看《但以理書》
[00:08:06.040 --> 00:08:08.680]  巴比倫是一夜之間滅亡
[00:08:08.680 --> 00:08:11.280]  就是波斯來征服了他
[00:08:11.280 --> 00:08:13.680]  波斯征服了他之後
[00:08:13.680 --> 00:08:18.280]  他就交給馬代的大利烏掌管
[00:08:18.280 --> 00:08:20.160]  所以我讀聖經經常會說
[00:08:20.160 --> 00:08:22.760]  馬代和波斯是連在一起的
[00:08:22.760 --> 00:08:24.080]  就是這個意思
[00:08:24.080 --> 00:08:29.000]  原來巴比倫征服了猶大國
[00:08:29.000 --> 00:08:31.320]  擄走這班子民回去
[00:08:31.320 --> 00:08:34.960]  但當新政開始就不同了
[00:08:34.960 --> 00:08:38.360]  因為在那裡差不多70年那麼久
[00:08:38.360 --> 00:08:40.040]  人越來越多
[00:08:40.040 --> 00:08:42.880]  而且帶來的問題越來越嚴重
[00:08:42.880 --> 00:08:45.240]  大家不知道會不會很氣憤
[00:08:45.240 --> 00:08:46.680]  我自己也很生氣
[00:08:46.680 --> 00:08:51.080]  你想想德國裡面又發生這些兇殺事件
[00:08:51.080 --> 00:08:54.160]  特別我們有四個香港人被人砍
[00:08:54.160 --> 00:08:56.080]  那個人是什麼身份
[00:08:56.080 --> 00:08:58.360]  是一個難民身份
[00:08:58.360 --> 00:09:02.560]  但是他移民了去到德國
[00:09:02.560 --> 00:09:05.440]  德國的女總理她非常好
[00:09:05.440 --> 00:09:08.760]  很有心去招呼這些難民
[00:09:08.760 --> 00:09:11.240]  甚至國內有反對的聲音
[00:09:11.240 --> 00:09:13.840]  我會看到別人用愛心去招呼你
[00:09:13.840 --> 00:09:16.440]  但你就去破壞當地的安寧
[00:09:16.440 --> 00:09:18.440]  其實我們香港也經歷過的
[00:09:18.440 --> 00:09:20.080]  很多很多年之前
[00:09:20.080 --> 00:09:22.080]  第一艘越南難民船來香港
[00:09:22.080 --> 00:09:23.360]  我們去歡迎這些越南難民
[00:09:23.360 --> 00:09:24.800]  我們也有人道主義
[00:09:24.800 --> 00:09:27.360]  但是湧來越來越多的難民
