
[00:00:00.000 --> 00:00:02.560]  今日我哋會繼續一齊去了解
[00:00:02.560 --> 00:00:09.360]  上帝透過佢嘅僕人約翰所寫嘅啟示錄十章要畀我哋嘅訊息
[00:00:09.360 --> 00:00:13.920]  開始之先讓我哋一同嘅禱告
[00:00:13.920 --> 00:00:15.120]  親愛嘅天父
[00:00:15.120 --> 00:00:20.320]  感謝你朝聚今日嚟到教會一同聽到嘅弟兄姊妹
[00:00:20.320 --> 00:00:24.000]  主啊我哋每一個都學無神理嘅話語
[00:00:24.000 --> 00:00:26.720]  我哋需要你喺我哋嘅心中
[00:00:26.720 --> 00:00:30.960]  求主你幫助孩子講解啟示錄第十章
[00:00:30.960 --> 00:00:34.720]  又清晰同埋按著你心意嘅去宣講
[00:00:34.720 --> 00:00:39.120]  求你真理嘅靈照亮我哋每一顆嘅心
[00:00:39.120 --> 00:00:42.160]  開我哋嘅眼開我哋嘅耳朵
[00:00:42.160 --> 00:00:47.920]  幫助我哋去明白上帝你想我哋每一個去明白嘅事情
[00:00:47.920 --> 00:00:50.160]  禱告奉主命求
[00:00:50.160 --> 00:00:51.520]  阿們
[00:00:51.520 --> 00:00:56.080]  今日我哋要睇嘅係第十章一至十一節
[00:00:56.080 --> 00:00:59.040]  之前我哋其實已經睇過六印
[00:00:59.040 --> 00:01:03.600]  然之後去到第七印有六位嘅天使翠號
[00:01:03.600 --> 00:01:09.200]  而喺第六支號之後呢個段落即係今日會睇嘅第十章
[00:01:09.200 --> 00:01:13.200]  其實就係第七號之前嘅插段
[00:01:13.200 --> 00:01:17.600]  係呀好有趣嘅喺啟示錄裏面呢我哋可以觀察到
[00:01:17.600 --> 00:01:19.520]  有呢一啲嘅插段
[00:01:19.520 --> 00:01:23.680]  而呢個插段呢英文嘅意思係一個interlude
[00:01:23.680 --> 00:01:26.320]  由六號到七號嘅interlude
[00:01:26.320 --> 00:01:30.960]  好似我哋剛才敬拜隊唱詩歌嘅時候都會有一啲
[00:01:30.960 --> 00:01:37.760]  純音樂嘅部分接駁住下一段要去唱嗰個verse同埋chorus嘅時候
[00:01:37.760 --> 00:01:42.320]  其實喺我哋之前我哋睇到第六印到第七印之間呢
[00:01:42.320 --> 00:01:44.320]  都係有一個插段嘅
[00:01:44.320 --> 00:01:48.640]  咁可能大家都有印象就係喺第七章裏面
[00:01:48.640 --> 00:01:52.240]  同樣地我哋今日要睇嘅段落都係一個嘅
[00:01:52.240 --> 00:01:54.640]  interlude一個插段
[00:01:54.640 --> 00:01:59.920]  而呢個段落呢係解釋緊信徒喺末世彌臨嘅時候
[00:01:59.920 --> 00:02:02.480]  嘅積憤同埋積責
[00:02:02.480 --> 00:02:05.040]  呢個段落係想鼓勵信徒
[00:02:05.040 --> 00:02:10.160]  透過描述上帝佢嘅掌權同埋佢必然嘅帶領
[00:02:10.160 --> 00:02:13.360]  不者約翰佢想幫助讀者
[00:02:13.360 --> 00:02:17.600]  去勇於面對末世嘅種種嘅災難
[00:02:17.600 --> 00:02:19.120]  並且神嘅話
[00:02:19.120 --> 00:02:23.760]  更想幫助教會如何喺呢個末世當中
[00:02:23.760 --> 00:02:29.840]  得著力量盼望同埋得力嘅為主作見證
[00:02:29.840 --> 00:02:33.440]  好我哋呢首先一齊嘅去讀今日嘅經文
[00:02:33.440 --> 00:02:35.600]  一至十一節唔算太長
[00:02:35.600 --> 00:02:37.920]  咁我哋呢不如一次過一齊讀喇喎
[00:02:37.920 --> 00:02:39.680]  一二三起
[00:02:39.680 --> 00:02:44.880]  我又看見另一位大力的天使從天降下
[00:02:44.880 --> 00:02:48.400]  披著雲彩頭上有彩虹
[00:02:48.400 --> 00:02:50.320]  連面像太陽
[00:02:50.320 --> 00:02:52.400]  兩腳像火柱
[00:02:52.400 --> 00:02:56.080]  佢手裏拿著展開的小書卷
[00:02:56.080 --> 00:02:57.920]  佢右腳踏海
[00:02:57.920 --> 00:02:59.760]  左腳踏地
[00:02:59.760 --> 00:03:01.120]  大聲呼喊
[00:03:01.120 --> 00:03:03.520]  好像獅子敲叫
[00:03:03.520 --> 00:03:04.880]  呼喊完了
[00:03:04.880 --> 00:03:07.920]  就有七個雷發出聲音
[00:03:07.920 --> 00:03:09.920]  七個雷發聲後
[00:03:09.920 --> 00:03:12.000]  我正要射出嚟
[00:03:12.000 --> 00:03:15.600]  就聽見從天上有聲音說
[00:03:15.600 --> 00:03:17.440]  七個雷所說的
[00:03:17.440 --> 00:03:19.120]  你要封上
[00:03:19.120 --> 00:03:20.720]  我射出嚟
[00:03:20.720 --> 00:03:24.800]  我所看見的那踏海踏地的天使
[00:03:24.800 --> 00:03:27.200]  向天舉起右手
[00:03:27.200 --> 00:03:30.560]  指著創造天和天上之物
[00:03:30.560 --> 00:03:32.560]  地和地上之物
[00:03:32.560 --> 00:03:34.640]  海和海中之物
[00:03:34.640 --> 00:03:39.040]  直活到永永遠遠的那位氣勢說
[00:03:39.040 --> 00:03:41.280]  不再有時日了
[00:03:41.280 --> 00:03:45.280]  但在第七位天使要吹號的日子
[00:03:45.280 --> 00:03:48.480]  神的奧秘就要成全了
