
[00:00:00.000 --> 00:00:02.000]  好 我們同心討壽
[00:00:02.000 --> 00:00:05.500]  天父盼望你都火熱我們的心
[00:00:05.500 --> 00:00:11.000]  在面對香港一個很紛亂的世代
[00:00:11.000 --> 00:00:15.000]  可能我們身邊都有很多人的經歷
[00:00:15.000 --> 00:00:20.000]  都是很無奈 很艱難
[00:00:20.000 --> 00:00:23.000]  但是幫助我們定睛在理想上
[00:00:23.000 --> 00:00:28.000]  幫助我們因着內心有這個寶貝
[00:00:28.000 --> 00:00:30.000]  能夠在我們的雅氣裏面
[00:00:30.000 --> 00:00:33.000]  去彰顯你莫大的能力
[00:00:33.000 --> 00:00:35.000]  將你愛你的福音
[00:00:35.000 --> 00:00:37.000]  向我們身邊的人分享
[00:00:37.000 --> 00:00:39.000]  求你祝福我們
[00:00:39.000 --> 00:00:41.000]  祝福啓福堂
[00:00:41.000 --> 00:00:44.000]  讓我們在今天敬拜你
[00:00:44.000 --> 00:00:46.000]  我們一生都敬拜你
[00:00:46.000 --> 00:00:48.000]  奉耶穌基督的聖名 阿們
[00:00:48.000 --> 00:00:52.000]  有一個這樣的寓言
[00:00:52.000 --> 00:00:56.000]  有一個農夫帶着一隻鹿經過一個井
[00:00:56.000 --> 00:01:01.000]  那隻鹿很不慎的掉了進井裏
[00:01:01.000 --> 00:01:05.000]  但是因爲井底有很多淤泥
[00:01:05.000 --> 00:01:07.000]  那隻鹿沒有受傷
[00:01:07.000 --> 00:01:09.000]  但是困在井底
[00:01:09.000 --> 00:01:11.000]  那農夫看見那隻鹿困在井底
[00:01:11.000 --> 00:01:14.000]  但是井底挺深的
[00:01:14.000 --> 00:01:17.000]  附近又沒有人幫忙
[00:01:17.000 --> 00:01:23.000]  那農夫覺得很難獨力去救那隻鹿出井
[00:01:23.000 --> 00:01:26.000]  現在那隻鹿都年紀老了
[00:01:26.000 --> 00:01:30.000]  那農夫於是把心一橫
[00:01:30.000 --> 00:01:33.000]  決心送那隻鹿一程
[00:01:33.000 --> 00:01:36.000]  用泥沙埋了它
[00:01:36.000 --> 00:01:42.000]  免得那隻鹿活活餓死和活活渴死
[00:01:42.000 --> 00:01:44.000]  那農夫就將那些泥沙
[00:01:44.000 --> 00:01:48.000]  一層一層的倒在那隻鹿的井裏
[00:01:48.000 --> 00:01:52.000]  起初那隻鹿不斷在井底悲鳴叫
[00:01:52.000 --> 00:01:57.000]  但是不久之後就再聽不到鹿的叫聲
[00:01:57.000 --> 00:02:01.000]  那農夫就以爲那隻鹿已經死了
[00:02:01.000 --> 00:02:05.000]  他就探頭向井看一看
[00:02:05.000 --> 00:02:09.000]  他很驚訝那隻鹿不但沒有死
[00:02:09.000 --> 00:02:12.000]  那隻鹿還站在堆高了的泥沙上
[00:02:12.000 --> 00:02:15.000]  距離井口不是很遠
[00:02:15.000 --> 00:02:17.000]  那農夫就趕忙將那些泥沙
[00:02:17.000 --> 00:02:19.000]  一路倒在井裏
[00:02:19.000 --> 00:02:23.000]  讓那隻鹿可以靠着堆起的泥沙
[00:02:23.000 --> 00:02:26.000]  能夠逃出生天
[00:02:26.000 --> 00:02:30.000]  這個寓言我記得很深
[00:02:30.000 --> 00:02:32.000]  這個寓言告訴我們
[00:02:32.000 --> 00:02:36.000]  一層一層的泥沙原本是做什麼的呢?
[00:02:36.000 --> 00:02:39.000]  原本是想殺那隻鹿
[00:02:39.000 --> 00:02:41.000]  原本是殺那隻鹿的工具
[00:02:41.000 --> 00:02:43.000]  但是一層一層的泥沙
[00:02:43.000 --> 00:02:49.000]  現在變爲那隻鹿能夠逃出生天的助力
[00:02:49.000 --> 00:02:52.000]  兄弟姐妹人生總有很多風浪
[00:02:52.000 --> 00:02:54.000]  很多風風雨雨
[00:02:54.000 --> 00:02:58.000]  有時一浪接一浪的困難、危機
[00:02:58.000 --> 00:03:00.000]  會將我們打倒
[00:03:00.000 --> 00:03:03.000]  或者會想打倒我們
[00:03:03.000 --> 00:03:06.000]  但是我們如果懂得將這些困難
[00:03:06.000 --> 00:03:08.000]  將它化爲助力
[00:03:08.000 --> 00:03:11.000]  將危機變成契機
[00:03:11.000 --> 00:03:14.000]  我們最終可以在主裏
[00:03:14.000 --> 00:03:16.000]  成爲更加成熟
[00:03:16.000 --> 00:03:18.000]  更加有信心
[00:03:18.000 --> 00:03:22.000]  更加有智慧和更加有能力的人
[00:03:22.000 --> 00:03:27.000]  問題是我們能不能將危機變成契機呢?
[00:03:27.000 --> 00:03:32.000]  能不能靠着主將我們面對的困難
[00:03:32.000 --> 00:03:34.000]  化成我們的助力呢?
[00:03:34.000 --> 00:03:39.000]  今天這段經文就講到一個很大的危機
[00:03:39.000 --> 00:03:43.000]  就是耶路撒冷教會面對很大的逼迫
[00:03:43.000 --> 00:03:47.000]  我想大家一起去讀一讀這段經文
[00:03:47.000 --> 00:03:53.000]  我就很想弟兄能不能幫忙讀第二到第八節
[00:03:53.000 --> 00:03:58.000]  我想姐妹就幫忙讀第九到第二十五節
[00:03:58.000 --> 00:04:00.000]  好,請弟兄
[00:04:00.000 --> 00:04:01.000]  好,謝謝
[00:04:01.000 --> 00:04:03.000]  也有,OK,好
[00:04:03.000 --> 00:04:07.000]  現在耶路撒冷教會面對一個很大的危機
[00:04:07.000 --> 00:04:10.000]  就是遭受猶太教的迫害
[00:04:10.000 --> 00:04:14.000]  這是早期教會所面對的一個最大的危機
[00:04:14.000 --> 00:04:15.000]  在上一章大家看到
[00:04:15.000 --> 00:04:17.000]  猶太人就殺了司提反
[00:04:17.000 --> 00:04:19.000]  去逼迫基督徒
[00:04:19.000 --> 00:04:24.000]  尤其是那些講希臘話的基督徒就被逼
[00:04:24.000 --> 00:04:28.000]  他們就滿逃四散
[00:04:28.000 --> 00:04:31.000]  有一些虔誠的人將司提反埋葬了
[00:04:31.000 --> 00:04:33.000]  爲他大大的哀哭
[00:04:33.000 --> 00:04:35.000]  掃羅就殘害教會
[00:04:35.000 --> 00:04:39.000]  殘害這個字是一個未完成的事態
[00:04:39.000 --> 00:04:42.000]  是表示一個很持續的行動
[00:04:42.000 --> 00:04:47.000]  就是保羅就逐家逐戶去抓那些基督徒去坐牢
[00:04:47.000 --> 00:04:50.000]  當時的氣氛是怎樣的呢?
[00:04:50.000 --> 00:04:54.000]  在當時你覺得適不適合去傳福音呢?
[00:04:54.000 --> 00:04:56.000]  在這樣的氣氛底下
[00:04:56.000 --> 00:04:59.000]  應該不是很
[00:04:59.000 --> 00:05:03.000]  如果用保羅的術語就是不得時
[00:05:03.000 --> 00:05:07.000]  不是一個很適合的時機去傳福音
[00:05:07.000 --> 00:05:11.000]  是一個大迫害的氛圍
[00:05:11.000 --> 00:05:14.000]  門徒被逼四散
[00:05:14.000 --> 00:05:18.000]  分散去到猶太和撒瑪利亞各處
[00:05:18.000 --> 00:05:22.000]  分散這個字本來就是指種子
[00:05:22.000 --> 00:05:24.000]  門徒分散各處
[00:05:24.000 --> 00:05:29.000]  表示福音的種子會四散去生長
[00:05:29.000 --> 00:05:35.000]  在當時分散的基督徒就去到各處傳福音的道
[00:05:35.000 --> 00:05:37.000]  包括了腓利
[00:05:37.000 --> 00:05:40.000]  想想腓利本來是做什麼的
[00:05:40.000 --> 00:05:45.000]  腓利本來是管飯食的七個執事之一
[00:05:45.000 --> 00:05:52.000]  他現在成爲第一位到猶太以外地區傳道的宣教士
[00:05:52.000 --> 00:05:54.000]  你想想他原本是逃亡的
[00:05:54.000 --> 00:05:56.000]  他被逼逃亡
[00:05:56.000 --> 00:06:00.000]  他逃亡的路變成了宣教之旅
[00:06:00.000 --> 00:06:04.000]  危機變成了轉機
[00:06:04.000 --> 00:06:07.000]  危機化爲契機
[00:06:07.000 --> 00:06:10.000]  一個非常不適合傳福音的時機
[00:06:10.000 --> 00:06:15.000]  腓利把它轉化爲福音的契機
[00:06:15.000 --> 00:06:20.000]  我想起中國內地在上一個世紀初
[00:06:20.000 --> 00:06:25.000]  有很逼迫或者反基督教的運動
[00:06:25.000 --> 00:06:28.000]  去到49年中國變色
[00:06:28.000 --> 00:06:31.000]  共產主義、無神論
[00:06:31.000 --> 00:06:33.000]  不讓公開傳教
[00:06:33.000 --> 00:06:37.000]  其實對於傳福音不是一個好的地方
[00:06:37.000 --> 00:06:39.000]  或者容易的事
[00:06:39.000 --> 00:06:42.000]  到近年大家都聽到
[00:06:42.000 --> 00:06:45.000]  有拆十字架、拆教堂
[00:06:45.000 --> 00:06:48.000]  沒收聖經、沒收聖詩
[00:06:48.000 --> 00:06:50.000]  甚至有牧者被捕
[00:06:50.000 --> 00:06:56.000]  在今年二月實施的新的宗教法
[00:06:56.000 --> 00:06:57.000]  宗教條例
[00:06:57.000 --> 00:06:58.000]  如果你看清楚
[00:06:58.000 --> 00:07:04.000]  其實對於基督教不是一個很有利的東西
[00:07:04.000 --> 00:07:07.000]  在內地你要去傳揚福音
[00:07:07.000 --> 00:07:09.000]  一點都不容易
[00:07:09.000 --> 00:07:13.000]  但反而這樣就有很多宣教士蜂擁到內地
[00:07:13.000 --> 00:07:18.000]  我相信今天在內地福音的傳播是非常厲害
[00:07:18.000 --> 00:07:22.000]  在內地信主的人很多
[00:07:22.000 --> 00:07:24.000]  雖然我們沒有正式統計
[00:07:24.000 --> 00:07:27.000]  因爲有很多不是登記的
[00:07:27.000 --> 00:07:29.000]  是一些家庭教會
[00:07:29.000 --> 00:07:32.000]  但正正因爲逼迫很大
[00:07:32.000 --> 00:07:34.000]  是很不得時
[00:07:34.000 --> 00:07:37.000]  但反而就讓福音傳得很開
[00:07:37.000 --> 00:07:38.000]  傳得很快
[00:07:38.000 --> 00:07:39.000]  很多人信主
[00:07:39.000 --> 00:07:43.000]  所以我們不要怕這些危機
[00:07:43.000 --> 00:07:47.000]  你可以轉化爲上帝用的契機
[00:07:47.000 --> 00:07:50.000]  在今天我們香港自己的地方
[00:07:50.000 --> 00:07:53.000]  我們目前面對很大的危機
[00:07:53.000 --> 00:07:56.000]  我們好像看不到有什麼出路
[00:07:56.000 --> 00:07:59.000]  但在主裏面是沒有絕路
[00:07:59.000 --> 00:08:01.000]  有時候想
[00:08:01.000 --> 00:08:03.000]  我們看那些年輕人
[00:08:03.000 --> 00:08:04.000]  或者很多人
[00:08:04.000 --> 00:08:06.000]  好像很絕望
[00:08:06.000 --> 00:08:10.000]  但我們可以爲他們帶來盼望
[00:08:10.000 --> 00:08:12.000]  很多關係的破裂
[00:08:12.000 --> 00:08:14.000]  我們可以藉着主的愛
[00:08:14.000 --> 00:08:16.000]  去帶來複和
[00:08:16.000 --> 00:08:18.000]  我們見到惡者當道
[00:08:18.000 --> 00:08:21.000]  我們可以靠主以善性惡
[00:08:21.000 --> 00:08:24.000]  我們經常說香港很黑暗
[00:08:24.000 --> 00:08:25.000]  黑暗籠罩
[00:08:25.000 --> 00:08:28.000]  我們更加要彰顯主的恩光
[00:08:28.000 --> 00:08:32.000]  我常常覺得今天是最壞的時刻
[00:08:32.000 --> 00:08:34.000]  但也是最好的時刻
[00:08:34.000 --> 00:08:36.000]  今天是危機
[00:08:36.000 --> 00:08:38.000]  也是契機
[00:08:38.000 --> 00:08:40.000]  我們更加要把握這個機會
[00:08:40.000 --> 00:08:44.000]  去將主的愛和福音去分享
[00:08:44.000 --> 00:08:48.000]  所以肥理把握了這個機會
[00:08:48.000 --> 00:08:51.000]  下到撒瑪利亞城去
[00:08:51.000 --> 00:08:53.000]  用"下"字是因爲
[00:08:53.000 --> 00:08:56.000]  由地勢較高的耶路撒冷城
[00:08:56.000 --> 00:08:59.000]  下到地勢較低的撒瑪利亞
[00:08:59.000 --> 00:09:02.000]  有些聖經的抄本
[00:09:02.000 --> 00:09:05.000]  在城治之前沒有一個定貫詞
[00:09:05.000 --> 00:09:09.000]  所以這可能是指撒瑪利亞某一座城
[00:09:09.000 --> 00:09:13.000]  當然也可以指撒瑪利亞的首府
[00:09:13.000 --> 00:09:15.000]  撒瑪利亞城
[00:09:15.000 --> 00:09:18.000]  肥理是講希臘話的猶太人
[00:09:18.000 --> 00:09:19.000]  所以你想想
[00:09:19.000 --> 00:09:21.000]  如果他比起使徒
[00:09:21.000 --> 00:09:23.000]  比起彼得約翰
[00:09:23.000 --> 00:09:25.000]  那些講希伯來話的猶太人
[00:09:25.000 --> 00:09:30.000]  他們是較爲容易被撒瑪利亞人接納
[00:09:30.000 --> 00:09:32.000]  什麼是撒瑪利亞人呢?
[00:09:32.000 --> 00:09:34.000]  他們就是那些猶太人
[00:09:34.000 --> 00:09:36.000]  那些外邦人的混種
[00:09:36.000 --> 00:09:41.000]  撒瑪利亞人有自己一套源於摩西的信仰
[00:09:41.000 --> 00:09:44.000]  也有自己一套尼賽亞的觀念
[00:09:44.000 --> 00:09:52.000]  所以路加特別強調肥理傳福音之道
[00:09:52.000 --> 00:09:55.000]  向當地人宣講基督
[00:09:55.000 --> 00:10:00.000]  我們傳福音是傳什麼呢?
[00:10:00.000 --> 00:10:05.000]  是傳建基於聖經啓示純正的福音
[00:10:05.000 --> 00:10:10.000]  不是傳一套由文化傳統去建構的福音
[00:10:10.000 --> 00:10:13.000]  你覺不覺得我們有時傳福音
[00:10:13.000 --> 00:10:17.000]  傳的基督越來越像誰呢?
[00:10:17.000 --> 00:10:23.000]  我覺得越來越像阿拉丁神燈的燈神
[00:10:23.000 --> 00:10:25.000]  有空就拉耶穌出來
[00:10:25.000 --> 00:10:27.000]  說我有病你幫我醫吧
