
[00:00:00.000 --> 00:00:02.760]  弟兄姊妹,祖內平安!
[00:00:02.760 --> 00:00:07.240]  我這就問安,其實不單只是問你心裏平不平安,
[00:00:07.240 --> 00:00:10.080]  我也問你家裏平不平安。
[00:00:10.080 --> 00:00:17.240]  剛剛在和我們打招呼的時候,不少人我都問家裏平安嘛。
[00:00:17.240 --> 00:00:22.480]  那這幾天我不知道你家裏面有沒有漏水。
[00:00:22.480 --> 00:00:29.000]  我家裏面漏了,然後我還用一家是我一個小兒子的房間漏了,
[00:00:29.000 --> 00:00:33.000]  然後他整碗的水是漏到在地上,
[00:00:33.000 --> 00:00:35.480]  然後我在早上起來的時候,
[00:00:35.480 --> 00:00:42.000]  用布將它放到水塘裏面,是整個水塘都滿了。
[00:00:42.000 --> 00:00:47.480]  你可以想象一下,這應該很多年沒見過的這樣的大水。
[00:00:47.480 --> 00:00:52.600]  以前住木屋的時候,這漏水是從天掉下來的,
[00:00:52.600 --> 00:00:56.560]  現在在牆的牆身滲出來的。
[00:00:56.560 --> 00:01:01.600]  那所以我們說平安,或者是今天說困境,
[00:01:01.600 --> 00:01:03.600]  有時候我想修改一下。
[00:01:03.600 --> 00:01:08.800]  有些困境是天災,你和我面對天災的時候,
[00:01:08.800 --> 00:01:13.240]  是怎樣處理,可以變成人禍。
[00:01:13.240 --> 00:01:17.960]  所以有些困境是出現的時候,你和我不能抗拒,
[00:01:17.960 --> 00:01:25.400]  但是怎麼面對困境,其實是可以思想,也可以變得聰明一點。
[00:01:25.400 --> 00:01:29.160]  那所以今天我們透過串試記第十六章,
[00:01:29.160 --> 00:01:34.160]  一起思想一下,解決困境的聰明方法是怎樣呢?
[00:01:34.160 --> 00:01:44.760]  其實每個人一生當中都有大大小小的不同的困境,
[00:01:44.760 --> 00:01:48.640]  你遇過我也遇過,你有我也有。
[00:01:48.640 --> 00:01:51.640]  有時候這些困境讓我們狼狽不堪,
[00:01:51.640 --> 00:01:54.560]  有時候讓我們四面楚歌,
[00:01:54.560 --> 00:01:59.360]  有時候讓我們走投無路,沒有吧?
[00:01:59.360 --> 00:02:03.160]  有嗎?有,有,是,有的。
[00:02:03.160 --> 00:02:07.960]  但是你怎樣面對這些過去的困境?
[00:02:07.960 --> 00:02:15.840]  可能有時候你事後想起來,覺得真的可以再聰明一點,更好。
[00:02:15.840 --> 00:02:21.360]  但是過去就過去了,我們思想未來。
[00:02:21.360 --> 00:02:24.240]  這段經文其實如果你熟悉的話,
[00:02:24.240 --> 00:02:27.960]  應該記得就是啞巴蘭,叫啞巴拉漢,
[00:02:27.960 --> 00:02:32.560]  他還沒有改名之前,與薩萊的一個故事。
[00:02:32.560 --> 00:02:36.240]  那時候,那應該我們看看那個背景吧,
[00:02:36.240 --> 00:02:40.960]  他們有個困境,就是每個人都有自己的困境。
[00:02:40.960 --> 00:02:45.160]  薩萊他應該當時候是七十五歲。
[00:02:45.160 --> 00:02:48.040]  薩萊這個名字不是普通人的名字啊,
[00:02:48.040 --> 00:02:54.040]  它是公主的意思,是首領,權勢。
[00:02:54.040 --> 00:02:57.640]  那就說他在家裏面很有權啊,
[00:02:57.640 --> 00:03:01.440]  他不是在家裏面只聽老公的話,
[00:03:01.440 --> 00:03:05.840]  他在家裏面應該是老公也要聽他的話。
[00:03:05.840 --> 00:03:10.240]  這比較少的古代的一個環境。
[00:03:10.240 --> 00:03:15.640]  現在可能比較多,但是那時候比較少。
[00:03:15.640 --> 00:03:21.640]  所以這個名字它透露了一點家裏面的信息。
[00:03:21.640 --> 00:03:26.640]  但是這個家裏面有權有勢的太太,
[00:03:26.640 --> 00:03:31.440]  她因爲不育,她心裏面有點彆扭。
[00:03:31.440 --> 00:03:37.040]  而且這種彆扭,甚至發展到有點羞愧。
[00:03:37.040 --> 00:03:43.240]  一心她想要一個孩子,幫助她離開她那個困境。
[00:03:43.240 --> 00:03:45.440]  這個困境是不是真實的?
[00:03:45.440 --> 00:03:50.640]  就放在今天,也是一個真實的困境,是嗎?
[00:03:50.640 --> 00:03:56.840]  好,然後亞巴蘭她已經85歲了,
[00:03:56.840 --> 00:04:01.040]  而且如果根據我們前後,
[00:04:01.040 --> 00:04:04.240]  她其實在外面還是能言會語的,
[00:04:04.240 --> 00:04:08.240]  但在家裏面其實還是聽老婆話的。
[00:04:08.240 --> 00:04:14.040]  我們說聽老婆話是好啊,對啊,是好的事,
[00:04:14.040 --> 00:04:18.640]  但是有時候不辨是非可能是不好了。
[00:04:18.640 --> 00:04:23.240]  那所以她對自己面對困境的環境,
[00:04:23.240 --> 00:04:27.040]  她其實沒有做任何主動的工作。
[00:04:27.040 --> 00:04:29.840]  我們回頭再看看怎樣。
[00:04:29.840 --> 00:04:36.640]  夏甲,夏甲這個人其實這個名字就是逃亡者的意思。
[00:04:36.640 --> 00:04:39.440]  那當然我不知道是後來因爲她逃亡了,
[00:04:39.440 --> 00:04:47.640]  所以她這個名字出現,還是一開始她給埃及送到撒賴的手上的時候,
[00:04:47.640 --> 00:04:52.640]  她的名字已經叫夏甲,應該是這樣的意思。
[00:04:52.640 --> 00:05:00.440]  就是說她其實以前的主人也是給她改名叫逃亡者。
[00:05:00.440 --> 00:05:03.440]  那所以這個人是聰明人,
[00:05:03.440 --> 00:05:08.040]  因爲埃及人對比迦南地的人,
[00:05:08.040 --> 00:05:11.040]  其實是一個城市的人,
[00:05:11.040 --> 00:05:17.040]  17城市的人與地區相穿的那些人,
[00:05:17.040 --> 00:05:21.640]  所以她應該更有學識,更有聰明智慧。
[00:05:21.640 --> 00:05:27.240]  但她現在已經淪落在亞巴藍的家中,
[00:05:27.240 --> 00:05:29.640]  成爲一個背女,
[00:05:29.640 --> 00:05:34.640]  而且她肯定不甘心成爲一個背女。
[00:05:34.640 --> 00:05:36.840]  後面我們會發現這樣。
[00:05:36.840 --> 00:05:43.640]  好了,那我們說這三個人都有想要的事,都有想要的物,
[00:05:43.640 --> 00:05:46.440]  她有想要的生活方式,
[00:05:46.440 --> 00:05:54.240]  但她面對的這三個人都是用自己的方法來取代上帝的方法。
[00:05:54.240 --> 00:05:56.240]  所以今天我們發現的,
[00:05:56.240 --> 00:06:01.440]  而且是你已經知道的會出現怎樣的情況。
[00:06:01.440 --> 00:06:09.640]  所以當我面對生活,面對學習,面對環境,如果不理想的話,
[00:06:09.640 --> 00:06:14.840]  而且是你盡努力去改變,去改善的時候,
[00:06:14.840 --> 00:06:18.440]  但是好像不太如意,
[00:06:18.440 --> 00:06:24.640]  而且是你不知道上帝到底在你身上有什麼心意的時候,
[00:06:24.640 --> 00:06:27.040]  你怎麼處理呢?
[00:06:27.040 --> 00:06:34.040]  順境的時候讚美上帝,逆境的時候逃避上帝。
[00:06:34.040 --> 00:06:36.640]  這是我們常常做的。
[00:06:36.640 --> 00:06:46.040]  如果事不如我,總是千犯百計的去想將事情變得如我亦。
[00:06:46.040 --> 00:06:48.240]  這是我們每個人常常做的事。
[00:06:48.240 --> 00:06:52.840]  所以今天我們說解決困境的聰明方法,
[00:06:52.840 --> 00:07:02.640]  其實是覺悟愚蠢的困境人活是始於自作聰明。
[00:07:02.640 --> 00:07:05.240]  我這裏不是說天災,
[00:07:05.240 --> 00:07:08.640]  因爲我說愚蠢的困境肯定是人活。
[00:07:08.640 --> 00:07:10.240]  那我們看看經文,
[00:07:10.240 --> 00:07:15.040]  經文說亞巴藍的妻子撒來不給他生兒女,
[00:07:15.040 --> 00:07:17.840]  撒來有一個舍女名叫夏甲。
[00:07:17.840 --> 00:07:21.840]  所以我說這個名字已經不是他逃亡以後才叫的,
[00:07:21.840 --> 00:07:27.040]  是已經送給他的時候已經名叫夏甲,就是逃亡者的意思。
[00:07:27.040 --> 00:07:29.840]  是埃及人撒來對亞巴藍說,
[00:07:29.840 --> 00:07:36.040]  要別華使我不能生育,求你和我的使女同房,
[00:07:36.040 --> 00:07:39.640]  或者我可以恩她的孩子。
[00:07:39.640 --> 00:07:44.040]  對孩子這個意思原文是得,被建立。
[00:07:44.040 --> 00:07:47.940]  亞巴藍聽從了撒來的話,
[00:07:47.940 --> 00:07:55.840]  於是亞巴藍的妻子撒來將使女埃及人夏甲給了丈夫爲妾。
[00:07:55.840 --> 00:08:01.640]  那時亞巴藍在迦南地已經住了十年,
[00:08:01.640 --> 00:08:07.640]  就是說其實上帝允許他有兒子這件事已經允許十年了。
[00:08:07.640 --> 00:08:12.640]  亞巴藍與夏甲同房,夏甲就懷了孕,
[00:08:12.640 --> 00:08:18.440]  他見自己要孕,就小看他的祖母。
[00:08:18.440 --> 00:08:21.840]  其實我們如果去回到十五章的時候,
[00:08:21.840 --> 00:08:28.440]  顏華清楚的指明亞巴藍必須必有自己親生的兒子。
[00:08:28.440 --> 00:08:32.240]  其實在十二章的時候也有允許過,
[00:08:32.240 --> 00:08:34.640]  但是那時候可能沒說得那麼清楚。
[00:08:34.640 --> 00:08:40.240]  但是十五章經過了亞巴藍一些事情之後,
[00:08:40.240 --> 00:08:42.240]  上帝再說一次。
[00:08:42.240 --> 00:08:46.840]  所以亞巴藍可能那時候他還有耐心等候,
[00:08:46.840 --> 00:08:51.240]  但是撒來已經越等越着急了。
[00:08:51.240 --> 00:08:55.040]  他纔等上帝的話,爲什麼還沒有兌現呢?
[00:08:55.040 --> 00:09:01.040]  已經七十五歲了,所以他不想再等下去。
[00:09:01.040 --> 00:09:06.640]  他覺得我們剛纔說過,他在家裏面有權有勢有能力,
[00:09:06.640 --> 00:09:09.440]  說幹就幹的女強人。
[00:09:09.440 --> 00:09:15.840]  所以他要面對決絕自己沒有兒女的顏媒知己。
[00:09:15.840 --> 00:09:19.440]  他要動手了,所以爲什麼要這樣動手?
[00:09:19.440 --> 00:09:23.840]  因爲"得孩子"這個字其實是"被建立"。
[00:09:23.840 --> 00:09:27.040]  我們剛纔說"被建立"是什麼意思呢?
[00:09:27.040 --> 00:09:29.640]  就是變得整船。
[00:09:29.640 --> 00:09:34.440]  換句話來說,就是還沒有得兒子的時候,
[00:09:34.440 --> 00:09:38.840]  他就好像缺了一點,好像不完船的一樣。
[00:09:38.840 --> 00:09:46.040]  所以撒來以爲他能依靠着下甲過好日子。
[00:09:46.040 --> 00:09:53.840]  他仍爲自己可以爲未來建立一個透過不情長的關係,
[00:09:53.840 --> 00:09:58.840]  然後能夠建立未來的幸福。
[00:09:58.840 --> 00:10:06.640]  甚至他認爲丈夫與全家會因爲這個孩子而更幸福。
[00:10:06.640 --> 00:10:13.640]  甚至他認爲這個孩子能帶給他這個人更整船。
[00:10:13.640 --> 00:10:17.640]  這是他的開始錯誤的想法。
[00:10:17.640 --> 00:10:25.840]  然後我們說啞巴蘭他希望妻子能高興,
[00:10:25.840 --> 00:10:30.040]  想要的可能是他們家庭的和睦,
[00:10:30.040 --> 00:10:33.240]  可能是家庭的婚姻的幸福。
[00:10:33.240 --> 00:10:41.640]  甚至他認爲這個孩子出生能將這個家庭的困擾帶來安定。
[00:10:41.640 --> 00:10:46.640]  你知道他本來連博人都可以變成他的孩子,
[00:10:46.640 --> 00:10:48.240]  本來是這樣想的。
[00:10:48.240 --> 00:10:51.640]  所以如果對啞巴蘭來說,
[00:10:51.640 --> 00:10:57.240]  就算切身的孩子可能也是他能接受的。
