
[00:00:00.000 --> 00:00:02.800]  今年我講道的內容
[00:00:02.800 --> 00:00:06.200]  繼續是跟著教會的主題
[00:00:06.200 --> 00:00:08.200]  「以禱操憐暫主身邊」
[00:00:08.200 --> 00:00:11.400]  所以選的經文全部都是跟祈禱有關
[00:00:11.400 --> 00:00:14.400]  上一講就講《馬太福音》第七章
[00:00:14.400 --> 00:00:16.800]  就講我們祈求
[00:00:16.800 --> 00:00:19.400]  是不是蒙英韻的呢?
[00:00:19.400 --> 00:00:21.200]  答案就告訴我們
[00:00:21.200 --> 00:00:22.400]  不是所有東西
[00:00:22.400 --> 00:00:25.400]  而當段的經文是在講耶穌
[00:00:25.400 --> 00:00:27.600]  祂說祂祈求什麼呢?
[00:00:27.600 --> 00:00:32.000]  在人際關係裡論斷的事實上
[00:00:32.000 --> 00:00:34.000]  祈求主就給你智慧
[00:00:34.000 --> 00:00:35.600]  今天這段經文都是我們很熟悉的
[00:00:35.600 --> 00:00:38.000]  《路加福音》第十八章一至八節
[00:00:38.000 --> 00:00:40.400]  讓我們一起先讀一次
[00:00:40.400 --> 00:00:42.000]  一、二、三
[00:00:42.000 --> 00:00:44.000]  耶穌設一個比喻
[00:00:44.000 --> 00:00:47.600]  是要人常常禱告不可灰心
[00:00:47.600 --> 00:00:50.400]  說某城裡有一個官
[00:00:50.400 --> 00:00:53.400]  不懼怕神也不尊重世人
[00:00:53.400 --> 00:00:55.600]  那城裡有個寡婦
[00:00:55.600 --> 00:00:57.600]  常到她那裡說
[00:00:57.600 --> 00:00:59.200]  我有一個對頭
[00:00:59.200 --> 00:01:01.200]  求祢給我申冤
[00:01:01.200 --> 00:01:02.800]  她多日不准
[00:01:02.800 --> 00:01:04.400]  後來心裡說
[00:01:04.400 --> 00:01:06.000]  我雖不懼怕神
[00:01:06.000 --> 00:01:07.800]  也不尊重世人
[00:01:07.800 --> 00:01:10.200]  只因這寡婦煩擾我
[00:01:10.200 --> 00:01:12.400]  我就給她申冤吧
[00:01:12.400 --> 00:01:15.000]  免得她常來纏磨我
[00:01:15.000 --> 00:01:19.000]  主說:你們聽者不義之官所說的話
[00:01:19.000 --> 00:01:21.800]  神的選民晝夜呼籲她
[00:01:21.800 --> 00:01:24.600]  她縱然為他們忍了多時
[00:01:24.600 --> 00:01:27.400]  豈不終究給他們申冤嗎?
[00:01:27.400 --> 00:01:28.800]  我告訴你們
[00:01:28.800 --> 00:01:31.600]  要快快的給他們申冤了
[00:01:31.600 --> 00:01:34.000]  然而人子來的時候
[00:01:34.000 --> 00:01:37.600]  遇得見世上有信德嗎?
[00:01:37.600 --> 00:01:41.200]  這段經文是我們經常用來鼓勵弟兄姊妹
[00:01:41.200 --> 00:01:42.200]  祈禱
[00:01:42.200 --> 00:01:43.800]  不放棄的祈禱
[00:01:43.800 --> 00:01:45.800]  甚至是死纏爛打的祈禱
[00:01:45.800 --> 00:01:47.800]  就鞭矇應運了
[00:01:47.800 --> 00:01:49.200]  因為經文就是這樣說
[00:01:49.200 --> 00:01:50.400]  說那個不義的官
[00:01:50.400 --> 00:01:52.600]  他不能夠體恤百姓的疾苦
[00:01:52.600 --> 00:01:54.600]  也不願意秉公義行事
[00:01:54.600 --> 00:01:57.000]  但因為一個寡婦徹徹求
[00:01:57.000 --> 00:01:58.800]  他終於一反常態
[00:01:58.800 --> 00:02:00.200]  破例為她申冤
[00:02:00.200 --> 00:02:02.600]  所以神的選民晝夜呼求神
[00:02:02.600 --> 00:02:05.200]  神都一定會答應的為他們申冤
[00:02:05.200 --> 00:02:07.800]  但如果我們細心看這段經文的時候
[00:02:07.800 --> 00:02:09.400]  真的再一次釐對思想
[00:02:09.400 --> 00:02:11.400]  是否好像我們這樣想
[00:02:11.400 --> 00:02:13.400]  死纏就有
[00:02:13.400 --> 00:02:14.800]  不纏就沒有呢?
[00:02:14.800 --> 00:02:16.400]  即是你死纏爛打的祈禱
[00:02:16.400 --> 00:02:17.400]  神一刻定聽
[00:02:17.400 --> 00:02:20.400]  究竟這段經文說的是甚麼
[00:02:20.400 --> 00:02:22.000]  神一定會聽呢?
[00:02:22.000 --> 00:02:24.200]  經文就有些複雜性的
[00:02:24.200 --> 00:02:26.800]  我一選擇了這個進路去講道的時候
[00:02:26.800 --> 00:02:27.600]  我都有少少後悔
[00:02:27.600 --> 00:02:28.600]  因為很長
[00:02:28.600 --> 00:02:30.200]  昨晚晚堂築板
[00:02:30.200 --> 00:02:31.400]  不知道有沒有一個鐘呢?
[00:02:31.400 --> 00:02:33.400]  今早早堂我當然不敢了
[00:02:33.400 --> 00:02:35.800]  早堂跳完那些經文不讀
[00:02:35.800 --> 00:02:37.200]  午堂的弟兄姊妹
[00:02:37.200 --> 00:02:39.200]  希望你不要趕著走
[00:02:39.200 --> 00:02:42.000]  我都是盡量精簡
[00:02:42.000 --> 00:02:44.000]  但又要將經文的一些重點
[00:02:44.000 --> 00:02:45.600]  讓弟兄姊妹明白
[00:02:45.600 --> 00:02:47.400]  我希望我們有一種渴求
[00:02:47.400 --> 00:02:49.600]  去了解耶穌究竟在說甚麼
[00:02:49.600 --> 00:02:50.600]  這個心智
[00:02:50.600 --> 00:02:52.200]  對初信的不是很明白的
[00:02:52.200 --> 00:02:54.000]  你聽聽迪翰
[00:02:54.000 --> 00:02:55.600]  不要緊配合周圍環境
[00:02:55.600 --> 00:02:56.600]  就迪翰吧
[00:02:56.600 --> 00:02:59.600]  但你最後應該拿到東西走的
[00:02:59.600 --> 00:03:01.600]  這段經文講一下少少複雜性
[00:03:01.600 --> 00:03:02.400]  為甚麼呢?
[00:03:02.400 --> 00:03:05.600]  因為第一節就講那個比喻的目的
[00:03:05.600 --> 00:03:07.000]  不是耶穌自己講的
[00:03:07.000 --> 00:03:07.800]  是作者講的
[00:03:07.800 --> 00:03:08.800]  一會兒講一下
[00:03:08.800 --> 00:03:10.200]  作者為甚麼會講得出
[00:03:10.200 --> 00:03:12.800]  怎知道耶穌講這個比喻的目的呢?
[00:03:12.800 --> 00:03:15.400]  第二節五節是比喻的本身
[00:03:15.400 --> 00:03:17.400]  剛才我讀了
[00:03:17.400 --> 00:03:18.800]  一個寡婦
[00:03:18.800 --> 00:03:20.400]  一個官對著一個對頭
[00:03:20.400 --> 00:03:22.400]  看他怎樣搞
[00:03:22.400 --> 00:03:24.200]  第六節八節是一個關鍵
[00:03:24.200 --> 00:03:25.800]  究竟這個是比喻的形容
[00:03:25.800 --> 00:03:26.800]  比喻的解釋
[00:03:26.800 --> 00:03:29.000]  還是比喻的一部份呢?
[00:03:29.000 --> 00:03:30.600]  因為當是一部份的時候
[00:03:30.600 --> 00:03:33.600]  似乎又是不可以忽略的東西
[00:03:33.600 --> 00:03:35.400]  最後還有八節
[00:03:35.400 --> 00:03:36.600]  下半節
[00:03:36.600 --> 00:03:37.800]  然而人子來
[00:03:37.800 --> 00:03:39.000]  藍色那裏
[00:03:39.000 --> 00:03:40.000]  人子來的時候
[00:03:40.000 --> 00:03:41.400]  「與得見世上有信德」
[00:03:41.400 --> 00:03:45.000]  為甚麼耶穌又要講這番話呢?
[00:03:45.000 --> 00:03:46.000]  不容易的
[00:03:46.000 --> 00:03:48.400]  所以我們逐段來解釋
[00:03:48.400 --> 00:03:50.400]  第一部份 我先不講引言
[00:03:50.400 --> 00:03:52.000]  引言留待最後
[00:03:52.000 --> 00:03:53.600]  比喻的前部份
[00:03:53.600 --> 00:03:55.400]  我的理解就是
[00:03:55.400 --> 00:03:57.200]  全部是一個比喻
[00:03:57.200 --> 00:03:59.200]  如果沒有了上部份
[00:03:59.200 --> 00:04:00.600]  整段經文不知道說甚麼
[00:04:00.600 --> 00:04:01.600]  沒有了六節八節
[00:04:01.600 --> 00:04:02.600]  你都不知道說甚麼
[00:04:02.600 --> 00:04:03.400]  沒有了第一節
[00:04:03.400 --> 00:04:04.400]  你都不知道說甚麼
[00:04:04.400 --> 00:04:06.600]  所以全部都是很重要的
[00:04:06.600 --> 00:04:09.000]  二至五節不再讀了
[00:04:09.000 --> 00:04:10.400]  那就看一下
[00:04:10.400 --> 00:04:12.600]  這個部份當中有一些人物
[00:04:12.600 --> 00:04:14.000]  有一些角色很重要的
[00:04:14.000 --> 00:04:16.200]  大家知道第一個是寡婦
[00:04:16.200 --> 00:04:19.000]  然後有一個對頭 有官
[00:04:19.000 --> 00:04:21.400]  這個寡婦是甚麼人呢?
[00:04:21.400 --> 00:04:24.800]  如果按照《創世紀》第38章
[00:04:24.800 --> 00:04:26.400]  當時的寡婦是認得出的
[00:04:26.400 --> 00:04:28.400]  因為他們有既定的服飾
[00:04:28.400 --> 00:04:30.400]  就好像
[00:04:30.400 --> 00:04:31.400]  大概不知道
[00:04:31.400 --> 00:04:33.400]  以前猶太人穿甚麼衣服
[00:04:33.400 --> 00:04:35.600]  不能夠回到猶太的當時
[00:04:35.600 --> 00:04:36.400]  就算今天
[00:04:36.400 --> 00:04:38.200]  可能他們的服飾都改了
[00:04:38.200 --> 00:04:41.400]  印度的寡婦有印度的衣服
[00:04:41.400 --> 00:04:42.400]  或者我們以前
[00:04:42.400 --> 00:04:44.600]  中國人哪些人梳起不嫁
[00:04:44.600 --> 00:04:45.800]  你認不認得到?
[00:04:45.800 --> 00:04:47.000]  同樣的我們今天不知道
[00:04:47.000 --> 00:04:48.400]  但當時的人知道
[00:04:48.400 --> 00:04:49.400]  那些馬姐
[00:04:49.400 --> 00:04:50.600]  可能留長長的辮子
[00:04:50.600 --> 00:04:53.600]  穿一些在家裡做管家的衣服
[00:04:53.600 --> 00:04:54.400]  大概就是這樣
[00:04:54.400 --> 00:04:55.400]  你一見到她
[00:04:55.400 --> 00:04:56.800]  就認到她的身份了
[00:04:56.800 --> 00:04:58.000]  所以這個寡婦
[00:04:58.000 --> 00:04:58.800]  不難認的
[00:04:58.800 --> 00:05:00.600]  大家都知道她是寡婦了
[00:05:00.600 --> 00:05:04.200]  猶太的文化是以男性為重的
[00:05:04.200 --> 00:05:07.800]  女人基本上是要靠男人才可以生存
[00:05:07.800 --> 00:05:09.800]  所以她小時候就靠甚麼呢?
[00:05:09.800 --> 00:05:11.000]  就靠爸爸媽媽
[00:05:11.000 --> 00:05:12.400]  特別是爸爸
[00:05:12.400 --> 00:05:15.000]  長大結婚之後就靠丈夫
[00:05:15.000 --> 00:05:17.800]  但丈夫去世的時候怎麼辦呢?
[00:05:17.800 --> 00:05:19.000]  如果有兒女
[00:05:19.000 --> 00:05:20.000]  就靠兒子
[00:05:20.000 --> 00:05:21.000]  如果兒子都沒有
[00:05:21.000 --> 00:05:22.000]  靠甚麼呢?
[00:05:22.000 --> 00:05:23.400]  沒東西靠的了
[00:05:23.400 --> 00:05:25.200]  所以舊約的律法
[00:05:25.200 --> 00:05:28.000]  是很保障寡婦的
[00:05:28.000 --> 00:05:29.400]  我們看兩段經文
[00:05:29.400 --> 00:05:31.600]  《猜及記》第22章
[00:05:31.600 --> 00:05:33.800]  22至24節
[00:05:33.800 --> 00:05:34.600]  上帝說
[00:05:34.600 --> 00:05:37.200]  不可以輔待寡婦和孤兒
[00:05:37.200 --> 00:05:39.200]  如果你們輔待她一點
[00:05:39.200 --> 00:05:40.200]  少少
[00:05:40.200 --> 00:05:41.000]  結果是怎樣呢?
[00:05:41.000 --> 00:05:42.600]  他們一向我呼求
[00:05:42.600 --> 00:05:44.800]  我就會聽到他們的哀聲
[00:05:44.800 --> 00:05:46.800]  然後就發烈怒
[00:05:46.800 --> 00:05:48.600]  用刀殺你們
[00:05:48.600 --> 00:05:50.800]  使你們的妻子成為寡婦
[00:05:50.800 --> 00:05:52.000]  兒女成為孤兒
[00:05:52.000 --> 00:05:53.400]  不是殺你全家
[00:05:53.400 --> 00:05:54.200]  殺你
[00:05:54.200 --> 00:05:55.800]  讓你成為孤兒
[00:05:55.800 --> 00:05:57.000]  讓你的子女成為
[00:05:57.000 --> 00:05:57.400]  不是
[00:05:57.400 --> 00:06:00.600]  讓你的太太成為寡婦
[00:06:00.600 --> 00:06:02.400]  你的兒女成為孤兒
[00:06:02.400 --> 00:06:03.600]  很嚴重的
[00:06:03.600 --> 00:06:05.800]  你欺負孤兒寡婦的話
[00:06:05.800 --> 00:06:07.400]  《生命記》24章17節
[00:06:07.400 --> 00:06:11.200]  你不可以向寄居的和孤兒屈往正直
[00:06:11.200 --> 00:06:14.600]  亦都不可以拿寡婦的衣裳作當頭
[00:06:14.600 --> 00:06:15.400]  什麼意思呢?
[00:06:15.400 --> 00:06:16.800]  如果寡婦窮
[00:06:16.800 --> 00:06:18.000]  要借錢
[00:06:18.000 --> 00:06:19.000]  做抵押
[00:06:19.000 --> 00:06:20.200]  你不可以拿了她的衣裳
[00:06:20.200 --> 00:06:22.000]  她的衣裳不是普通的衣裳
[00:06:22.000 --> 00:06:23.200]  她們很冷的時候
[00:06:23.200 --> 00:06:24.600]  只有一件厚褸
[00:06:24.600 --> 00:06:27.800]  不可以拿了她最保暖的衣裳
[00:06:27.800 --> 00:06:30.400]  來做當頭抵押
[00:06:30.400 --> 00:06:33.800]  要保障寡婦
[00:06:33.800 --> 00:06:36.000]  但這個寡婦要來到官長的面前
[00:06:36.000 --> 00:06:37.800]  請求她來到新淵
[00:06:37.800 --> 00:06:39.400]  表示她受到欺負
[00:06:39.400 --> 00:06:42.000]  要官長來主持公道
[00:06:42.000 --> 00:06:45.000]  經文強調她是常到他那裡
[00:06:45.000 --> 00:06:45.800]  不止一次
[00:06:45.800 --> 00:06:47.000]  並且是多日的
[00:06:47.000 --> 00:06:49.600]  而且是煩擾著這個官
[00:06:49.600 --> 00:06:51.400]  纏磨著這個官
[00:06:51.400 --> 00:06:54.400]  表示這個寡婦有一種很堅持到底
[00:06:54.400 --> 00:06:56.000]  捨而不捨的精神
[00:06:56.000 --> 00:06:57.200]  這個就是寡婦
[00:06:57.200 --> 00:06:59.800]  那幅圖畫展現在大家眼前
[00:06:59.800 --> 00:07:01.800]  第二個角色是對頭
[00:07:01.800 --> 00:07:03.400]  對頭即是什麼呢?
[00:07:03.400 --> 00:07:07.200]  指仇家
[00:07:07.200 --> 00:07:10.200]  應該是欺負寡婦的人
[00:07:10.200 --> 00:07:13.600]  經文沒有講到這個對頭人是一個怎樣的人
[00:07:13.600 --> 00:07:14.800]  顯然不是主角
[00:07:14.800 --> 00:07:16.800]  不過我們大概認識一下他
[00:07:16.800 --> 00:07:21.000]  當時的人會怎樣欺負孤兒寡婦呢?
[00:07:21.000 --> 00:07:24.800]  以察書十章第一至二節
[00:07:24.800 --> 00:07:27.800]  那些設立不義律例的
[00:07:27.800 --> 00:07:29.800]  以及紀錄奸詐之判與的
[00:07:29.800 --> 00:07:31.600]  為要屈枉窮乏人
[00:07:31.600 --> 00:07:35.200]  奪去我民中困苦人的利
[00:07:35.200 --> 00:07:38.000]  以寡婦當作略物
[00:07:38.000 --> 00:07:41.800]  以寡婦當作老物
[00:07:41.800 --> 00:07:44.000]  以孤兒當作略物
[00:07:44.000 --> 00:07:46.800]  即老略孤兒寡婦
[00:07:46.800 --> 00:07:48.400]  耶利米斯二十二章
[00:07:48.400 --> 00:07:49.200]  還會是怎樣呢?
[00:07:49.200 --> 00:07:50.000]  我不詳細讀
