
[00:00:00.000 --> 00:00:02.000]  地球人姐妹平安
[00:00:02.000 --> 00:00:05.000]  元神祝大家身體健壯
[00:00:05.000 --> 00:00:08.000]  凡事興隆
[00:00:08.000 --> 00:00:10.000]  在這個暑期的時間
[00:00:10.000 --> 00:00:13.000]  大家要多保重身體
[00:00:13.000 --> 00:00:17.000]  願大家都能夠心靈都健康
[00:00:17.000 --> 00:00:19.000]  凡事能夠順利
[00:00:19.000 --> 00:00:23.000]  今天我們講的是我們金燈臺系列
[00:00:23.000 --> 00:00:26.000]  其實我是從去年開始
[00:00:26.000 --> 00:00:30.000]  為了預備我們四十週年的紀念
[00:00:30.000 --> 00:00:32.000]  所寫的題目
[00:00:32.000 --> 00:00:35.000]  總共是有五次的講道
[00:00:35.000 --> 00:00:38.000]  今天是第四次了
[00:00:38.000 --> 00:00:42.000]  可能大家都會記得
[00:00:42.000 --> 00:00:48.000]  第一系列就是我們要常常讀聖經
[00:00:48.000 --> 00:00:55.000]  第二就是要常常禱告
[00:00:55.000 --> 00:00:58.000]  第三就是要有信心
[00:00:58.000 --> 00:01:01.000]  加上好的行為
[00:01:01.000 --> 00:01:05.000]  今天是大能的福音
[00:01:05.000 --> 00:01:08.000]  今天牧師給我們讀了經文
[00:01:08.000 --> 00:01:10.000]  在羅馬書裡面
[00:01:10.000 --> 00:01:14.000]  告訴我們福音的內容
[00:01:14.000 --> 00:01:17.000]  很多時候有人會問我們
[00:01:17.000 --> 00:01:19.000]  什麼是福音
[00:01:19.000 --> 00:01:22.000]  那你很快就說福音就是好消息
[00:01:22.000 --> 00:01:24.000]  很快就搭過去了
[00:01:24.000 --> 00:01:27.000]  講完但又沒有講
[00:01:27.000 --> 00:01:29.000]  好消息
[00:01:29.000 --> 00:01:32.000]  有很多事都可以好消息
[00:01:32.000 --> 00:01:36.000]  福音到底是什麼的內容
[00:01:36.000 --> 00:01:40.000]  我們嘗試看看羅馬書
[00:01:40.000 --> 00:01:42.000]  其實羅馬書第一章
[00:01:42.000 --> 00:01:48.000]  給我們很清楚的講說福音的內容
[00:01:48.000 --> 00:01:51.000]  可以分三個方面
[00:01:51.000 --> 00:01:54.000]  剛才牧師讀完我就不重複了
[00:01:54.000 --> 00:01:58.000]  主要是耶穌基督是神的兒子
[00:01:58.000 --> 00:02:01.000]  他道成肉身
[00:02:01.000 --> 00:02:04.000]  降世為人
[00:02:04.000 --> 00:02:08.000]  很多人將這個故事講得很美麗
[00:02:08.000 --> 00:02:11.000]  但是你要知道不容易
[00:02:11.000 --> 00:02:14.000]  作為高高在上的上帝
[00:02:14.000 --> 00:02:22.000]  披戴我們肉身受到限制他會飢餓
[00:02:22.000 --> 00:02:26.000]  他會受到很多的限制
[00:02:26.000 --> 00:02:29.000]  所以是為了愛我們
[00:02:29.000 --> 00:02:32.000]  他可以在天上看著我們生活
[00:02:32.000 --> 00:02:36.000]  但是他親自的來到我們當中
[00:02:36.000 --> 00:02:38.000]  是要體驗一下我們人
[00:02:38.000 --> 00:02:40.000]  受到各方面的限制
[00:02:40.000 --> 00:02:43.000]  以致他能夠體貼我們
[00:02:43.000 --> 00:02:45.000]  能夠寬恕我們
[00:02:45.000 --> 00:02:47.000]  所以道成肉身
[00:02:47.000 --> 00:02:50.000]  這是一個非常美麗的圖畫
[00:02:50.000 --> 00:02:52.000]  上帝愛世人
[00:02:52.000 --> 00:02:53.000]  愛到什麼地步
[00:02:53.000 --> 00:02:57.000]  愛到降世為人
[00:02:57.000 --> 00:02:59.000]  佈置在這裡
[00:02:59.000 --> 00:03:04.000]  第二個方面就是從死裡復活
[00:03:04.000 --> 00:03:06.000]  我們都會向人家傳福音
[00:03:06.000 --> 00:03:08.000]  最重要的傳福音
[00:03:08.000 --> 00:03:10.000]  你一定要包括三個內容
[00:03:10.000 --> 00:03:14.000]  上帝愛我們,為我們道成肉身
[00:03:14.000 --> 00:03:17.000]  那這個沒有什麼了不起
[00:03:17.000 --> 00:03:19.000]  第二就重要了
[00:03:19.000 --> 00:03:21.000]  我們都會犯罪
[00:03:21.000 --> 00:03:27.000]  我們也會背離很多的律法
[00:03:27.000 --> 00:03:31.000]  所以按照聖經裡面的教導
[00:03:31.000 --> 00:03:33.000]  按照聖經裡面的真理
[00:03:33.000 --> 00:03:35.000]  裡面的誡命
[00:03:35.000 --> 00:03:38.000]  我們每個人都應該死了
[00:03:38.000 --> 00:03:40.000]  他為了救我們
[00:03:40.000 --> 00:03:44.000]  所以他為我們釘死在十字架上
[00:03:44.000 --> 00:03:45.000]  所以講福音
[00:03:45.000 --> 00:03:47.000]  你一定要講十字架
[00:03:47.000 --> 00:03:48.000]  不講十字架
[00:03:48.000 --> 00:03:50.000]  你的福音就不全面了
[00:03:50.000 --> 00:03:53.000]  然後他為我們釘死在十字架上
[00:03:53.000 --> 00:03:55.000]  為我們死
[00:03:55.000 --> 00:03:56.000]  死就沒有什麼了不起
[00:03:56.000 --> 00:03:57.000]  死就死了
[00:03:57.000 --> 00:03:59.000]  最重要一條
[00:03:59.000 --> 00:04:01.000]  從死裡復活
[00:04:01.000 --> 00:04:02.000]  很重要
[00:04:02.000 --> 00:04:03.000]  我們的福音
[00:04:03.000 --> 00:04:06.000]  如果沒有包括復活這個元素
[00:04:06.000 --> 00:04:08.000]  這個福音就不全面了
[00:04:08.000 --> 00:04:10.000]  我們是沒有盼望的
[00:04:10.000 --> 00:04:13.000]  我們會面對死亡
[00:04:13.000 --> 00:04:15.000]  我年輕的時候
[00:04:15.000 --> 00:04:18.000]  覺得這個死亡離我很遠
[00:04:18.000 --> 00:04:22.000]  這將來的事
[00:04:22.000 --> 00:04:23.000]  不要跟我講
[00:04:23.000 --> 00:04:26.000]  這個死裡復活不是太重要
[00:04:26.000 --> 00:04:29.000]  那是年紀越來越大的話
[00:04:29.000 --> 00:04:30.000]  慢慢慢慢
[00:04:30.000 --> 00:04:31.000]  到我四十歲
[00:04:31.000 --> 00:04:34.000]  還覺得沒有什麼了不起
[00:04:34.000 --> 00:04:37.000]  五十歲還是不是太著急
[00:04:37.000 --> 00:04:40.000]  我已經過了六十歲了
[00:04:40.000 --> 00:04:42.000]  所以越新鮮體會到
[00:04:42.000 --> 00:04:45.000]  死亡對我們的威脅
[00:04:45.000 --> 00:04:49.000]  尤其是我們有親友離開我們
[00:04:49.000 --> 00:04:51.000]  我們都會傷痛
[00:04:51.000 --> 00:04:53.000]  在座的弟兄姊妹
[00:04:53.000 --> 00:04:54.000]  你們也可能面對
[00:04:54.000 --> 00:04:57.000]  有你的親戚離開你
[00:04:57.000 --> 00:04:59.000]  這個痛苦的時刻
[00:04:59.000 --> 00:05:01.000]  心裡很難過
[00:05:01.000 --> 00:05:05.000]  但是聖經裡面給我們的盼望
[00:05:05.000 --> 00:05:08.000]  就是我們有一天會復活
[00:05:08.000 --> 00:05:11.000]  這是我們福音最重要的元素
[00:05:11.000 --> 00:05:15.000]  就是可以從死裡復活
[00:05:15.000 --> 00:05:18.000]  第三點也是我們的身份
[00:05:18.000 --> 00:05:20.000]  因性可以稱義
[00:05:20.000 --> 00:05:22.000]  所以等一下我會講一下
[00:05:22.000 --> 00:05:26.000]  彼得在聖經裡面告訴我們
[00:05:26.000 --> 00:05:27.000]  也是在聖經裡面
[00:05:27.000 --> 00:05:30.000]  向我們宣告我們的身份
[00:05:30.000 --> 00:05:32.000]  信了耶穌以後的身份
[00:05:32.000 --> 00:05:35.000]  到底是什麼
[00:05:35.000 --> 00:05:39.000]  可能你會跟人家傳福音
[00:05:39.000 --> 00:05:40.000]  或者有些朋友
[00:05:40.000 --> 00:05:43.000]  你跟他講耶穌基督的故事
[00:05:43.000 --> 00:05:46.000]  他說你現在不用麻煩我了
[00:05:46.000 --> 00:05:49.000]  等我離開世界之前一段時間
[00:05:49.000 --> 00:05:51.000]  我才相信
[00:05:51.000 --> 00:05:53.000]  現在我要好好去享受
[00:05:53.000 --> 00:05:57.000]  享受一下人生
[00:05:57.000 --> 00:05:58.000]  後來你可能覺得
