
[00:00:00.000 --> 00:00:03.220]  歡迎大家來到我們的「周六崇拜」
[00:00:03.220 --> 00:00:07.640]  「非一般的時代 非一般的崇拜」
[00:00:07.640 --> 00:00:10.640]  由2020年1月開始
[00:00:10.640 --> 00:00:16.000]  我們開始了一個為期五個星期的講道系列
[00:00:16.000 --> 00:00:19.260]  講道系列的題目是「使命之民」
[00:00:19.260 --> 00:00:21.320]  講道系列的經文是
[00:00:21.320 --> 00:00:26.060]  《使徒行傳》第二章第42節
[00:00:26.060 --> 00:00:29.180]  他們都專注於使徒的教導
[00:00:29.180 --> 00:00:34.580]  彼此的團契、抹餅和祈禱
[00:00:34.580 --> 00:00:39.160]  我們思想的中心是《使徒行傳》裡面的初期教會
[00:00:39.160 --> 00:00:41.800]  這間剛剛出生的嬰兒教會
[00:00:41.800 --> 00:00:45.040]  擁有五個屬天的特質
[00:00:45.040 --> 00:00:46.880]  第一是專注
[00:00:46.880 --> 00:00:48.520]  第二是教導
[00:00:48.520 --> 00:00:50.600]  第三是團契
[00:00:50.600 --> 00:00:52.600]  第四是抹餅
[00:00:52.600 --> 00:00:55.680]  最後第五是禱告
[00:00:55.680 --> 00:00:57.300]  因為疫情的緣故
[00:00:57.300 --> 00:00:59.080]  講完團契之後
[00:00:59.080 --> 00:01:00.960]  我們好像斷了網
[00:01:00.960 --> 00:01:06.900]  直到今天才有機會再回到這個系列講抹餅
[00:01:06.900 --> 00:01:11.680]  如果我問你在這個新冠肺炎的影響之下
[00:01:11.680 --> 00:01:14.960]  被影響得最厲害的行業是什麼
[00:01:14.960 --> 00:01:16.920]  你會怎麼說呢
[00:01:16.920 --> 00:01:18.800]  可能有人會回答是
[00:01:18.800 --> 00:01:20.520]  航空業、旅遊業
[00:01:20.520 --> 00:01:24.480]  接著就是零售、飲食
[00:01:24.480 --> 00:01:25.600]  不知道你有沒有想過
[00:01:25.600 --> 00:01:29.960]  其實教會某個程度上都是飲食業的一部分
[00:01:29.960 --> 00:01:33.760]  因為聖經教導我們要專注、抹餅
[00:01:33.760 --> 00:01:37.240]  所以這次我們做教會真的傷亡慘重
[00:01:37.240 --> 00:01:38.560]  不能抹餅
[00:01:38.560 --> 00:01:40.240]  如果你上個禮拜知道
[00:01:40.240 --> 00:01:43.040]  我們是暫停了我們的聖餐
[00:01:43.040 --> 00:01:47.240]  不能抹餅就連團契
[00:01:47.240 --> 00:01:50.360]  就連教導、專注等等
[00:01:50.360 --> 00:01:54.600]  所有的東西都被它影響了
[00:01:54.600 --> 00:01:57.760]  原來從新約聖經的角度來講
[00:01:57.760 --> 00:02:01.600]  教導和團契必須要有抹餅的配合
[00:02:01.600 --> 00:02:05.200]  才可以發揮它們最大的威力
[00:02:05.200 --> 00:02:08.160]  這個抹餅究竟有什麼特別
[00:02:08.160 --> 00:02:14.240]  為什麼這個抹餅和團契和教導是平衡的呢
[00:02:14.240 --> 00:02:19.240]  這個抹餅究竟有什麼特別
[00:02:19.240 --> 00:02:22.360]  這是我們今天要思考的題目
[00:02:22.360 --> 00:02:24.600]  你要知道抹餅的秘密
[00:02:24.600 --> 00:02:30.240]  你一定要回到主耶穌基督受死復活之後的故事
[00:02:30.240 --> 00:02:34.560]  我想帶你回去看一段很熟悉的經文
[00:02:34.560 --> 00:02:38.080]  《路加福音》第24章13至35節
[00:02:38.080 --> 00:02:41.720]  我們又回到這個耳熟能詳的故事
[00:02:41.720 --> 00:02:46.840]  耶穌受死復活之後的第一個完整的福音故事
[00:02:46.840 --> 00:02:48.640]  如果你之前有在這裡聽到
[00:02:48.640 --> 00:02:52.720]  你知道這個不是一個普通的故事技術
[00:02:52.720 --> 00:02:55.720]  而是一個精挑細剁的文學作品
[00:02:55.720 --> 00:02:58.520]  它有一個前後呼應的架構
[00:02:58.520 --> 00:03:03.200]  凸顯了中間基督福音的重要性
[00:03:03.200 --> 00:03:07.200]  基督的福音可以令黑眼的看見
[00:03:07.200 --> 00:03:09.960]  可以令心死的人復活
[00:03:09.960 --> 00:03:14.400]  這是一個從悔改、跟從以至跟從的故事
[00:03:14.400 --> 00:03:18.480]  是一個罪人得救的故事
[00:03:18.480 --> 00:03:21.200]  然而當你仔細去讀這個故事的時候
[00:03:21.200 --> 00:03:25.640]  你會發現這兩個門徒之所以可以死裡逃生
[00:03:25.640 --> 00:03:31.360]  不單止是因為耶穌跟他們所說的基督福音這麼簡單
[00:03:31.360 --> 00:03:34.960]  其實在背後還有另外一樣東西令他們改變
[00:03:34.960 --> 00:03:37.000]  由他看不見到看得見
[00:03:37.000 --> 00:03:41.120]  由他心死至他心火熱
[00:03:41.120 --> 00:03:42.600]  那個關鍵在哪裡呢?
[00:03:42.600 --> 00:03:46.840]  那個關鍵是當他們去到以馬五師之後
[00:03:46.840 --> 00:03:50.800]  入夜之後耶穌跟他們做了一樣東西
[00:03:50.800 --> 00:03:53.840]  《路加福音》第24章第30字這樣說
[00:03:53.840 --> 00:03:58.400]  當晚耶穌坐下來和他們用餐
[00:03:58.400 --> 00:04:01.480]  於是耶穌拿起餅盒祝福了
[00:04:01.480 --> 00:04:03.320]  張開底級他們
[00:04:03.320 --> 00:04:06.720]  他們的眼睛就開了
[00:04:06.720 --> 00:04:09.120]  於是他們認得耶穌之後
[00:04:09.120 --> 00:04:13.920]  他們發現他們的心也都開始火熱
[00:04:13.920 --> 00:04:18.720]  我們可以說耶穌基督的道和耶穌基督的餅是分不開的
[00:04:18.720 --> 00:04:21.880]  耶穌基督的道和他的餅雙劍合璧
[00:04:21.880 --> 00:04:24.400]  衝破了黑暗的權勢
[00:04:24.400 --> 00:04:27.360]  打斷了罪惡的枷鎖
[00:04:27.360 --> 00:04:29.680]  使這兩個人得到釋放
[00:04:29.680 --> 00:04:32.000]  什麼令他們的眼睛可以明亮
[00:04:32.000 --> 00:04:34.280]  什麼令他們的心裡可以火熱
[00:04:34.280 --> 00:04:36.280]  是耶穌基督的道沒錯
[00:04:36.280 --> 00:04:37.560]  但還有一樣東西
[00:04:37.560 --> 00:04:41.160]  是耶穌基督的五額餅雙劍合璧
[00:04:41.160 --> 00:04:44.640]  成就了這個救恩
[00:04:44.640 --> 00:04:46.880]  所以當這個故事去到最後的時候
[00:04:46.880 --> 00:04:50.280]  你會發現這兩個門徒已經是眼睛明亮
[00:04:50.280 --> 00:04:52.040]  他們心裡火熱
[00:04:52.040 --> 00:04:54.040]  接著他們回到耶路撒冷
[00:04:54.040 --> 00:04:57.560]  他們成為了初期教會的一份子
[00:04:57.560 --> 00:05:01.640]  當你去到士農行傳的時候
[00:05:01.640 --> 00:05:04.720]  由路加福音上集去到士農行傳下集的時候
[00:05:04.720 --> 00:05:09.240]  你會發現我們再不是兩個眼明心火熱的人
[00:05:09.240 --> 00:05:13.160]  而是三千個眼明心火熱的人
[00:05:13.160 --> 00:05:17.280]  他們都持續專注於使徒的教導
[00:05:17.280 --> 00:05:21.240]  彼此的團契、抹餅和祈禱
[00:05:21.240 --> 00:05:25.160]  如果你四個星期之前有在聽我講團契的時候
[00:05:25.160 --> 00:05:26.080]  你會知道
[00:05:26.080 --> 00:05:27.400]  我很強調一樣東西
[00:05:27.400 --> 00:05:31.160]  就是聖經裡面的團契不是一個飲飲食食的團契
[00:05:31.160 --> 00:05:35.280]  而是一個使命導向的團契
[00:05:35.280 --> 00:05:37.280]  這班人在這個團契裡面的人
[00:05:37.280 --> 00:05:40.480]  他們一心一意為天國而活
[00:05:40.480 --> 00:05:41.440]  他們寫記
[00:05:41.440 --> 00:05:42.600]  他們背十字架
[00:05:42.600 --> 00:05:45.720]  他們撇下金錢名利的隱憂
[00:05:45.720 --> 00:05:47.520]  他們追求上帝的國
[00:05:47.520 --> 00:05:49.400]  上帝的義
[00:05:49.400 --> 00:05:54.000]  他們追求天上永恆的財寶
[00:05:54.000 --> 00:05:54.800]  不僅如此
[00:05:54.800 --> 00:05:56.400]  他們更加是竭心盡力
[00:05:56.400 --> 00:05:57.480]  他們有一個目的
[00:05:57.480 --> 00:05:58.680]  他們有一個使命
[00:05:58.680 --> 00:06:00.560]  要將這個福音傳到地極
[00:06:00.560 --> 00:06:03.200]  這個是整個士農行傳的中心
[00:06:03.200 --> 00:06:08.160]  那個福音要被傳到地極
[00:06:08.160 --> 00:06:09.360]  或者我們可以這樣問
[00:06:09.360 --> 00:06:11.640]  這支這樣的天國軍隊
[00:06:11.640 --> 00:06:13.640]  究竟是甚麼大呢?
[00:06:13.640 --> 00:06:15.840]  為甚麼他們有這麼大的力量
[00:06:15.840 --> 00:06:18.680]  他們的大能是從哪裡來?
[00:06:18.680 --> 00:06:19.720]  聖經給我們聽
[00:06:19.720 --> 00:06:22.320]  他們的大能從上帝而來
[00:06:22.320 --> 00:06:29.040]  原來上帝為他們預備了一種特別的天降軍糧
[00:06:29.040 --> 00:06:31.200]  軍隊最重要的是甚麼?
[00:06:31.200 --> 00:06:32.120]  要有軍糧
[00:06:32.120 --> 00:06:34.120]  糧草是非常重要的
[00:06:34.120 --> 00:06:36.280]  上帝興起了這個軍隊
[00:06:36.280 --> 00:06:38.680]  上帝要供養這個軍隊
[00:06:38.680 --> 00:06:44.880]  上帝為他們預備了特別從天而降的大能
[00:06:44.880 --> 00:06:46.640]  軍糧
[00:06:46.640 --> 00:06:50.280]  我剛才說在《新約聖經》裏面的傳契
[00:06:50.280 --> 00:06:52.960]  不是一個飲飲食食的傳契
[00:06:52.960 --> 00:06:56.200]  其實我只說對了一半
[00:06:56.200 --> 00:06:57.600]  從另一個角度來說
[00:06:57.600 --> 00:06:59.400]  《新約》裏面的傳契
[00:06:59.400 --> 00:07:03.000]  是貪飲又食食的一個傳契
[00:07:03.000 --> 00:07:03.400]  為甚麼?
[00:07:03.400 --> 00:07:04.800]  因為聖經告訴我們
[00:07:04.800 --> 00:07:08.600]  他們是一個專注抹餅的傳契
[00:07:08.600 --> 00:07:10.160]  很簡摘的
[00:07:10.160 --> 00:07:12.760]  他們聚在一起就是要做一件事
[00:07:12.760 --> 00:07:15.600]  貪飲食食
[00:07:15.600 --> 00:07:17.920]  專注的抹餅
[00:07:17.920 --> 00:07:19.200]  你可能覺得很奇怪
[00:07:19.200 --> 00:07:24.400]  為甚麼說著說著就變成了飲飲食食的傳契
[00:07:24.400 --> 00:07:25.160]  我想告訴你
[00:07:25.160 --> 00:07:27.640]  他們之所以是一個飲飲食食的傳契
