
[00:00:00.000 --> 00:00:04.860]  今日很開心回來跟大家一齊來敬拜神
[00:00:04.860 --> 00:00:08.960]  過去兩個禮拜發生了很多事
[00:00:08.960 --> 00:00:13.820]  我有幾天在台灣,有幾天在日本都睡不著
[00:00:13.820 --> 00:00:17.920]  香港前前後後有很多事要處理
[00:00:17.920 --> 00:00:19.960]  今天回來
[00:00:19.960 --> 00:00:23.040]  好像隔了很遠
[00:00:23.040 --> 00:00:24.580]  但見到大家
[00:00:24.580 --> 00:00:29.700]  有健康的身體,陽光般的笑容,令我很開心
[00:00:30.200 --> 00:00:31.440]  好像回家一樣
[00:00:31.440 --> 00:00:36.520]  我希望你都同樣有這樣的開心的心情,覺得是回家
[00:00:36.520 --> 00:00:40.340]  在這裏敬拜神,彼此相交
[00:00:40.340 --> 00:00:44.200]  今日我們講的題目,是很特別的題目
[00:00:44.200 --> 00:00:48.800]  是末世的警號和機遇
[00:00:48.800 --> 00:00:55.980]  剛才我們讀的經文《士徒行傳》第二章17節就講到在末後的日子
[00:00:55.980 --> 00:00:57.000]  上帝要做些事
[00:00:57.000 --> 00:00:59.800]  什麼叫做末世呢
[00:01:00.320 --> 00:01:02.140]  現在是否末世呢
[00:01:02.140 --> 00:01:06.000]  你有沒有準備好在這個末世裏面
[00:01:06.000 --> 00:01:08.560]  處身立命呢
[00:01:08.560 --> 00:01:10.120]  我今日要討論這個問題
[00:01:10.120 --> 00:01:13.480]  聖經所講的末世
[00:01:13.480 --> 00:01:15.520]  其實是一段很長的時間
[00:01:15.520 --> 00:01:19.360]  就是指耶穌基督第一次降臨
[00:01:19.360 --> 00:01:23.460]  和第二次再來中間的時段
[00:01:23.460 --> 00:01:26.020]  如果我用圖畫畫它
[00:01:26.020 --> 00:01:29.340]  末世就是已經過了2100年
[00:01:29.600 --> 00:01:31.960]  還繼續的過下去
[00:01:31.960 --> 00:01:34.080]  直到耶穌基督回來
[00:01:34.080 --> 00:01:39.380]  我們讀幾段經文
[00:01:39.380 --> 00:01:43.240]  就可以證明到
[00:01:43.240 --> 00:01:50.800]  為什麼我叫做末世
[00:01:50.800 --> 00:01:54.600]  希伯來書第一章第一到二節
[00:01:55.360 --> 00:02:02.020]  神在古時候曾經多次用種種方法藉著先知向我們的祖先說話
[00:02:02.020 --> 00:02:04.060]  在者末後的日子
[00:02:04.060 --> 00:02:07.140]  卻藉著他的兒子向我們說話
[00:02:07.140 --> 00:02:08.160]  這段就是末世
[00:02:08.160 --> 00:02:12.000]  哥林多前書十章七到十一節說
[00:02:12.000 --> 00:02:13.800]  你們不可拜偶像
[00:02:13.800 --> 00:02:15.080]  不可淫亂
[00:02:15.080 --> 00:02:16.600]  不可試探主
[00:02:16.600 --> 00:02:17.640]  不可發怨言
[00:02:17.640 --> 00:02:20.440]  像他們有些人那樣
[00:02:20.440 --> 00:02:23.260]  就被毀滅者所滅
[00:02:23.780 --> 00:02:26.600]  這些事發生在他們身上作為尷尬
[00:02:26.600 --> 00:02:27.620]  並且記下來
[00:02:27.620 --> 00:02:31.460]  為要警戒我們這些末世的人
[00:02:31.460 --> 00:02:33.760]  亦都是新約的時段
[00:02:33.760 --> 00:02:35.040]  現在就是末世
[00:02:35.040 --> 00:02:38.360]  如果我們再看多兩節的經文
[00:02:38.360 --> 00:02:40.920]  約翰一書第一章二到十八節
[00:02:40.920 --> 00:02:42.460]  二章十八節說
[00:02:42.460 --> 00:02:45.020]  孩子們現在是末世的時候了
[00:02:45.020 --> 00:02:47.320]  你們聽過敵基督者要來
[00:02:47.320 --> 00:02:50.400]  現在已經不少敵基督者在
[00:02:50.660 --> 00:02:53.980]  因此我們知道這就是末世的時候
[00:02:53.980 --> 00:02:56.300]  還有雅各書五章三節
[00:02:56.300 --> 00:02:58.600]  你們的金銀山獸
[00:02:58.600 --> 00:03:01.160]  這獸要成為控告你們的鐵證
[00:03:01.160 --> 00:03:05.500]  又要像火一樣吞吃你們的肉
[00:03:05.500 --> 00:03:08.080]  你們竟然在這末後的日子
[00:03:08.080 --> 00:03:09.100]  積聚財寶
[00:03:09.100 --> 00:03:11.660]  原來末世就是
[00:03:11.660 --> 00:03:16.260]  耶穌基督降臨一路到
[00:03:16.260 --> 00:03:19.600]  就快再回來這段時間叫做末世
[00:03:20.360 --> 00:03:25.480]  今天我們要討論這個末世你和我應該怎麼處理
[00:03:25.480 --> 00:03:29.580]  剛才經文就其實給我提示
[00:03:29.580 --> 00:03:35.720]  我們上一堂江維明牧師跟我們講到《史道行傳》第一章
[00:03:35.720 --> 00:03:38.020]  我們今天就看第二章
[00:03:38.020 --> 00:03:41.360]  《史道行傳》的作者是路加
[00:03:41.360 --> 00:03:44.420]  路加還寫了另一卷書是什麼
[00:03:44.420 --> 00:03:48.020]  路加福音《各個聰明的理人》都知道了
[00:03:48.780 --> 00:03:52.360]  路加福音跟《史道行傳》有什麼關係呢?有的
[00:03:52.360 --> 00:03:56.720]  路加福音講到耶穌基督去耶路撒冷為我們釘十字架
[00:03:56.720 --> 00:04:01.840]  《史道行傳》講到教會被建立從耶路撒冷出去
[00:04:01.840 --> 00:04:04.900]  所以路加福音是進到耶路撒冷
[00:04:04.900 --> 00:04:06.440]  《史道行傳》是
[00:04:06.440 --> 00:04:07.720]  向
[00:04:07.720 --> 00:04:10.540]  世界出發從耶路撒冷出發
[00:04:10.540 --> 00:04:18.480]  今天那段經文就提到五巡節
[00:04:18.980 --> 00:04:20.000]  發生一件事
[00:04:20.000 --> 00:04:22.060]  我們聽到五巡節
[00:04:22.060 --> 00:04:23.600]  我們就想起
[00:04:23.600 --> 00:04:25.900]  五巡節會
[00:04:25.900 --> 00:04:28.460]  一個廣方言的鐘牌
[00:04:28.460 --> 00:04:30.520]  或者我們想起五巡節
[00:04:30.520 --> 00:04:35.120]  就將它跟廣方言連在一起
[00:04:35.120 --> 00:04:38.700]  其實五巡節是一個慶祝修國的日子
[00:04:38.700 --> 00:04:40.240]  以色列人修國
[00:04:40.240 --> 00:04:41.780]  之後在這裡慶祝
[00:04:41.780 --> 00:04:45.100]  所以五巡節如果你從另一個角度來看
[00:04:45.100 --> 00:04:45.860]  就是
[00:04:45.860 --> 00:04:47.400]  福音的修國
[00:04:47.400 --> 00:04:48.420]  在那一天
[00:04:48.680 --> 00:04:50.220]  聖靈囂冠
[00:04:50.220 --> 00:04:51.760]  以致
[00:04:51.760 --> 00:04:54.060]  福音的門大開
[00:04:54.060 --> 00:04:55.340]  幾千人信主
[00:04:55.340 --> 00:04:57.140]  接著每一日都會有很多人信主
[00:04:57.140 --> 00:04:58.420]  一個修國的時候
[00:04:58.420 --> 00:05:01.220]  所以我希望大家以後看五巡節
[00:05:01.220 --> 00:05:03.280]  想起五巡節聽到這個名字
[00:05:03.280 --> 00:05:05.320]  不單止想到方言
[00:05:05.320 --> 00:05:07.620]  而且是想到
[00:05:07.620 --> 00:05:09.160]  修國
[00:05:09.160 --> 00:05:11.720]  因為修國你和我都有份的
[00:05:11.720 --> 00:05:17.620]  這段經文提醒我們在末世
[00:05:17.860 --> 00:05:19.900]  就是在五巡節一直到
[00:05:19.900 --> 00:05:20.940]  現在
[00:05:20.940 --> 00:05:24.260]  和繼續下去到耶穌基督回來的那段時間
[00:05:24.260 --> 00:05:25.800]  有兩個情況
[00:05:25.800 --> 00:05:27.600]  有兩個現象
[00:05:27.600 --> 00:05:32.460]  這兩個現象其實對我今天在香港都很重要
[00:05:32.460 --> 00:05:35.280]  我希望神的話語感動你和我
[00:05:35.280 --> 00:05:37.060]  我相信
[00:05:37.060 --> 00:05:38.340]  這個情況
[00:05:38.340 --> 00:05:39.360]  今天的經文
[00:05:39.360 --> 00:05:41.160]  對你和我都有一個激勵
[00:05:41.160 --> 00:05:43.460]  我知道大家都辛苦
[00:05:43.460 --> 00:05:46.800]  因為過去那三個月香港風風雨雨
[00:05:48.080 --> 00:05:50.620]  有時真是令到我們很難過
[00:05:50.620 --> 00:05:52.160]  擔心
[00:05:52.160 --> 00:05:53.700]  憤怒
[00:05:53.700 --> 00:05:54.980]  但是
[00:05:54.980 --> 00:05:58.300]  今天經文你看完之後
[00:05:58.300 --> 00:06:01.120]  如果你在上帝面前安靜
[00:06:01.120 --> 00:06:02.920]  謙卑默想
[00:06:02.920 --> 00:06:04.960]  你就好像吃了一劑
[00:06:04.960 --> 00:06:05.740]  涼茶
[00:06:05.740 --> 00:06:07.520]  或者更好
[00:06:07.520 --> 00:06:08.540]  你會很舒服
[00:06:08.540 --> 00:06:09.820]  你會很感謝神
[00:06:09.820 --> 00:06:11.360]  你會充滿信心
[00:06:11.360 --> 00:06:12.640]  是不是真的
[00:06:12.640 --> 00:06:13.420]  黃牧師
[00:06:13.420 --> 00:06:15.460]  聽下去
[00:06:16.220 --> 00:06:20.560]  涼茶就不是我煮給你的
[00:06:20.560 --> 00:06:22.100]  是上帝給你的
[00:06:22.100 --> 00:06:24.660]  我在外國幾十年沒有機會喝涼茶
[00:06:24.660 --> 00:06:27.220]  通常有病的時候喝可樂
[00:06:27.220 --> 00:06:30.040]  但是涼茶應該好一點
[00:06:30.040 --> 00:06:36.700]  五巡節有兩個現象第一個現象就是聖靈的囂冠
[00:06:36.700 --> 00:06:38.740]  聖靈的囂冠
[00:06:38.740 --> 00:06:41.300]  第二個現象就是天災
[00:06:41.300 --> 00:06:42.580]  人禍
[00:06:44.880 --> 00:06:46.940]  如何看到聖靈的囂冠呢?
[00:06:46.940 --> 00:06:49.480]  《使徒行尊》第二章21節就說
[00:06:49.480 --> 00:06:54.340]  那時凡求告主明的
[00:06:54.340 --> 00:06:56.140]  就必得救
[00:06:56.140 --> 00:06:58.440]  上帝在五巡節
[00:06:58.440 --> 00:07:00.240]  聖靈降臨
[00:07:00.240 --> 00:07:02.020]  在使徒身上
[00:07:02.020 --> 00:07:05.360]  他們講各不同地方的語言
[00:07:05.360 --> 00:07:07.140]  叫很多人信主
[00:07:07.140 --> 00:07:12.020]  上帝說我要將我的靈囂冠凡有血氣的
[00:07:12.520 --> 00:07:15.840]  少年人要說義言老年人要作義夢
[00:07:15.840 --> 00:07:17.640]  這個
[00:07:17.640 --> 00:07:20.460]  那時凡求告主明的就必得救
[00:07:20.460 --> 00:07:23.780]  根據教會的
[00:07:23.780 --> 00:07:25.820]  歷史研究
[00:07:25.820 --> 00:07:28.900]  現在基督教
[00:07:28.900 --> 00:07:29.920]  已經
[00:07:29.920 --> 00:07:32.220]  佈滿了全世界
[00:07:32.220 --> 00:07:34.280]  這個地圖上面所看的
[00:07:34.280 --> 00:07:36.060]  有深色有淺色
[00:07:36.060 --> 00:07:37.100]  深色的
[00:07:37.100 --> 00:07:38.880]  就是多基督徒的地方
[00:07:38.880 --> 00:07:39.660]  淺色的
[00:07:39.900 --> 00:07:43.480]  就是少一點基督徒的地方但無論深色淺色
[00:07:43.480 --> 00:07:47.580]  基督教已經到了差不多全世界每一個國家
[00:07:47.580 --> 00:07:48.600]  剩下幾個
[00:07:48.600 --> 00:07:50.140]  很少的地方
[00:07:50.140 --> 00:07:53.460]  那些少數民族還沒有聖經
[00:07:53.460 --> 00:07:58.340]  譬如
[00:07:58.340 --> 00:08:00.120]  公元18年
[00:08:00.120 --> 00:08:04.480]  使徒約翰寫最後一卷書的時候
[00:08:04.480 --> 00:08:06.520]  公元18年
[00:08:06.520 --> 00:08:09.340]  基督徒的人口只有2萬5千人
[00:08:09.860 --> 00:08:10.620]  即是由
[00:08:10.620 --> 00:08:14.460]  從公元30年傳福音到18年
[00:08:14.460 --> 00:08:17.020]  那70年就有2萬5千人信耶穌
[00:08:17.020 --> 00:08:22.140]  但你知不知道過了200年當君士坦丁在位的時候
[00:08:22.140 --> 00:08:24.200]  羅馬帝國有多少人
[00:08:24.200 --> 00:08:25.220]  有多少基督徒
[00:08:25.220 --> 00:08:26.240]  千幾萬
[00:08:26.240 --> 00:08:27.780]  有些說是2000萬
[00:08:27.780 --> 00:08:29.320]  羅馬
[00:08:29.320 --> 00:08:32.380]  城市裏面40%是基督徒
[00:08:32.380 --> 00:08:34.440]  那200年
[00:08:34.440 --> 00:08:37.000]  教會飽受逼迫
[00:08:37.000 --> 00:08:39.300]  門徒被燒死
[00:08:39.560 --> 00:08:41.100]  放在獅子坑裏面
[00:08:41.100 --> 00:08:43.400]  鬥鬥場裏面被殺
[00:08:43.400 --> 00:08:47.760]  但竟然由2萬5千人到差不多2000萬人
[00:08:47.760 --> 00:08:50.060]  教會被興起
[00:08:50.060 --> 00:08:54.660]  講返近些中國1949年
[00:08:54.660 --> 00:08:59.780]  中國共產黨統治中國的時候
[00:08:59.780 --> 00:09:03.120]  基督徒的人口80萬
[00:09:03.120 --> 00:09:05.160]  現在幾千萬
[00:09:05.680 --> 00:09:11.820]  所以看到福音聖靈的囂冠教會的增長
[00:09:11.820 --> 00:09:15.400]  是沒有任何政權可以攔阻
[00:09:15.400 --> 00:09:20.280]  耶穌基督說我要建立我的教會陰間的權勢不能勝過祂
[00:09:20.280 --> 00:09:25.900]  你們在地上捆綁在天上捆綁在地上釋放在天上釋放
[00:09:25.900 --> 00:09:28.200]  我們信徒是有耶穌基督的權柄
[00:09:28.200 --> 00:09:29.740]  是很厲害
[00:09:29.740 --> 00:09:33.080]  我們厲害後面不是我們叻而是上帝
[00:09:33.080 --> 00:09:35.640]  不過這樣
[00:09:36.400 --> 00:09:38.440]  但仍然有好多地方
[00:09:38.440 --> 00:09:41.520]  福音雖然傳到但傳得不好
[00:09:41.520 --> 00:09:43.060]  但未興旺
[00:09:43.060 --> 00:09:46.900]  譬如我上個禮拜一個禮拜前去了台灣
[00:09:46.900 --> 00:09:49.460]  台灣
[00:09:49.460 --> 00:09:56.880]  和牧者聊天我們和幾個國家的播道會在台灣計劃宣教直臺
[00:09:56.880 --> 00:09:59.180]  我遲些會講多些給大家聽
[00:09:59.180 --> 00:10:01.240]  有位當地的牧者說
[00:10:01.740 --> 00:10:06.080]  照他所知台灣是全世界唯一一個地區
[00:10:06.080 --> 00:10:09.160]  還沒有屬靈的甦醒
