
[00:00:00.000 --> 00:00:03.600]  今日我哋嚟到《離希米記》嘅第四章
[00:00:03.600 --> 00:00:06.800]  令我諗起一個歷史故事
[00:00:06.800 --> 00:00:10.000]  話說秦朝末年天下大亂嘅時候
[00:00:10.000 --> 00:00:13.800]  當時大家都好不滿秦朝嘅苛政
[00:00:13.800 --> 00:00:16.000]  唔少人都起來反抗
[00:00:16.000 --> 00:00:20.000]  當時勢力最大嘅就係西楚霸王項羽
[00:00:20.000 --> 00:00:22.000]  同埋漢王劉邦
[00:00:22.000 --> 00:00:24.000]  佢哋兩個為咗爭天下
[00:00:24.000 --> 00:00:27.000]  苦戰咗四年幾都分唔出勝負
[00:00:27.000 --> 00:00:29.800]  後來項羽同埋劉邦就定咗一個和約
[00:00:29.800 --> 00:00:33.000]  用洪溝為界 毋不侵犯
[00:00:33.000 --> 00:00:36.000]  但係劉邦居然偷偷嘅毀約
[00:00:36.000 --> 00:00:38.000]  佢趁住項羽撤兵嘅時候
[00:00:38.000 --> 00:00:41.000]  就帶住啲軍隊追擊佢
[00:00:41.000 --> 00:00:46.000]  將楚國嘅軍兵逼到去該下嗰地方
[00:00:46.000 --> 00:00:50.000]  呢個時候項羽嘅軍糧好快就要食曬啦
[00:00:50.000 --> 00:00:53.000]  又畀漢軍重重包圍
[00:00:53.000 --> 00:00:55.000]  情勢非常之危急
[00:00:55.000 --> 00:01:00.000]  但係劉邦其實仲有啲驚呢位蓋世英雄
[00:01:00.000 --> 00:01:02.000]  所以暫時就按兵不動
[00:01:02.000 --> 00:01:05.000]  呢個時候張良就獻計
[00:01:05.000 --> 00:01:08.000]  佢建議劉邦改用心理戰
[00:01:08.000 --> 00:01:14.000]  調咗一大班嘅漢軍練習唱楚國嘅歌曲
[00:01:14.000 --> 00:01:17.000]  喺一個漆黑寂靜嘅夜晚
[00:01:17.000 --> 00:01:20.000]  張良佢忽然吹起燒鈴
[00:01:20.000 --> 00:01:25.000]  命令圍住喺楚軍軍營以外嗰啲嘅漢軍
[00:01:25.000 --> 00:01:29.000]  開始唱起一啲嘅悲戚嘅楚國
[00:01:29.000 --> 00:01:33.000]  歌聲淒淒迴盪去到軍營裏面
[00:01:33.000 --> 00:01:35.000]  令到楚國嘅士兵呢
[00:01:35.000 --> 00:01:37.000]  佢哋就諗返起佢哋嘅家鄉
[00:01:37.000 --> 00:01:39.000]  呢個嘅思鄉情緒
[00:01:39.000 --> 00:01:43.000]  令到佢哋呢不禁都傷心落淚
[00:01:43.000 --> 00:01:45.000]  項羽聽到呢啲嘅楚國
[00:01:45.000 --> 00:01:48.000]  佢都低聲嘅飲入
[00:01:48.000 --> 00:01:53.000]  佢見到跟住佢自己征戰多年嘅呢班子弟兵
[00:01:53.000 --> 00:01:56.000]  一個個都黯然神傷嘅樣
[00:01:56.000 --> 00:02:01.000]  佢一時之間就失去咗決一死戰呢一種嘅決心
[00:02:01.000 --> 00:02:02.000]  呢個時候
[00:02:02.000 --> 00:02:04.000]  項羽最深愛嘅餘姬
[00:02:04.000 --> 00:02:06.000]  佢知道大勢已去
[00:02:06.000 --> 00:02:08.000]  佢就拔劍自殺
[00:02:08.000 --> 00:02:10.000]  項羽見到咁樣嘅情景
[00:02:10.000 --> 00:02:15.000]  諗到自己都冇面再去返去見江東父老
[00:02:15.000 --> 00:02:18.000]  佢就攞住一柄嘅寶劍騎住馬
[00:02:18.000 --> 00:02:20.000]  衝出重圍
[00:02:20.000 --> 00:02:24.000]  喺烏江邊上面舉劍自刎而死
[00:02:24.000 --> 00:02:26.000]  所以我哋今日呢
[00:02:26.000 --> 00:02:28.000]  有一句嘅成語叫做
[00:02:28.000 --> 00:02:29.000]  四面楚歌
[00:02:29.000 --> 00:02:31.000]  形容一個人四面受敵
[00:02:31.000 --> 00:02:34.000]  孤立無援嘅咁樣嘅境況
[00:02:34.000 --> 00:02:36.000]  一代名將
[00:02:36.000 --> 00:02:39.000]  最後佢唔係戰死沙場
[00:02:39.000 --> 00:02:42.000]  佢係因為敵方傳嚟嘅聲音
[00:02:42.000 --> 00:02:45.000]  打敗咗每個人嗰個嘅心
[00:02:45.000 --> 00:02:49.000]  我哋今日都身處於一個分裂嘅社會
[00:02:49.000 --> 00:02:53.000]  但係相對於戰爭係比較和平
[00:02:53.000 --> 00:02:54.000]  我就諗啦
[00:02:54.000 --> 00:02:56.000]  最重要嘅戰線
[00:02:56.000 --> 00:02:59.000]  唔再係外面肉眼所能見到
[00:02:59.000 --> 00:03:02.000]  而係真係喺我哋每一個人嘅內心
[00:03:02.000 --> 00:03:04.000]  有時候生活逼人
[00:03:04.000 --> 00:03:06.000]  面對家人會患病
[00:03:06.000 --> 00:03:08.000]  工作有壓力
[00:03:08.000 --> 00:03:10.000]  社會好分裂
[00:03:10.000 --> 00:03:13.000]  感覺就好似四面楚歌一樣
[00:03:13.000 --> 00:03:14.000]  嗰啲嘅壓迫感
[00:03:14.000 --> 00:03:16.000]  其實嚟自我哋嘅內心
[00:03:16.000 --> 00:03:19.000]  呢個世界好多扭曲咗嘅價值觀
[00:03:19.000 --> 00:03:21.000]  不停咁樣衝擊我哋嘅信心
[00:03:21.000 --> 00:03:24.000]  恐嚇我哋要跟呢個世俗嘅眼光
[00:03:24.000 --> 00:03:27.000]  其他嘅人嘅價值觀嚟到做事
[00:03:27.000 --> 00:03:29.000]  所以我哋更加好需要嘅
[00:03:29.000 --> 00:03:31.000]  去到上帝面前
[00:03:31.000 --> 00:03:33.000]  按照佢嘅亮光同埋話語
[00:03:33.000 --> 00:03:36.000]  嚟到去分辨呢啲唔同嘅聲音
[00:03:36.000 --> 00:03:39.000]  撥開嗰啲唔合乎真理嘅
[00:03:39.000 --> 00:03:41.000]  然之後堅持喺當中
[00:03:41.000 --> 00:03:43.000]  嚟到去行出真理
[00:03:43.000 --> 00:03:44.000]  我哋今日讀嘅經文
[00:03:44.000 --> 00:03:45.000]  頭先大家讀嘅
[00:03:45.000 --> 00:03:49.000]  喺《尼希米記》四章一至到七節
[00:03:49.000 --> 00:03:52.000]  前幾個禮拜我哋已經睇過
[00:03:52.000 --> 00:03:54.000]  尼希米佢好認真咁樣
[00:03:54.000 --> 00:03:57.000]  嚟到去向上帝呼求
[00:03:57.000 --> 00:03:59.000]  後來上帝為佢開路
[00:03:59.000 --> 00:04:03.000]  王就畀呢一班猶大人去修造城牆
[00:04:03.000 --> 00:04:05.000]  但係其他周圍嘅民族
[00:04:05.000 --> 00:04:07.000]  並唔認同
[00:04:07.000 --> 00:04:09.000]  佢哋所受嘅攻擊
[00:04:09.000 --> 00:04:12.000]  包括東南西北四個方向
[00:04:12.000 --> 00:04:14.000]  喺四章一節嗰度
[00:04:14.000 --> 00:04:19.000]  森巴拉係北面撒瑪利亞人嘅首領
[00:04:19.000 --> 00:04:20.000]  四章三節
[00:04:20.000 --> 00:04:22.000]  阿摩人多比亞
[00:04:22.000 --> 00:04:26.000]  阿摩人係佢哋東面嘅鄰舍
[00:04:26.000 --> 00:04:28.000]  之後如果你繼續讀落去
[00:04:28.000 --> 00:04:30.000]  去到七節嗰度
[00:04:30.000 --> 00:04:34.000]  講到西面嘅阿什特人攻擊佢哋
[00:04:34.000 --> 00:04:36.000]  仲有南面就係阿拉伯人
[00:04:36.000 --> 00:04:38.000]  喺尼希米記二章十九節
[00:04:38.000 --> 00:04:40.000]  同埋呢度四章七節
[00:04:40.000 --> 00:04:43.000]  兩度都講到呢班人嘅攻擊
[00:04:43.000 --> 00:04:46.000]  嚟自東南西北四面嘅聲音
[00:04:46.000 --> 00:04:48.000]  好似四面楚歌一樣
[00:04:48.000 --> 00:04:52.000]  一齊去攻擊猶大人嘅內心同埋情緒
[00:04:52.000 --> 00:04:54.000]  當中佢哋嘅攻擊
[00:04:54.000 --> 00:04:57.000]  包括恥笑佢哋
[00:04:57.000 --> 00:05:01.000]  藐視同埋毀謗佢哋
[00:05:01.000 --> 00:05:02.000]  你繼續讀落去
[00:05:02.000 --> 00:05:03.000]  四章八節
[00:05:03.000 --> 00:05:08.000]  原來啲人同謀嚟到去攻擊耶路撒冷
[00:05:08.000 --> 00:05:09.000]  謀害佢哋
[00:05:09.000 --> 00:05:11.000]  十節嗰度講到呢
[00:05:11.000 --> 00:05:14.000]  佢哋想打擊佢哋嘅士氣
[00:05:14.000 --> 00:05:16.000]  使到佢哋灰心
[00:05:16.000 --> 00:05:19.000]  到十一節更加恐嚇佢哋
[00:05:19.000 --> 00:05:21.000]  話要殺害佢哋
[00:05:21.000 --> 00:05:23.000]  呢啲攻擊毀謗謀害
[00:05:23.000 --> 00:05:26.000]  一路到尼希米記第六章
[00:05:26.000 --> 00:05:28.000]  仍然繼續出現
[00:05:28.000 --> 00:05:31.000]  可能唔少人你都試過
[00:05:31.000 --> 00:05:33.000]  決心去做一件事
[00:05:33.000 --> 00:05:36.000]  可能起初睇起嚟都幾順利
[00:05:36.000 --> 00:05:38.000]  或者你都好肯定
[00:05:38.000 --> 00:05:40.000]  係上帝嘅心意
