
[00:00:00.000 --> 00:00:07.000]  請大家打開耳塞耳書的第一章
[00:00:07.000 --> 00:00:14.000]  我們今天有很大的挑戰
[00:00:14.000 --> 00:00:19.000]  因為我們在這麼短的時間內要講完耳塞耳書的一至十二章
[00:00:19.000 --> 00:00:21.000]  耳塞耳書的一至十二章
[00:00:21.000 --> 00:00:24.000]  我們在未講到之先
[00:00:24.000 --> 00:00:27.000]  我想先在隱形裏面回應一下
[00:00:27.000 --> 00:00:31.000]  弟兄姊妹要知道究竟現在發生什麼事
[00:00:31.000 --> 00:00:33.000]  有些弟兄姊妹會問
[00:00:33.000 --> 00:00:36.000]  為什麼基督徒會這麼激進
[00:00:36.000 --> 00:00:40.000]  或者是現在整個主流的
[00:00:40.000 --> 00:00:42.000]  我們不可以講主流
[00:00:42.000 --> 00:00:49.000]  我們只能夠說現在是霸佔了傳媒的聲音的人
[00:00:49.000 --> 00:00:51.000]  究竟在講什麼
[00:00:51.000 --> 00:00:55.000]  為什麼和我們傳統的看法是這麼不一樣呢
[00:00:55.000 --> 00:00:57.000]  如果有機會的話
[00:00:57.000 --> 00:00:59.000]  弟兄姊妹其實正在經歷的人
[00:00:59.000 --> 00:01:01.000]  可能都不知自己正在經歷什麼
[00:01:01.000 --> 00:01:04.000]  因為在這一代年輕的一代
[00:01:04.000 --> 00:01:05.000]  最大的問題是什麼呢
[00:01:05.000 --> 00:01:07.000]  就是不看歷史
[00:01:07.000 --> 00:01:13.000]  如果你上網去打四個字叫做解放神學
[00:01:13.000 --> 00:01:15.000]  你大概會知道答案
[00:01:15.000 --> 00:01:17.000]  在二十世紀七十年代
[00:01:17.000 --> 00:01:21.000]  在拉丁美洲天主教形成了一股的神學
[00:01:21.000 --> 00:01:24.000]  這套神學叫做解放神學
[00:01:24.000 --> 00:01:27.000]  解放神學最主要關注的是
[00:01:27.000 --> 00:01:31.000]  人間制度的公平正義的問題
[00:01:31.000 --> 00:01:34.000]  例如貧窮世襲化
[00:01:34.000 --> 00:01:38.000]  經濟資源的集中在少數人的手上
[00:01:38.000 --> 00:01:42.000]  還有種族歧視的問題等等
[00:01:42.000 --> 00:01:48.000]  這都是解放神學所要解放的對象
[00:01:48.000 --> 00:01:54.000]  再加上人認為可以靠著自己的努力
[00:01:54.000 --> 00:01:58.000]  抗爭、爭辯、奮鬥
[00:01:58.000 --> 00:02:02.000]  可以建立一個公平公義的社會
[00:02:02.000 --> 00:02:05.000]  所以就開始知道為什麼部分的基督徒
[00:02:05.000 --> 00:02:11.000]  那個行動、言語是這麼激烈的
[00:02:11.000 --> 00:02:12.000]  但我們看回聖經
[00:02:12.000 --> 00:02:14.000]  我再說弟兄姊妹
[00:02:14.000 --> 00:02:17.000]  在下半年的講道是很不中聽的
[00:02:17.000 --> 00:02:22.000]  跟你姐弟說的話是很不中聽的
[00:02:22.000 --> 00:02:24.000]  但我說的是聖經
[00:02:24.000 --> 00:02:26.000]  無論你多不中聽
[00:02:26.000 --> 00:02:28.000]  我是很堅持的
[00:02:28.000 --> 00:02:30.000]  我不會討你的喜悅
[00:02:30.000 --> 00:02:32.000]  我是在宣講聖經的話語
[00:02:32.000 --> 00:02:33.000]  我們在看
[00:02:33.000 --> 00:02:37.000]  牧師,聖經也有很多種解釋
[00:02:37.000 --> 00:02:40.000]  我們這個講法是一個謊言
[00:02:40.000 --> 00:02:43.000]  如果聖經可以有很多種解釋的話
[00:02:43.000 --> 00:02:46.000]  今天我們就沒有絕對的真理
[00:02:46.000 --> 00:02:49.000]  我們知道聖經有很多的解釋
[00:02:49.000 --> 00:02:54.000]  是不會影響到我們最核心的真理和價值觀的
[00:02:54.000 --> 00:02:58.000]  我們看看在以賽亞書1到12章
[00:02:58.000 --> 00:03:00.000]  我們提到聖傑的主
[00:03:00.000 --> 00:03:03.000]  和這個擴張境界的關係
[00:03:03.000 --> 00:03:06.000]  既然他是聖傑的主,傳遞的主的話
[00:03:06.000 --> 00:03:08.000]  我們就要去傳揚
[00:03:08.000 --> 00:03:10.000]  他要我們傳揚的訊息
[00:03:10.000 --> 00:03:13.000]  這個訊息是大部分人不願意聽
[00:03:13.000 --> 00:03:14.000]  不願意跟從的
[00:03:14.000 --> 00:03:17.000]  正正因為這樣,我們更加要堅持
[00:03:17.000 --> 00:03:19.000]  令到上帝在你面前
[00:03:19.000 --> 00:03:21.000]  去剛強壯膽的
[00:03:21.000 --> 00:03:23.000]  去宣揚神的說話
[00:03:23.000 --> 00:03:25.000]  所以跟你介紹第一節節目說一聲
[00:03:25.000 --> 00:03:27.000]  你要剛強壯膽
[00:03:27.000 --> 00:03:29.000]  在危難當中
[00:03:29.000 --> 00:03:32.000]  耶和華是我們唯一的倚靠
[00:03:32.000 --> 00:03:33.000]  以賽亞提到
[00:03:33.000 --> 00:03:36.000]  原來人最容易發生的問題是什麼呢?
[00:03:36.000 --> 00:03:39.000]  我們最容易就是用其他的代替品
[00:03:39.000 --> 00:03:42.000]  去成為了我們的倚靠
[00:03:42.000 --> 00:03:44.000]  那位獨一的,唯一的上帝
[00:03:44.000 --> 00:03:46.000]  不成為我們揀選的
[00:03:46.000 --> 00:03:48.000]  反而我們揀選的
[00:03:48.000 --> 00:03:51.000]  是祂以外的所有的東西
[00:03:51.000 --> 00:03:53.000]  以色列人最主要的罪
[00:03:53.000 --> 00:03:56.000]  是對神沒有信靠的心
[00:03:56.000 --> 00:03:59.000]  我們知道信徒有三個層次
[00:03:59.000 --> 00:04:00.000]  第一個層次
[00:04:00.000 --> 00:04:04.000]  是對上帝完全沒有信靠的心
[00:04:04.000 --> 00:04:05.000]  這種信徒
[00:04:05.000 --> 00:04:06.000]  某程度上
[00:04:06.000 --> 00:04:10.000]  我們不知道可不可以叫做信徒
[00:04:10.000 --> 00:04:11.000]  聽清楚我說
[00:04:11.000 --> 00:04:12.000]  有些信徒
[00:04:12.000 --> 00:04:15.000]  是完全對上帝沒有信靠的心
[00:04:15.000 --> 00:04:16.000]  這種信徒
[00:04:16.000 --> 00:04:18.000]  我們不知道可不可以稱為信徒
[00:04:18.000 --> 00:04:20.000]  這個答案就是相當於天堂
[00:04:20.000 --> 00:04:22.000]  我才可以有答案
[00:04:22.000 --> 00:04:23.000]  第二種的信徒
[00:04:23.000 --> 00:04:25.000]  是大部分的信徒
[00:04:25.000 --> 00:04:26.000]  是會怎樣處理呢?
[00:04:26.000 --> 00:04:32.000]  神是我們其中一個可以靠的
[00:04:32.000 --> 00:04:34.000]  聽清楚我說
[00:04:34.000 --> 00:04:35.000]  第二種的信徒
[00:04:35.000 --> 00:04:37.000]  這個是比較普遍
[00:04:37.000 --> 00:04:40.000]  和是多的信徒的選擇
[00:04:40.000 --> 00:04:45.000]  就是神只不過是我們其中一個可以靠的
[00:04:45.000 --> 00:04:48.000]  當我們用盡所有的方法
[00:04:48.000 --> 00:04:50.000]  我們所有人的脈絡
[00:04:50.000 --> 00:04:52.000]  都解決不了我們的問題的時候
[00:04:52.000 --> 00:04:58.000]  我們就會去嘗試尋找上帝
[00:04:58.000 --> 00:04:59.000]  嘗試一下祈禱
[00:04:59.000 --> 00:05:03.000]  所以上帝是成為了我們在危難當中
[00:05:03.000 --> 00:05:06.000]  其中一個可以靠的
[00:05:06.000 --> 00:05:11.000]  你見到全球的方派教會的祈禱會
[00:05:11.000 --> 00:05:15.000]  你就知道全球的方派的信徒
[00:05:15.000 --> 00:05:19.000]  大部分都是用這種心態去面對上帝
[00:05:19.000 --> 00:05:24.000]  祈禱會再不成為信徒最主要的聚會的原因
[00:05:24.000 --> 00:05:27.000]  因為信徒根本不相信祈禱
[00:05:27.000 --> 00:05:29.000]  當信徒不相信祈禱
[00:05:29.000 --> 00:05:32.000]  就是不相信這位上帝是可以靠的
[00:05:32.000 --> 00:05:34.000]  當我們走到絕路
[00:05:34.000 --> 00:05:35.000]  無望的時候
[00:05:35.000 --> 00:05:39.000]  我們才想起原來我可以祈禱
[00:05:39.000 --> 00:05:42.000]  這種是很可憐的信徒
[00:05:42.000 --> 00:05:44.000]  在《耳塞俠書》一至十二章
[00:05:44.000 --> 00:05:46.000]  耳塞俠要嘗試宣告一個信息
[00:05:46.000 --> 00:05:49.000]  上帝不是我們不可以靠的那個
[00:05:49.000 --> 00:05:52.000]  上帝不是我們可以靠的其中一位
[00:05:52.000 --> 00:05:56.000]  上帝是我們唯一可以靠的
[00:05:56.000 --> 00:05:57.000]  跟你鄰居說一聲
[00:05:57.000 --> 00:06:01.000]  上帝是你唯一可以靠的
[00:06:01.000 --> 00:06:04.000]  在《耳塞俠書》一章第四至上半節這樣說
[00:06:04.000 --> 00:06:06.000]  禍災是犯罪的國民
[00:06:06.000 --> 00:06:08.000]  擔著罪孽的百姓
[00:06:08.000 --> 00:06:10.000]  行惡的種族類
[00:06:10.000 --> 00:06:12.000]  敗壞的兒女
[00:06:12.000 --> 00:06:15.000]  雖然百姓行不義和作惡
[00:06:15.000 --> 00:06:20.000]  在社會上有欺壓和不公義的事情發生
[00:06:20.000 --> 00:06:23.000]  在第五章一到二十五節
[00:06:23.000 --> 00:06:25.000]  禍災你們以防接防
[00:06:25.000 --> 00:06:26.000]  以地連地
[00:06:26.000 --> 00:06:27.000]  以至不留餘地
[00:06:27.000 --> 00:06:29.000]  只顧自己獨居境內
[00:06:29.000 --> 00:06:32.000]  這種是真正的地產霸權
[00:06:32.000 --> 00:06:35.000]  他會買了以地連地
[00:06:35.000 --> 00:06:36.000]  以防連防
[00:06:36.000 --> 00:06:38.000]  還是一個人都住不完
[00:06:38.000 --> 00:06:40.000]  但是他就要霸住這個地方
[00:06:40.000 --> 00:06:43.000]  我們中國人有句很絕核的說話
[00:06:43.000 --> 00:06:45.000]  叫做山人霸死地
[00:06:45.000 --> 00:06:46.000]  我們見到的
[00:06:46.000 --> 00:06:49.000]  禍災那些清晨早起
[00:06:49.000 --> 00:06:50.000]  追尋烈酒
[00:06:50.000 --> 00:06:51.000]  因酒狂熱
[00:06:51.000 --> 00:06:53.000]  流連到深夜的人
[00:06:53.000 --> 00:06:57.000]  你見到我們香港蘭桂坊就是這些人
[00:06:57.000 --> 00:07:01.000]  我們見到禍災那些清惡為善
[00:07:01.000 --> 00:07:02.000]  清善為惡
[00:07:02.000 --> 00:07:03.000]  以暗為光
[00:07:03.000 --> 00:07:05.000]  以光為暗
[00:07:05.000 --> 00:07:06.000]  以苦為甜
[00:07:06.000 --> 00:07:08.000]  以甜為苦
[00:07:08.000 --> 00:07:12.000]  你見到我們香港充斥這些人
[00:07:12.000 --> 00:07:14.000]  無論是什麼背景
[00:07:14.000 --> 00:07:18.000]  我們見到都是大話連篇
[00:07:18.000 --> 00:07:22.000]  是宣佈了一些虛假的盼望
[00:07:22.000 --> 00:07:25.000]  讓我們覺得可以靠
[00:07:25.000 --> 00:07:31.000]  甚至可以毀身於這件事在所不辭
[00:07:31.000 --> 00:07:32.000]  一瞬間
[00:07:32.000 --> 00:07:35.000]  今日我講到沒了生命危險
[00:07:35.000 --> 00:07:37.000]  下星期我不知道報紙頭條
[00:07:37.000 --> 00:07:41.000]  是不是我的名字代替了鄺寶羅
[00:07:41.000 --> 00:07:44.000]  現在講到很危險
[00:07:44.000 --> 00:07:46.000]  你不擠上網都危險
[00:07:46.000 --> 00:07:48.000]  擠上網更加危險
[00:07:48.000 --> 00:07:49.000]  我們見到的
[00:07:49.000 --> 00:07:53.000]  是這個社會不公平不公義的事情的產生
[00:07:53.000 --> 00:07:55.000]  他們最基本的罪是依靠自己
[00:07:55.000 --> 00:07:57.000]  無依靠上帝
[00:07:57.000 --> 00:07:59.000]  搞清楚核心問題
[00:07:59.000 --> 00:08:01.000]  搞清楚核心問題
[00:08:01.000 --> 00:08:03.000]  有些人你今日聽到的時候
[00:08:03.000 --> 00:08:05.000]  會揀選你自己喜歡聽的
[00:08:05.000 --> 00:08:07.000]  但我想你清楚理解
[00:08:07.000 --> 00:08:10.000]  整篇講章裏你不要和我斷章取義
[00:08:10.000 --> 00:08:13.000]  在整篇講章裏你會很清楚見到
[00:08:13.000 --> 00:08:16.000]  是神所看到的問題和你看到的問題
[00:08:16.000 --> 00:08:21.000]  神的解決方案和你解決的方案是背道而馳
[00:08:21.000 --> 00:08:23.000]  他提到的一章第四節後半節
[00:08:23.000 --> 00:08:24.000]  他們利器耶和華
[00:08:24.000 --> 00:08:25.000]  藐視以私烈的聖者
[00:08:25.000 --> 00:08:26.000]  背向他
[00:08:26.000 --> 00:08:28.000]  與他疏遠
[00:08:28.000 --> 00:08:30.000]  這個是最核心的問題
[00:08:30.000 --> 00:08:32.000]  所以你見到的
[00:08:32.000 --> 00:08:33.000]  他們沒有依靠耶和華
[00:08:33.000 --> 00:08:36.000]  他們所障礙的反而是不可勝數
[00:08:36.000 --> 00:08:39.000]  因為我們障礙的是不可依靠的東西
[00:08:39.000 --> 00:08:40.000]  既然不可依靠
[00:08:40.000 --> 00:08:42.000]  我們就要餵得更多
[00:08:42.000 --> 00:08:43.000]  我們覺得餵得更多
[00:08:43.000 --> 00:08:44.000]  就越有安全感
[00:08:44.000 --> 00:08:46.000]  養越多就越有安全
[00:08:46.000 --> 00:08:48.000]  但是不可靠加不可靠
[00:08:48.000 --> 00:08:51.000]  再加不可靠再加不可靠的結論
[00:08:51.000 --> 00:08:54.000]  都是不可靠
[00:08:54.000 --> 00:08:56.000]  你看看以色列人依靠的是什麼
[00:08:56.000 --> 00:08:57.000]  他們的糧食
[00:08:57.000 --> 00:08:58.000]  他們的食水
[00:08:58.000 --> 00:08:59.000]  他們的勇士
[00:08:59.000 --> 00:09:00.000]  他們的戰士
[00:09:00.000 --> 00:09:01.000]  審判官
[00:09:01.000 --> 00:09:02.000]  先知
[00:09:02.000 --> 00:09:03.000]  占卜的
[00:09:03.000 --> 00:09:04.000]  長老
[00:09:04.000 --> 00:09:05.000]  五十夫長
[00:09:05.000 --> 00:09:06.000]  尊貴人
[00:09:06.000 --> 00:09:07.000]  謀事
[00:09:07.000 --> 00:09:08.000]  有巧藝的
[00:09:08.000 --> 00:09:10.000]  以及妙行法術的
[00:09:10.000 --> 00:09:12.000]  有通靈的
[00:09:12.000 --> 00:09:13.000]  有權勢的
[00:09:13.000 --> 00:09:15.000]  甚至先知
[00:09:15.000 --> 00:09:16.000]  是他們所依靠
[00:09:16.000 --> 00:09:19.000]  但是依靠先知也是一個錯誤
[00:09:19.000 --> 00:09:22.000]  因為我們除神以外
[00:09:22.000 --> 00:09:25.000]  是別無依靠的
[00:09:25.000 --> 00:09:27.000]  今天有人回依靠先知
[00:09:27.000 --> 00:09:28.000]  問問先知
[00:09:28.000 --> 00:09:30.000]  究竟上帝想我做些什麼
[00:09:30.000 --> 00:09:32.000]  連這樣都是錯的
[00:09:32.000 --> 00:09:35.000]  對不起
[00:09:35.000 --> 00:09:38.000]  因為我們的依靠
[00:09:38.000 --> 00:09:41.000]  是唯有耶和華
[00:09:41.000 --> 00:09:45.000]  耶和華不是我們眾選擇當中的其中一個
[00:09:45.000 --> 00:09:48.000]  亞克斯王就被稱為
[00:09:48.000 --> 00:09:51.000]  不可信的城市的象徵
[00:09:51.000 --> 00:09:53.000]  這個皇帝代表了
[00:09:53.000 --> 00:09:57.000]  是不信神的一個表表者
[00:09:57.000 --> 00:09:58.000]  他的罪
[00:09:58.000 --> 00:10:01.000]  基本上就認為神是不可靠的
[00:10:01.000 --> 00:10:02.000]  他的罪
[00:10:02.000 --> 00:10:04.000]  就是信心的錯置
[00:10:04.000 --> 00:10:05.000]  放在了人
[00:10:05.000 --> 00:10:08.000]  放在了自己的身上
[00:10:08.000 --> 00:10:13.000]  以色列人三番四次的被形容為驕傲的
[00:10:13.000 --> 00:10:16.000]  在三章十六節到四十一節
[00:10:16.000 --> 00:10:19.000]  因為人依靠上帝的原動力
[00:10:19.000 --> 00:10:20.000]  是來自什麼呢
[00:10:20.000 --> 00:10:22.000]  是來自驕傲
[00:10:22.000 --> 00:10:24.000]  人不肯接受上帝
