
[00:00:00.000 --> 00:00:02.000]  近期香港呢
[00:00:02.000 --> 00:00:03.400]  都
[00:00:03.400 --> 00:00:05.400]  如果你看新聞
[00:00:05.400 --> 00:00:06.520]  很多報導呢
[00:00:06.520 --> 00:00:08.320]  對政府都是
[00:00:08.320 --> 00:00:10.200]  沒有什麼正面消息的
[00:00:10.200 --> 00:00:12.200]  但是近期呢
[00:00:12.200 --> 00:00:13.280]  是有一個
[00:00:13.280 --> 00:00:16.440]  政府的部門是被人讚的
[00:00:16.440 --> 00:00:18.920]  有沒有留意呀
[00:00:18.920 --> 00:00:21.080]  就是ICAC了
[00:00:21.080 --> 00:00:22.640]  是不是
[00:00:22.640 --> 00:00:24.280]  就是廉政公署
[00:00:24.280 --> 00:00:26.120]  那為什麼被人讚呢
[00:00:26.120 --> 00:00:27.800]  就因為剛剛
[00:00:27.800 --> 00:00:28.680]  就是
[00:00:28.680 --> 00:00:31.160]  有兩個大案
[00:00:31.160 --> 00:00:33.160]  ICAC都在這個剛剛
[00:00:33.160 --> 00:00:36.760]  新的政府上場的時候就做了
[00:00:36.760 --> 00:00:39.360]  我想我們都聽到新聞
[00:00:39.360 --> 00:00:42.760]  前政務司
[00:00:42.760 --> 00:00:44.040]  許仕仁
[00:00:44.040 --> 00:00:45.320]  和
[00:00:45.320 --> 00:00:46.920]  兩兄弟
[00:00:46.920 --> 00:00:48.400]  新的兩兄弟
[00:00:48.400 --> 00:00:49.600]  涉嫌什麼
[00:00:49.600 --> 00:00:51.280]  賄賂呀
[00:00:51.280 --> 00:00:52.360]  行賄呀那些
[00:00:52.360 --> 00:00:53.800]  就是
[00:00:53.800 --> 00:00:56.760]  未告他的
[00:00:56.760 --> 00:00:58.520]  捉他問話而已
[00:00:58.520 --> 00:01:01.440]  另外一單就是
[00:01:01.440 --> 00:01:03.440]  做了12天的
[00:01:03.440 --> 00:01:05.440]  什麼司呀什麼局呀
[00:01:05.440 --> 00:01:07.440]  發展局長
[00:01:07.440 --> 00:01:10.440]  都還沒熟悉名字已經下了馬
[00:01:10.440 --> 00:01:12.440]  麥齊光先生
[00:01:12.440 --> 00:01:14.440]  還有剩下幾個人
[00:01:14.440 --> 00:01:17.040]  涉嫌20多年前
[00:01:17.040 --> 00:01:19.040]  一些樓宇的
[00:01:19.040 --> 00:01:20.320]  買賣
[00:01:20.320 --> 00:01:21.400]  涉嫌
[00:01:21.400 --> 00:01:23.400]  騙政府的錢等等
[00:01:23.400 --> 00:01:25.160]  在這裏
[00:01:25.160 --> 00:01:26.920]  未審不過是
[00:01:26.920 --> 00:01:28.920]  在這裏涉嫌而已
[00:01:28.920 --> 00:01:30.920]  又要問話
[00:01:30.920 --> 00:01:32.920]  而ICAC呢
[00:01:32.920 --> 00:01:35.560]  傳媒都在這裏讚他
[00:01:35.560 --> 00:01:37.080]  其中一樣讚的就是說
[00:01:37.080 --> 00:01:39.080]  現在這個政府
[00:01:39.080 --> 00:01:42.920]  我們香港政府的政治的情況都較為
[00:01:42.920 --> 00:01:44.520]  混亂的現在
[00:01:44.520 --> 00:01:45.480]  是不是
[00:01:45.480 --> 00:01:48.840]  但是ICAC在這個混亂的當中
[00:01:48.840 --> 00:01:51.720]  仍然能夠為香港
[00:01:51.720 --> 00:01:53.080]  捍衛
[00:01:53.080 --> 00:01:57.320]  廉潔和公義的核心價值
[00:01:57.320 --> 00:01:58.120]  是不是
[00:01:58.120 --> 00:02:00.120]  而這個廉政專員
[00:02:00.120 --> 00:02:01.560]  都是新上場的
[00:02:01.560 --> 00:02:02.920]  姓白的是不是
[00:02:02.920 --> 00:02:04.440]  白允祿是不是
[00:02:04.440 --> 00:02:06.440]  他都很快很快
[00:02:06.440 --> 00:02:09.080]  就將這兩件案來做了
[00:02:09.080 --> 00:02:11.080]  所以他被人讚
[00:02:11.080 --> 00:02:12.120]  是不是
[00:02:12.120 --> 00:02:14.360]  當我看到之後我就想
[00:02:14.360 --> 00:02:16.360]  其實現在這個社會
[00:02:16.360 --> 00:02:17.880]  都
[00:02:17.880 --> 00:02:19.320]  是不是動蕩呢
[00:02:19.320 --> 00:02:21.320]  都不是的香港都OK的
[00:02:21.320 --> 00:02:23.320]  但是一個世俗的社會
[00:02:23.320 --> 00:02:25.960]  是一個資本主義的社會
[00:02:25.960 --> 00:02:29.480]  是一個都追求名利的社會
[00:02:29.480 --> 00:02:31.480]  基督徒在當中
[00:02:31.480 --> 00:02:34.840]  能不能夠為上帝去捍衛
[00:02:34.840 --> 00:02:38.280]  聖潔和公義的核心價值呢
[00:02:38.280 --> 00:02:41.160]  我們想這個問題
[00:02:41.160 --> 00:02:42.920]  而
[00:02:42.920 --> 00:02:44.440]  亞摩斯書呢
[00:02:44.440 --> 00:02:46.440]  其實就是說這件事
[00:02:46.440 --> 00:02:48.440]  其實就是說
[00:02:48.440 --> 00:02:50.760]  神的指紋
[00:02:50.760 --> 00:02:52.760]  要在地上
[00:02:52.760 --> 00:02:54.760]  是要捍衛
[00:02:54.760 --> 00:02:57.480]  上帝的聖潔公義
[00:02:57.480 --> 00:02:59.480]  這個核心價值
[00:02:59.480 --> 00:03:03.000]  亞摩斯的時候
[00:03:03.000 --> 00:03:05.000]  形勢是怎樣的呢
[00:03:05.000 --> 00:03:07.800]  在第一二節裡面提到一點
[00:03:07.800 --> 00:03:09.800]  第一節就說
[00:03:09.800 --> 00:03:11.800]  當猶大王烏西亞
[00:03:11.800 --> 00:03:14.840]  和以色列王約阿斯的兒子
[00:03:14.840 --> 00:03:17.320]  耶羅波安在位的時候
[00:03:17.320 --> 00:03:20.600]  就是這兩個皇帝在位的時候
[00:03:20.600 --> 00:03:24.680]  當時以色列已經分裂了
[00:03:24.680 --> 00:03:26.680]  南國和北國
[00:03:26.680 --> 00:03:28.680]  南國就是猶大
[00:03:28.680 --> 00:03:30.680]  北國就是以色列
[00:03:30.680 --> 00:03:32.680]  之前是一起的
[00:03:32.680 --> 00:03:34.680]  分裂了已經
[00:03:34.680 --> 00:03:36.680]  就是由耶羅波安一世的時候就開始分裂了
[00:03:36.680 --> 00:03:40.680]  而這個猶大王烏西亞
[00:03:40.680 --> 00:03:42.680]  就是南國的王
[00:03:42.680 --> 00:03:44.680]  都算是一個好皇帝
[00:03:44.680 --> 00:03:46.680]  聖經說
[00:03:46.680 --> 00:03:48.680]  他有什麼做了是好事
[00:03:48.680 --> 00:03:50.520]  是神讚他的呢
[00:03:50.520 --> 00:03:52.520]  有兩個例子
[00:03:52.520 --> 00:03:55.960]  一個就是他收到民間的錢
[00:03:55.960 --> 00:03:57.960]  都用在聖殿裡面
[00:03:57.960 --> 00:03:59.960]  作為收籌用
[00:03:59.960 --> 00:04:03.560]  過往很多皇帝收到錢之後
[00:04:03.560 --> 00:04:05.560]  很多就放在袋子裡
[00:04:05.560 --> 00:04:07.560]  這個對錢是好
[00:04:07.560 --> 00:04:09.560]  是很公義
[00:04:09.560 --> 00:04:11.560]  第二就是
[00:04:11.560 --> 00:04:14.520]  他上場之後
[00:04:14.520 --> 00:04:18.520]  殺了一個叛反的將領
[00:04:18.520 --> 00:04:20.520]  是死罪來的
[00:04:20.520 --> 00:04:22.520]  他就只殺了這個人
[00:04:22.520 --> 00:04:24.520]  沒有殺他的兒子和家人
[00:04:24.520 --> 00:04:26.520]  按照耶和華的律法去做
[00:04:26.520 --> 00:04:28.520]  但過往
[00:04:28.520 --> 00:04:30.520]  以色列皇帝上下
[00:04:30.520 --> 00:04:32.520]  一上場就怎樣
[00:04:32.520 --> 00:04:34.520]  很多都差不多殺了
[00:04:34.520 --> 00:04:36.520]  上朝的人就殺光了
[00:04:36.520 --> 00:04:38.520]  其實是違背耶和華的律法
[00:04:38.520 --> 00:04:40.520]  神就讚他
[00:04:40.520 --> 00:04:44.520]  不過他都沒有廢掉一些優壇
[00:04:44.520 --> 00:04:46.520]  就是在
[00:04:46.520 --> 00:04:48.520]  弄很多優壇給人們拜
[00:04:48.520 --> 00:04:50.520]  拜偶像
[00:04:50.520 --> 00:04:52.520]  另外一樣最好的就是
[00:04:52.520 --> 00:04:54.520]  他收復失地
[00:04:54.520 --> 00:04:56.520]  在猶大附近的
[00:04:56.520 --> 00:04:58.520]  以前的皇帝的失地
[00:04:58.520 --> 00:05:00.520]  就收回了
[00:05:00.520 --> 00:05:02.520]  他都做了52年皇帝
[00:05:02.520 --> 00:05:04.520]  所以都不短
[00:05:04.520 --> 00:05:06.520]  在猶大和以色列的歷史裡面
[00:05:06.520 --> 00:05:08.520]  做到40-50年
[00:05:08.520 --> 00:05:10.520]  是很長時間的皇帝
[00:05:10.520 --> 00:05:12.520]  所以都算是一個
[00:05:12.520 --> 00:05:14.520]  太平的時間
[00:05:14.520 --> 00:05:16.520]  特別是中段這個皇朝裡面
[00:05:16.520 --> 00:05:18.520]  再做吳約侵
[00:05:18.520 --> 00:05:20.520]  大家都可以安居樂業
[00:05:20.520 --> 00:05:22.520]  有幾十年可以大興土木
[00:05:22.520 --> 00:05:24.520]  可以安居樂業
[00:05:24.520 --> 00:05:26.520]  這是當時南國猶大的背景
[00:05:26.520 --> 00:05:28.520]  而北國呢
[00:05:28.520 --> 00:05:30.520]  以色列的背景是怎樣呢
[00:05:30.520 --> 00:05:32.520]  是耶羅波安第二世
[00:05:32.520 --> 00:05:34.520]  就是第二個這樣的名字
[00:05:34.520 --> 00:05:38.520]  他做了都有41年皇帝
[00:05:38.520 --> 00:05:40.520]  41年都算是長的
[00:05:40.520 --> 00:05:42.520]  而他又做了一樣東西
[00:05:42.520 --> 00:05:44.520]  就是將周圍的邊界
[00:05:44.520 --> 00:05:46.520]  就是那些父親或祖父失去的地
[00:05:46.520 --> 00:05:48.520]  都拿回來了
[00:05:48.520 --> 00:05:50.520]  所以都是一個
[00:05:50.520 --> 00:05:52.520]  給人有喘息的時間
[00:05:52.520 --> 00:05:54.520]  有幾十年的時間
[00:05:54.520 --> 00:05:56.520]  不過耶和華就說
[00:05:56.520 --> 00:05:58.520]  他是行惡
[00:05:58.520 --> 00:06:00.520]  那他怎樣行惡呢
[00:06:00.520 --> 00:06:02.520]  他真是很惡的
