
[00:00:00.000 --> 00:00:06.400]  我們這大半年我們都是一直在學習、查考彼得後書
[00:00:06.400 --> 00:00:10.300]  可能有時候我們中間有一些間斷
[00:00:10.300 --> 00:00:13.440]  但是每次我們在重複的時候
[00:00:13.440 --> 00:00:17.920]  也會讓大家不忘記以前所講的
[00:00:17.920 --> 00:00:22.220]  雖然可能會比較嘮叨一點
[00:00:22.220 --> 00:00:26.380]  可是多講幾次各位也就可以印象深刻
[00:00:26.380 --> 00:00:29.220]  那我們一直在講到彼得後書
[00:00:29.220 --> 00:00:30.720]  那假如有人問起
[00:00:30.720 --> 00:00:33.100]  或是你想到彼得後書的時候
[00:00:33.100 --> 00:00:36.460]  最主要有幾個字你可以表達出來嗎
[00:00:36.460 --> 00:00:41.260]  也讓我今天在開始之前再重複一下
[00:00:41.260 --> 00:00:43.460]  當我們講到彼得後書的時候
[00:00:43.460 --> 00:00:45.740]  彼得寫這封書信
[00:00:45.740 --> 00:00:47.940]  他有一個主要的目的
[00:00:47.940 --> 00:00:49.780]  這主要的目的就是說
[00:00:49.780 --> 00:00:55.020]  賈師父已經在教會中出現
[00:00:55.020 --> 00:00:58.220]  所以賈師父不是在教會以外
[00:00:58.220 --> 00:01:01.420]  不是在社會的團體裡面
[00:01:01.420 --> 00:01:03.820]  不是在社會的活動裡面
[00:01:03.820 --> 00:01:10.360]  賈師父、賈教師已經在教會裡面存在
[00:01:10.360 --> 00:01:13.400]  所以彼得在他殉道之前
[00:01:13.400 --> 00:01:18.440]  他這最後一封信聖經給我們存留下來
[00:01:18.440 --> 00:01:22.740]  講到弟兄姊妹要留意
[00:01:22.740 --> 00:01:24.440]  弟兄姊妹要注意
[00:01:24.440 --> 00:01:28.340]  因為彼得傳給他們的是一個純正的福音
[00:01:28.340 --> 00:01:30.180]  彼得傳給他們的是
[00:01:30.180 --> 00:01:34.180]  他親自在變化山上看到那位主
[00:01:34.180 --> 00:01:38.280]  可是賈師父所傳的
[00:01:38.280 --> 00:01:40.920]  虛有其表
[00:01:40.920 --> 00:01:44.360]  賈師父所講的
[00:01:44.360 --> 00:01:46.900]  真的是帶來敗壞
[00:01:46.900 --> 00:01:48.860]  所以在第一章裡面
[00:01:48.860 --> 00:01:51.660]  彼得怎麼樣勸勉弟兄姊妹
[00:01:51.660 --> 00:01:55.000]  他說你們要在信心
[00:01:55.000 --> 00:01:58.900]  你們要在知識上
[00:01:58.900 --> 00:02:09.280]  你們要在忍耐、節制、敬虔、愛弟兄、愛眾人的心
[00:02:09.280 --> 00:02:12.160]  在這些事上不可懶惰
[00:02:12.160 --> 00:02:15.160]  要因其分外的因情
[00:02:15.160 --> 00:02:16.860]  當你分外的因情
[00:02:16.860 --> 00:02:19.600]  當你追求的時候
[00:02:19.600 --> 00:02:22.360]  你就有辨別的能力
[00:02:22.360 --> 00:02:25.100]  當你不追求的時候
[00:02:25.100 --> 00:02:30.700]  賈師父用一些花言巧語來講的時候
[00:02:30.700 --> 00:02:33.140]  你就失去方向
[00:02:33.140 --> 00:02:37.620]  所以這是彼得所強調的一項
[00:02:37.620 --> 00:02:41.880]  那今天我們要看第二章的十七節
[00:02:41.880 --> 00:02:45.420]  上次我們講到第二章的第十六節
[00:02:45.420 --> 00:02:48.620]  那我就定一個題目
[00:02:48.620 --> 00:02:50.960]  就在前年的時候我就這樣說
[00:02:50.960 --> 00:02:54.020]  有真實的東西才會有仿照
[00:02:54.020 --> 00:02:57.360]  假如沒有真實的人去仿照什麼
[00:02:57.360 --> 00:03:00.240]  那人仿照就是他創造了
[00:03:00.240 --> 00:03:02.640]  那就真實必有仿照
[00:03:02.640 --> 00:03:09.580]  再加上有珍貴的真實人才會去仿照
[00:03:09.580 --> 00:03:15.220]  若沒有珍貴的真實何必花心血去仿照
[00:03:15.220 --> 00:03:19.980]  這要深深印在我們腦海裡
[00:03:19.980 --> 00:03:23.460]  假如沒有最終審判的主
[00:03:23.460 --> 00:03:26.360]  假如沒有法律的制裁
[00:03:26.360 --> 00:03:28.920]  那不是更混亂嗎
[00:03:28.920 --> 00:03:32.260]  那我就在前言裡面就定下
[00:03:32.260 --> 00:03:35.300]  神是最終審判的主
[00:03:35.300 --> 00:03:39.340]  這也是在第二章裡面一直在講
[00:03:39.340 --> 00:03:43.180]  也是在第三章裡面也會再重複的
[00:03:43.180 --> 00:03:46.340]  神是最終審判的那位
[00:03:46.340 --> 00:03:49.840]  今天假如我們社會沒有法律的制裁
[00:03:49.840 --> 00:03:53.020]  我們活在恐懼裡面
[00:03:53.020 --> 00:03:55.880]  人人都仿照
[00:03:55.880 --> 00:03:59.160]  你喝的飲料放一些東西進去
[00:03:59.160 --> 00:04:01.600]  吃起來更過癮更舒服
[00:04:01.600 --> 00:04:04.620]  可是長遠對你的影響是很大的
[00:04:04.620 --> 00:04:07.040]  奶粉裡面放一些東西進去
[00:04:07.040 --> 00:04:10.440]  小孩長大之後過了二三十年才發現
[00:04:10.440 --> 00:04:13.000]  這是很可怕的事
[00:04:13.000 --> 00:04:15.640]  同樣的在屬靈的真理裡面
[00:04:15.640 --> 00:04:18.440]  當你失去那真實的時候
[00:04:18.440 --> 00:04:23.420]  是處在同樣生活中可怕的情況
[00:04:23.420 --> 00:04:25.380]  所以目的是什麼呢
[00:04:25.380 --> 00:04:27.220]  目的
[00:04:27.220 --> 00:04:29.360]  那我們怎麼知道是仿照
[00:04:29.360 --> 00:04:31.120]  什麼是真實
[00:04:31.120 --> 00:04:33.220]  神用天地萬物
[00:04:33.220 --> 00:04:36.060]  用聖經來啟示他自己
[00:04:36.060 --> 00:04:40.600]  所以以聖經為最高的權威
[00:04:40.600 --> 00:04:42.860]  一切真理的準繩
[00:04:42.860 --> 00:04:43.940]  有人說
[00:04:43.940 --> 00:04:46.400]  聖經他的解釋我的解釋
[00:04:46.400 --> 00:04:48.540]  每個人都不一樣
[00:04:48.540 --> 00:04:54.620]  那我們力求作者所要講的
[00:04:54.620 --> 00:04:58.120]  雖然我們有時空的隔閡
[00:04:58.120 --> 00:05:00.020]  有文化的隔閡
[00:05:00.020 --> 00:05:02.620]  有語言的隔閡
[00:05:02.620 --> 00:05:07.960]  但是在追求認識神的時候
[00:05:07.960 --> 00:05:11.460]  回到原本當時的處境
[00:05:11.460 --> 00:05:13.740]  當時的背景
[00:05:13.740 --> 00:05:18.440]  了解作者當時受聖靈的感動
[00:05:18.440 --> 00:05:22.640]  去表達我們把它傳講出來
[00:05:22.640 --> 00:05:24.740]  這是最主要的
[00:05:24.740 --> 00:05:27.380]  所以當講解聖經的時候
[00:05:27.380 --> 00:05:32.120]  不可自己在那裡想一套
[00:05:32.120 --> 00:05:34.960]  講的天花亂墜
[00:05:34.960 --> 00:05:37.080]  要回到原本
[00:05:37.080 --> 00:05:42.320]  盡量尋求當時作者的表達
[00:05:42.320 --> 00:05:46.560]  所強調的一些重點
[00:05:46.560 --> 00:05:50.600]  所以我們今天就要來看大綱的第一點
[00:05:50.600 --> 00:05:52.500]  大綱的第一點我列出來
[00:05:52.500 --> 00:05:57.540]  就是信念建立在虛妄的基礎上
[00:05:57.540 --> 00:06:01.480]  那假如我們沒有看到十五節十六節的時候
[00:06:01.480 --> 00:06:05.880]  好像似乎忽然間冒出這十七節
[00:06:05.880 --> 00:06:08.880]  可是在十七節開始這裡說
[00:06:08.880 --> 00:06:12.420]  這些人這些人是誰
[00:06:12.420 --> 00:06:14.860]  那我們剛剛已經在前面已經講
[00:06:14.860 --> 00:06:18.320]  這些人就在教會中活動的
[00:06:18.320 --> 00:06:21.860]  在教會中也跟他們一起守聖餐的
[00:06:21.860 --> 00:06:24.200]  假如有大叔這樣說
[00:06:24.200 --> 00:06:29.200]  這些人看起來在教會中也很火熱
[00:06:29.200 --> 00:06:39.180]  這些人彼得就用前面歷史一個事實巴蘭
[00:06:39.180 --> 00:06:40.980]  成為見解
[00:06:40.980 --> 00:06:44.180]  剛好這上個禮拜五
[00:06:44.180 --> 00:06:48.660]  在恩典團慶
[00:06:48.660 --> 00:06:50.260]  看到民宿祭
[00:06:50.260 --> 00:06:51.900]  就剛好講到巴蘭
[00:06:51.900 --> 00:06:54.400]  你說是不是很巧
[00:06:54.400 --> 00:06:59.460]  其實很多時候我們學習神的話語
[00:06:59.460 --> 00:07:01.440]  我們都是按部就班
[00:07:01.440 --> 00:07:03.500]  當你慢慢慢慢學習的時候
[00:07:03.500 --> 00:07:07.380]  你就慢慢慢慢的吸收
[00:07:07.380 --> 00:07:10.580]  當我們說巴蘭是一位先知的時候
[00:07:10.580 --> 00:07:12.320]  你第一個會想到什麼
[00:07:12.320 --> 00:07:17.820]  先知一定是以色列百姓中的先知
[00:07:17.820 --> 00:07:22.460]  先知一定是神所揀選的先知
[00:07:22.460 --> 00:07:24.120]  可是你讀民宿祭之後
[00:07:24.120 --> 00:07:26.020]  你就會知道
[00:07:26.020 --> 00:07:31.360]  雖然是用先知
[00:07:31.360 --> 00:07:34.200]  但是那裡講了
[00:07:34.200 --> 00:07:37.500]  巴蘭不是神的百姓
[00:07:37.500 --> 00:07:41.940]  巴蘭住在外地是外邦人
[00:07:41.940 --> 00:07:45.440]  摩押王去找外邦的
[00:07:45.440 --> 00:07:48.280]  占普的 通靈的
[00:07:48.280 --> 00:07:53.160]  要來咒詛神的百姓
[00:07:53.160 --> 00:07:55.660]  所以這裡講到這些人
[00:07:55.660 --> 00:07:58.320]  就如同巴蘭
[00:07:58.320 --> 00:08:00.720]  也懂得屬靈的事實
[00:08:00.720 --> 00:08:04.060]  也了解一些屬靈的原則
[00:08:04.060 --> 00:08:09.460]  可是都以其他的目的
[00:08:09.460 --> 00:08:13.640]  為他們的人生的目標
[00:08:13.640 --> 00:08:15.040]  所以在禮拜五的晚上
[00:08:15.040 --> 00:08:17.740]  我覺得David Paulson
[00:08:17.740 --> 00:08:19.840]  所用的一個名詞說
[00:08:19.840 --> 00:08:22.720]  術士
[00:08:22.720 --> 00:08:24.320]  我覺得這很好
[00:08:24.320 --> 00:08:25.820]  因為用先知的時候
