
[00:00:00.000 --> 00:00:03.320]  今天最後一堂裡面就會和大家分享一下
[00:00:03.320 --> 00:00:09.780]  我們知道雖然禱告就絕對不是為了要求一些東西
[00:00:09.780 --> 00:00:13.220]  但是會不會有時候我們祈求的時候
[00:00:13.220 --> 00:00:18.160]  是得不到一些幫助或者神沒有回應呢?
[00:00:18.160 --> 00:00:20.160]  雖然我們很熱切的去禱告
[00:00:20.160 --> 00:00:22.720]  剛剛上一堂跟大家講過了
[00:00:22.720 --> 00:00:28.580]  就是以利亞曾經求神叫他取他的性命
[00:00:28.580 --> 00:00:30.140]  以利亞其實是該死的
[00:00:30.140 --> 00:00:32.640]  因為他已經在外邦人面前
[00:00:32.640 --> 00:00:36.360]  在自己的子民面前失去了見證
[00:00:36.360 --> 00:00:37.800]  他要逃亡
[00:00:37.800 --> 00:00:40.340]  但是神沒有因為這個緣故而責罰他
[00:00:40.340 --> 00:00:42.020]  神是體諒到他的
[00:00:42.020 --> 00:00:44.500]  所以神就沒有答應他的祈禱
[00:00:44.500 --> 00:00:48.880]  這一堂我們會特別的去著重
[00:00:48.880 --> 00:00:51.560]  看看究竟聖經有什麼矛盾呢?
[00:00:51.560 --> 00:00:52.960]  因為主耶穌曾經講過
[00:00:52.960 --> 00:00:54.060]  覺得很熟悉的
[00:00:54.060 --> 00:00:56.280]  你們祈求就給你們
[00:00:56.280 --> 00:00:58.280]  尋找就尋見
[00:00:58.280 --> 00:01:00.080]  叩門就給你們開門
[00:01:00.080 --> 00:01:01.580]  只要我們求的時候
[00:01:01.580 --> 00:01:03.080]  神就會給我們
[00:01:03.080 --> 00:01:05.280]  約翰福今天也很清楚的講
[00:01:05.280 --> 00:01:06.680]  你們若奉我的名
[00:01:06.680 --> 00:01:08.400]  無論求什麼的時候
[00:01:08.400 --> 00:01:11.260]  我就必定的去成就
[00:01:11.260 --> 00:01:14.520]  我似乎我們的主開了一個支票給我們
[00:01:14.520 --> 00:01:16.020]  比王大仙還要厲害
[00:01:16.020 --> 00:01:18.560]  似乎是有求必應的
[00:01:18.560 --> 00:01:22.460]  但是在我們現實的經歷裡面
[00:01:22.460 --> 00:01:23.720]  有時候我們又發覺
[00:01:23.720 --> 00:01:28.720]  我們的禱告好像神沒有去聽到
[00:01:28.720 --> 00:01:30.280]  好像聰耳不聞
[00:01:30.280 --> 00:01:32.500]  沒有任何的回應
[00:01:32.500 --> 00:01:37.360]  這個時候究竟是不是神的話語來落空呢?
[00:01:37.360 --> 00:01:40.560]  我們其實絕對不能夠斷章取義的
[00:01:40.560 --> 00:01:44.260]  所以聖經是要整體的去看的
[00:01:44.260 --> 00:01:46.000]  你見到我們也看過
[00:01:46.000 --> 00:01:49.320]  在就坐禱告裡面
[00:01:49.320 --> 00:01:53.220]  我們看到原來舊約和新約是很和諧、很一致的
[00:01:53.220 --> 00:01:55.620]  我們就不可以來來去去分割的
[00:01:55.620 --> 00:01:57.540]  我們今天就會看
[00:01:57.540 --> 00:02:03.400]  究竟什麼原因有時候我們的禱告
[00:02:03.400 --> 00:02:05.780]  是完全得不到神的垂聽呢?
[00:02:05.780 --> 00:02:08.260]  要記住一件事
[00:02:08.260 --> 00:02:10.020]  當我們祈禱的時候
[00:02:10.020 --> 00:02:13.440]  就是接觸到神
[00:02:13.440 --> 00:02:16.560]  祂裡面的能源是非常大的
[00:02:16.560 --> 00:02:19.320]  撐開講一個很深的經歷
[00:02:19.320 --> 00:02:21.820]  在一間教會
[00:02:21.820 --> 00:02:23.020]  也不怕講的
[00:02:23.020 --> 00:02:24.520]  鑽石新浸信會
[00:02:24.520 --> 00:02:27.440]  在荷里活廣場那裡的教會
[00:02:27.440 --> 00:02:28.400]  很漂亮的
[00:02:28.400 --> 00:02:30.400]  那次我負責去講道
[00:02:30.400 --> 00:02:33.180]  誰知道已經坐在台上了
[00:02:33.180 --> 00:02:36.060]  發覺麥克風沒有聲音
[00:02:36.060 --> 00:02:39.700]  他們在後面一直在弄
[00:02:39.700 --> 00:02:43.240]  弄了6、7分鐘都還沒有
[00:02:43.240 --> 00:02:45.780]  但是時候過了
[00:02:45.780 --> 00:02:47.080]  我跟他們說算了
[00:02:47.080 --> 00:02:47.980]  不要搞了
[00:02:47.980 --> 00:02:50.600]  我的聲音夠大
[00:02:50.600 --> 00:02:52.780]  因為禮堂又不是非常非常大
[00:02:52.780 --> 00:02:54.560]  我不用麥克風也可以的
[00:02:54.560 --> 00:02:55.600]  很無奈
[00:02:55.600 --> 00:02:57.520]  我站上去跟他們講了之後
[00:02:57.520 --> 00:02:59.000]  我再坐下來
[00:02:59.000 --> 00:03:01.780]  後來才發覺到原來
[00:03:01.780 --> 00:03:04.760]  他們在港台前面那個插頭
[00:03:04.760 --> 00:03:06.100]  是沒有插到按鈕的
[00:03:06.100 --> 00:03:08.100]  但是他們在後面一直在搞
[00:03:08.100 --> 00:03:10.780]  一插上按鈕就已經可以了
[00:03:10.780 --> 00:03:15.180]  所以這張圖片是想起這件事
[00:03:15.180 --> 00:03:17.060]  如果我們能夠藉著禱告
[00:03:17.060 --> 00:03:21.020]  其實我們是接觸到神一個很強的能力
[00:03:21.020 --> 00:03:22.020]  在我們當中
[00:03:22.020 --> 00:03:24.020]  好,我們看看究竟什麼原因
[00:03:24.020 --> 00:03:28.020]  神有時候不會去應允我們的祈禱
[00:03:28.020 --> 00:03:29.520]  請Samuel跟我們讀出
[00:03:29.520 --> 00:03:32.500]  詩篇66篇的第18節,好嗎?
[00:03:32.500 --> 00:03:38.380]  「我若心裡注重罪孽,主必不平」
[00:03:38.380 --> 00:03:42.820]  如果我們心裡注重的是罪孽的時候
[00:03:42.820 --> 00:03:45.100]  我們怎樣呼求的時候
[00:03:45.100 --> 00:03:48.120]  神都不會來接受的
[00:03:48.120 --> 00:03:53.100]  今天我們所相信的神是一位聖潔公義的神
[00:03:53.100 --> 00:03:57.720]  祂不是因為人的那一個呈獻
[00:03:57.720 --> 00:04:00.920]  於是就體重這些的罪孽
[00:04:00.920 --> 00:04:03.120]  然後就好了
[00:04:03.120 --> 00:04:05.120]  你呈獻得更多的時候
[00:04:05.120 --> 00:04:07.400]  我給你的祝福就會更多
[00:04:07.400 --> 00:04:11.120]  有時候人在信仰上偏離真神
[00:04:11.120 --> 00:04:13.120]  然後自己塑造一些神
[00:04:13.120 --> 00:04:16.620]  是令到他心裡面更加的安恕
[00:04:16.620 --> 00:04:21.620]  大家記得在香港裡面
