
[00:00:00.000 --> 00:00:03.000]  今天我們選擇了哥倫多前書
[00:00:03.000 --> 00:00:04.200]  去思考一個題目
[00:00:04.200 --> 00:00:06.200]  就是教會的特質
[00:00:06.200 --> 00:00:08.600]  我們要講什麼叫教會
[00:00:08.600 --> 00:00:11.800]  何爲教會的定義是越來越複雜
[00:00:11.800 --> 00:00:14.800]  我們就知道教會不等於建築物
[00:00:14.800 --> 00:00:16.200]  如果你說歐美
[00:00:16.200 --> 00:00:19.000]  甚至去到東歐的地方
[00:00:19.000 --> 00:00:21.200]  很多的美聯美換的教堂
[00:00:21.200 --> 00:00:24.200]  進去給你感覺是莊嚴肅穆的
[00:00:24.200 --> 00:00:26.000]  但是回來香港之後
[00:00:26.000 --> 00:00:29.200]  你會發覺大部分教會都是一些apartment church
[00:00:29.200 --> 00:00:32.200]  就是二三樓的教會
[00:00:32.200 --> 00:00:33.200]  很小的教會
[00:00:33.200 --> 00:00:35.200]  你進去很難有一種
[00:00:35.200 --> 00:00:38.200]  令你覺得贊得很偉大的感覺
[00:00:38.200 --> 00:00:42.200]  但是教會並不是一座建築物
[00:00:42.200 --> 00:00:45.200]  教會是一羣信徒聚在一起
[00:00:45.200 --> 00:00:47.200]  以前農村的教會里面
[00:00:47.200 --> 00:00:48.200]  因爲交通不方便
[00:00:48.200 --> 00:00:51.200]  所以兩三個家庭聚集一起
[00:00:51.200 --> 00:00:53.200]  究竟這些是不是叫教會呢
[00:00:53.200 --> 00:00:56.200]  現在在高科技的社會里面
[00:00:56.200 --> 00:00:59.200]  人是透過網上靈脩
[00:00:59.200 --> 00:01:00.200]  網上聽道
[00:01:00.200 --> 00:01:02.200]  甚至有叫做網上團契
[00:01:02.200 --> 00:01:04.200]  網上教會
[00:01:04.200 --> 00:01:08.200]  究竟是每一個人獨立在自己的房間
[00:01:08.200 --> 00:01:10.200]  透過互聯網
[00:01:10.200 --> 00:01:13.200]  和全世界不同的獨立的一個人
[00:01:13.200 --> 00:01:16.200]  在網上一起聚集
[00:01:16.200 --> 00:01:18.200]  是不是叫做教會呢
[00:01:18.200 --> 00:01:20.200]  這些都是我們發覺
[00:01:20.200 --> 00:01:23.200]  對教會定義是會越來越含糊的
[00:01:23.200 --> 00:01:26.200]  我們試圖不去定義什麼叫教會
[00:01:26.200 --> 00:01:28.200]  反而我們去看的是
[00:01:28.200 --> 00:01:30.200]  教會信衆聚在一起的時候
[00:01:30.200 --> 00:01:32.200]  它的特質會是什麼呢
[00:01:32.200 --> 00:01:34.200]  如果你說我們是一間教會
[00:01:34.200 --> 00:01:36.200]  我們會應該擁有什麼特質呢
[00:01:36.200 --> 00:01:38.200]  在哥倫多的教會里面
[00:01:38.200 --> 00:01:40.200]  我們先要提出一些背景
[00:01:40.200 --> 00:01:44.200]  哥倫多是位於一個廣口
[00:01:44.200 --> 00:01:47.200]  這個廣口是帶着哥倫多商業非常繁榮
[00:01:47.200 --> 00:01:49.200]  因爲商業繁榮的緣故里面
[00:01:49.200 --> 00:01:52.200]  就充滿了和香港很一樣的東西
[00:01:52.200 --> 00:01:55.200]  娛樂事業很鼎盛
[00:01:55.200 --> 00:01:58.200]  娛樂事業包括色情的事業
[00:01:58.200 --> 00:02:00.200]  因爲在考古的歷史裏面
[00:02:00.200 --> 00:02:02.200]  告訴我們哥倫多這個地方
[00:02:02.200 --> 00:02:04.200]  是有一個神廟
[00:02:04.200 --> 00:02:08.200]  廟裏面的女祭司其實是女妓女
[00:02:08.200 --> 00:02:12.200]  我們見到拜偶像的問題很嚴重
[00:02:12.200 --> 00:02:14.200]  所以哥倫多教會是充滿了
[00:02:14.200 --> 00:02:17.200]  極之多問題的一間教會
[00:02:17.200 --> 00:02:19.200]  我們感謝主好在一間這樣的教會
[00:02:19.200 --> 00:02:20.200]  正正因爲這樣的教會
[00:02:20.200 --> 00:02:26.200]  保羅就寫了書信去回應處理教會的問題
[00:02:26.200 --> 00:02:27.200]  但我們開始要問
[00:02:27.200 --> 00:02:30.200]  保羅處理哥倫多教會衆多問題裏面
[00:02:30.200 --> 00:02:33.200]  爲什麼第一樣東西會先處理了
[00:02:33.200 --> 00:02:36.200]  紛爭結黨的問題
[00:02:36.200 --> 00:02:37.200]  有很多的問題
[00:02:37.200 --> 00:02:39.200]  婚姻的問題可以很嚴重
[00:02:39.200 --> 00:02:41.200]  成性的問題可以很嚴重
[00:02:41.200 --> 00:02:43.200]  性參的問題很混亂可以很嚴重
[00:02:43.200 --> 00:02:45.200]  因子的問題很嚴重
[00:02:45.200 --> 00:02:46.200]  爲什麼
[00:02:46.200 --> 00:02:50.200]  我們開始問爲什麼保羅要先處理了
[00:02:50.200 --> 00:02:53.200]  哥倫多教會紛爭結黨的問題
[00:02:53.200 --> 00:02:55.200]  原因是解決方案
[00:02:55.200 --> 00:02:57.200]  解決方案或者出路
[00:02:57.200 --> 00:02:59.200]  正正是殉途羣體裏面
[00:02:59.200 --> 00:03:03.200]  第一個也是首要非常重要的一個特質
[00:03:03.200 --> 00:03:06.200]  一個特質就是一章22到31節
[00:03:06.200 --> 00:03:09.200]  我請你和你旁邊的姐妹說一聲
[00:03:09.200 --> 00:03:13.200]  我們是以基督爲中心的
[00:03:13.200 --> 00:03:16.200]  人爲什麼會紛爭結黨
[00:03:16.200 --> 00:03:19.200]  是將人抬舉到一個地步
[00:03:19.200 --> 00:03:21.200]  高於凌駕於基督
[00:03:21.200 --> 00:03:23.200]  所以就會紛爭結黨
[00:03:23.200 --> 00:03:24.200]  我們將某些人的地位
[00:03:24.200 --> 00:03:28.200]  將某些人的身份凌駕於基督的上面
[00:03:28.200 --> 00:03:31.200]  我們就說我是跟從保羅的
[00:03:31.200 --> 00:03:32.200]  我是跟從阿波羅的
[00:03:32.200 --> 00:03:35.200]  甚至有一批說我是跟從耶穌的耶穌黨
[00:03:35.200 --> 00:03:39.200]  究竟教會的信衆是跟從誰的
[00:03:39.200 --> 00:03:40.200]  在聖經裏面說
[00:03:40.200 --> 00:03:43.200]  猶太人是要神蹟 希臘人是要智慧
[00:03:43.200 --> 00:03:46.200]  我們卻要傳十字架 釘十字架的基督
[00:03:46.200 --> 00:03:49.200]  保羅不否定神蹟 保羅不否定智慧
[00:03:49.200 --> 00:03:51.200]  但是他說與此同時
[00:03:51.200 --> 00:03:53.200]  同時間能夠滿足神蹟和智慧的
[00:03:53.200 --> 00:03:58.200]  就唯有釘十字架的耶穌
[00:03:58.200 --> 00:04:00.200]  他說我別無可誇口
[00:04:00.200 --> 00:04:03.200]  與有誇口就指着主誇口第二章第二節
[00:04:03.200 --> 00:04:05.200]  因爲我曾經定了主意
[00:04:05.200 --> 00:04:06.200]  在你們中間不知道別的
[00:04:06.200 --> 00:04:09.200]  只知道耶穌基督並他釘十字架
[00:04:09.200 --> 00:04:14.200]  要解決教會紛爭結黨的出路
[00:04:14.200 --> 00:04:16.200]  是要高舉基督
[00:04:16.200 --> 00:04:20.200]  在衆人面前我們要肯定承認一件事
[00:04:20.200 --> 00:04:23.200]  基督超越過任何一個人
[00:04:23.200 --> 00:04:26.200]  我們試圖嘗試將任何人超越基督的話
[00:04:26.200 --> 00:04:28.200]  教會就會分裂了
[00:04:28.200 --> 00:04:31.200]  但是我們每一個都擁護基督
[00:04:31.200 --> 00:04:33.200]  爲了基督
[00:04:33.200 --> 00:04:35.200]  以基督爲我們生命的中心的話
[00:04:35.200 --> 00:04:37.200]  我們就能夠合一
[00:04:37.200 --> 00:04:39.200]  弟兄姊妹今天回來教會
[00:04:39.200 --> 00:04:41.200]  你是爲了什麼
[00:04:41.200 --> 00:04:43.200]  我必須要提醒我們每一個弟兄姊妹
[00:04:43.200 --> 00:04:45.200]  我們回來不是爲了某一個人
[00:04:45.200 --> 00:04:47.200]  不是爲了某一樣東西
[00:04:47.200 --> 00:04:48.200]  我們是爲了基督的緣故
[00:04:48.200 --> 00:04:49.200]  和你旁邊的弟兄姊妹說一聲
[00:04:49.200 --> 00:04:52.200]  你是爲了基督而回來的
[00:04:52.200 --> 00:04:53.200]  但是當然了
[00:04:53.200 --> 00:04:56.200]  方派我自己是七幾年開始信耶穌
[00:04:56.200 --> 00:04:58.200]  方派裏面有一個很錯誤的思想
[00:04:58.200 --> 00:05:00.200]  很流行的語句
[00:05:00.200 --> 00:05:03.200]  他說人是不重要的
