
[00:00:00.000 --> 00:00:01.460]  各位靈性姐妹平安
[00:00:01.460 --> 00:00:04.700]  今天是2021年第一次
[00:00:04.700 --> 00:00:07.640]  我們能夠相聚一起見拜主的時候
[00:00:07.640 --> 00:00:08.880]  我們特別的感恩
[00:00:08.880 --> 00:00:12.920]  因為很多人說2020年很難過、很憂傷
[00:00:12.920 --> 00:00:14.920]  我們現在開始新的一年
[00:00:14.920 --> 00:00:18.800]  有神藉著這段經文給我們很重要的教導
[00:00:18.800 --> 00:00:20.840]  這段經文我覺得這裡有兩個要求
[00:00:20.840 --> 00:00:22.300]  一個叫做論報復
[00:00:22.300 --> 00:00:23.560]  如果和合本性經的話
[00:00:23.560 --> 00:00:25.200]  一個是論愛仇敵
[00:00:25.200 --> 00:00:27.800]  我覺得在本質上這兩段經文應該合在一起來講
[00:00:27.800 --> 00:00:31.060]  所以我們將這兩樣東西合在一起來討論
[00:00:31.060 --> 00:00:35.400]  怎樣不去報復和怎樣去愛仇敵
[00:00:35.400 --> 00:00:36.840]  這是天父對我們要求的
[00:00:36.840 --> 00:00:38.360]  先講一件事情
[00:00:38.360 --> 00:00:40.880]  有一點我的感受是
[00:00:40.880 --> 00:00:42.400]  有些與生俱來的
[00:00:42.400 --> 00:00:45.360]  不知道你覺不覺得報復報仇與生俱來
[00:00:45.360 --> 00:00:48.640]  無論你年輕還是大人還是小孩
[00:00:48.640 --> 00:00:50.120]  甚至是婆婆都是
[00:00:50.120 --> 00:00:51.880]  小孩子很喜歡報仇的
[00:00:51.880 --> 00:00:52.880]  你覺不覺得
[00:00:52.880 --> 00:00:57.960]  小孩子總是要人家整他就要整回人家
[00:00:57.960 --> 00:01:01.280]  小朋友很小的時候也是有這些傾向
[00:01:01.280 --> 00:01:04.400]  你不要想著婆婆幾十歲
[00:01:04.400 --> 00:01:06.040]  我自己以前做長者中心
[00:01:06.040 --> 00:01:08.200]  我經常覺得婆婆才厲害
[00:01:08.200 --> 00:01:09.200]  有仇必報
[00:01:09.200 --> 00:01:12.800]  有一次我帶一些長者去
[00:01:12.800 --> 00:01:14.920]  其實我很多次都帶婆婆去旅行
[00:01:14.920 --> 00:01:17.840]  有一次有一個伯伯
[00:01:17.840 --> 00:01:19.640]  不知道與婆婆爭什麼
[00:01:19.640 --> 00:01:20.880]  其實我也不知道他們爭什麼
[00:01:20.880 --> 00:01:23.240]  總之爭了什麼伯伯就推了他一推
[00:01:23.240 --> 00:01:30.640]  但是我們的義工都已經出力去拉開兩個老人家
[00:01:30.640 --> 00:01:35.040]  免得他們在旅遊景點上相爭
[00:01:35.040 --> 00:01:38.520]  待會被人拍了視頻上YouTube
[00:01:38.520 --> 00:01:40.320]  叫什麼「出國制」
[00:01:40.320 --> 00:01:44.080]  我們要緊密地盯緊他們兩個
[00:01:44.080 --> 00:01:49.280]  叫他們兩個都不要發生衝突、嘔鬥
[00:01:49.280 --> 00:01:51.600]  如是者安全渡過
[00:01:51.600 --> 00:01:52.920]  我也放下心頭大石
[00:01:52.920 --> 00:01:54.960]  因為我叫了兩個義工盯緊一個
[00:01:54.960 --> 00:01:56.640]  一個盯一個
[00:01:56.640 --> 00:01:58.640]  不要讓他們兩個賣牙
[00:01:58.640 --> 00:02:01.120]  臨到離開的時候
[00:02:01.120 --> 00:02:04.240]  婆婆平時下旅遊車
[00:02:04.240 --> 00:02:05.400]  活動都結束了
[00:02:05.400 --> 00:02:08.160]  平時婆婆的車來來去去
[00:02:08.160 --> 00:02:08.960]  看到她走得很慢
[00:02:08.960 --> 00:02:10.240]  那天一走的時候
[00:02:10.240 --> 00:02:11.920]  我已經放鬆了一點戒備
[00:02:11.920 --> 00:02:13.960]  所以婆婆一旅遊車到
[00:02:13.960 --> 00:02:14.960]  馬上起來
[00:02:14.960 --> 00:02:16.600]  平時不見她走得這麼快
[00:02:16.600 --> 00:02:20.480]  事實上旅遊車下車你都知道排隊排很久
[00:02:20.480 --> 00:02:21.840]  那婆婆明明在後面
[00:02:21.840 --> 00:02:23.200]  一下子就走出來
[00:02:23.200 --> 00:02:25.280]  我說車還沒停定她已經走出來
[00:02:25.280 --> 00:02:27.640]  平時我走都走不穩
[00:02:27.640 --> 00:02:32.080]  第一個衝下車
[00:02:32.080 --> 00:02:34.200]  就拿著車來打那個老伯
[00:02:34.200 --> 00:02:35.560]  我心想
[00:02:35.560 --> 00:02:38.800]  那個情況快到一個地步
[00:02:38.800 --> 00:02:39.800]  我沒辦法反應
[00:02:39.800 --> 00:02:40.520]  她已經打了老伯
[00:02:40.520 --> 00:02:41.720]  然後下車了
[00:02:41.720 --> 00:02:42.720]  追都追不回來
[00:02:42.720 --> 00:02:44.600]  那個老伯想反應
[00:02:44.600 --> 00:02:46.760]  沒機會反應他已經走了
[00:02:46.760 --> 00:02:50.360]  我婆婆平時走得很慢
[00:02:50.360 --> 00:02:52.800]  報仇起來這麼快
[00:02:52.800 --> 00:02:54.440]  追都追不回來
[00:02:54.440 --> 00:02:55.160]  我想說
[00:02:55.160 --> 00:02:59.160]  這種要報仇報復的心情心態
[00:02:59.160 --> 00:03:00.040]  有人跟我說
[00:03:00.040 --> 00:03:04.440]  牧師其實是動力
[00:03:04.440 --> 00:03:07.720]  平時走得這麼慢這麼辛苦
[00:03:07.720 --> 00:03:09.200]  有些人說這裡不去那裡不去
[00:03:09.200 --> 00:03:10.000]  辛苦
[00:03:10.000 --> 00:03:12.760]  報仇多快
[00:03:12.760 --> 00:03:15.600]  大人小孩伯伯婆婆都是
[00:03:15.600 --> 00:03:16.560]  但我想說回頭
[00:03:16.560 --> 00:03:19.520]  又不要完全抵賴這件事是負面
[00:03:19.520 --> 00:03:21.600]  事實上為什麼要有這種感受呢?
[00:03:21.600 --> 00:03:26.640]  因為天父擺了我們有他的靈
[00:03:26.640 --> 00:03:28.840]  我們追求公平公義
[00:03:28.840 --> 00:03:30.680]  是我們與生俱來
[00:03:30.680 --> 00:03:32.720]  神已經放在我們心裡
[00:03:32.720 --> 00:03:35.240]  不過差一點點
[00:03:35.240 --> 00:03:37.600]  就會變成報復
[00:03:37.600 --> 00:03:39.440]  就會變成仇恨
[00:03:39.440 --> 00:03:42.720]  就會變成傷害自己傷害別人
[00:03:42.720 --> 00:03:43.840]  那種的動力
[00:03:43.840 --> 00:03:45.280]  所以這是不是很可怕?
[00:03:45.280 --> 00:03:46.280]  差一點點而已
[00:03:46.280 --> 00:03:48.280]  所以今天這段經文非常重要
[00:03:48.280 --> 00:03:49.120]  提醒我們
[00:03:49.120 --> 00:03:52.840]  事實上主耶穌有時說的話特別誇張
[00:03:52.840 --> 00:03:54.560]  提醒你真的很重要
[00:03:54.560 --> 00:03:56.320]  免得你和我陷在往來
[00:03:56.320 --> 00:03:58.840]  事實上很多人都是因為這件事陷在往來
[00:03:58.840 --> 00:03:59.920]  很辛苦
[00:03:59.920 --> 00:04:02.320]  在地上活得很痛苦
[00:04:02.320 --> 00:04:04.240]  主不想你活得痛苦
[00:04:04.240 --> 00:04:06.960]  所以今天這段經文對你提醒很重要
[00:04:06.960 --> 00:04:09.560]  聽見有古人的話說
[00:04:09.560 --> 00:04:11.240]  說要以眼還眼
[00:04:11.240 --> 00:04:12.360]  以牙還牙
[00:04:12.360 --> 00:04:14.880]  事實上當初摩西律法的時候
[00:04:14.880 --> 00:04:16.120]  這是非常重要的
[00:04:16.120 --> 00:04:20.840]  因為當時的古代近東社會
[00:04:20.840 --> 00:04:22.400]  報仇很過分的
[00:04:22.400 --> 00:04:24.880]  你看聖經也有
[00:04:24.880 --> 00:04:28.160]  就算有律法也好
[00:04:28.160 --> 00:04:33.080]  聖經在舊時的時候
[00:04:33.080 --> 00:04:37.600]  說在一間占污了利美的婦人的時候
[00:04:37.600 --> 00:04:40.880]  整個族就滅了人
[00:04:40.880 --> 00:04:43.280]  完全不合比例
