
[00:00:00.000 --> 00:00:09.000]  我們來到第三講,不過我會盡量將這一講變成獨立的一講,
[00:00:09.000 --> 00:00:12.000]  所以沒有聽過昨晚前晚都無所謂的。
[00:00:12.000 --> 00:00:20.000]  如果我們看到我們自身的限制,我們都了解教會的脆弱,
[00:00:20.000 --> 00:00:25.000]  我們就可以騰出我們的物理空間,
[00:00:25.000 --> 00:00:30.000]  但是更重要的是心靈空間,讓我們看到上帝的作為。
[00:00:30.000 --> 00:00:33.000]  是的,上帝的作為不受人的限制,
[00:00:33.000 --> 00:00:36.000]  不過人不時時看到上帝的作為,
[00:00:36.000 --> 00:00:41.000]  特別是我們將我們的服事變成一個封閉的系統,
[00:00:41.000 --> 00:00:44.000]  我們只是看見人的計劃,人的事工,
[00:00:44.000 --> 00:00:47.000]  我們就不容易看到上帝在我們中間,
[00:00:47.000 --> 00:00:54.000]  就算祂有作為,我們都可以很容易地用各種自然主義的方法去解釋祂。
[00:00:54.000 --> 00:00:59.000]  幸運而已,剛剛才是這樣,人間總可以找到解釋,
[00:00:59.000 --> 00:01:02.000]  唯有我們真正看到自己的限制,
[00:01:02.000 --> 00:01:07.000]  我們就在那裡見到恩典是真正的恩典。
[00:01:07.000 --> 00:01:14.000]  我們靠主成為剛強的人,這是今天我要講的主題。
[00:01:14.000 --> 00:01:20.000]  在聖經裡面,上上都提到,耶穌基督這樣提,
[00:01:20.000 --> 00:01:27.000]  使徒保羅這樣提,教導我們不要為我們的生命做太多的張羅,
[00:01:27.000 --> 00:01:31.000]  耶穌跟他的門徒說,你出去傳道的時候,
[00:01:31.000 --> 00:01:35.000]  不要帶太多的三不諧物,也不要帶太多的良餉,
[00:01:35.000 --> 00:01:40.000]  讓自己變得脆弱一點,然後你會看到上帝的供應。
[00:01:40.000 --> 00:01:48.000]  甚至聖經提醒我們,即使我們被人抓了,
[00:01:48.000 --> 00:01:54.000]  我們要怎樣答辯,不用找律師寫定口供,
[00:01:54.000 --> 00:01:57.000]  聖靈自然會教導我們怎樣說話,
[00:01:57.000 --> 00:02:01.000]  不是說我們完全不做任何人間的預備,
[00:02:01.000 --> 00:02:05.000]  而是我們不會將我們的生活,我們的時光,
[00:02:05.000 --> 00:02:09.000]  變成一個完全由我們自己經營的世界,
[00:02:09.000 --> 00:02:15.000]  求主教導我們,我們一個以為能夠自給自足的人,
[00:02:15.000 --> 00:02:18.000]  使我們自己變得脆弱一點,
[00:02:18.000 --> 00:02:20.000]  變得沒那麼自給自足,這個不容易。
[00:02:20.000 --> 00:02:24.000]  不過,聖經有一個弔詭的說法,
[00:02:24.000 --> 00:02:31.000]  上帝的大能永遠是在人的軟弱身上才能夠彰顯得完全,
[00:02:31.000 --> 00:02:36.000]  所以保羅說他只誇自己的軟弱,
[00:02:36.000 --> 00:02:40.000]  求主教導我們去誇我們的軟弱,
[00:02:40.000 --> 00:02:42.000]  以我們的軟弱為榮。
[00:02:42.000 --> 00:02:45.000]  今天我們看的聖經,
[00:02:45.000 --> 00:02:48.000]  是以不鎖書六章五到九節,
[00:02:48.000 --> 00:02:50.000]  選取的經文有些古怪的,
[00:02:50.000 --> 00:02:52.000]  如果叫我們做剛強的人,
[00:02:52.000 --> 00:02:54.000]  你應該會想到第十節,
[00:02:54.000 --> 00:02:58.000]  你應該會想到跟著說的《屬靈軍裝》,
[00:02:58.000 --> 00:03:01.000]  為什麼會搞了一段很有趣,
[00:03:01.000 --> 00:03:05.000]  是保羅教導我們怎樣在家庭,
[00:03:05.000 --> 00:03:07.000]  在工作裏面待人處事,
[00:03:07.000 --> 00:03:14.000]  而我們特別選取的是主人和僕人關係的一段聖經。
[00:03:14.000 --> 00:03:20.000]  其實你會見到貫穿在以不鎖書應用的三章聖經,
[00:03:20.000 --> 00:03:22.000]  即是四章到六章,
[00:03:22.000 --> 00:03:26.000]  是有一個主題,很清晰的主題,貫穿著,
[00:03:26.000 --> 00:03:28.000]  就是做剛強的人,
[00:03:28.000 --> 00:03:32.000]  整整三章聖經所有教導都跟剛強有關。
[00:03:32.000 --> 00:03:35.000]  在六章十節,
[00:03:35.000 --> 00:03:37.000]  保羅說我還有末了的話,
[00:03:37.000 --> 00:03:40.000]  你們要靠著主,依賴祂的大能大力,
[00:03:40.000 --> 00:03:42.000]  做剛強的人。
[00:03:42.000 --> 00:03:44.000]  保羅說這是他末了的話,
[00:03:44.000 --> 00:03:46.000]  什麼叫末了呢?
[00:03:46.000 --> 00:03:48.000]  末了不是說他之前沒有說過,
[00:03:48.000 --> 00:03:50.000]  要留待最後才說,
[00:03:50.000 --> 00:03:54.000]  而是他認為這番說話是最重要,
[00:03:54.000 --> 00:03:57.000]  所以就算他前面說過不止一次兩次,
[00:03:57.000 --> 00:04:00.000]  在他做conclusion的時候,
[00:04:00.000 --> 00:04:02.000]  在他concluding的時候,
[00:04:02.000 --> 00:04:04.000]  他仍然要再說一次,
[00:04:04.000 --> 00:04:06.000]  重說他之前說過的話。
[00:04:06.000 --> 00:04:11.000]  實際上之前保羅已經多次提到我們要剛強,
[00:04:11.000 --> 00:04:14.000]  特別在三章十四到十六節,
[00:04:14.000 --> 00:04:16.000]  即是在講教義最後一段,
[00:04:16.000 --> 00:04:18.000]  他做過類似的呼籲,
[00:04:18.000 --> 00:04:22.000]  並且是帶著澎湃的感情所做的呼籲,
[00:04:22.000 --> 00:04:25.000]  因此我在父面前屈膝,
[00:04:25.000 --> 00:04:27.000]  求他按著他豐盛的榮耀,
[00:04:27.000 --> 00:04:28.000]  藉著他的靈,
[00:04:28.000 --> 00:04:31.000]  叫你們心裡的力量剛強起來。
[00:04:31.000 --> 00:04:35.000]  在三章十六節,
[00:04:35.000 --> 00:04:39.000]  他講求父上帝藉著聖靈使我們剛強,
[00:04:39.000 --> 00:04:44.000]  在六章十節就講我們靠主基督成為剛強,
[00:04:44.000 --> 00:04:47.000]  你會見到當他呼籲我們,
[00:04:47.000 --> 00:04:50.000]  祈求我們可以變成一個剛強的人的時候,
[00:04:50.000 --> 00:04:52.000]  他說什麼都將來了,
[00:04:52.000 --> 00:04:54.000]  父子聖靈全部搬了出來,
[00:04:54.000 --> 00:04:58.000]  我們靠三一上帝成為剛強的人,
[00:04:58.000 --> 00:05:00.000]  我們要做剛強的人,
[00:05:00.000 --> 00:05:03.000]  唯有剛強的人才可以踐行福音使命,
[00:05:03.000 --> 00:05:05.000]  才可以在生活裡活出福音的見證,
[00:05:05.000 --> 00:05:07.000]  這是真人。
[00:05:07.000 --> 00:05:11.000]  我們現在面對的不是一個兩個的問題,
[00:05:11.000 --> 00:05:13.000]  香港人很善於轉型,
[00:05:13.000 --> 00:05:15.000]  很善於解決問題,
[00:05:15.000 --> 00:05:18.000]  如果我們只發現社會有某一個問題,
[00:05:18.000 --> 00:05:19.000]  我們解決它,
[00:05:19.000 --> 00:05:21.000]  家會有一個問題,
[00:05:21.000 --> 00:05:22.000]  我們解決它,
[00:05:22.000 --> 00:05:25.000]  但今天我們是一個狀態,
[00:05:25.000 --> 00:05:27.000]  可能是一個張狐的狀態,
[00:05:27.000 --> 00:05:31.000]  是一個樣樣糾纏在一起,
[00:05:31.000 --> 00:05:34.000]  千絲萬縷的一個處境,
[00:05:34.000 --> 00:05:36.000]  那不是一個問題,
[00:05:36.000 --> 00:05:39.000]  是一個不可以簡單解決的問題,
[00:05:39.000 --> 00:05:40.000]  在這裡,
[00:05:40.000 --> 00:05:42.000]  你耐不耐,
[00:05:42.000 --> 00:05:44.000]  你硬不硬正,
[00:05:44.000 --> 00:05:46.000]  你撐不撐得住,
[00:05:46.000 --> 00:05:48.000]  就是最關鍵。
[00:05:48.000 --> 00:05:54.000]  問題很容易解決,
[00:05:54.000 --> 00:05:58.000]  但處境卻需要我們忍耐,
[00:05:58.000 --> 00:06:00.000]  是不是?
[00:06:00.000 --> 00:06:02.000]  你有一個小病,
[00:06:02.000 --> 00:06:05.000]  對症下藥就解決那個病,
[00:06:05.000 --> 00:06:07.000]  如果是一個長期的病,
[00:06:07.000 --> 00:06:10.000]  這個你只能夠live a bit,
[00:06:10.000 --> 00:06:12.000]  跟它共存。
[00:06:12.000 --> 00:06:16.000]  教會面對的不是一個兩個的小問題,
[00:06:16.000 --> 00:06:18.000]  有人事問題,
[00:06:18.000 --> 00:06:19.000]  有行政問題,
[00:06:19.000 --> 00:06:20.000]  解決它,
[00:06:20.000 --> 00:06:25.000]  但如果我們教會面對的是一個內外的挑戰,
[00:06:25.000 --> 00:06:29.000]  有各種的威脅在我們中間,
[00:06:29.000 --> 00:06:33.000]  那個就不是你簡單解決它,
[00:06:33.000 --> 00:06:36.000]  是你需要適應它,
[00:06:36.000 --> 00:06:39.000]  最重要的是你夠不夠堪。
[00:06:39.000 --> 00:06:42.000]  我們要撐住,
[00:06:42.000 --> 00:06:43.000]  要撐住,
[00:06:43.000 --> 00:06:44.000]  要撐住,
[00:06:44.000 --> 00:06:46.000]  直到我們見到上帝的作為,
[00:06:46.000 --> 00:06:48.000]  這是聖經連貫的教導,
[00:06:48.000 --> 00:06:50.000]  我們要打靈界的戰爭,
[00:06:50.000 --> 00:06:53.000]  但是聖經從來沒有叫我們打敗撒旦,
[00:06:53.000 --> 00:06:55.000]  撒旦你怎麼打得敗?
[00:06:55.000 --> 00:06:57.000]  屬靈的戰爭,
[00:06:57.000 --> 00:07:01.000]  人間血肉的我們怎麼可以打敗靈性的力量?
[00:07:01.000 --> 00:07:02.000]  不行的,
[00:07:02.000 --> 00:07:06.000]  聖經的教導只是叫我們不要被撒旦勝過,
[00:07:06.000 --> 00:07:08.000]  不要中他的詭計,
[00:07:08.000 --> 00:07:10.000]  你撐住就是這樣,
[00:07:10.000 --> 00:07:12.000]  你撐得住就等於贏了,
[00:07:12.000 --> 00:07:14.000]  不用你打敗他,
[00:07:14.000 --> 00:07:17.000]  上帝會親自打敗撒旦,
[00:07:17.000 --> 00:07:18.000]  是不是?
[00:07:18.000 --> 00:07:20.000]  最重要的是你忍耐得到,
[00:07:20.000 --> 00:07:22.000]  你撐得到。
[00:07:22.000 --> 00:07:23.000]  今天對香港人來說,
[00:07:23.000 --> 00:07:26.000]  這真是一個很迫切需要的事情,
[00:07:26.000 --> 00:07:29.000]  香港在這二十多年,
[00:07:29.000 --> 00:07:31.000]  特別回歸這二十年,
[00:07:31.000 --> 00:07:34.000]  你覺不覺得我們真是一個漿糊的狀態?
[00:07:34.000 --> 00:07:37.000]  總之進入聽到的都是一些負面的東西,
[00:07:37.000 --> 00:07:39.000]  一些令人喪氣,
[00:07:39.000 --> 00:07:45.000]  令人覺得很焦慮又無助無能的信息,
[00:07:45.000 --> 00:07:48.000]  我要說很多信息當然是客觀的情況,
[00:07:48.000 --> 00:07:50.000]  但也有不少是我們自己製造的,
[00:07:50.000 --> 00:07:52.000]  我們常常自我驚嚇香港人,
[00:07:52.000 --> 00:07:54.000]  很古怪很古怪很古怪,
[00:07:54.000 --> 00:07:57.000]  他們那個自信低到無有,
[00:07:57.000 --> 00:08:00.000]  新聞記者最喜歡做的遊戲就是,
[00:08:00.000 --> 00:08:02.000]  人家建了一個機場,
[00:08:02.000 --> 00:08:05.000]  於是立刻問我們會不會覺得被受威脅,
[00:08:05.000 --> 00:08:07.000]  人家有某些好處,
[00:08:07.000 --> 00:08:11.000]  於是立刻問我們會不會喪失領先的地位,
[00:08:11.000 --> 00:08:13.000]  我們增人富貴而民窮,
[00:08:13.000 --> 00:08:17.000]  人家的增長令我們很沮喪很沮喪很沮喪,
[00:08:17.000 --> 00:08:22.000]  我們很怕人家會威脅到我們,
[00:08:22.000 --> 00:08:25.000]  我們其實不是一個很壞的狀態,
[00:08:25.000 --> 00:08:28.000]  今天你說香港很壞嗎?一點都不壞,
[00:08:28.000 --> 00:08:31.000]  除了樓價很高,上車不容易之外,
[00:08:31.000 --> 00:08:37.000]  今天百業興旺,
[00:08:37.000 --> 00:08:39.000]  我昨天去銀行團契,
[00:08:39.000 --> 00:08:42.000]  參加他們職員會的會議,
[00:08:42.000 --> 00:08:45.000]  在銀行做的弟兄告訴我,
[00:08:45.000 --> 00:08:51.000]  現在銀行業最少欠20%的員工,
[00:08:51.000 --> 00:08:53.000]  空缺多到不得了,
[00:08:53.000 --> 00:08:57.000]  所以基本上只能去隔離銀行搶人,
[00:08:57.000 --> 00:08:59.000]  基本上很難找人,
[00:08:59.000 --> 00:09:01.000]  我們現在是over employment,
[00:09:01.000 --> 00:09:04.000]  我們面對的不是失業的問題,
[00:09:04.000 --> 00:09:06.000]  除了樓價之外,
[00:09:06.000 --> 00:09:09.000]  其實我們的生活so far都相當好,
[00:09:09.000 --> 00:09:12.000]  我經常說香港教會現在學了,
[00:09:12.000 --> 00:09:16.000]  我們從北美開始看齊,
[00:09:16.000 --> 00:09:19.000]  以前我們逢長假期,
[00:09:19.000 --> 00:09:21.000]  教會就要想想搞什麼活動,
[00:09:21.000 --> 00:09:23.000]  現在我們都知道不要搞活動,
[00:09:23.000 --> 00:09:25.000]  千萬不要在假期搞活動,
[00:09:25.000 --> 00:09:27.000]  雞飛狗走被提了一半,
[00:09:27.000 --> 00:09:29.000]  你搞都沒用,不會有人參加,
[00:09:29.000 --> 00:09:32.000]  暑假不要搞青少年活動,
[00:09:32.000 --> 00:09:35.000]  因為青少年個個不去遊學就去旅行,
[00:09:35.000 --> 00:09:37.000]  現在全民旅行,
[00:09:37.000 --> 00:09:39.000]  去機場看就知道厲害,
[00:09:39.000 --> 00:09:41.000]  現在是去哪裡的問題,
[00:09:41.000 --> 00:09:43.000]  不是去不去的問題,
[00:09:43.000 --> 00:09:45.000]  我中門都會去旅行,
[00:09:45.000 --> 00:09:47.000]  大巴德旅行,
[00:09:47.000 --> 00:09:49.000]  我們生活真的很差嗎?
[00:09:49.000 --> 00:09:51.000]  不見得很差,
[00:09:51.000 --> 00:09:56.000]  但你的快樂指數遠遠低過你家的菲傭,
[00:09:56.000 --> 00:09:59.000]  菲律賓人快樂過我們很多,
[00:09:59.000 --> 00:10:01.000]  覺得幸福過我們很多,
[00:10:01.000 --> 00:10:03.000]  有時真的不明白到底發生什麼事,
[00:10:03.000 --> 00:10:05.000]  總覺得自己不幸福,
[00:10:05.000 --> 00:10:07.000]  覺得自己很沮喪,
[00:10:07.000 --> 00:10:09.000]  我們情緒受波動,
[00:10:09.000 --> 00:10:12.000]  現在輔導成為最熱門的課題,
[00:10:12.000 --> 00:10:14.000]  什麼都講輔導,
[00:10:14.000 --> 00:10:17.000]  因為情緒問題太嚴重,
[00:10:17.000 --> 00:10:20.000]  自殺問題困擾很多人,
[00:10:20.000 --> 00:10:24.000]  我要講香港人意志薄弱,
[00:10:24.000 --> 00:10:27.000]  特別是經歷二十多年的豐富日子之後,
[00:10:27.000 --> 00:10:30.000]  我們不是很耐心,
[00:10:30.000 --> 00:10:37.000]  其實我們的情況跟六七十年代比較好很多,
[00:10:37.000 --> 00:10:41.000]  當然年輕人最討厭我們跟以前比較,
[00:10:41.000 --> 00:10:43.000]  他們不喜歡講憶苦思甜,
[00:10:43.000 --> 00:10:46.000]  不過我們跟周邊地方比較,
[00:10:46.000 --> 00:10:49.000]  跟我們很喜歡去的台灣比較,
[00:10:49.000 --> 00:10:51.000]  其實香港沒有台灣那麼沮喪,
[00:10:51.000 --> 00:10:54.000]  不過不知為何我們覺得自己很沮喪,
[00:10:54.000 --> 00:11:00.000]  意志薄弱經不起任何風浪,
[00:11:00.000 --> 00:11:02.000]  在教會裡面,
[00:11:02.000 --> 00:11:04.000]  在基督徒中間其實都不例外,
[00:11:04.000 --> 00:11:08.000]  請你容許我做一點批評論斷,
[00:11:08.000 --> 00:11:11.000]  我覺得教會的文化隨著時代潮流轉變,
[00:11:11.000 --> 00:11:14.000]  越來越感官化,越來越市場化,
[00:11:14.000 --> 00:11:19.000]  講究的是如何牽動受眾即時的情緒反應,
[00:11:19.000 --> 00:11:24.000]  我們不喜歡太過囂張思想交流,
[00:11:24.000 --> 00:11:28.000]  我們的基督信仰建立在感情的基礎上,
[00:11:28.000 --> 00:11:30.000]  用感覺去傳遞信仰,
[00:11:30.000 --> 00:11:33.000]  感覺就是信息,
[00:11:33.000 --> 00:11:35.000]  我們隨著感覺走,
[00:11:35.000 --> 00:11:38.000]  等於每關上用感覺,
[00:11:38.000 --> 00:11:42.000]  用經驗去證明他們的信仰,
[00:11:42.000 --> 00:11:44.000]  有感覺就是真實,
[00:11:44.000 --> 00:11:48.000]  沒有感覺的話就算真實都跟我無關,
[00:11:48.000 --> 00:11:52.000]  I don't care,
[00:11:52.000 --> 00:11:55.000]  所以參加一個聚會,
[00:11:55.000 --> 00:11:57.000]  無論是詩歌,無論是信息,
[00:11:57.000 --> 00:12:00.000]  最重要的是傳遞感覺,
[00:12:00.000 --> 00:12:03.000]  我說什麼都不重要,
[00:12:03.000 --> 00:12:05.000]  我能不能煽動你們,
[00:12:05.000 --> 00:12:09.000]  能不能搞動你們,
[00:12:09.000 --> 00:12:11.000]  這是最重要的,
[00:12:11.000 --> 00:12:13.000]  當然建制不是這樣的情況,
[00:12:13.000 --> 00:12:18.000]  剛才你們唱的《世紀重戰》都沒什麼好搞動的,
[00:12:18.000 --> 00:12:23.000]  最重要的是來到有觸電的感覺,
[00:12:23.000 --> 00:12:26.000]  有上身很興奮的感覺,
[00:12:26.000 --> 00:12:27.000]  這是最重要的,
[00:12:27.000 --> 00:12:29.000]  有感覺就有得著,
[00:12:29.000 --> 00:12:33.000]  沒有感覺就等於今早白走一趟,
[00:12:33.000 --> 00:12:35.000]  最好情緒的傳遞,
[00:12:35.000 --> 00:12:38.000]  還是那個傳遞者我直接過給你,
[00:12:38.000 --> 00:12:40.000]  讓你馬上共鳴,
[00:12:40.000 --> 00:12:42.000]  而不是我將一些概念告訴你,
[00:12:42.000 --> 00:12:44.000]  你自己醞釀情緒,
[00:12:44.000 --> 00:12:45.000]  不要這麼煩,
[00:12:45.000 --> 00:12:47.000]  不要含蓄,不要迂迴,
[00:12:47.000 --> 00:12:49.000]  一切都是赤裸裸的,
[00:12:49.000 --> 00:12:51.000]  平日的靈修讀經,
[00:12:51.000 --> 00:12:52.000]  有感覺就有得著,
[00:12:52.000 --> 00:12:54.000]  沒有感覺就等於聽不到上帝的聲音,
[00:12:54.000 --> 00:12:59.000]  於是個人的感受就決定了你所讀的聖經是不是聖經,
[00:12:59.000 --> 00:13:04.000]  我當然不反對我們對聖經的技術有親身的體會,
[00:13:04.000 --> 00:13:08.000]  藉著我們個人對上帝第一手的經驗去確知上帝的真實,
[00:13:08.000 --> 00:13:10.000]  我們信仰一定要是personal faith,
[00:13:10.000 --> 00:13:13.000]  這個上帝是我親眼見到,
[00:13:13.000 --> 00:13:14.000]  親耳聽到,
[00:13:14.000 --> 00:13:16.000]  親手摸過的,
[00:13:16.000 --> 00:13:23.000]  不過問題是我永遠不會每一樣東西都可以用經歷來肯定去接觸,
[00:13:23.000 --> 00:13:25.000]  你讀物理,讀化學,
[00:13:25.000 --> 00:13:29.000]  你都不可以說我要將我學過的每一個定律,
